Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:58060000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
58060000;2;01/05/2002;;1;1;11,635;5,147;6,227;24;18;1;1;1;;0;6,074;6,742;7,091;6,403;5,913;6,074;6,742;6,074;6,074;6,237;6,074;5,755;5,599;5,446;5,295;5,295;5,295;5,147;5,147;5,147;5,599;6,074;10,711;11,635;7,451;6,403;6,074;5,446;5,446;5,446;5,147;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/04/2002;;1;1;10,711;5,913;7,141;7;26;1;1;1;;0;7,091;6,915;7,821;10,266;7,635;7,091;10,711;7,451;7,091;6,915;6,742;6,571;6,403;8,593;8,396;6,742;6,571;6,403;6,237;6,237;6,074;8,396;6,742;6,074;6,074;5,913;6,074;8,202;6,742;6,074;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/03/2002;;1;1;14,953;7,27;9,652;1;31;1;1;1;;0;14,953;13,619;12,605;12,854;10,266;9,831;10,047;9,831;9,408;8,995;8,593;8,202;8,202;8,593;8,202;9,408;8,593;8,396;7,821;7,821;11,168;13,361;9,831;8,202;8,995;10,711;8,593;8,995;8,202;7,635;7,27;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/02/2002;;1;1;66,182;9,408;16,103;3;16;1;1;1;;0;21,365;23,802;66,182;20,04;15,506;14,144;13,361;11,873;13,106;16,649;12,605;11,635;11,168;10,711;13,619;9,408;12,114;20,366;10,938;10,711;12,605;10,711;14,144;14,68;20,366;12,114;11,168;15,788;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
58060000;2;01/01/2002;;1;1;23,09;5,913;10,74;16;11;1;1;1;0;0;9,831;8,593;12,358;8,202;7,27;7,821;7,091;6,742;7,091;6,571;5,913;5,913;6,237;8,202;8,01;23,09;14,144;9,408;8,01;8,396;10,266;9,408;17,84;16,942;12,854;18,764;18,764;13,106;14,68;11,168;10,266;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/12/2001;;1;1;26,395;3,438;8,369;16;6;1;1;1;;0;4,717;4,048;3,797;3,555;3,555;3,438;3,438;5,446;5,295;3,797;5,147;4,308;3,797;8,995;7,091;26,395;15,228;8,593;6,237;5,755;6,237;7,821;5,599;18,145;11,635;9,408;9,408;8,202;14,68;18,145;17,538;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/11/2001;;1;1;10,711;3,099;4,318;29;1;1;1;1;;0;3,099;3,21;3,797;3,797;4,308;3,675;3,323;3,099;3,099;3,21;3,21;4,308;5,913;4,308;4,048;4,177;4,308;8,593;4,578;4,048;3,555;3,555;4,578;4,177;3,555;3,438;3,323;3,797;10,711;6,742;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/10/2001;;1;1;19,396;3,099;4,677;2;30;1;1;1;;0;4,308;19,396;8,793;5,147;4,308;4,177;3,797;4,048;4,578;4,308;3,797;4,858;4,308;3,797;3,555;3,555;3,438;3,555;3,555;4,048;4,442;5,147;5,755;4,308;4,048;3,555;3,555;3,323;3,323;3,099;3,099;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/09/2001;;1;1;17,538;3,323;4,698;7;3;1;1;1;;0;3,675;3,555;3,323;3,323;3,323;3,555;17,538;5,446;4,048;3,555;3,555;3,675;3,555;4,048;6,403;7,091;5,147;4,717;4,717;4,308;3,797;3,675;3,555;3,555;3,438;4,308;3,797;6,074;5,599;4,578;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/08/2001;;1;1;6,074;3,099;3,628;30;16;1;1;1;;0;3,797;3,555;3,555;3,555;3,438;3,438;3,438;3,438;3,323;3,323;3,323;3,323;3,21;3,21;3,21;3,099;3,099;3,099;3,099;3,099;3,099;4,048;5,147;3,797;3,555;3,438;3,323;3,323;5,446;6,074;4,578;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/07/2001;;1;1;6,074;3,438;3,947;29;19;1;1;1;;0;3,797;3,797;3,797;3,797;3,675;3,675;3,555;3,555;3,555;3,555;3,555;3,675;4,048;3,797;3,675;3,555;3,555;3,555;3,438;3,438;3,438;3,555;4,177;4,858;5,295;4,578;3,797;5,295;6,074;4,308;3,921;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/06/2001;;1;1;4,442;3,797;4,127;1;23;1;1;1;;0;4,442;4,442;4,308;4,308;4,308;4,308;4,177;4,177;4,177;4,177;4,177;4,177;4,177;4,048;4,048;4,048;4,048;4,048;4,177;4,048;4,048;3,921;3,797;3,797;3,797;3,797;4,308;4,308;4,177;4,048;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/05/2001;;1;1;9,831;4,578;5,321;13;10;1;1;1;;0;4,858;4,858;4,858;4,717;4,858;4,717;4,717;4,858;4,717;4,578;4,578;4,858;9,831;7,635;6,074;5,913;9,408;5,755;5,147;5,001;4,858;4,717;4,578;5,147;5,001;4,858;4,717;4,858;4,858;4,858;4,578;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/04/2001;;1;1;13,619;5,001;6,339;12;28;1;1;1;;0;6,742;6,237;6,237;10,711;6,915;6,237;6,742;6,074;6,237;5,913;5,755;13,619;9,831;6,742;6,074;5,913;5,755;5,755;5,755;5,446;5,446;5,295;5,147;5,147;5,147;5,147;5,147;5,001;5,001;5,001;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/03/2001;;1;1;15,228;3,797;7,577;11;22;1;1;1;0;0;6,237;5,913;5,755;5,755;5,599;7,091;5,913;10,487;7,451;8,202;15,228;8,396;7,821;6,742;6,403;6,074;6,074;5,913;7,451;6,742;12,605;3,797;6,403;6,237;6,074;6,074;10,266;8,995;13,106;8,995;7,091;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/02/2001;;1;1;20,04;6,237;8,511;17;27;1;1;1;;0;8,01;6,742;7,635;8,202;9,831;10,266;11,635;7,635;7,821;7,821;9,408;9,408;10,047;8,593;7,451;8,01;20,04;9,408;7,821;7,451;7,451;7,091;6,742;7,27;7,635;6,403;6,237;6,237;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
58060000;2;01/01/2001;;1;1;21,029;6,571;9,014;1;20;1;1;1;;0;21,029;12,358;10,711;9,831;9,408;10,711;9,408;8,995;8,396;7,821;16,359;10,711;8,202;8,593;8,593;7,451;7,091;6,742;6,742;6,571;6,571;6,571;6,915;7,821;8,593;8,202;7,091;8,396;6,742;8,202;8,593;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/12/2000;;1;1;57,732;5,913;11,92;17;16;1;1;1;;0;12,605;18,764;9,408;7,451;7,821;10,047;8,202;7,091;6,403;6,237;6,742;6,074;6,237;6,571;6,742;5,913;57,732;28,743;16,942;12,114;10,047;9,408;8,593;8,202;11,4;11,168;9,831;10,487;16,072;13,361;13,106;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/11/2000;;1;1;20,696;4,048;7,711;7;2;1;1;1;;0;4,308;4,048;4,177;5,147;4,578;4,578;20,696;11,635;6,237;5,147;7,821;5,446;4,858;5,147;7,821;5,755;5,147;8,202;15,228;8,396;7,821;14,144;9,2;7,091;6,074;6,742;6,403;7,635;8,995;12,854;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/10/2000;;1;1;7,091;4,048;4,709;30;28;1;1;1;;0;4,858;4,717;4,578;4,578;5,147;6,571;5,295;5,001;4,858;4,717;5,599;4,717;4,442;4,308;4,308;4,308;4,308;4,177;4,308;4,308;4,177;4,308;4,177;4,177;4,308;4,578;4,308;4,048;4,858;7,091;4,858;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/09/2000;;1;1;18,764;4,858;7,026;4;24;1;1;1;;0;5,147;17,538;11,168;18,764;11,635;8,593;6,915;6,571;6,074;5,913;5,599;5,446;5,599;5,446;5,295;6,074;5,755;5,755;5,446;5,147;5,147;5,001;5,001;4,858;4,858;8,995;7,451;5,446;5,147;5,001;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/08/2000;;1;1;8,593;4,717;5,696;18;26;1;1;1;;0;5,446;5,295;5,295;7,27;7,091;5,755;5,446;5,446;5,147;5,147;5,755;6,237;5,599;5,295;5,147;5,295;5,295;8,593;6,237;5,599;5,295;5,147;5,147;4,858;4,858;4,717;4,717;6,571;7,821;5,913;5,147;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/07/2000;;1;1;10,938;5,446;6,223;16;11;1;1;1;;0;5,599;5,599;5,755;7,27;7,451;6,571;6,074;5,755;5,755;5,755;5,446;5,446;5,599;5,755;5,755;10,938;7,091;6,074;5,755;5,599;5,446;5,446;8,202;7,821;6,571;6,074;5,913;5,755;5,599;5,599;5,446;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/06/2000;;1;1;7,635;5,755;6,611;2;30;1;1;1;;0;7,451;7,635;7,451;7,451;7,27;7,091;7,091;7,091;6,915;6,742;6,742;6,742;6,742;6,571;6,571;6,403;6,403;6,403;6,403;6,403;6,403;6,403;6,237;6,074;6,074;6,074;5,913;5,913;5,913;5,755;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/05/2000;;1;1;10,266;7,451;8,915;1;31;1;1;1;;0;10,266;10,266;10,047;10,047;9,618;9,618;9,831;9,831;10,047;9,618;9,618;9,408;9,2;8,995;8,995;8,793;8,593;8,396;8,593;8,793;8,593;8,396;8,202;8,202;8,01;7,821;8,01;7,821;7,635;7,635;7,451;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/04/2000;;1;1;29,961;10,487;14,626;3;30;1;1;1;0;0;23,445;22,045;29,961;20,04;16,942;16,942;16,359;15,788;15,228;14,68;14,144;13,88;13,619;13,361;13,361;13,106;12,854;12,605;12,854;14,144;12,605;12,114;11,873;11,635;11,4;11,168;10,711;10,711;10,711;10,487;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/03/2000;;1;1;135,134;9,831;16,954;30;6;1;1;1;0;0;11,4;11,168;10,487;10,266;10,047;9,831;10,938;22,739;12,605;11,168;10,938;12,114;11,873;10,266;10,047;9,831;10,487;13,88;25,265;17,538;13,106;11,873;11,635;10,938;10,938;11,635;10,711;12,114;12,114;135,134;32,486;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/02/2000;;1;1;45,354;9,831;14,858;17;15;1;1;1;0;0;24,163;17,538;14,144;11,873;11,168;11,168;12,605;12,114;13,106;13,619;12,605;12,114;12,605;10,711;9,831;17,538;45,354;22,739;17,84;14,68;13,106;12,358;12,605;11,635;14,411;12,114;11,635;13,619;11,873;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
58060000;2;01/01/2000;;1;1;46,408;9,408;16,33;3;24;1;1;1;0;0;10,711;32,918;46,408;44,315;33,793;23,09;16,942;14,411;12,605;11,635;10,938;11,168;12,605;26,779;18,453;12,854;12,114;10,711;10,711;16,942;10,938;9,831;9,618;9,408;9,831;11,635;12,114;12,358;10,047;9,618;10,711;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/12/1999;;1;1;69,026;5,147;9,343;11;3;1;1;1;;0;5,913;5,295;5,147;6,403;5,913;5,599;5,913;8,01;6,571;6,237;69,026;23,802;12,854;10,487;8,793;7,821;7,635;7,091;6,742;6,403;6,237;6,074;6,237;7,635;7,091;6,074;5,913;5,755;5,755;5,599;5,599;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/11/1999;;1;1;16,942;4,308;7,04;16;4;1;1;1;;0;5,446;5,001;4,442;4,308;4,308;4,578;4,442;4,308;6,074;10,266;8,995;6,403;5,913;10,938;13,106;16,942;8,793;6,742;6,403;6,074;11,635;8,01;6,915;6,571;6,742;5,599;5,755;5,599;5,446;5,446;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/10/1999;;1;1;14,144;4,308;5,96;5;16;1;1;1;;0;6,074;4,717;5,446;8,593;14,144;7,27;5,755;5,295;5,147;4,858;5,147;5,001;4,858;4,578;4,442;4,308;4,578;4,717;6,742;8,995;9,2;6,742;5,599;5,295;4,858;4,858;5,001;5,001;4,858;4,858;7,821;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/09/1999;;1;1;28,344;3,921;6,219;23;8;1;1;1;;0;4,177;4,048;4,048;4,048;4,048;4,048;4,048;3,921;4,578;5,001;9,618;8,01;5,755;5,001;4,717;5,147;5,001;4,578;4,442;4,442;4,308;4,177;28,344;18,145;6,571;5,446;4,858;4,717;4,578;6,742;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/08/1999;;1;1;6,403;4,177;4,845;16;31;1;1;1;;0;5,446;5,147;5,001;5,001;4,858;4,858;4,717;4,717;4,858;4,858;4,717;4,578;4,578;4,578;5,446;6,403;6,237;5,446;5,001;4,858;4,717;4,717;4,578;4,578;4,442;4,442;4,308;4,308;4,308;4,308;4,177;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/07/1999;;1;1;9,408;5,001;5,74;6;27;1;1;1;;0;5,755;5,755;5,755;5,599;6,403;9,408;6,915;6,237;5,913;5,913;6,915;6,571;5,755;5,755;5,599;5,446;5,446;5,446;5,446;5,295;5,295;5,147;5,295;5,295;5,147;5,147;5,001;5,001;5,001;5,147;5,147;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/06/1999;;1;1;11,873;5,755;6,954;21;29;1;1;1;;0;6,571;6,403;6,403;6,403;6,403;6,915;9,618;8,995;7,451;6,571;6,742;6,571;6,403;6,403;8,01;6,915;6,403;6,237;6,074;7,27;11,873;9,2;6,571;6,403;6,237;6,074;6,074;5,913;5,755;5,755;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/05/1999;;1;1;8,995;6,571;7,438;8;28;1;1;1;;0;8,202;8,01;8,01;7,821;7,635;7,451;8,593;8,995;7,821;8,01;7,635;7,635;7,635;8,01;8,396;8,01;7,451;7,27;7,091;7,091;6,742;6,742;6,915;6,742;6,742;6,742;6,742;6,571;6,742;6,571;6,571;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/04/1999;;1;1;32,918;8,202;10,535;10;27;1;1;1;;0;10,047;9,618;9,408;9,618;10,047;9,408;9,408;9,2;11,635;32,918;12,854;10,487;9,831;10,047;12,605;10,487;10,047;9,831;9,2;8,995;8,995;8,995;9,2;8,793;8,593;8,396;8,202;11,168;9,408;8,593;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/03/1999;;1;1;27,165;9,831;13,6;1;29;1;1;1;;0;27,165;23,802;17,84;14,68;14,953;13,88;13,106;12,358;11,873;11,635;11,4;14,411;13,88;18,145;14,411;12,854;15,788;14,953;12,854;10,938;10,711;10,487;10,487;14,68;13,361;10,487;10,266;10,047;9,831;10,266;10,047;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/02/1999;;1;1;29,961;9,618;15,5;8;1;1;1;1;;0;9,618;15,228;22,739;13,106;10,487;14,411;20,696;29,961;15,228;18,453;19,396;17,84;13,361;12,114;11,4;11,168;11,873;11,4;14,411;13,106;14,953;14,953;11,873;16,359;16,072;12,358;19,396;22,045;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
58060000;2;01/01/1999;;1;1;29,961;7,635;12,346;7;4;1;1;1;;0;8,01;10,047;8,396;7,635;11,4;13,361;29,961;17,538;14,144;13,88;15,788;17,84;12,358;11,168;11,873;14,411;19,079;14,953;12,358;10,938;10,711;10,047;9,618;10,266;9,831;9,2;9,618;9,408;8,793;10,266;9,831;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/12/1998;;1;1;16,649;5,295;8,356;29;4;1;1;1;;0;5,755;5,755;5,599;5,295;6,403;10,266;10,711;6,915;6,403;10,487;10,711;8,202;7,091;6,571;6,237;6,403;6,403;5,913;5,755;6,571;5,755;8,396;10,711;11,635;13,619;12,358;9,408;9,831;16,649;9,408;7,821;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/11/1998;;1;1;12,114;6,074;7,695;12;8;1;1;1;;0;10,711;8,593;8,995;7,821;6,915;6,403;6,237;6,074;6,403;6,571;8,793;12,114;7,821;7,451;7,27;6,571;6,237;6,915;8,793;9,2;7,27;12,114;9,2;7,27;6,571;6,403;6,571;7,091;6,403;6,074;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/10/1998;;1;1;27,165;5,913;10,728;8;24;1;1;1;;0;16,649;11,4;8,202;13,361;25,639;10,047;14,68;27,165;15,788;11,635;9,2;9,408;8,593;8,593;7,821;7,27;7,451;8,593;8,202;7,821;7,091;6,571;6,074;5,913;24,895;8,995;7,635;6,742;6,742;6,571;7,821;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/09/1998;;1;1;16,649;3,921;5,851;20;4;1;1;1;;0;4,442;4,177;4,048;3,921;4,048;3,921;4,717;4,442;8,202;7,821;5,913;4,578;4,177;4,177;4,177;5,913;5,446;4,442;5,147;16,649;9,831;8,01;7,821;6,742;5,599;6,403;5,755;5,147;5,001;4,858;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/08/1998;;1;1;6,074;3,921;4,408;14;28;1;1;1;;0;4,717;4,578;4,578;4,442;4,442;4,442;4,442;4,578;4,578;4,578;4,442;4,442;4,442;6,074;4,578;4,308;4,308;4,177;4,177;4,048;4,048;4,048;4,308;4,308;4,177;4,048;4,048;3,921;3,921;4,442;5,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/07/1998;;1;1;6,915;4,578;5,184;10;28;1;1;1;;0;5,295;5,147;5,147;5,446;5,446;5,295;5,147;5,001;5,001;6,915;6,074;6,074;5,446;5,295;5,147;5,147;5,001;4,858;4,717;5,913;5,599;5,001;5,001;4,858;4,858;4,717;4,717;4,578;4,578;4,578;4,717;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/06/1998;;1;1;6,915;5,446;5,82;25;17;1;1;1;;0;6,742;6,403;6,403;6,237;6,237;6,074;5,913;5,913;5,913;5,913;5,755;5,755;5,913;5,755;5,755;5,599;5,446;5,446;5,446;5,446;5,446;5,446;5,446;5,446;6,915;6,074;5,446;5,446;5,446;5,446;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/05/1998;;1;1;22,045;6,237;8,113;5;26;1;1;1;;0;7,091;6,742;6,742;16,359;22,045;12,114;9,408;9,618;8,01;7,635;7,451;7,091;7,091;6,915;6,915;6,915;6,915;6,742;7,451;6,915;6,742;6,571;6,571;6,403;6,403;6,237;6,403;7,091;7,091;8,202;7,635;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/04/1998;;1;1;23,09;7,091;9,638;2;25;1;1;1;;0;9,408;23,09;20,696;15,228;11,873;10,711;10,047;9,618;9,408;9,618;9,2;8,995;8,593;8,396;8,202;8,01;7,821;8,01;9,618;8,01;7,821;7,451;7,27;7,27;7,091;7,451;7,27;7,27;7,091;8,593;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/03/1998;;1;1;28,344;7,451;10,796;12;11;1;1;1;;0;10,047;9,408;10,487;9,408;8,995;8,396;8,202;8,01;7,821;7,821;7,451;28,344;12,358;9,831;17,538;12,605;10,266;9,408;8,793;8,396;8,396;14,68;14,144;9,831;13,106;12,605;10,266;9,408;10,047;9,618;8,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/02/1998;;1;1;34,682;6,915;13,471;13;1;1;1;1;;0;6,915;7,091;8,793;7,635;7,821;7,451;8,995;7,27;10,938;7,635;8,396;30,79;34,682;23,09;19,396;22,39;21,703;16,359;13,361;12,358;10,938;10,487;14,144;14,953;12,358;10,711;10,487;10,047;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
58060000;2;01/01/1998;;1;1;41,28;5,599;12,612;9;1;1;1;1;;0;5,599;6,915;6,742;10,487;17,84;8,202;18,145;32,057;41,28;29,552;15,788;12,605;12,114;11,635;12,854;12,605;11,635;11,4;11,168;9,2;9,408;8,593;8,202;9,408;8,995;8,396;7,635;7,635;8,593;9,2;7,091;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/12/1997;;1;1;16,942;5,599;7,677;18;28;1;1;1;;0;8,01;9,618;9,408;8,01;8,396;7,821;6,742;6,571;6,571;6,237;6,074;6,237;7,821;6,742;6,237;6,742;14,68;16,942;9,408;7,451;6,915;8,202;7,091;6,571;6,571;6,237;5,913;5,599;5,755;5,599;7,821;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/11/1997;;1;1;21,029;4,177;9,436;18;12;1;1;1;;0;4,717;4,578;4,442;4,308;4,308;4,717;4,717;11,635;6,237;4,717;4,442;4,177;8,01;4,858;13,619;20,366;16,359;21,029;18,145;16,359;10,047;9,618;8,396;7,635;12,854;10,487;8,995;10,487;13,619;9,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/10/1997;;1;1;14,68;4,177;6,04;22;14;1;1;1;;0;7,635;7,821;5,755;6,074;5,147;4,717;6,237;5,755;7,091;5,001;4,578;4,308;4,308;4,177;4,177;4,308;5,147;7,635;5,446;5,147;8,593;14,68;6,915;8,793;5,913;5,913;6,074;5,599;5,001;4,578;4,717;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58060000;2;01/09/1997;;1;1;18,453;3,438;5,307;30;10;1;1;1;;0;3,797;3,797;3,675;3,675;3,675;3,797;3,797;3,675;3,555;3,438;3,675;3,797;3,797;3,675;3,921;4,578;4,442;3,797;3,797;3,797;8,793;5,295;4,578;4,177;4,578;11,168;14,144;6,571;5,295;18,453;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58060000;2;01/08/1997;;1;1;8,01;3,797;4,484;10;30;1;1;1;;0;4,177;4,177;4,177;4,048;4,308;5,599;4,717;4,308;6,742;8,01;5,599;4,717;4,442;4,308;4,308;4,177;4,048;4,048;4,048;4,048;3,921;3,921;3,921;4,717;4,858;4,177;4,048;3,921;3,921;3,797;3,797;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
