Cota;Vazao
60;5.7
60;5.7
94;3.79
130;27.2
75;8.77
70;11.3
85;2.98
73;4.36
129;59.4
64;14.6
55;6.2
68;9.96
23;7.65
131;4.25
91;6
82;8.08
74;13.3
56;13.8
98;6.92
56;8.56
70;14.3
111;35.9
82;31.6
38;6.46
81;39.9
90;42.5
45;8.95
36;5.06
46;8.16
60;14.1
91;46.2
