dia	mes	ano	vazao
31	12	2021	594.555
30	12	2021	674.776
29	12	2021	674.776
28	12	2021	674.776
27	12	2021	674.776
26	12	2021	674.776
25	12	2021	674.776
24	12	2021	674.776
23	12	2021	674.776
22	12	2021	648.218
21	12	2021	344.605
20	12	2021	547.752
19	12	2021	21.338
18	12	2021	33.287
17	12	2021	41.603
16	12	2021	44.332
15	12	2021	47.156
14	12	2021	51.872
13	12	2021	68.904
12	12	2021	655.404
11	12	2021	431.151
10	12	2021	255.358
9	12	2021	358.3
8	12	2021	41.068
7	12	2021	44.332
6	12	2021	49.484
5	12	2021	52.479
4	12	2021	64.74
3	12	2021	73.21
2	12	2021	7.101
1	12	2021	7.911
30	11	2021	9.004
29	11	2021	10.189
28	11	2021	11.206
27	11	2021	12.285
26	11	2021	13.429
25	11	2021	14.026
24	11	2021	14.952
23	11	2021	15.917
22	11	2021	17.964
21	11	2021	16.92
20	11	2021	2.483
19	11	2021	1.011
18	11	2021	1.444
17	11	2021	3.911
16	11	2021	7.703
15	11	2021	12.285
14	11	2021	14.952
13	11	2021	18.681
12	11	2021	22.959
11	11	2021	28.765
10	11	2021	56.834
9	11	2021	110.999
9	10	2021	0.001
8	10	2021	0.001
7	10	2021	0.001
6	10	2021	0.003
5	10	2021	0.003
4	10	2021	0.019
3	10	2021	0.036
2	10	2021	0.051
1	10	2021	0.07
30	9	2021	0.08
29	9	2021	0.131
28	9	2021	0.178
27	9	2021	0.233
26	9	2021	0.321
25	9	2021	0.397
24	9	2021	0.453
23	9	2021	0.513
22	9	2021	0.577
21	9	2021	0.646
20	9	2021	0.72
19	9	2021	0.72
18	9	2021	0.797
17	9	2021	0.879
16	9	2021	0.966
15	9	2021	1.058
14	9	2021	1.154
13	9	2021	1.255
12	9	2021	1.444
11	9	2021	1.624
10	9	2021	1.817
9	9	2021	0.131
8	9	2021	
7	9	2021	
6	9	2021	
5	9	2021	
4	9	2021	
3	9	2021	
2	9	2021	
1	9	2021	
28	8	2021	0.001
27	8	2021	0.003
26	8	2021	0.003
25	8	2021	0.003
24	8	2021	0.007
23	8	2021	0.007
22	8	2021	0.014
21	8	2021	0.014
20	8	2021	0.024
19	8	2021	0.036
18	8	2021	0.036
17	8	2021	0.07
16	8	2021	0.051
15	8	2021	0.051
14	8	2021	0.051
13	8	2021	0.07
12	8	2021	0.07
11	8	2021	0.07
10	8	2021	0.092
9	8	2021	0.117
8	8	2021	0.117
7	8	2021	0.146
6	8	2021	0.178
5	8	2021	0.178
4	8	2021	0.178
3	8	2021	0.178
2	8	2021	0.001
1	8	2021	0.001
31	7	2021	0.001
30	7	2021	0.003
29	7	2021	0.003
28	7	2021	0.003
27	7	2021	0.003
26	7	2021	0.003
25	7	2021	0.007
24	7	2021	0.007
23	7	2021	0.014
22	7	2021	0.014
21	7	2021	0.024
20	7	2021	0.024
19	7	2021	0.014
18	7	2021	0.024
17	7	2021	0.036
16	7	2021	0.036
15	7	2021	0.051
14	7	2021	0.051
13	7	2021	0.051
12	7	2021	0.07
11	7	2021	0.07
10	7	2021	0.092
9	7	2021	0.117
8	7	2021	0.117
7	7	2021	0.146
6	7	2021	0.178
5	7	2021	0.178
4	7	2021	0.178
3	7	2021	0.178
2	7	2021	0.178
1	7	2021	0.214
30	6	2021	0.214
29	6	2021	0.214
28	6	2021	0.214
27	6	2021	0.254
26	6	2021	0.254
25	6	2021	0.298
24	6	2021	0.298
23	6	2021	0.345
22	6	2021	0.345
21	6	2021	0.345
20	6	2021	0.397
19	6	2021	0.397
18	6	2021	0.453
17	6	2021	0.453
16	6	2021	0.453
15	6	2021	0.513
14	6	2021	0.577
13	6	2021	0.577
12	6	2021	0.577
1	5	2021	
30	4	2021	
29	4	2021	
28	4	2021	
27	4	2021	
26	4	2021	0.001
25	4	2021	0.003
24	4	2021	0.003
23	4	2021	0.007
22	4	2021	0.019
21	4	2021	0.024
20	4	2021	0.043
19	4	2021	0.051
18	4	2021	0.07
17	4	2021	0.07
16	4	2021	0.092
15	4	2021	0.117
14	4	2021	0.131
13	4	2021	0.146
12	4	2021	0.195
11	4	2021	0.345
10	4	2021	0.482
9	4	2021	0.611
8	4	2021	0.758
7	4	2021	0.922
6	4	2021	1.105
5	4	2021	1.307
4	4	2021	1.444
3	4	2021	1.817
2	4	2021	2.246
1	4	2021	2.736
31	3	2021	3.29
30	3	2021	3.911
29	3	2021	4.602
28	3	2021	5.313
27	3	2021	5.988
26	3	2021	6.716
25	3	2021	7.499
24	3	2021	8.337
23	3	2021	8.778
22	3	2021	9.703
21	3	2021	10.689
20	3	2021	11.737
19	3	2021	12.849
18	3	2021	13.725
17	3	2021	14.639
16	3	2021	15.917
15	3	2021	17.264
14	3	2021	18.681
13	3	2021	19.792
12	3	2021	20.556
11	3	2021	21.736
10	3	2021	22.546
9	3	2021	22.959
8	3	2021	23.798
7	3	2021	25.093
6	3	2021	26.889
5	3	2021	28.765
4	3	2021	29.733
3	3	2021	31.733
2	3	2021	33.816
1	3	2021	35.929
28	2	2021	38.968
27	2	2021	49.484
26	2	2021	34.35
25	2	2021	15.917
24	2	2021	17.264
23	2	2021	19.417
22	2	2021	22.546
21	2	2021	24.225
20	2	2021	26.432
19	2	2021	28.765
18	2	2021	31.733
17	2	2021	34.35
16	2	2021	46.584
15	2	2021	49.484
14	2	2021	56.834
13	2	2021	77.658
12	2	2021	262.608
11	2	2021	283.496
10	2	2021	515.596
9	2	2021	626.919
8	2	2021	58.758
7	2	2021	62.042
6	2	2021	67.501
5	2	2021	0.104
4	2	2021	0.161
3	2	2021	0.233
2	2	2021	0.321
1	2	2021	0.424
31	1	2021	1.307
30	1	2021	1.444
29	1	2021	1.817
28	1	2021	2.363
27	1	2021	2.246
26	1	2021	2.483
25	1	2021	3.005
24	1	2021	3.591
23	1	2021	4.247
22	1	2021	4.976
21	1	2021	5.644
20	1	2021	6.345
19	1	2021	7.101
18	1	2021	7.911
17	1	2021	29.247
16	1	2021	3.911
15	1	2021	4.602
14	1	2021	5.17
13	1	2021	5.988
12	1	2021	6.716
11	1	2021	7.499
10	1	2021	8.337
9	1	2021	8.778
8	1	2021	9.703
7	1	2021	10.689
6	1	2021	11.737
5	1	2021	12.849
4	1	2021	14.026
3	1	2021	15.269
2	1	2021	16.581
1	1	2021	17.964
31	12	2020	19.417
30	12	2020	20.944
29	12	2020	22.546
28	12	2020	24.225
27	12	2020	25.981
26	12	2020	27.817
25	12	2020	29.733
24	12	2020	31.733
23	12	2020	33.816
22	12	2020	35.929
21	12	2020	39.487
20	12	2020	0.371
19	12	2020	0.545
18	12	2020	0.682
17	12	2020	1.204
16	12	2020	1.719
15	12	2020	3.145
14	12	2020	5.313
13	12	2020	8.122
12	12	2020	19.047
11	12	2020	35.435
10	12	2020	77.658
9	12	2020	674.776
8	12	2020	
7	12	2020	0.002
6	12	2020	0.005
5	12	2020	0.014
4	12	2020	0.029
3	12	2020	0.06
2	12	2020	0.131
1	12	2020	0.233
30	11	2020	0.371
29	11	2020	0.482
28	11	2020	0.611
27	11	2020	0.72
26	11	2020	0.838
25	11	2020	1.011
24	11	2020	1.204
23	11	2020	1.36
22	11	2020	2.024
21	11	2020	19.792
20	11	2020	62.042
19	11	2020	0.146
18	11	2020	0.321
17	11	2020	0.424
16	11	2020	0.545
15	11	2020	1.058
14	11	2020	1.719
13	11	2020	3.005
12	11	2020	4.423
11	11	2020	7.499
10	11	2020	15.269
9	11	2020	19.417
8	11	2020	20.556
7	11	2020	21.736
6	11	2020	23.376
5	11	2020	25.093
4	11	2020	26.889
3	11	2020	28.765
2	11	2020	29.247
1	11	2020	29.247
31	10	2020	29.247
30	10	2020	29.247
29	10	2020	38.968
28	10	2020	59.407
27	10	2020	19.792
26	10	2020	26.432
25	10	2020	0.06
24	10	2020	0.092
23	10	2020	0.117
22	10	2020	0.117
21	10	2020	0.146
20	10	2020	0.146
19	10	2020	0.178
18	10	2020	0.178
17	10	2020	0.178
16	10	2020	0.178
15	10	2020	0.178
14	10	2020	0.214
13	10	2020	0.214
12	10	2020	0.214
11	10	2020	0.254
10	10	2020	0.275
9	10	2020	0.254
8	10	2020	0.254
7	10	2020	0.298
6	10	2020	0.345
5	10	2020	0.321
4	10	2020	0.397
3	10	2020	0.482
2	10	2020	0.577
1	10	2020	0.646
30	9	2020	0.646
29	9	2020	0.646
28	9	2020	0.72
