dia	mes	ano	vazao
31	1	2023	541.65
30	1	2023	541.65
29	1	2023	541.65
28	1	2023	549.169
27	1	2023	549.169
26	1	2023	549.169
25	1	2023	549.169
24	1	2023	579.633
23	1	2023	579.633
22	1	2023	579.633
21	1	2023	591.216
20	1	2023	591.216
19	1	2023	129.113
18	1	2023	591.216
17	1	2023	591.216
16	1	2023	591.216
15	1	2023	591.216
14	1	2023	670.622
13	1	2023	670.622
12	1	2023	670.622
11	1	2023	670.622
10	1	2023	416.541
9	1	2023	66.755
8	1	2023	66.755
7	1	2023	66.755
6	1	2023	66.755
5	1	2023	66.755
4	1	2023	133.506
3	1	2023	133.506
2	1	2023	133.506
1	1	2023	133.506
31	12	2022	133.506
30	12	2022	133.506
29	12	2022	133.506
28	12	2022	133.506
27	12	2022	70.191
26	12	2022	70.191
25	12	2022	66.755
24	12	2022	66.755
23	12	2022	66.755
22	12	2022	63.385
21	12	2022	63.385
20	12	2022	63.385
19	12	2022	63.385
18	12	2022	63.385
17	12	2022	63.385
16	12	2022	63.385
15	12	2022	63.385
14	12	2022	70.191
13	12	2022	430.208
12	12	2022	221.641
11	12	2022	221.641
10	12	2022	66.755
9	12	2022	66.755
8	12	2022	66.755
7	12	2022	47.545
6	12	2022	47.545
5	12	2022	47.545
4	12	2022	47.545
3	12	2022	47.545
2	12	2022	47.545
1	12	2022	47.545
30	11	2022	430.208
29	11	2022	430.208
28	11	2022	430.208
27	11	2022	430.208
26	11	2022	430.208
25	11	2022	430.208
24	11	2022	430.208
23	11	2022	47.545
22	11	2022	47.545
21	11	2022	47.545
20	11	2022	47.545
19	11	2022	47.545
18	11	2022	47.545
17	11	2022	47.545
16	11	2022	47.545
15	11	2022	47.545
14	11	2022	47.545
13	11	2022	47.545
12	11	2022	47.545
11	11	2022	47.545
10	11	2022	47.545
9	11	2022	47.545
8	11	2022	47.545
7	11	2022	47.545
6	11	2022	190.414
5	11	2022	190.414
4	11	2022	200.624
3	11	2022	200.624
2	11	2022	200.624
1	11	2022	200.624
31	10	2022	151.626
30	10	2022	151.626
29	10	2022	151.626
28	10	2022	151.626
27	10	2022	151.626
26	10	2022	151.626
25	10	2022	142.458
24	10	2022	151.626
23	10	2022	151.626
22	10	2022	224.324
21	10	2022	224.324
20	10	2022	224.324
19	10	2022	224.324
18	10	2022	224.324
17	10	2022	224.324
16	10	2022	224.324
15	10	2022	60.081
14	10	2022	60.081
13	10	2022	60.081
12	10	2022	60.081
11	10	2022	204.504
10	10	2022	204.504
9	10	2022	151.626
8	10	2022	151.626
7	10	2022	151.626
6	10	2022	151.626
5	10	2022	151.626
4	10	2022	151.626
3	10	2022	151.626
2	10	2022	151.626
1	10	2022	151.626
30	9	2022	213.667
29	9	2022	213.667
28	9	2022	213.667
27	9	2022	213.667
26	9	2022	213.667
25	9	2022	213.667
24	9	2022	213.667
23	9	2022	213.667
22	9	2022	213.667
21	9	2022	213.667
20	9	2022	213.667
19	9	2022	213.667
18	9	2022	203.208
17	9	2022	203.208
16	9	2022	203.208
15	9	2022	63.385
14	9	2022	63.385
13	9	2022	63.385
12	9	2022	63.385
11	9	2022	63.385
10	9	2022	77.257
9	9	2022	77.257
8	9	2022	77.257
7	9	2022	203.208
6	9	2022	203.208
5	9	2022	203.208
4	9	2022	203.208
3	9	2022	203.208
2	9	2022	203.208
1	9	2022	203.208
31	8	2022	192.947
30	8	2022	192.947
29	8	2022	192.947
28	8	2022	192.947
27	8	2022	192.947
26	8	2022	190.414
25	8	2022	190.414
24	8	2022	195.494
23	8	2022	195.494
22	8	2022	195.494
21	8	2022	203.208
20	8	2022	203.208
19	8	2022	203.208
18	8	2022	203.208
17	8	2022	203.208
16	8	2022	328.735
15	8	2022	409.771
14	8	2022	409.771
13	8	2022	409.771
12	8	2022	409.771
11	8	2022	409.771
10	8	2022	409.771
9	8	2022	409.771
8	8	2022	409.771
7	8	2022	409.771
6	8	2022	409.771
5	8	2022	409.771
4	8	2022	409.771
3	8	2022	409.771
2	8	2022	409.771
1	8	2022	409.771
31	7	2022	393.028
30	7	2022	393.028
29	7	2022	393.028
28	7	2022	393.028
27	7	2022	393.028
26	7	2022	393.028
25	7	2022	393.028
24	7	2022	393.028
23	7	2022	393.028
22	7	2022	393.028
21	7	2022	198.053
20	7	2022	198.053
19	7	2022	198.053
18	7	2022	198.053
17	7	2022	198.053
16	7	2022	198.053
15	7	2022	198.053
14	7	2022	198.053
13	7	2022	43.134
12	7	2022	43.134
11	7	2022	43.134
10	7	2022	43.134
9	7	2022	43.134
8	7	2022	43.134
7	7	2022	43.134
6	7	2022	43.134
5	7	2022	43.134
4	7	2022	43.134
3	7	2022	43.134
2	7	2022	43.134
1	7	2022	43.134
30	6	2022	43.134
29	6	2022	43.134
28	6	2022	43.134
27	6	2022	43.134
26	6	2022	43.134
25	6	2022	43.134
24	6	2022	43.134
23	6	2022	43.134
22	6	2022	43.134
21	6	2022	43.134
20	6	2022	43.134
19	6	2022	43.134
18	6	2022	43.134
17	6	2022	43.134
16	6	2022	43.134
15	6	2022	43.134
14	6	2022	43.134
13	6	2022	43.134
12	6	2022	43.134
11	6	2022	43.134
10	6	2022	43.134
9	6	2022	43.134
8	6	2022	43.134
7	6	2022	43.134
6	6	2022	43.134
5	6	2022	43.134
4	6	2022	43.134
3	6	2022	43.134
2	6	2022	43.134
1	6	2022	43.134
31	5	2022	43.134
30	5	2022	43.134
29	5	2022	43.134
28	5	2022	43.134
27	5	2022	43.134
26	5	2022	43.134
25	5	2022	43.134
24	5	2022	43.134
23	5	2022	43.134
22	5	2022	43.134
21	5	2022	43.134
20	5	2022	43.134
19	5	2022	43.134
18	5	2022	43.134
17	5	2022	43.134
16	5	2022	43.134
15	5	2022	43.134
14	5	2022	43.134
13	5	2022	43.134
12	5	2022	43.134
11	5	2022	43.134
10	5	2022	43.134
9	5	2022	43.134
8	5	2022	43.134
7	5	2022	43.134
6	5	2022	43.134
5	5	2022	43.134
4	5	2022	43.134
3	5	2022	43.134
2	5	2022	43.134
1	5	2022	43.134
30	4	2022	43.134
29	4	2022	43.134
28	4	2022	43.134
27	4	2022	43.134
26	4	2022	43.134
25	4	2022	43.134
