data	cota
2014-12-31	271.0
2014-12-30	304.0
2014-12-29	338.0
2014-12-28	355.0
2014-12-27	360.0
2014-12-26	359.0
2014-12-25	356.0
2014-12-24	353.0
2014-12-23	367.0
2014-12-22	399.0
2014-12-21	426.0
2014-12-20	441.0
2014-12-19	457.0
2014-12-18	454.0
2014-12-17	420.0
2014-12-16	365.0
2014-12-15	338.0
2014-12-14	340.0
2014-12-13	354.0
2014-12-12	363.0
2014-12-11	371.0
2014-12-10	374.0
2014-12-09	368.0
2014-12-08	366.0
2014-12-07	395.0
2014-12-06	440.0
2014-12-05	471.0
2014-12-04	478.0
2014-12-03	444.0
2014-12-02	404.0
2014-12-01	380.0
2014-11-30	363.0
2014-11-29	344.0
2014-11-28	320.0
2014-11-27	276.0
2014-11-26	248.0
2014-11-25	221.0
2014-11-24	211.0
2014-11-23	231.0
2014-11-22	257.0
2014-11-21	283.0
2014-11-20	314.0
2014-11-19	345.0
2014-11-18	345.0
2014-11-17	286.0
2014-11-16	208.0
2014-11-15	149.0
2014-11-14	121.0
2014-11-13	108.0
2014-11-12	109.0
2014-11-11	109.0
2014-11-10	110.0
2014-11-09	120.0
2014-11-08	131.0
2014-11-07	138.0
2014-11-06	145.0
2014-11-05	153.0
2014-11-04	156.0
2014-11-03	160.0
2014-11-02	150.0
2014-11-01	125.0
2014-10-31	110.0
2014-10-30	101.0
2014-10-29	97.0
2014-10-28	88.0
2014-10-27	77.0
2014-10-26	72.0
2014-10-25	70.0
2014-10-24	68.0
2014-10-23	67.0
2014-10-22	68.0
2014-10-21	71.0
2014-10-20	72.0
2014-10-19	72.0
2014-10-18	72.0
2014-10-17	73.0
2014-10-16	74.0
2014-10-15	74.0
2014-10-14	77.0
2014-10-13	79.0
2014-10-12	79.0
2014-10-11	79.0
2014-10-10	76.0
2014-10-09	79.0
2014-10-08	80.0
2014-10-07	84.0
2014-10-06	84.0
2014-10-05	86.0
2014-10-04	86.0
2014-10-03	88.0
2014-10-02	89.0
2014-10-01	89.0
2014-09-30	88.0
2014-09-29	88.0
2014-09-28	88.0
2014-09-27	89.0
2014-09-26	90.0
2014-09-25	90.0
2014-09-24	91.0
2014-09-23	92.0
2014-09-22	92.0
2014-09-21	94.0
2014-09-20	94.0
2014-09-19	94.0
2014-09-18	94.0
2014-09-17	94.0
2014-09-16	94.0
2014-09-15	94.0
2014-09-14	94.0
2014-09-13	94.0
2014-09-12	94.0
2014-09-11	94.0
2014-09-10	94.0
2014-09-09	98.0
2014-09-08	98.0
2014-09-07	98.0
2014-09-06	98.0
2014-09-05	98.0
2014-09-04	98.0
2014-09-03	98.0
2014-09-02	98.0
2014-09-01	98.0
2014-08-31	100.0
2014-08-30	101.0
2014-08-29	102.0
2014-08-28	102.0
2014-08-27	102.0
2014-08-26	110.0
2014-08-25	110.0
2014-08-24	110.0
2014-08-23	110.0
2014-08-22	110.0
2014-08-21	110.0
2014-08-20	110.0
2014-08-19	112.0
2014-08-18	112.0
2014-08-17	118.0
2014-08-16	118.0
2014-08-15	120.0
2014-08-14	120.0
2014-08-13	120.0
2014-08-12	120.0
2014-08-11	132.0
2014-08-10	132.0
2014-08-09	138.0
2014-08-08	138.0
2014-08-07	138.0
2014-08-06	140.0
2014-08-05	140.0
2014-08-04	140.0
2014-08-03	140.0
2014-08-02	134.0
2014-08-01	134.0
2014-07-31	130.0
2014-07-30	130.0
2014-07-29	130.0
2014-07-28	126.0
2014-07-27	125.0
2014-07-26	125.0
2014-07-25	125.0
2014-07-24	125.0
2014-07-23	124.0
2014-07-22	121.0
2014-07-21	118.0
2014-07-20	118.0
2014-07-19	120.0
2014-07-18	120.0
2014-07-17	120.0
2014-07-16	120.0
2014-07-15	122.0
2014-07-14	126.0
2014-07-13	130.0
2014-07-12	130.0
2014-07-11	138.0
2014-07-10	143.0
2014-07-09	146.0
2014-07-08	146.0
2014-07-07	146.0
2014-07-06	146.0
2014-07-05	146.0
2014-07-04	148.0
2014-07-03	148.0
2014-07-02	148.0
2014-07-01	148.0
2014-06-30	148.0
2014-06-29	148.0
2014-06-28	148.0
2014-06-27	148.0
2014-06-26	150.0
2014-06-25	150.0
2014-06-24	150.0
2014-06-23	150.0
2014-06-22	150.0
2014-06-21	150.0
2014-06-20	150.0
2014-06-19	150.0
2014-06-18	150.0
2014-06-17	150.0
2014-06-16	152.0
2014-06-15	152.0
2014-06-14	153.0
2014-06-13	154.0
2014-06-12	156.0
2014-06-11	160.0
2014-06-10	160.0
2014-06-09	160.0
2014-06-08	162.0
2014-06-07	162.0
2014-06-06	162.0
2014-06-05	162.0
2014-06-04	61.0
2014-06-03	61.0
2014-06-02	62.0
2014-06-01	62.0
2014-05-31	62.0
2014-05-30	64.0
2014-05-29	66.0
2014-05-28	68.0
2014-05-27	68.0
2014-05-26	68.0
2014-05-25	68.0
2014-05-24	68.0
2014-05-23	74.0
2014-05-22	74.0
2014-05-21	77.0
2014-05-20	77.0
2014-05-19	77.0
2014-05-18	77.0
2014-05-17	78.0
2014-05-16	82.0
2014-05-15	85.0
2014-05-14	85.0
2014-05-13	86.0
2014-05-12	88.0
2014-05-11	85.0
2014-05-10	85.0
2014-05-09	88.0
2014-05-08	88.0
2014-05-07	90.0
2014-05-06	90.0
2014-05-05	90.0
2014-05-04	98.0
2014-05-03	105.0
2014-05-02	110.0
2014-05-01	112.0
2014-04-30	114.0
2014-04-29	118.0
2014-04-28	118.0
2014-04-27	118.0
2014-04-26	120.0
2014-04-25	122.0
2014-04-24	138.0
2014-04-23	142.0
2014-04-22	145.0
2014-04-21	148.0
2014-04-20	156.0
2014-04-19	156.0
2014-04-18	160.0
2014-04-17	166.0
2014-04-16	190.0
2014-04-15	155.0
2014-04-14	152.0
2014-04-13	158.0
2014-04-12	170.0
2014-04-11	193.0
2014-04-10	211.0
2014-04-09	212.0
2014-04-08	210.0
2014-04-07	202.0
2014-04-06	198.0
2014-04-05	198.0
2014-04-04	198.0
2014-04-03	194.0
2014-04-02	194.0
2014-04-01	192.0
2014-03-31	246.0
