iter	MAPE
622	0.006654218622
623	0.00665238286
624	0.00664777842
625	0.006644294344
626	0.00664176343
627	0.006636235352
628	0.006626325641
629	0.006623096013
630	0.006614395658
631	0.006604924624
632	0.006602102569
633	0.006597276297
634	0.006593015663
635	0.006589266801
636	0.006587035276
637	0.006582560584
638	0.006578922529
639	0.006571156042
640	0.006569131854
641	0.006566145796
642	0.006562687205
643	0.006560176119
644	0.00655804425
645	0.006551833261
646	0.006544576591
647	0.00653855376
648	0.006535048031
649	0.006530124285
650	0.006528893439
651	0.006524408603
652	0.006522328988
653	0.006518639982
654	0.006513020199
655	0.006500095714
656	0.006496128469
657	0.006493288049
658	0.006487955261
659	0.006486351973
660	0.006483717533
661	0.006481122595
662	0.006478141088
663	0.006474107616
664	0.00647178451
665	0.006469589341
666	0.006467311458
667	0.006465660283
668	0.006463093186
669	0.006459920326
670	0.006456512668
671	0.006451819682
672	0.006449171849
673	0.006444060458
674	0.006440703861
675	0.006436813825
676	0.006432764347
677	0.006430011075
678	0.006423918441
679	0.006422068438
680	0.006419774062
681	0.006418076845
682	0.006413858709
683	0.006405610901
684	0.00637108207
685	0.006366602721
686	0.00636444285
687	0.006362401983
688	0.006360887839
689	0.006358250151
690	0.006356179265
691	0.006355074572
692	0.006340729878
693	0.006339305987
694	0.006337747951
695	0.0063318523
696	0.006329718337
697	0.006326440052
698	0.006324001859
699	0.006321912383
700	0.006318700556
701	0.006310883288
702	0.006308358479
703	0.006300141522
704	0.006298391139
705	0.006295447215
706	0.00629398805
707	0.006289680621
708	0.006286766178
709	0.006278545908
710	0.006275338358
711	0.006270636022
712	0.006266220047
713	0.006264068092
714	0.006260954688
715	0.006259166914
716	0.006256491393
717	0.00625375366
718	0.006249340335
719	0.006248129386
720	0.006244348049
721	0.006240657634
722	0.006237157891
723	0.006232854476
724	0.00623216232
725	0.006228365403
726	0.006224254758
727	0.006218472928
728	0.006214263656
729	0.006210539863
730	0.006207984746
731	0.006191564191
732	0.00618924765
733	0.006186971507
734	0.006185872962
735	0.006182016846
736	0.006178967582
737	0.006177906252
738	0.006174901458
739	0.006172542554
740	0.006171027776
741	0.006166100433
742	0.006160061841
743	0.006158230219
744	0.006153275484
745	0.006148650182
746	0.006140303119
747	0.006137868385
748	0.006136183405
749	0.006134917545
750	0.006129991492
751	0.006125963289
752	0.006119117786
753	0.006115344466
754	0.006112799062
755	0.006111027945
756	0.006099445662
757	0.00609712421
758	0.006093684885
759	0.006091715692
760	0.006090202406
761	0.006088479525
762	0.006087003679
763	0.006084722012
764	0.006078545236
765	0.006075115927
766	0.006071183582
767	0.006070064122
768	0.00606852205
769	0.006066797214
770	0.006062347726
771	0.006059927196
772	0.006057161791
773	0.006051804627
774	0.006048717657
775	0.006046796013
776	0.006044251645
777	0.006042514428
778	0.006041543211
779	0.006041051647
780	0.006038265104
781	0.006036142358
782	0.006034128056
783	0.006032274488
784	0.006028068465
785	0.006026396715
786	0.006022833013
787	0.006020870127
788	0.006014366251
789	0.006013263115
790	0.006012659901
791	0.006007879981
792	0.006005756646
793	0.006003761487
794	0.005999980711
795	0.005997925952
796	0.005992232015
797	0.005990506633
798	0.005988972242
799	0.005981294109
800	0.0059804685
801	0.005973537372
802	0.005970509489
803	0.005967405312
804	0.005961981729
805	0.005960520478
806	0.005957843306
807	0.005955823386
808	0.005950507476
809	0.00594925213
810	0.005947101108
811	0.0059453263
812	0.005944161692
813	0.00593151081
814	0.005920220239
815	0.00591843443
816	0.005915667603
817	0.005913489819
818	0.005912370985
819	0.005909424224
820	0.005906565797
821	0.005901701265
822	0.00589797603
823	0.005896043548
824	0.005893828964
825	0.005892191711
826	0.005890214956
827	0.005889378155
828	0.005887262154
829	0.005885059034
830	0.005881887889
831	0.005878486407
832	0.00587734699
833	0.005876078228
834	0.005874965417
835	0.005873057747
836	0.005859253645
837	0.005858095713
838	0.00585465095
839	0.00585357432
840	0.005851298362
841	0.005845565389
842	0.005840883866
843	0.005837283739
844	0.005835112416
845	0.005833367659
846	0.00583101325
847	0.005826267435
848	0.005824388803
849	0.005817519888
850	0.005816454036
851	0.005815049171
852	0.005812353011
853	0.00581130407
854	0.005789245503
855	0.0057880245
856	0.005779428271
857	0.00577526319
858	0.005769037052
859	0.005763524864
860	0.005760808064
861	0.005756847148
862	0.005753133326
863	0.005751463352
864	0.005749368724
865	0.005747045494
866	0.005745895336
867	0.005744785619
868	0.005743317552
869	0.005741995685
870	0.005737548448
871	0.005728485058
872	0.005723277334
873	0.005721314181
874	0.005715315182
875	0.005711162884
876	0.005708253751
877	0.005703331572
878	0.005701857769
879	0.005700030188
880	0.005698962489
881	0.005698380465
882	0.00569327412
883	0.00569178221
884	0.005689815396
885	0.005685404878
886	0.005683340099
887	0.005681957193
888	0.005680704931
889	0.00567915655
890	0.005677552919
891	0.005674196765
892	0.005672535822
893	0.005668609604
894	0.005664220401
895	0.005663164712
896	0.005662210652
897	0.005661486389
898	0.005656579451
899	0.00565454259
900	0.005648655975
901	0.005646512177
902	0.005642924545
903	0.005640308991
904	0.005638058137
905	0.005632683189
906	0.005631362357
907	0.005630224128
908	0.005627995023
909	0.005625613165
910	0.005624069972
911	0.005619534213
912	0.005617966209
913	0.005617160088
914	0.005616091139
915	0.005615352428
916	0.00561369061
917	0.00561039211
918	0.005606361316
919	0.00560293178
920	0.005598613434
921	0.005596788609
922	0.005593126717
923	0.005592167752
924	0.005585069588
925	0.005580188339
926	0.005578176545
927	0.005575721693
928	0.005573729117
929	0.005570650462
930	0.005568646161
931	0.005566086306
932	0.005564312838
933	0.005563219476
934	0.005562357557
935	0.005546285777
936	0.005545105134
937	0.005540166316
938	0.005524806384
939	0.005522871893
940	0.005519735745
941	0.005518674776
942	0.00551791923
943	0.005517133578
944	0.005514522485
945	0.00550883668
946	0.005506966688
947	0.005503952494
948	0.005500395531
949	0.005497008312
950	0.005495280871
951	0.005493147517
952	0.005491633743
953	0.005482346615
954	0.005478824571
955	0.005476125814
956	0.005475184044
957	0.005473844002
958	0.005469808267
959	0.005468523375
960	0.00546707507
961	0.005464759451
962	0.005464051093
963	0.00546295364
964	0.005450165794
965	0.005449591088
966	0.005448837311
967	0.005447592901
968	0.005446304721
969	0.005443333191
970	0.005440145498
971	0.005439215385
972	0.005432957178
973	0.005432160162
974	0.005431424504
975	0.005428713004
976	0.005424992222
977	0.005424366391
978	0.005422423868
979	0.005419908445
980	0.005415964625
981	0.005414471198
982	0.005412620538
983	0.005410855155
984	0.005407782594
985	0.005407155171
986	0.005404617236
987	0.005402400884
988	0.005400816024
989	0.005398906926
990	0.005398321491
991	0.00539657424
992	0.005395325185
993	0.005392736335
994	0.005391782884
995	0.005386284965
996	0.00538534132
997	0.005382881866
998	0.005381000573
999	0.00537909743
