iter	MAPE
0	0.08568156633
1	0.07867935322
2	0.07269951818
3	0.06692380882
4	0.06260963197
5	0.05784184594
6	0.05398324566
7	0.04997118675
8	0.0468936226
9	0.04386448864
10	0.04163278329
11	0.03899231946
12	0.03690491594
13	0.03489257739
14	0.03373537864
15	0.03207321485
16	0.03093742978
17	0.02960476734
18	0.02835376029
19	0.02737188
20	0.02622475106
21	0.02548389733
22	0.02480314151
23	0.02396687396
24	0.02322680751
25	0.02274787947
26	0.02246253186
27	0.02216586003
28	0.02167556566
29	0.02101868408
30	0.02076342939
31	0.02058371496
32	0.02001034991
33	0.01983881723
34	0.01960602821
35	0.01917739443
36	0.01886402152
37	0.0186759185
38	0.01856969585
39	0.01845866127
40	0.01839128785
41	0.01803180742
42	0.01796726803
43	0.01788861117
44	0.01782277273
45	0.01749734061
46	0.01740135293
47	0.01735352031
48	0.01727979228
49	0.0170167511
50	0.01694729125
51	0.01680053405
52	0.01668269211
53	0.01660923302
54	0.01652502482
55	0.01646423861
56	0.01627489394
57	0.01613114488
58	0.01600603003
59	0.01587924856
60	0.01575206494
61	0.01571744662
62	0.01565425219
63	0.01563208854
64	0.01553868466
65	0.01545118382
66	0.015398254
67	0.01530678565
68	0.01523137467
69	0.0151849445
70	0.015096661
71	0.01505123245
72	0.01499510982
73	0.01486716102
74	0.01474110616
75	0.0146823059
76	0.01461329779
77	0.01456106391
78	0.01450044894
79	0.0144447427
80	0.01438738083
81	0.01434642942
82	0.01431287407
83	0.01424758583
84	0.01418377415
85	0.01400428793
86	0.0139514667
87	0.01390678185
88	0.01384362647
89	0.01380166337
90	0.01372763477
91	0.01357965286
92	0.0135528913
93	0.01351982525
94	0.01349348992
95	0.0134572618
96	0.01342966145
97	0.01338613773
98	0.01335090793
99	0.01329844187
100	0.0132256814
101	0.01317815929
102	0.01314120619
103	0.01309493935
104	0.01307098106
105	0.01304828186
106	0.01301260053
107	0.01299117397
108	0.01295162022
109	0.01288360998
110	0.01284372371
111	0.01281205424
112	0.01275007142
113	0.01270313188
114	0.01265729588
115	0.01261325439
116	0.01259162554
117	0.01255517485
118	0.01253513923
119	0.01249677516
120	0.01247661628
121	0.01244459256
122	0.01242387429
123	0.01235918597
124	0.01232622544
125	0.01230341222
126	0.01226329051
127	0.01221764267
128	0.01220257387
129	0.01216475457
130	0.01213434781
131	0.01209112847
132	0.01206465745
133	0.01204190327
134	0.01201383833
135	0.01198668
136	0.01197784663
137	0.01194009947
138	0.01191882973
139	0.01189166304
140	0.01183429235
141	0.01181378822
142	0.01176457886
143	0.01173206432
144	0.01171163993
145	0.01169149836
146	0.0116621606
147	0.01163094134
148	0.01159760794
149	0.01153929492
150	0.01151015039
151	0.0114823016
152	0.0114569216
153	0.01143796703
154	0.0114202049
155	0.01139605386
156	0.0113507783
157	0.01133497124
158	0.01131943868
159	0.01130129873
160	0.01128285529
161	0.0112258816
162	0.01120436969
163	0.01114457521
164	0.01109316577
165	0.01107774765
166	0.01105671905
167	0.01104272571
168	0.01101287755
169	0.01098594262
170	0.01096458066
171	0.01094701396
172	0.0109264399
173	0.0109105388
174	0.01088597483
175	0.01087218158
176	0.01085317882
177	0.01083159907
178	0.01081115016
179	0.01080100226
180	0.01079013666
181	0.01077037389
182	0.01075248798
183	0.01073219469
184	0.01070963338
185	0.0106947835
186	0.01066359727
187	0.01064490478
188	0.01060507307
189	0.0105828559
190	0.01055734916
191	0.01054134486
192	0.01052679104
193	0.01051229134
194	0.01050420194
195	0.01047894198
196	0.01046737281
197	0.01044542118
198	0.01041915572
199	0.01038794109
200	0.01037583814
201	0.01035729615
202	0.01033731908
203	0.01032052477
204	0.01030206279
205	0.01028319522
206	0.01026348918
207	0.01023896549
208	0.01023000761
209	0.01021742894
210	0.01019569167
211	0.010185803
212	0.01017372402
213	0.01015061617
214	0.01012456612
215	0.01010905909
216	0.01009374659
217	0.01007200053
218	0.01005512731
219	0.01003517189
220	0.01000988623
221	0.009982023222
222	0.009972191061
223	0.009953452543
224	0.009933949191
225	0.009897988712
226	0.009883227773
227	0.009872995108
228	0.009833988792
229	0.009794555473
230	0.009784411174
231	0.009773984813
232	0.009753840516
233	0.009738241688
234	0.009730103466
235	0.009723562603
236	0.00970801888
237	0.009698557904
238	0.009689188728
239	0.009680795394
240	0.009649597472
241	0.009638143891
242	0.009629760871
243	0.009602215063
244	0.009593683067
245	0.009575665346
246	0.009556954612
247	0.009549804459
248	0.009528300911
249	0.009515190396
250	0.009511095626
251	0.00949290896
252	0.009479274867
253	0.009466989904
254	0.009458679301
255	0.009450699672
256	0.009440135991
257	0.009407093021
258	0.009382962643
259	0.009370269302
260	0.009360469784
261	0.009343634308
262	0.009331003821
263	0.009322473991
264	0.009305577949
265	0.009294484584
266	0.009280832935
267	0.009272089829
268	0.009261526543
269	0.009255700032
270	0.009250939886
271	0.009242534592
272	0.009236192457
273	0.009229273664
274	0.009219060278
275	0.009209729207
276	0.0092050093
277	0.009198394329
278	0.00919152619
279	0.009163796718
280	0.009160403654
281	0.009147048506
282	0.009139299802
283	0.009133721709
284	0.009121495174
285	0.009102152645
286	0.009097329403
287	0.0090910887
288	0.00907623738
289	0.009072273569
290	0.009061912116
291	0.0090517367
292	0.009037246924
293	0.009025609653
294	0.009019212716
295	0.009008933937
296	0.00900569846
297	0.008992396116
298	0.008978330151
299	0.008970867329
300	0.008964229276
301	0.008957506934
302	0.008949727405
303	0.008931459384
304	0.008910511825
305	0.008905342994
306	0.00889365643
307	0.008881325568
308	0.008871875721
309	0.008865720888
310	0.008855451483
311	0.008850667571
312	0.008836826857
313	0.008826113011
314	0.00881824047
315	0.00880747625
316	0.008789216217
317	0.008778833455
318	0.008769019029
319	0.008763461201
320	0.008756460076
321	0.008743535889
322	0.008734761998
323	0.008712232338
324	0.008693503954
325	0.00868625771
326	0.008678238077
327	0.008673346236
328	0.008669270597
329	0.008650270199
330	0.008643956733
331	0.008634368857
332	0.008616262534
333	0.008612437578
334	0.008602263437
335	0.008593415514
336	0.008582495525
337	0.008570370885
338	0.008565174524
339	0.008545627113
340	0.008535690738
341	0.00852867621
342	0.008520206095
343	0.008509867604
344	0.008501428615
345	0.008495423876
346	0.008487913775
347	0.008480747726
348	0.00847353821
349	0.008455277459
350	0.00843471896
351	0.008428864242
352	0.008420685895
353	0.008415911168
354	0.008407173263
355	0.008397846404
356	0.008395737362
357	0.008387103647
358	0.008384031766
359	0.00837893746
360	0.00837405087
361	0.008367867172
362	0.008357791205
363	0.008350482256
364	0.008334508936
365	0.008328373565
366	0.008319467963
367	0.008311971121
368	0.00830753668
369	0.008291347587
370	0.008280973223
371	0.008274266675
372	0.008261229544
373	0.008257900415
374	0.008250750357
375	0.008247704941
376	0.008240417888
377	0.008231946921
378	0.008227717672
379	0.00822175461
380	0.008216807496
381	0.008207671096
382	0.008192838412
383	0.008186525141
384	0.008176554023
385	0.008170932074
386	0.008161686182
387	0.00814934497
388	0.008141310065
389	0.00813154396
390	0.008123975713
391	0.008117498932
392	0.008098112296
393	0.008090686094
394	0.008085517018
395	0.008081403673
396	0.008076509308
397	0.008067914047
398	0.008060737545
399	0.008049110106
400	0.008043638569
401	0.008035848661
402	0.008031699848
403	0.008026874617
404	0.008023438361
405	0.008019992706
406	0.007995646286
407	0.007985496893
408	0.007939307385
409	0.007930911394
410	0.00792483853
411	0.007914130622
412	0.007909439627
413	0.007905482694
414	0.007899067857
415	0.007892957447
416	0.007864991766
417	0.007859235781
418	0.007851555806
419	0.007848479162
420	0.007837631305
421	0.007816299825
422	0.007814190587
423	0.007800954044
424	0.007795807848
425	0.007786397393
426	0.007783532555
427	0.007776303144
428	0.007769411947
429	0.007766789497
430	0.007760616267
431	0.007746872426
432	0.007743062047
433	0.007742015761
434	0.007735014183
435	0.007731842538
436	0.007725939797
437	0.007717119217
438	0.007709580605
439	0.007696384917
440	0.007691258415
441	0.00768334877
442	0.007676294149
443	0.007670597768
444	0.007665373134
445	0.007659509198
446	0.007650467181
447	0.007648069061
448	0.007639836684
449	0.007636287964
450	0.007629219042
451	0.007622699909
452	0.007616880862
453	0.007611920293
454	0.007600128836
455	0.007584659615
456	0.007578897226
457	0.007575464852
458	0.007566209028
459	0.007562656161
460	0.007557214552
461	0.007544959449
462	0.007537642929
463	0.007532501696
464	0.007527521384
465	0.007524256455
466	0.007515027277
467	0.007506213412
468	0.007498907766
469	0.007494132443
470	0.007483335209
471	0.007479552422
472	0.007473437407
473	0.007470984163
474	0.007461825778
475	0.007458497918
476	0.007451986146
477	0.007439940809
478	0.007436513715
479	0.007432520532
480	0.007425533275
481	0.007416254404
482	0.007405670653
483	0.007400963861
484	0.007394297726
485	0.007389757888
486	0.007383786442
487	0.00737126647
488	0.007366751722
489	0.007359159371
490	0.007353928832
491	0.007351428569
492	0.007346512683
493	0.00734194834
494	0.007338832971
495	0.007334739942
496	0.007329224482
497	0.007324509244
498	0.007318344702
499	0.007314053506
500	0.007298707473
501	0.007291815412
502	0.007288402081
503	0.007279876704
504	0.007273374176
505	0.007270284108
506	0.007260462446
507	0.007255443107
508	0.007252453568
509	0.00724878005
510	0.007245554854
511	0.007241509894
512	0.00723481138
513	0.007229532983
514	0.007224412835
515	0.007219767006
516	0.00721369029
517	0.007211675345
518	0.007204087577
519	0.007197648477
520	0.007193895131
521	0.007181917194
522	0.007178417118
523	0.007174079124
524	0.007169230205
525	0.007167423624
526	0.007163572489
527	0.007161190093
528	0.007155868737
529	0.007148423626
530	0.007143145895
531	0.007140917625
532	0.007137241884
533	0.007132314248
534	0.007129386433
535	0.007122530318
536	0.007113702616
537	0.00711170077
538	0.007105985853
539	0.007104528177
540	0.007099796216
541	0.007077723948
542	0.007073203427
543	0.007062141254
544	0.007053242534
545	0.00704379494
546	0.007041804142
547	0.007039813478
548	0.007030129658
549	0.007027248472
550	0.007019857346
551	0.007008796269
552	0.006999027123
553	0.006993091593
554	0.006973924572
555	0.006969295634
556	0.006964573208
557	0.006960819315
558	0.006954028696
559	0.00695131396
560	0.006946364554
561	0.006943285842
562	0.006939438301
563	0.006937297767
564	0.006935130945
565	0.006926960314
566	0.006924033174
567	0.006912154545
568	0.006902830509
569	0.006898632592
570	0.006896234885
571	0.00689084748
572	0.006881362703
573	0.006874908803
574	0.006865773804
575	0.006861873458
576	0.006859809059
577	0.006850630984
578	0.006846328396
579	0.006842038353
580	0.006837073856
581	0.00683363365
582	0.006832144316
583	0.006825874846
584	0.006821988078
585	0.006818942199
586	0.006814875068
587	0.006809417291
588	0.006801458658
589	0.006797426004
590	0.006793412643
591	0.006784692131
592	0.006782119073
593	0.006779093647
594	0.00677674048
595	0.006774700556
596	0.006768347942
597	0.006764303573
598	0.00676125523
599	0.006756488378
600	0.006745298381
601	0.006742421941
602	0.006739497464
603	0.006737526216
604	0.006732300557
605	0.006731189603
606	0.006723572727
607	0.006720078224
608	0.006713519795
609	0.006709142086
610	0.006707738869
611	0.006705154718
612	0.006701399367
613	0.006698138983
614	0.006697033098
615	0.006689519547
616	0.006684604154
617	0.006678800349
618	0.006670344071
619	0.006667105995
620	0.006664893896
621	0.006662535847
