data	t_cv_56337500	t_ct_56337500	t_vz_56337500
2017-02-18	0.0	129.70833333333334	10.695833333333333
2017-02-19	0.0	128.70833333333334	10.025
2017-02-20	1.3	127.91666666666667	9.525
2017-02-21	5.0	127.125	8.9875
2017-02-22	2.8	126.79166666666667	8.779166666666667
2017-02-23	0.0	125.95833333333333	8.275
2017-02-24	0.0	125.54166666666667	8.025
2017-02-25	0.0	124.70833333333333	7.5249999999999995
2017-02-26	0.0	124.375	7.324999999999999
2017-02-27	3.3999999999999995	126.75	8.783333333333333
2017-02-28	0.3	131.625	12.058333333333335
2017-03-01	0.0	132.70833333333334	12.85
2017-03-02	0.0	130.375	11.216666666666667
2017-03-03	0.0	126.95833333333333	8.904166666666667
2017-03-04	0.0	125.91666666666667	8.258333333333335
2017-03-05	0.3	124.875	7.625
2017-03-06	8.8	127.75	9.450000000000001
2017-03-07	1.4	126.45833333333333	8.5875
2017-03-08	5.3	134.0	13.995833333333332
2017-03-09	10.0	168.20833333333334	53.88333333333333
2017-03-10	0.0	167.29166666666666	49.37083333333334
2017-03-11	0.0	140.625	19.3875
2017-03-12	0.0	132.29166666666666	12.525
2017-03-13	0.0	129.33333333333334	10.458333333333334
2017-03-14	0.0	126.83333333333333	8.825000000000001
2017-03-15	0.3	125.25	7.8500000000000005
2017-03-16	0.0	124.375	7.3374999999999995
2017-03-17	0.0	123.625	6.912499999999999
2017-03-18	0.0	122.91666666666667	6.541666666666667
2017-03-19	43.7	159.5	49.237500000000004
2017-03-20	2.6999999999999997	184.75	75.1875
2017-03-21	0.3	147.45833333333334	26.0125
2017-03-22	0.0	134.91666666666666	14.491666666666667
2017-03-23	0.0	130.20833333333334	11.049999999999999
2017-03-24	0.0	127.25	9.0875
2017-03-25	0.0	125.70833333333333	8.125
2017-03-26	0.0	124.54166666666667	7.425
2017-03-27	0.8	129.16666666666666	10.591666666666667
2017-03-28	35.0	151.58333333333334	29.954166666666666
2017-03-29	0.0	157.58333333333334	36.65
2017-03-30	0.0	137.04166666666666	16.229166666666668
2017-03-31	0.0	130.08333333333334	10.979166666666666
2017-04-01	0.0	127.08333333333333	8.979166666666666
2017-04-02	0.0	124.95833333333333	7.675
2017-04-03	0.0	123.45833333333333	6.824999999999999
2017-04-04	0.0	122.5	6.316666666666666
2017-04-05	0.0	120.5	5.25
2017-04-06	0.0	120.29166666666667	5.145833333333333
2017-04-07	0.0	120.16666666666667	5.083333333333333
2017-04-08	0.0	119.54166666666667	4.791666666666667
2017-04-09	0.0	117.66666666666667	3.9291666666666667
2017-04-10	0.0	118.625	4.345833333333333
2017-04-11	0.0	118.83333333333333	4.4375
2017-04-12	0.0	119.0	4.5125
2017-04-13	0.0	117.875	4.0249999999999995
2017-04-14	0.0	118.54166666666667	4.316666666666666
2017-04-15	0.0	119.16666666666667	4.616666666666666
2017-04-16	0.0	118.54166666666667	4.308333333333334
2017-04-17	0.0	117.75	3.9666666666666663
2017-04-18	0.6	117.58333333333333	3.8874999999999997
2017-04-19	0.0	118.0	4.083333333333333
2017-04-20	0.0	117.25	3.725
2017-04-21	0.0	117.54166666666667	3.8666666666666667
2017-04-22	0.0	117.66666666666667	3.9291666666666667
2017-04-23	0.0	118.04166666666667	4.083333333333333
2017-04-24	0.0	119.33333333333333	4.704166666666667
2017-04-25	0.0	117.75	3.95625
2017-04-26	0.0	116.95833333333333	3.5833333333333335
2017-04-27	8.899999999999999	116.875	3.5500000000000003
2017-04-28	4.7	125.125	7.916666666666667
2017-04-29	0.8	136.70833333333334	15.970833333333333
2017-04-30	0.0	124.41666666666667	7.616666666666667
2017-05-01	0.0	121.08333333333333	5.554166666666667
2017-05-02	0.0	119.08333333333333	4.554166666666666
2017-05-03	0.0	118.41666666666667	4.266666666666667
2017-05-04	0.0	117.75	3.9749999999999996
2017-05-05	0.0	117.5	3.8499999999999996
2017-05-06	0.0	117.54166666666667	3.870833333333333
2017-05-07	0.0	118.125	4.1375
2017-05-08	0.0	117.95833333333333	4.079166666666667
2017-05-09	0.0	117.41666666666667	3.808333333333333
2017-05-10	0.0	117.25	3.725
2017-05-11	0.0	117.125	3.6625
2017-05-12	0.0	117.08333333333333	3.641666666666667
2017-05-13	0.0	117.66666666666667	3.933333333333333
2017-05-14	0.0	117.375	3.7916666666666665
2017-05-15	0.0	117.04166666666667	3.6291666666666664
2017-05-16	1.3	117.20833333333333	3.704166666666667
2017-05-17	0.0	117.54166666666667	3.870833333333333
2017-05-18	0.0	118.0	4.075
2017-05-19	2.2	118.66666666666667	4.395833333333333
2017-05-20	9.8	121.41666666666667	5.804166666666667
2017-05-21	0.0	135.125	14.875
2017-05-22	0.3	124.25	7.329166666666667
2017-05-23	21.0	132.04166666666666	12.487499999999999
2017-05-24	0.0	130.0	11.069565217391306
2017-05-25	3.6	122.33333333333333	6.208333333333333
2017-05-26	0.0	121.04166666666667	5.545833333333333
2017-05-27	0.0	120.54166666666667	5.2749999999999995
2017-05-28	0.0	120.375	5.2
2017-05-29	0.0	119.66666666666667	4.8374999999999995
2017-05-30	0.0	119.33333333333333	4.679166666666666
2017-05-31	0.0	118.95833333333333	4.508333333333334
2017-06-01	0.0	118.625	4.354166666666667
2017-06-02	0.0	119.29166666666667	4.6499999999999995
2017-06-03	0.0	118.75	4.3999999999999995
2017-06-04	0.0	118.45833333333333	4.283333333333333
2017-06-05	0.0	118.08333333333333	4.116666666666666
2017-06-06	0.0	118.0	4.083333333333333
2017-06-07	0.0	117.70833333333333	3.933333333333333
2017-06-08	0.0	118.16666666666667	4.1499999999999995
2017-06-09	0.0	118.5	4.3125
2017-06-10	0.0	118.41666666666667	4.2625
2017-06-11	0.0	118.66666666666667	4.370833333333333
2017-06-12	2.3	118.58333333333333	4.333333333333333
2017-06-13	0.0	125.125	8.266666666666667
2017-06-14	0.6	136.125	15.758333333333333
2017-06-15	0.0	123.5	6.866666666666667
2017-06-16	0.0	121.70833333333333	5.875
2017-06-17	0.0	120.45833333333333	5.229166666666667
2017-06-18	0.0	120.29166666666667	5.145833333333333
2017-06-19	0.0	120.0	5.0
2017-06-20	0.0	120.0	5.0
2017-06-21	0.0	119.91666666666667	4.958333333333333
2017-06-22	0.0	119.5	4.75
2017-06-23	0.0	119.29166666666667	4.645833333333333
2017-06-24	0.0	119.33333333333333	4.666666666666667
2017-06-25	0.0	119.29166666666667	4.645833333333333
2017-06-26	0.0	116.91666666666667	3.7416666666666667
2017-06-27	0.0	109.70833333333333	1.1375
2017-06-28	0.3	110.70833333333333	1.4124999999999999
2017-06-29	0.0	112.625	2.004166666666667
2017-06-30	0.0	114.125	2.5124999999999997
2017-07-01	0.0	113.04166666666667	2.1458333333333335
2017-07-02	0.0	110.91666666666667	1.4749999999999999
2017-07-03	0.0	110.70833333333333	1.4124999999999999
2017-07-04	0.0	110.79166666666667	1.4375
2017-07-05	0.0	110.08333333333333	1.2249999999999999
2017-07-06	0.0	110.125	1.2375
2017-07-07	0.0	110.04166666666667	1.2249999999999999
2017-07-08	0.0	109.33333333333333	1.0583333333333333
2017-07-09	0.0	109.5	1.0958333333333334
2017-07-10	0.0	109.83333333333333	1.1666666666666667
2017-07-11	0.0	110.5	1.3499999999999999
2017-07-12	0.0	110.25	1.275
2017-07-13	0.0	110.75	1.425
2017-07-14	0.0	111.58333333333333	1.675
2017-07-15	0.0	110.70833333333333	1.4124999999999999
2017-07-16	0.0	111.04166666666667	1.5125
2017-07-17	0.0	111.125	1.5374999999999999
2017-07-18	0.0	111.16666666666667	1.55
2017-07-19	0.0	109.79166666666667	1.1666666666666667
2017-07-20	0.0	110.79166666666667	1.4375
2017-07-21	0.0	109.25	1.025
2017-07-22	0.0	108.5	0.85
2017-07-23	0.0	108.33333333333333	0.8041666666666667
2017-07-24	0.0	107.91666666666667	0.6875
2017-07-25	0.0	107.5	0.6
2017-07-26	0.0	107.08333333333333	0.5208333333333334
2017-07-27	0.0	106.95833333333333	0.49583333333333335
2017-07-28	0.0	107.0	0.5041666666666667
2017-07-29	0.0	106.91666666666667	0.4916666666666667
2017-07-30	0.0	106.70833333333333	0.4708333333333334
2017-07-31	0.0	106.75	0.47500000000000003
2017-08-01	0.0	106.79166666666667	0.4791666666666667
2017-08-02	0.0	106.875	0.4875
2017-08-03	0.0	106.79166666666667	0.4791666666666667
2017-08-04	0.0	106.5	0.45
2017-08-05	0.0	106.375	0.4375
2017-08-06	0.0	106.58333333333333	0.4583333333333333
2017-08-07	0.0	106.75	0.47500000000000003
2017-08-08	0.0	106.83333333333333	0.48333333333333334
2017-08-09	0.0	106.875	0.4875
2017-08-10	0.0	106.625	0.46249999999999997
2017-08-11	0.0	106.75	0.47500000000000003
2017-08-12	0.0	106.83333333333333	0.48333333333333334
2017-08-13	0.0	106.91666666666667	0.4916666666666667
2017-08-14	0.0	107.125	0.525
2017-08-15	0.0	107.45833333333333	0.5916666666666667
2017-08-16	0.0	107.625	0.6333333333333333
2017-08-17	0.0	107.41666666666667	0.5916666666666667
2017-08-18	0.0	106.33333333333333	0.43333333333333335
2017-08-19	0.0	106.45833333333333	0.44583333333333336
2017-08-20	0.0	106.75	0.47500000000000003
2017-08-21	0.0	106.54166666666667	0.45416666666666666
2017-08-22	0.0	106.625	0.46249999999999997
2017-08-23	0.0	106.58333333333333	0.4583333333333333
2017-08-24	0.0	106.70833333333333	0.4708333333333334
2017-08-25	0.0	106.33333333333333	0.43333333333333335
2017-08-26	0.0	106.66666666666667	0.4666666666666666
2017-08-27	0.0	106.70833333333333	0.4708333333333334
2017-08-28	0.0	106.58333333333333	0.4583333333333333
2017-08-29	0.0	106.29166666666667	0.4291666666666667
2017-08-30	0.0	106.45833333333333	0.44583333333333336
2017-08-31	0.0	106.45833333333333	0.44583333333333336
2017-09-01	0.0	106.625	0.46249999999999997
2017-09-02	0.0	106.875	0.4875
2017-09-03	0.0	107.0	0.5
2017-09-04	0.0	107.375	0.575
2017-09-05	0.0	107.29166666666667	0.5583333333333333
2017-09-06	0.0	107.25	0.5499999999999999
2017-09-07	0.0	107.04166666666667	0.525
2017-09-08	0.0	106.20833333333333	0.42083333333333334
2017-09-09	0.0	106.25	0.42500000000000004
2017-09-10	0.0	106.16666666666667	0.4166666666666667
2017-09-11	0.0	106.29166666666667	0.4291666666666667
2017-09-12	0.0	106.375	0.4375
2017-09-13	0.0	106.41666666666667	0.44166666666666665
2017-09-14	0.0	106.625	0.46249999999999997
2017-09-15	0.0	106.91666666666667	0.4916666666666667
2017-09-16	0.0	106.66666666666667	0.4708333333333334
2017-09-17	0.0	106.20833333333333	0.42083333333333334
2017-09-18	0.0	106.375	0.4375
2017-09-19	0.0	106.33333333333333	0.43333333333333335
2017-09-20	0.0	106.20833333333333	0.42083333333333334
2017-09-21	0.0	106.33333333333333	0.43333333333333335
2017-09-22	0.0	106.54166666666667	0.45416666666666666
2017-09-23	0.0	106.79166666666667	0.4791666666666667
2017-09-24	0.0	106.54166666666667	0.45416666666666666
2017-09-25	0.0	106.5	0.45
2017-09-26	0.0	106.66666666666667	0.4666666666666666
2017-09-27	0.0	106.75	0.47500000000000003
2017-09-28	0.0	106.75	0.47500000000000003
2017-09-29	0.0	106.58333333333333	0.4583333333333333
2017-09-30	3.1	106.79166666666667	0.4791666666666667
2017-10-01	14.9	106.04166666666667	0.40416666666666673
2017-10-02	0.0	106.58333333333333	0.4791666666666667
2017-10-03	0.8	106.0	0.4000000000000001
2017-10-04	0.3	106.0	0.4000000000000001
2017-10-05	0.6	106.0	0.4000000000000001
2017-10-06	0.0	106.04166666666667	0.40416666666666673
2017-10-07	0.0	106.04166666666667	0.40416666666666673
2017-10-08	0.0	106.04166666666667	0.40416666666666673
2017-10-09	0.0	106.125	0.41250000000000003
2017-10-10	0.0	106.08333333333333	0.4083333333333334
2017-10-11	0.0	106.25	0.42500000000000004
2017-10-12	0.0	106.45833333333333	0.44583333333333336
2017-10-13	0.0	106.29166666666667	0.4291666666666667
2017-10-14	0.0	106.33333333333333	0.43333333333333335
2017-10-15	0.0	106.43478260869566	0.44347826086956527
2017-10-16	0.0	106.54166666666667	0.45416666666666666
2017-10-17	0.0	106.5	0.45
2017-10-18	0.0	105.5	0.3041666666666667
2017-10-19	0.0	104.95833333333333	0.2416666666666667
2017-10-20	0.0	104.20833333333333	0.13043478260869565
2017-10-21	0.0	105.9	0.375
2017-10-22	0.0	106.45833333333333	0.44583333333333336
2017-10-23	0.0	106.83333333333333	0.5041666666666667
2017-10-24	0.5	107.45833333333333	0.5916666666666667
2017-10-25	0.0	106.58333333333333	0.46249999999999997
2017-10-26	0.0	106.58333333333333	0.4583333333333333
2017-10-27	0.0	106.58333333333333	0.4583333333333333
2017-10-28	14.299999999999999	107.66666666666667	0.6416666666666666
2017-10-29	2.1	120.875	5.704166666666667
2017-10-30	0.8999999999999999	126.41666666666667	9.295833333333333
2017-10-31	0.8999999999999999	115.33333333333333	3.1374999999999997
2017-11-01	0.6	111.58333333333333	1.675
2017-11-02	0.6	109.79166666666667	1.1041666666666667
2017-11-03	0.6	109.95833333333333	0.9958333333333332
2017-11-04	0.3	109.70833333333333	0.9708333333333333
2017-11-05	0.3	110.16666666666667	1.1375
2017-11-06	0.3	122.08333333333333	7.491666666666667
2017-11-07	0.6	134.625	13.954166666666666
2017-11-08	0.6	121.16666666666667	5.683333333333334
2017-11-09	0.3	113.04166666666667	2.033333333333333
2017-11-10	0.3	113.625	2.15
2017-11-11	0.3	112.91666666666667	1.9708333333333332
2017-11-12	0.0	112.45833333333333	1.7916666666666667
2017-11-13	0.3	112.25	1.7083333333333333
2017-11-14	0.3	110.5	1.2166666666666666
2017-11-15	0.3	110.0	1.1083333333333334
2017-11-16	0.3	109.95833333333333	1.0708333333333333
2017-11-17	0.0	109.875	1.05
2017-11-18	0.0	109.79166666666667	1.0083333333333333
2017-11-19	0.0	110.0	1.0833333333333333
2017-11-20	0.0	129.25	13.570833333333333
2017-11-21	0.6	221.54166666666666	141.14166666666668
2017-11-22	0.3	172.33333333333334	55.7125
2017-11-23	0.8999999999999999	147.875	25.691666666666666
2017-11-24	0.3	140.875	18.858333333333334
2017-11-25	0.3	136.08333333333334	14.887500000000001
2017-11-26	0.3	133.58333333333334	13.033333333333333
2017-11-27	0.0	130.625	10.950000000000001
2017-11-28	0.3	132.375	12.329166666666666
2017-11-29	0.0	144.20833333333334	22.09583333333333
2017-11-30	0.0	140.66666666666666	18.783333333333335
2017-12-01	0.0	173.0	70.16666666666667
2017-12-02	0.0	263.9583333333333	237.23749999999998
2017-12-03	0.0	202.20833333333334	103.09583333333335
2017-12-04	0.0	197.0	94.33749999999999
2017-12-05	0.0	262.7083333333333	236.975
2017-12-06	0.0	207.33333333333334	110.9375
2017-12-07	0.0	176.875	61.04583333333333
2017-12-08	0.0	154.95833333333334	33.170833333333334
2017-12-09	0.0	165.625	46.20416666666667
2017-12-10	0.0	172.16666666666666	54.19583333333333
2017-12-11	0.0	155.41666666666666	33.2375
2017-12-12	0.0	152.95833333333334	30.65416666666667
2017-12-13	0.0	142.875	21.0125
2017-12-14	0.0	135.91666666666666	14.875
2017-12-15	0.0	139.04166666666666	17.412499999999998
2017-12-16	0.0	136.95833333333334	15.683333333333332
2017-12-17	0.0	137.58333333333334	16.183333333333334
2017-12-18	0.0	133.16666666666666	12.829166666666666
2017-12-19	0.0	129.83333333333334	10.383333333333333
2017-12-20	0.0	127.0	8.658333333333333
2017-12-21	0.0	126.58333333333333	8.316666666666666
2017-12-22	0.0	126.91666666666667	8.658333333333333
2017-12-23	0.0	126.45833333333333	8.466666666666667
2017-12-24	0.0	125.875	8.016666666666667
2017-12-25	0.0	124.875	7.4375
2017-12-26	0.0	129.08333333333334	9.9625
2017-12-27	0.0	132.33333333333334	12.237499999999999
2017-12-28	0.0	128.5	9.579166666666666
2017-12-29	0.0	132.41666666666666	12.924999999999999
2017-12-30	23.1	138.45833333333334	17.1875
2017-12-31	13.399999999999999	155.125	33.62083333333333
2018-01-01	6.199999999999999	151.0	29.370833333333334
2018-01-02	0.8	138.70833333333334	17.091666666666665
2018-01-03	12.2	135.625	14.808333333333332
2018-01-04	7.4	150.54166666666666	28.604166666666668
2018-01-05	3.5999999999999996	179.375	65.14583333333333
2018-01-06	0.8999999999999999	205.66666666666666	108.22500000000001
2018-01-07	0.6	185.04166666666666	73.0
2018-01-08	0.3	169.0	50.13333333333333
2018-01-09	0.0	147.20833333333334	25.054166666666664
2018-01-10	0.0	136.95833333333334	15.679166666666667
2018-01-11	0.0	136.20833333333334	15.004166666666668
2018-01-12	0.3	131.33333333333334	11.479166666666666
2018-01-13	0.0	137.66666666666666	16.545833333333334
2018-01-14	0.0	154.0	31.895833333333332
2018-01-15	0.0	135.79166666666666	14.9
2018-01-16	0.0	130.875	11.174999999999999
2018-01-17	0.0	129.41666666666666	10.116666666666665
2018-01-18	0.0	129.5	10.316666666666666
2018-01-19	0.0	126.41666666666667	8.387500000000001
2018-01-20	0.0	122.25	5.9125000000000005
2018-01-21	0.0	120.91666666666667	5.3374999999999995
2018-01-22	0.0	121.58333333333333	5.591666666666666
2018-01-23	0.0	123.0	6.6000000000000005
2018-01-24	0.0	129.79166666666666	10.325
2018-01-25	0.0	123.375	6.5874999999999995
2018-01-26	0.0	121.33333333333333	5.470833333333334
2018-01-27	0.0	120.625	5.104166666666667
2018-01-28	0.0	120.08333333333333	4.904166666666667
2018-01-29	3.7	122.33333333333333	6.0625
2018-01-30	3.0	131.04166666666666	11.770833333333334
2018-01-31	3.0	175.79166666666666	63.225
2018-02-01	1.2	209.375	115.01666666666667
2018-02-02	0.8999999999999999	173.91666666666666	56.67083333333333
2018-02-03	0.3	159.66666666666666	38.387499999999996
2018-02-04	0.3	154.875	32.99583333333333
2018-02-05	0.3	195.54166666666666	96.44583333333333
2018-02-06	2.4	273.2916666666667	261.54583333333335
2018-02-07	19.6	249.75	201.5625
2018-02-08	17.8	206.375	110.19166666666666
2018-02-09	0.0	183.95833333333334	71.2
2018-02-10	0.0	171.29166666666666	52.9625
2018-02-11	0.0	168.91666666666666	49.762499999999996
2018-02-12	0.0	162.08333333333334	40.96666666666666
2018-02-13	0.0	150.91666666666666	28.604166666666668
2018-02-14	0.0	139.54166666666666	17.845833333333335
2018-02-15	0.0	138.75	17.316666666666666
2018-02-16	0.0	134.54166666666666	13.858333333333334
2018-02-17	0.0	135.625	14.629166666666668
2018-02-18	0.3	137.75	16.266666666666666
2018-02-19	5.3	137.125	15.9125
2018-02-20	13.6	156.70833333333334	36.19583333333333
2018-02-21	37.2	179.83333333333334	65.87083333333334
2018-02-22	42.199999999999996	208.70833333333334	113.8875
2018-02-23	1.0	210.625	118.34583333333335
2018-02-24	20.6	180.41666666666666	66.08749999999999
2018-02-25	2.9	179.5	64.72083333333333
2018-02-26	1.3	167.25	47.94166666666666
2018-02-27	0.0	158.375	36.708333333333336
2018-02-28	3.6	179.29166666666666	67.29166666666667
2018-03-01	7.5	221.91666666666666	139.90416666666667
2018-03-02	0.0	201.375	100.66666666666667
2018-03-03	3.3	187.08333333333334	76.8375
2018-03-04	0.0	198.16666666666666	94.40833333333335
2018-03-05	4.0	187.875	77.375
2018-03-06	3.8	181.91666666666666	68.71249999999999
2018-03-07	11.3	188.29166666666666	79.04583333333333
2018-03-08	3.5	217.375	130.51250000000002
2018-03-09	53.3	242.91666666666666	196.6916666666667
2018-03-10	2.3	195.625	90.10000000000001
2018-03-11	20.700000000000003	219.41666666666666	134.78333333333333
2018-03-12	2.8	220.5	137.75
2018-03-13	0.0	195.29166666666666	89.74583333333334
2018-03-14	2.8	192.08333333333334	84.55416666666666
2018-03-15	0.0	176.83333333333334	61.2125
2018-03-16	4.8999999999999995	227.16666666666666	153.2875
2018-03-17	0.0	216.79166666666666	129.35833333333332
2018-03-18	0.0	220.33333333333334	136.33333333333334
2018-03-19	0.0	186.75	75.81666666666666
2018-03-20	0.0	182.45833333333334	70.12083333333334
2018-03-21	0.5	205.125	107.6875
2018-03-22	0.0	180.58333333333334	66.1125
2018-03-23	28.900000000000002	224.83333333333334	148.90416666666667
2018-03-24	0.6	214.625	125.21249999999999
2018-03-25	0.0	190.125	81.0125
2018-03-26	0.0	169.25	50.30416666666667
2018-03-27	0.0	163.66666666666666	43.05833333333334
2018-03-28	0.0	159.45833333333334	37.875
2018-03-29	18.8	159.20833333333334	37.44583333333333
2018-03-30	1.1	158.45833333333334	36.666666666666664
2018-03-31	0.0	154.70833333333334	32.579166666666666
2018-04-01	0.0	152.83333333333334	30.416666666666668
2018-04-02	0.0	150.58333333333334	28.054166666666664
2018-04-03	22.3	148.69565217391303	26.38695652173913
2018-04-04	23.5	196.33333333333334	93.53333333333335
2018-04-05	3.6	185.08333333333334	73.22916666666667
2018-04-06	18.8	189.70833333333334	81.55
2018-04-07	0.0	178.33333333333334	62.958333333333336
2018-04-08	0.0	159.5	38.13333333333333
2018-04-09	4.1	155.5	33.375
2018-04-10	4.0	157.875	35.99999999999999
2018-04-11	1.1	153.16666666666666	30.90833333333333
2018-04-12	0.0	147.75	25.245833333333334
2018-04-13	0.0	147.5	24.941666666666666
2018-04-14	0.0	146.16666666666666	23.7375
2018-04-15	0.0	144.83333333333334	22.483333333333334
2018-04-16	0.0	144.0	21.599999999999998
2018-04-17	0.0	141.91666666666666	19.962500000000002
2018-04-18	0.0	141.04166666666666	19.05
2018-04-19	0.0	140.5	18.433333333333334
