dia	mes	ano	vazao
1	10	2021	
30	9	2021	740.191
29	9	2021	632.821
28	9	2021	635.139
27	9	2021	730.393
26	9	2021	759.932
25	9	2021	759.932
24	9	2021	759.932
23	9	2021	715.789
22	9	2021	612.111
21	9	2021	651.447
20	9	2021	710.945
19	9	2021	745.108
18	9	2021	737.737
17	9	2021	723.077
16	9	2021	694.089
15	9	2021	630.508
14	9	2021	630.508
13	9	2021	725.513
12	9	2021	757.454
11	9	2021	727.951
10	9	2021	635.139
9	9	2021	691.694
8	9	2021	621.284
7	9	2021	665.549
6	9	2021	732.838
5	9	2021	710.945
4	9	2021	542.772
3	9	2021	506.087
2	9	2021	506.087
1	9	2021	506.087
1	7	2021	
30	6	2021	558.156
29	6	2021	558.156
28	6	2021	558.156
27	6	2021	560.366
26	6	2021	560.366
25	6	2021	564.798
24	6	2021	567.018
23	6	2021	567.018
22	6	2021	567.018
21	6	2021	567.018
20	6	2021	567.018
19	6	2021	567.018
18	6	2021	571.469
17	6	2021	571.469
16	6	2021	575.933
15	6	2021	575.933
14	6	2021	575.933
13	6	2021	580.41
12	6	2021	523.231
11	6	2021	547.151
10	6	2021	589.403
9	6	2021	602.989
8	6	2021	602.989
7	6	2021	589.403
6	6	2021	589.403
5	6	2021	589.403
4	6	2021	589.403
3	6	2021	593.919
2	6	2021	598.448
1	6	2021	612.111
31	5	2021	612.111
30	5	2021	612.111
29	5	2021	612.111
28	5	2021	614.399
27	5	2021	616.691
26	5	2021	616.691
25	5	2021	616.691
24	5	2021	616.691
23	5	2021	616.691
22	5	2021	616.691
21	5	2021	614.399
20	5	2021	612.111
19	5	2021	616.691
18	5	2021	616.691
17	5	2021	616.691
16	5	2021	621.284
15	5	2021	621.284
14	5	2021	630.508
13	5	2021	621.284
12	5	2021	621.284
11	5	2021	621.284
10	5	2021	621.284
9	5	2021	621.284
8	5	2021	621.284
7	5	2021	658.484
6	5	2021	658.484
5	5	2021	658.484
4	5	2021	658.484
3	5	2021	658.484
2	5	2021	667.91
1	5	2021	
30	4	2021	658.484
29	4	2021	658.484
28	4	2021	658.484
27	4	2021	658.484
26	4	2021	621.284
25	4	2021	621.284
24	4	2021	621.284
23	4	2021	621.284
22	4	2021	621.284
21	4	2021	621.284
20	4	2021	621.284
19	4	2021	667.91
18	4	2021	667.91
17	4	2021	667.91
16	4	2021	706.114
15	4	2021	706.114
14	4	2021	715.789
13	4	2021	715.789
12	4	2021	815.219
11	4	2021	815.219
10	4	2021	794.946
9	4	2021	856.334
8	4	2021	861.526
7	4	2021	908.786
6	4	2021	799.997
5	4	2021	740.191
4	4	2021	706.114
3	4	2021	706.114
2	4	2021	715.789
1	4	2021	715.789
31	3	2021	658.484
30	3	2021	658.484
29	3	2021	701.295
28	3	2021	784.882
27	3	2021	805.059
26	3	2021	794.946
25	3	2021	830.548
24	3	2021	882.414
23	3	2021	935.448
22	3	2021	989.633
21	3	2021	1022.69
20	3	2021	1044.95
19	3	2021	1061.77
18	3	2021	1070.21
17	3	2021	1344.53
16	3	2021	1438.44
15	3	2021	1431.14
14	3	2021	1445.76
13	3	2021	1527.1
12	3	2021	1519.64
11	3	2021	1497.34
10	3	2021	1482.54
9	3	2021	1263.35
8	3	2021	1078.68
7	3	2021	
6	3	2021	
5	3	2021	1820.04
4	3	2021	2105.61
3	3	2021	2335.81
2	3	2021	2601.38
1	3	2021	2737.93
28	2	2021	2724.16
27	2	2021	2975.69
26	2	2021	3441.95
25	2	2021	3926.57
24	2	2021	3755.67
23	2	2021	3557.19
22	2	2021	3516.95
21	2	2021	3332.98
20	2	2021	2989.89
19	2	2021	2335.81
18	2	2021	2055.61
17	2	2021	
16	2	2021	
15	2	2021	1804.17
14	2	2021	2030.77
13	2	2021	2223.91
12	2	2021	2122.37
11	2	2021	2088.89
10	2	2021	2055.61
9	2	2021	1369.59
8	2	2021	851.153
7	2	2021	696.488
6	2	2021	607.544
5	2	2021	593.919
4	2	2021	593.919
3	2	2021	602.989
2	2	2021	602.989
1	2	2021	598.448
31	1	2021	600.717
30	1	2021	598.448
29	1	2021	598.448
28	1	2021	612.111
27	1	2021	644.439
26	1	2021	672.642
25	1	2021	696.488
24	1	2021	764.898
23	1	2021	835.682
22	1	2021	932.769
21	1	2021	1000.61
20	1	2021	1067.4
19	1	2021	1147.34
18	1	2021	1301.95
17	1	2021	1482.54
16	1	2021	1686.74
15	1	2021	1594.83
14	1	2021	1549.56
13	1	2021	1294.9
12	1	2021	1064.58
11	1	2021	1078.68
10	1	2021	1087.18
9	1	2021	1266.84
8	1	2021	1467.79
7	1	2021	1557.08
6	1	2021	1423.85
5	1	2021	940.815
4	1	2021	840.827
3	1	2021	908.786
2	1	2021	1199.87
1	1	2021	1409.31
31	12	2020	1534.58
30	12	2020	1497.34
29	12	2020	1686.74
28	12	2020	1820.04
27	12	2020	1997.82
26	12	2020	2084.72
25	12	2020	1965.06
24	12	2020	1745.1
23	12	2020	1442.1
22	12	2020	1228.61
21	12	2020	1147.34
20	12	2020	1280.84
19	12	2020	1301.95
18	12	2020	1527.1
17	12	2020	1804.17
16	12	2020	2198.37
15	12	2020	2344.5
14	12	2020	2219.65
13	12	2020	2080.55
12	12	2020	2097.24
11	12	2020	1965.06
10	12	2020	1655.9
9	12	2020	1445.76
8	12	2020	1193.99
7	12	2020	1067.4
6	12	2020	1047.75
5	12	2020	1017.15
4	12	2020	1000.61
3	12	2020	882.414
2	12	2020	799.997
1	12	2020	820.317
30	11	2020	815.219
29	11	2020	924.748
28	11	2020	962.397
27	11	2020	1078.68
26	11	2020	1118.54
25	11	2020	1205.76
24	11	2020	1270.34
23	11	2020	1527.1
22	11	2020	1602.42
21	11	2020	1764.72
20	11	2020	1482.54
19	11	2020	1225.16
18	11	2020	1193.99
17	11	2020	1144.45
16	11	2020	973.257
15	11	2020	856.334
14	11	2020	779.868
13	11	2020	799.997
12	11	2020	840.827
11	11	2020	866.731
10	11	2020	887.665
9	11	2020	932.769
8	11	2020	1011.63
7	11	2020	1104.24
6	11	2020	1355.25
5	11	2020	1812.1
4	11	2020	2177.16
3	11	2020	1519.64
2	11	2020	1538.32
1	11	2020	1478.84
31	10	2020	1478.84
30	10	2020	1482.54
29	10	2020	1460.43
28	10	2020	1252.89
27	10	2020	1170.58
26	10	2020	1199.87
25	10	2020	1196.93
24	10	2020	1073.03
23	10	2020	995.114
22	10	2020	995.114
21	10	2020	965.108
20	10	2020	935.448
19	10	2020	919.416
18	10	2020	903.488
17	10	2020	898.202
16	10	2020	898.202
15	10	2020	856.334
14	10	2020	845.984
13	10	2020	845.984
12	10	2020	861.526
11	10	2020	866.731
10	10	2020	866.731
9	10	2020	861.526
8	10	2020	853.742
7	10	2020	792.426
6	10	2020	835.682
5	10	2020	871.947
4	10	2020	869.337
3	10	2020	877.174
2	10	2020	877.174
1	10	2020	
30	9	2020	871.947
29	9	2020	871.947
28	9	2020	877.174
27	9	2020	877.174
26	9	2020	877.174
25	9	2020	871.947
24	9	2020	874.559
23	9	2020	877.174
22	9	2020	871.947
21	9	2020	754.979
20	9	2020	866.731
19	9	2020	877.174
18	9	2020	879.793
17	9	2020	885.038
16	9	2020	877.174
15	9	2020	877.174
14	9	2020	835.682
13	9	2020	812.674
12	9	2020	762.414
11	9	2020	754.979
10	9	2020	745.108
9	9	2020	745.108
8	9	2020	750.037
7	9	2020	759.932
6	9	2020	764.898
5	9	2020	769.876
4	9	2020	769.876
3	9	2020	774.866
2	9	2020	774.866
1	9	2020	784.882
31	8	2020	784.882
30	8	2020	784.882
29	8	2020	784.882
28	8	2020	774.866
27	8	2020	774.866
26	8	2020	774.866
25	8	2020	779.868
24	8	2020	779.868
23	8	2020	784.882
22	8	2020	789.908
21	8	2020	789.908
20	8	2020	784.882
19	8	2020	784.882
18	8	2020	789.908
17	8	2020	794.946
16	8	2020	794.946
15	8	2020	794.946
14	8	2020	799.997
13	8	2020	799.997
12	8	2020	799.997
11	8	2020	805.059
10	8	2020	805.059
9	8	2020	802.526
8	8	2020	799.997
7	8	2020	805.059
6	8	2020	805.059
5	8	2020	799.997
4	8	2020	799.997
3	8	2020	802.526
2	8	2020	817.766
1	8	2020	822.87
31	7	2020	825.426
30	7	2020	825.426
29	7	2020	825.426
28	7	2020	825.426
27	7	2020	825.426
26	7	2020	825.426
25	7	2020	827.986
24	7	2020	830.548
23	7	2020	838.253
22	7	2020	840.827
21	7	2020	840.827
20	7	2020	838.253
19	7	2020	838.253
18	7	2020	845.984
17	7	2020	845.984
16	7	2020	848.567
15	7	2020	861.526
14	7	2020	861.526
13	7	2020	861.526
12	7	2020	864.127
11	7	2020	861.526
10	7	2020	861.526
9	7	2020	866.731
8	7	2020	866.731
7	7	2020	869.337
6	7	2020	874.559
5	7	2020	845.984
4	7	2020	815.219
3	7	2020	772.37
2	7	2020	779.868
1	7	2020	779.868
30	6	2020	784.882
29	6	2020	789.908
28	6	2020	794.946
27	6	2020	794.946
26	6	2020	799.997
25	6	2020	799.997
24	6	2020	799.997
23	6	2020	799.997
22	6	2020	799.997
21	6	2020	799.997
20	6	2020	805.059
19	6	2020	830.548
18	6	2020	789.908
17	6	2020	754.979
16	6	2020	735.286
15	6	2020	735.286
14	6	2020	715.789
13	6	2020	812.674
12	6	2020	856.334
11	6	2020	843.404
10	6	2020	789.908
9	6	2020	784.882
8	6	2020	820.317
7	6	2020	871.947
6	6	2020	874.559
5	6	2020	864.127
4	6	2020	858.929
3	6	2020	856.334
2	6	2020	845.984
1	6	2020	908.786
1	5	2020	
30	4	2020	1344.53
29	4	2020	1460.43
28	4	2020	1504.76
27	4	2020	1632.9
26	4	2020	1780.46
25	4	2020	1780.46
24	4	2020	1632.9
23	4	2020	1549.56
22	4	2020	1671.29
21	4	2020	1710.0
20	4	2020	1725.57
19	4	2020	1733.38
18	4	2020	1572.14
17	4	2020	1572.14
16	4	2020	1710.0
15	4	2020	1804.17
14	4	2020	2043.18
13	4	2020	2388.11
12	4	2020	2770.15
11	4	2020	3056.49
10	4	2020	2560.9
9	4	2020	2026.64
8	4	2020	1756.86
7	4	2020	1768.65
6	4	2020	1752.94
5	4	2020	1792.3
4	4	2020	1977.32
3	4	2020	2072.23
2	4	2020	2126.56
1	4	2020	2206.87
31	3	2020	2283.93
30	3	2020	2542.98
29	3	2020	3075.62
28	3	2020	3392.26
27	3	2020	3916.14
26	3	2020	4147.96
25	3	2020	4132.0
24	3	2020	3094.79
23	3	2020	2876.94
22	3	2020	2454.06
21	3	2020	2130.76
20	3	2020	2147.6
19	3	2020	2198.37
18	3	2020	2266.72
17	3	2020	2669.34
16	3	2020	2601.38
15	3	2020	3407.14
14	3	2020	4010.4
13	3	2020	4969.98
12	3	2020	5694.92
11	3	2020	6071.0
10	3	2020	6123.66
