dia	mes	ano	vazao
31	1	2023	801.871
30	1	2023	823.789
29	1	2023	829.3
28	1	2023	840.357
27	1	2023	845.904
26	1	2023	851.463
25	1	2023	848.682
24	1	2023	843.129
23	1	2023	848.682
22	1	2023	843.129
21	1	2023	848.682
20	1	2023	848.682
19	1	2023	834.822
18	1	2023	810.067
17	1	2023	810.067
16	1	2023	807.332
15	1	2023	812.806
14	1	2023	829.3
13	1	2023	857.034
12	1	2023	873.82
11	1	2023	868.213
10	1	2023	854.247
9	1	2023	796.422
8	1	2023	729.369
7	1	2023	664.31
6	1	2023	638.86
5	1	2023	559.681
4	1	2023	574.26
3	1	2023	591.426
2	1	2023	576.702
1	1	2023	581.596
31	12	2022	547.628
30	12	2022	502.632
29	12	2022	403.509
28	12	2022	334.079
27	12	2022	338.161
26	12	2022	347.407
25	12	2022	363.0
24	12	2022	382.01
23	12	2022	379.882
22	12	2022	336.118
21	12	2022	256.004
20	12	2022	219.642
19	12	2022	214.35
18	12	2022	217.873
17	12	2022	234.869
16	12	2022	232.158
15	12	2022	212.595
14	12	2022	197.023
13	12	2022	203.895
12	12	2022	245.821
11	12	2022	294.177
10	12	2022	294.177
9	12	2022	272.963
8	12	2022	239.412
7	12	2022	205.625
6	12	2022	188.543
5	12	2022	180.189
4	12	2022	176.883
3	12	2022	126.862
2	12	2022	94.494
1	12	2022	91.833
30	11	2022	95.835
29	11	2022	97.181
28	11	2022	99.213
27	11	2022	93.826
26	11	2022	84.001
25	11	2022	87.888
24	11	2022	91.833
23	11	2022	99.213
22	11	2022	116.677
21	11	2022	144.199
20	11	2022	161.46
19	11	2022	147.288
17	11	2022	91.833
16	11	2022	93.16
15	11	2022	101.258
14	11	2022	101.258
13	11	2022	101.258
12	11	2022	103.318
11	11	2022	82.719
10	11	2022	75.164
9	11	2022	73.313
8	11	2022	86.586
7	11	2022	93.16
6	11	2022	110.986
5	11	2022	122.462
4	11	2022	95.164
3	11	2022	67.854
2	11	2022	61.956
1	11	2022	52.618
31	10	2022	52.021
30	10	2022	52.618
29	10	2022	52.618
28	10	2022	51.426
27	10	2022	51.426
26	10	2022	53.818
25	10	2022	55.636
24	10	2022	53.217
23	10	2022	52.618
22	10	2022	52.618
21	10	2022	52.618
20	10	2022	52.618
19	10	2022	55.027
18	10	2022	57.368
17	10	2022	59.647
16	10	2022	63.121
15	10	2022	67.854
14	10	2022	71.478
13	10	2022	78.911
12	10	2022	86.586
11	10	2022	86.586
10	10	2022	82.719
9	10	2022	85.29
8	10	2022	89.196
7	10	2022	87.236
6	10	2022	85.29
5	10	2022	80.808
4	10	2022	73.313
3	10	2022	73.928
2	10	2022	70.263
1	10	2022	63.706
30	9	2022	59.647
29	9	2022	59.647
28	9	2022	59.647
27	9	2022	59.647
26	9	2022	55.027
25	9	2022	53.818
24	9	2022	52.618
23	9	2022	52.021
22	9	2022	52.618
21	9	2022	49.071
20	9	2022	49.071
19	9	2022	49.657
18	9	2022	50.244
17	9	2022	50.244
16	9	2022	52.618
15	9	2022	52.618
