dia	mes	ano	vazao
3	3	2022	
2	3	2022	
1	3	2022	
28	2	2022	7425.1
27	2	2022	7329.25
26	2	2022	7220.41
25	2	2022	7125.8
24	2	2022	7005.01
23	2	2022	6911.73
22	2	2022	6805.84
21	2	2022	6700.71
20	2	2022	6609.35
19	2	2022	6492.74
18	2	2022	6377.1
17	2	2022	6275.12
16	2	2022	6173.91
15	2	2022	6079.72
14	2	2022	5986.2
13	2	2022	5911.87
12	2	2022	5837.98
11	2	2022	5764.52
10	2	2022	5667.25
9	2	2022	5475.02
8	2	2022	5297.61
7	2	2022	5274.17
6	2	2022	5427.45
5	2	2022	5667.25
4	2	2022	6011.07
3	2	2022	6300.54
2	2	2022	6609.35
1	2	2022	6911.73
1	10	2021	
30	9	2021	769.092
29	9	2021	811.927
28	9	2021	816.727
27	9	2021	802.351
26	9	2021	736.239
25	9	2021	703.799
24	9	2021	703.799
23	9	2021	754.962
22	9	2021	788.048
21	9	2021	788.048
20	9	2021	773.818
19	9	2021	726.927
18	9	2021	680.885
17	9	2021	696.902
16	9	2021	740.907
15	9	2021	785.671
14	9	2021	764.373
13	9	2021	719.966
12	9	2021	713.025
11	9	2021	699.199
10	9	2021	717.65
9	9	2021	731.579
8	9	2021	717.65
7	9	2021	613.468
6	9	2021	565.328
5	9	2021	526.791
4	9	2021	526.791
3	9	2021	526.791
2	9	2021	526.791
1	9	2021	526.791
1	7	2021	
30	6	2021	613.468
29	6	2021	617.899
28	6	2021	622.34
27	6	2021	631.249
26	6	2021	640.194
25	6	2021	640.194
24	6	2021	640.194
23	6	2021	640.194
22	6	2021	640.194
21	6	2021	640.194
20	6	2021	640.194
19	6	2021	640.194
18	6	2021	640.194
17	6	2021	640.194
16	6	2021	640.194
15	6	2021	635.717
14	6	2021	635.717
13	6	2021	626.79
12	6	2021	658.19
11	6	2021	667.242
10	6	2021	658.19
9	6	2021	658.19
8	6	2021	658.19
7	6	2021	667.242
6	6	2021	667.242
5	6	2021	676.329
4	6	2021	674.054
3	6	2021	678.606
2	6	2021	685.451
1	6	2021	690.025
31	5	2020	
30	5	2020	
29	5	2020	
28	5	2020	
27	5	2020	
26	5	2020	
25	5	2020	
24	5	2020	
23	5	2020	
22	5	2020	
21	5	2020	
20	5	2020	
19	5	2020	
18	5	2020	
17	5	2020	
16	5	2020	
15	5	2020	
14	5	2020	
13	5	2020	
12	5	2020	
11	5	2020	
10	5	2020	
9	5	2020	
8	5	2020	
7	5	2020	
6	5	2020	
5	5	2020	
4	5	2020	
3	5	2020	
2	5	2020	
1	5	2020	
31	12	2019	781.552
30	12	2019	781.552
29	12	2019	761.899
28	12	2019	726.948
27	12	2019	683.09
26	12	2019	684.978
25	12	2019	700.143
24	12	2019	742.414
23	12	2019	821.355
22	12	2019	917.811
21	12	2019	1050.05
20	12	2019	1190.43
19	12	2019	1455.41
18	12	2019	1680.64
17	12	2019	2084.89
16	12	2019	2339.76
15	12	2019	2652.44
14	12	2019	2713.89
13	12	2019	2558.95
12	12	2019	2357.74
11	12	2019	2286.12
10	12	2019	2110.74
9	12	2019	1841.25
8	12	2019	1448.81
7	12	2019	1178.42
6	12	2019	1148.65
5	12	2019	1070.02
4	12	2019	907.16
3	12	2019	821.355
2	12	2019	809.345
1	12	2019	821.355
30	11	2019	870.334
29	11	2019	907.16
28	11	2019	907.16
27	11	2019	982.91
26	11	2019	1033.08
25	11	2019	1021.83
24	11	2019	891.292
23	11	2019	761.899
22	11	2019	669.924
21	11	2019	603.578
20	11	2019	581.98
19	11	2019	585.562
18	11	2019	592.746
17	11	2019	599.96
16	11	2019	592.746
15	11	2019	599.96
14	11	2019	605.39
13	11	2019	610.835
12	11	2019	614.475
11	11	2019	610.835
10	11	2019	621.776
9	11	2019	618.122
8	11	2019	607.203
7	11	2019	585.562
6	11	2019	576.622
5	11	2019	574.839
4	11	2019	571.28
3	11	2019	564.183
2	11	2019	557.116
1	11	2019	553.594
31	10	2019	539.579
30	10	2019	532.617
29	10	2019	529.147
28	10	2019	536.094
27	10	2019	546.572
26	10	2019	537.836
25	10	2019	532.617
24	10	2019	532.617
23	10	2019	539.579
22	10	2019	518.783
21	10	2019	522.23
20	10	2019	518.783
19	10	2019	525.685
18	10	2019	525.685
17	10	2019	525.685
16	10	2019	525.685
15	10	2019	539.579
14	10	2019	539.579
13	10	2019	539.579
12	10	2019	536.094
11	10	2019	546.572
10	10	2019	546.572
9	10	2019	546.572
8	10	2019	553.594
7	10	2019	553.594
6	10	2019	546.572
5	10	2019	543.072
4	10	2019	539.579
3	10	2019	532.617
2	10	2019	525.685
1	10	2019	525.685
30	9	2019	515.344
29	9	2019	515.344
28	9	2019	518.783
27	9	2019	518.783
26	9	2019	525.685
25	9	2019	525.685
24	9	2019	529.147
23	9	2019	532.617
22	9	2019	532.617
21	9	2019	532.617
20	9	2019	532.617
19	9	2019	532.617
18	9	2019	536.094
17	9	2019	536.094
16	9	2019	539.579
15	9	2019	539.579
14	9	2019	546.572
13	9	2019	546.572
12	9	2019	553.594
11	9	2019	553.594
10	9	2019	553.594
9	9	2019	557.116
8	9	2019	553.594
7	9	2019	553.594
6	9	2019	553.594
5	9	2019	553.594
4	9	2019	557.116
3	9	2019	560.646
2	9	2019	560.646
1	9	2019	560.646
31	8	2019	557.116
30	8	2019	560.646
29	8	2019	567.728
28	8	2019	571.28
27	8	2019	567.728
26	8	2019	574.839
25	8	2019	574.839
24	8	2019	574.839
23	8	2019	567.728
22	8	2019	574.839
21	8	2019	574.839
20	8	2019	585.562
19	8	2019	585.562
18	8	2019	581.98
17	8	2019	585.562
16	8	2019	589.15
15	8	2019	589.15
14	8	2019	589.15
13	8	2019	589.15
12	8	2019	589.15
11	8	2019	596.35
10	8	2019	594.547
9	8	2019	594.547
8	8	2019	596.35
7	8	2019	592.746
6	8	2019	599.96
5	8	2019	601.768
4	8	2019	603.578
3	8	2019	607.203
2	8	2019	607.203
1	8	2019	603.578
31	7	2019	599.96
30	7	2019	610.835
29	7	2019	610.835
28	7	2019	603.578
27	7	2019	610.835
26	7	2019	610.835
25	7	2019	603.578
24	7	2019	603.578
23	7	2019	610.835
22	7	2019	610.835
21	7	2019	610.835
20	7	2019	610.835
19	7	2019	614.475
18	7	2019	618.122
17	7	2019	618.122
16	7	2019	621.776
15	7	2019	619.948
14	7	2019	619.948
13	7	2019	610.835
12	7	2019	618.122
11	7	2019	621.776
10	7	2019	625.437
9	7	2019	625.437
8	7	2019	629.105
7	7	2019	629.105
6	7	2019	632.78
5	7	2019	632.78
4	7	2019	625.437
3	7	2019	629.105
2	7	2019	640.153
1	7	2019	640.153
30	6	2019	640.153
29	6	2019	638.307
28	6	2019	642.0
27	6	2019	647.553
26	6	2019	645.7
25	6	2019	642.0
24	6	2019	625.437
23	6	2019	618.122
22	6	2019	618.122
21	6	2019	621.776
20	6	2019	629.105
19	6	2019	629.105
18	6	2019	630.942
17	6	2019	625.437
16	6	2019	614.475
15	6	2019	605.39
14	6	2019	603.578
13	6	2019	599.96
12	6	2019	607.203
11	6	2019	607.203
10	6	2019	610.835
9	6	2019	618.122
8	6	2019	614.475
7	6	2019	605.39
6	6	2019	607.203
5	6	2019	592.746
4	6	2019	618.122
3	6	2019	629.105
2	6	2019	621.776
1	6	2019	632.78
31	5	2019	627.27
30	5	2019	640.153
29	5	2019	692.547
28	5	2019	750.188
27	5	2019	805.355
26	5	2019	875.552
25	5	2019	928.518
24	5	2019	941.982
23	5	2019	825.372
22	5	2019	684.978
21	5	2019	632.78
20	5	2019	596.35
19	5	2019	599.96
18	5	2019	612.654
17	5	2019	625.437
16	5	2019	632.78
15	5	2019	643.849
14	5	2019	668.05
13	5	2019	700.143
12	5	2019	785.503
11	5	2019	872.941
10	5	2019	896.567
9	5	2019	825.372
8	5	2019	730.804
7	5	2019	653.122
6	5	2019	599.96
5	5	2019	596.35
4	5	2019	629.105
3	5	2019	658.707
2	5	2019	677.437
1	5	2019	711.59
30	4	2019	757.989
29	4	2019	825.372
28	4	2019	870.334
27	4	2019	907.16
26	4	2019	928.518
25	4	2019	960.982
24	4	2019	1021.83
23	4	2019	1078.63
22	4	2019	1119.23
21	4	2019	1136.84
20	4	2019	1160.52
19	4	2019	1202.49
18	4	2019	1217.65
17	4	2019	1136.84
16	4	2019	1078.63
15	4	2019	1142.74
14	4	2019	1142.74
13	4	2019	1107.56
12	4	2019	939.282
11	4	2019	813.342
10	4	2019	709.678
9	4	2019	713.503
8	4	2019	746.298
7	4	2019	785.503
6	4	2019	833.424
5	4	2019	939.282
4	4	2019	1044.38
3	4	2019	1202.49
2	4	2019	1370.78
1	4	2019	1475.27
31	3	2019	1590.13
30	3	2019	1723.18
29	3	2019	1759.01
28	3	2019	1723.18
27	3	2019	1652.55
26	3	2019	1455.41
25	3	2019	1300.99
24	3	2019	1084.39
23	3	2019	1033.08
22	3	2019	923.157
21	3	2019	821.355
20	3	2019	805.355
19	3	2019	821.355
18	3	2019	880.784
17	3	2019	944.686
16	3	2019	955.536
15	3	2019	971.918
14	3	2019	1050.05
13	3	2019	1184.42
12	3	2019	1294.73
11	3	2019	1416.06
10	3	2019	1495.25
9	3	2019	1495.25
8	3	2019	1429.12
7	3	2019	1288.49
6	3	2019	1130.96
5	3	2019	960.982
4	3	2019	928.518
3	3	2019	907.16
2	3	2019	941.982
1	3	2019	999.504
28	2	2019	1190.43
27	2	2019	1370.78
26	2	2019	1429.12
25	2	2019	1345.21
24	2	2019	1257.46
23	2	2019	1148.65
22	2	2019	907.16
21	2	2019	809.345
20	2	2019	730.804
19	2	2019	738.537
18	2	2019	801.371
17	2	2019	870.334
16	2	2019	928.518
15	2	2019	813.342
14	2	2019	738.537
13	2	2019	651.264
12	2	2019	564.183
11	2	2019	498.262
10	2	2019	425.423
9	2	2019	425.423
8	2	2019	435.129
7	2	2019	446.543
6	2	2019	451.465
5	2	2019	468.001
4	2	2019	491.483
3	2	2019	517.063
2	2	2019	532.617
1	2	2019	574.839
31	1	2019	550.079
30	1	2019	508.488
29	1	2019	498.262
28	1	2019	501.663
27	1	2019	515.344
26	1	2019	532.617
25	1	2019	553.594
24	1	2019	571.28
23	1	2019	578.406
22	1	2019	585.562
21	1	2019	603.578
20	1	2019	636.463
19	1	2019	677.437
18	1	2019	709.678
17	1	2019	754.085
16	1	2019	789.46
15	1	2019	837.46
14	1	2019	933.893
13	1	2019	1050.05
12	1	2019	1184.42
11	1	2019	1326.18
10	1	2019	1555.94
9	1	2019	1849.46
8	1	2019	2145.39
7	1	2019	2295.03
6	1	2019	2362.24
5	1	2019	2241.78
4	1	2019	2050.61
