data	vazao
2022-08-31	48.995
2022-08-30	51.067
2022-08-29	45.633
2022-08-28	43.026
2022-08-27	42.385
2022-08-26	41.118
2022-08-25	43.026
2022-08-24	46.964
2022-08-23	51.067
2022-08-22	46.296
2022-08-21	44.32
2022-08-20	43.026
2022-08-19	45.633
2022-08-18	44.974
2022-08-17	47.637
2022-08-16	44.32
2022-08-15	46.296
2022-08-14	48.995
2022-08-13	51.766
2022-08-12	50.371
2022-08-11	51.766
2022-08-10	45.633
2022-08-09	45.633
2022-08-08	46.964
2022-08-07	51.067
2022-08-06	50.371
2022-08-05	52.47
2022-08-04	56.059
2022-08-03	43.026
2022-08-02	46.964
2022-08-01	43.671
2022-07-31	43.671
2022-07-30	45.633
2022-07-29	49.681
2022-07-28	47.637
2022-07-27	52.47
2022-07-26	58.266
2022-07-25	54.61
2022-07-24	53.179
2022-07-23	60.514
2022-07-22	62.035
2022-07-21	59.385
2022-07-20	60.892
2022-07-19	58.266
2022-07-18	57.895
2022-07-17	53.892
2022-07-16	55.332
2022-07-15	55.332
2022-07-14	52.47
2022-07-13	55.332
2022-07-12	53.179
2022-07-11	55.332
2022-07-10	58.266
2022-07-09	58.266
2022-07-08	60.514
2022-07-07	59.76
2022-07-06	58.266
2022-07-05	57.895
2022-07-04	57.526
2022-07-03	59.011
2022-07-02	60.514
2022-07-01	62.035
2022-06-30	62.035
2022-06-29	59.76
2022-06-28	59.76
2022-06-27	62.035
2022-06-26	62.035
2022-06-25	64.35
2022-06-24	67.499
2022-06-23	66.705
2022-06-22	66.705
2022-06-21	66.705
2022-06-20	65.916
2022-06-19	67.499
2022-06-18	66.705
2022-06-17	69.101
2022-06-16	68.298
2022-06-15	69.908
2022-06-14	67.499
2022-06-13	65.916
2022-06-12	66.705
2022-06-11	69.908
2022-06-10	69.101
2022-06-09	69.101
2022-06-08	69.101
2022-06-07	68.298
2022-06-06	70.72
2022-06-05	72.358
2022-06-04	72.358
2022-06-03	71.537
2022-06-02	75.686
2022-06-01	79.085
2022-05-31	81.681
2022-05-30	80.811
2022-05-29	81.681
2022-05-28	79.946
