dia	mes	ano	vazao
31	12	2020	502.314
30	12	2020	629.244
29	12	2020	810.313
28	12	2020	1050.634
27	12	2020	1271.468
26	12	2020	1338.817
25	12	2020	1234.675
24	12	2020	1078.145
23	12	2020	720.336
22	12	2020	580.262
21	12	2020	369.516
20	12	2020	273.346
19	12	2020	330.461
18	12	2020	369.516
17	12	2020	429.077
16	12	2020	527.779
15	12	2020	732.079
14	12	2020	904.627
13	12	2020	1057.484
12	12	2020	1241.998
11	12	2020	749.841
10	12	2020	645.935
9	12	2020	612.734
8	12	2020	634.787
7	12	2020	559.022
6	12	2020	462.66
5	12	2020	277.276
4	12	2020	239.026
3	12	2020	231.66
2	12	2020	213.663
1	12	2020	246.488
30	11	2020	242.745
29	11	2020	289.206
28	11	2020	301.343
27	11	2020	338.984
26	11	2020	343.279
25	11	2020	382.933
24	11	2020	415.006
23	11	2020	457.798
22	11	2020	564.301
21	11	2020	502.314
20	11	2020	564.301
19	11	2020	591.005
18	11	2020	612.734
17	11	2020	791.968
16	11	2020	755.801
15	11	2020	433.81
14	11	2020	301.343
13	11	2020	250.254
12	11	2020	242.745
11	11	2020	269.439
10	11	2020	297.275
9	11	2020	365.088
8	11	2020	334.711
7	11	2020	382.933
6	11	2020	433.81
5	11	2020	585.623
4	11	2020	674.153
3	11	2020	755.801
2	11	2020	891.804
1	11	2020	591.005
31	10	2020	457.798
30	10	2020	522.644
29	10	2020	580.262
28	10	2020	743.901
27	10	2020	569.601
26	10	2020	532.935
25	10	2020	347.596
24	10	2020	235.331
23	10	2020	186.134
22	10	2020	169.733
21	10	2020	166.529
20	10	2020	176.218
19	10	2020	182.804
18	10	2020	166.529
17	10	2020	157.066
16	10	2020	144.809
15	10	2020	118.757
14	10	2020	97.423
13	10	2020	110.552
12	10	2020	110.552
11	10	2020	105.218
10	10	2020	105.218
9	10	2020	94.88
8	10	2020	102.592
7	10	2020	130.072
6	10	2020	147.835
5	10	2020	141.809
4	10	2020	132.967
3	10	2020	135.888
2	10	2020	153.964
1	10	2020	138.836
30	9	2020	163.349
29	9	2020	203.156
28	9	2020	153.964
27	9	2020	160.195
26	9	2020	172.963
25	9	2020	132.967
24	9	2020	141.809
23	9	2020	135.888
22	9	2020	163.349
21	9	2020	163.349
20	9	2020	163.349
19	9	2020	153.964
18	9	2020	157.066
17	9	2020	166.529
16	9	2020	169.733
15	9	2020	153.964
14	9	2020	163.349
13	9	2020	169.733
12	9	2020	169.733
11	9	2020	176.218
10	9	2020	172.963
9	9	2020	141.809
8	9	2020	138.836
7	9	2020	147.835
6	9	2020	153.964
