dia	mes	ano	cota
8	4	2022	462.0
7	4	2022	465.0
6	4	2022	479.0
5	4	2022	474.0
4	4	2022	473.0
3	4	2022	484.0
2	4	2022	480.0
1	4	2022	471.0
31	3	2022	459.0
30	3	2022	458.0
29	3	2022	454.0
28	3	2022	463.0
27	3	2022	468.0
26	3	2022	470.0
25	3	2022	472.0
24	3	2022	478.0
23	3	2022	476.0
22	3	2022	480.0
21	3	2022	477.0
20	3	2022	472.0
19	3	2022	473.0
18	3	2022	475.0
17	3	2022	480.0
16	3	2022	486.0
15	3	2022	489.0
14	3	2022	491.0
13	3	2022	494.0
12	3	2022	495.0
11	3	2022	499.0
10	3	2022	500.0
9	3	2022	501.0
8	3	2022	504.0
7	3	2022	509.0
6	3	2022	511.0
5	3	2022	515.0
4	3	2022	519.0
3	3	2022	528.0
2	3	2022	537.0
1	3	2022	543.0
28	2	2022	550.0
27	2	2022	553.0
26	2	2022	575.0
25	2	2022	588.0
24	2	2022	600.0
23	2	2022	640.0
22	2	2022	700.0
21	2	2022	764.0
20	2	2022	764.0
19	2	2022	666.0
18	2	2022	629.0
17	2	2022	636.0
16	2	2022	659.0
15	2	2022	617.0
14	2	2022	669.0
13	2	2022	752.0
12	2	2022	831.0
11	2	2022	759.0
10	2	2022	675.0
9	2	2022	611.0
8	2	2022	590.0
7	2	2022	595.0
6	2	2022	605.0
5	2	2022	622.0
4	2	2022	581.0
3	2	2022	532.0
2	2	2022	515.0
1	2	2022	500.0
31	1	2022	478.0
30	1	2022	466.0
29	1	2022	461.0
28	1	2022	463.0
27	1	2022	470.0
26	1	2022	472.0
25	1	2022	475.0
24	1	2022	478.0
23	1	2022	480.0
22	1	2022	485.0
21	1	2022	495.0
20	1	2022	504.0
19	1	2022	514.0
18	1	2022	521.0
17	1	2022	522.0
16	1	2022	529.0
15	1	2022	552.0
14	1	2022	575.0
13	1	2022	643.0
12	1	2022	743.0
11	1	2022	804.0
10	1	2022	687.0
9	1	2022	569.0
8	1	2022	520.0
7	1	2022	483.0
6	1	2022	480.0
5	1	2022	480.0
4	1	2022	482.0
3	1	2022	484.0
2	1	2022	487.0
1	1	2022	490.0
31	12	2021	492.0
30	12	2021	497.0
29	12	2021	500.0
28	12	2021	508.0
27	12	2021	540.0
26	12	2021	523.0
25	12	2021	475.0
24	12	2021	470.0
23	12	2021	473.0
22	12	2021	479.0
21	12	2021	476.0
20	12	2021	472.0
19	12	2021	468.0
18	12	2021	458.0
17	12	2021	454.0
16	12	2021	474.0
15	12	2021	478.0
14	12	2021	492.0
13	12	2021	506.0
12	12	2021	518.0
11	12	2021	530.0
10	12	2021	546.0
9	12	2021	543.0
8	12	2021	522.0
7	12	2021	514.0
6	12	2021	507.0
5	12	2021	509.0
4	12	2021	520.0
3	12	2021	538.0
2	12	2021	547.0
1	12	2021	516.0
30	11	2021	489.0
29	11	2021	475.0
28	11	2021	466.0
27	11	2021	459.0
26	11	2021	479.0
25	11	2021	492.0
24	11	2021	537.0
23	11	2021	598.0
22	11	2021	578.0
21	11	2021	537.0
20	11	2021	436.0
19	11	2021	443.0
18	11	2021	456.0
17	11	2021	470.0
16	11	2021	482.0
15	11	2021	495.0
14	11	2021	528.0
13	11	2021	560.0
12	11	2021	550.0
11	11	2021	462.0
10	11	2021	446.0
9	11	2021	433.0
8	11	2021	458.0
7	11	2021	488.0
6	11	2021	477.0
5	11	2021	482.0
4	11	2021	491.0
3	11	2021	509.0
2	11	2021	475.0
1	11	2021	416.0
31	10	2021	405.0
30	10	2021	405.0
29	10	2021	414.0
28	10	2021	437.0
27	10	2021	437.0
26	10	2021	437.0
25	10	2021	468.0
24	10	2021	483.0
23	10	2021	496.0
22	10	2021	516.0
21	10	2021	567.0
20	10	2021	504.0
19	10	2021	441.0
18	10	2021	410.0
17	10	2021	406.0
16	10	2021	434.0
15	10	2021	473.0
14	10	2021	495.0
13	10	2021	470.0
12	10	2021	448.0
11	10	2021	426.0
10	10	2021	380.0
9	10	2021	342.0
8	10	2021	331.0
7	10	2021	328.0
6	10	2021	326.0
5	10	2021	328.0
4	10	2021	327.0
3	10	2021	325.0
2	10	2021	330.0
1	10	2021	328.0
30	9	2021	331.0
29	9	2021	332.0
28	9	2021	331.0
27	9	2021	333.0
26	9	2021	333.0
25	9	2021	331.0
24	9	2021	333.0
23	9	2021	335.0
22	9	2021	339.0
21	9	2021	345.0
20	9	2021	348.0
19	9	2021	340.0
18	9	2021	353.0
17	9	2021	356.0
16	9	2021	357.0
15	9	2021	355.0
14	9	2021	354.0
13	9	2021	355.0
12	9	2021	361.0
11	9	2021	365.0
10	9	2021	368.0
9	9	2021	363.0
8	9	2021	358.0
7	9	2021	357.0
6	9	2021	357.0
5	9	2021	356.0
4	9	2021	356.0
3	9	2021	352.0
2	9	2021	355.0
1	9	2021	357.0
31	8	2021	350.0
30	8	2021	349.0
29	8	2021	350.0
28	8	2021	352.0
27	8	2021	355.0
26	8	2021	357.0
25	8	2021	357.0
24	8	2021	359.0
23	8	2021	362.0
22	8	2021	363.0
21	8	2021	365.0
20	8	2021	365.0
19	8	2021	362.0
18	8	2021	365.0
17	8	2021	363.0
16	8	2021	364.0
15	8	2021	366.0
14	8	2021	366.0
13	8	2021	368.0
12	8	2021	371.0
11	8	2021	375.0
10	8	2021	375.0
9	8	2021	368.0
8	8	2021	365.0
7	8	2021	364.0
6	8	2021	365.0
5	8	2021	364.0
4	8	2021	366.0
3	8	2021	364.0
2	8	2021	366.0
1	8	2021	366.0
31	7	2021	366.0
30	7	2021	363.0
29	7	2021	364.0
28	7	2021	368.0
27	7	2021	365.0
26	7	2021	368.0
25	7	2021	369.0
24	7	2021	368.0
23	7	2021	367.0
22	7	2021	364.0
21	7	2021	365.0
20	7	2021	367.0
19	7	2021	364.0
18	7	2021	361.0
17	7	2021	362.0
16	7	2021	368.0
15	7	2021	370.0
14	7	2021	363.0
13	7	2021	368.0
12	7	2021	374.0
11	7	2021	373.0
10	7	2021	374.0
9	7	2021	376.0
8	7	2021	373.0
7	7	2021	374.0
6	7	2021	379.0
5	7	2021	376.0
4	7	2021	376.0
3	7	2021	373.0
2	7	2021	378.0
1	7	2021	380.0
30	6	2021	384.0
29	6	2021	379.0
28	6	2021	393.0
27	6	2021	387.0
26	6	2021	377.0
25	6	2021	382.0
24	6	2021	390.0
23	6	2021	381.0
22	6	2021	382.0
21	6	2021	396.0
20	6	2021	395.0
19	6	2021	391.0
18	6	2021	384.0
17	6	2021	381.0
16	6	2021	388.0
15	6	2021	385.0
14	6	2021	387.0
13	6	2021	397.0
12	6	2021	386.0
11	6	2021	385.0
10	6	2021	397.0
9	6	2021	384.0
8	6	2021	384.0
7	6	2021	393.0
6	6	2021	384.0
5	6	2021	384.0
4	6	2021	383.0
3	6	2021	391.0
2	6	2021	383.0
1	6	2021	383.0
31	5	2021	387.0
30	5	2021	388.0
29	5	2021	397.0
28	5	2021	387.0
27	5	2021	391.0
26	5	2021	398.0
25	5	2021	393.0
24	5	2021	386.0
23	5	2021	395.0
22	5	2021	397.0
21	5	2021	394.0
20	5	2021	394.0
19	5	2021	393.0
18	5	2021	398.0
17	5	2021	399.0
16	5	2021	396.0
15	5	2021	449.0
14	5	2021	401.0
13	5	2021	395.0
12	5	2021	392.0
11	5	2021	400.0
10	5	2021	402.0
9	5	2021	396.0
8	5	2021	402.0
7	5	2021	403.0
6	5	2021	405.0
5	5	2021	406.0
4	5	2021	412.0
3	5	2021	409.0
2	5	2021	414.0
1	5	2021	407.0
30	4	2021	409.0
29	4	2021	407.0
28	4	2021	404.0
27	4	2021	406.0
26	4	2021	409.0
25	4	2021	418.0
24	4	2021	421.0
23	4	2021	429.0
22	4	2021	431.0
21	4	2021	424.0
20	4	2021	415.0
19	4	2021	407.0
18	4	2021	404.0
17	4	2021	402.0
16	4	2021	411.0
15	4	2021	419.0
14	4	2021	421.0
13	4	2021	425.0
12	4	2021	428.0
11	4	2021	430.0
10	4	2021	431.0
9	4	2021	450.0
8	4	2021	449.0
7	4	2021	466.0
6	4	2021	481.0
5	4	2021	469.0
4	4	2021	463.0
3	4	2021	457.0
2	4	2021	455.0
1	4	2021	445.0
31	12	2020	419.0
30	12	2020	423.0
29	12	2020	443.0
28	12	2020	470.0
27	12	2020	491.0
26	12	2020	503.0
25	12	2020	494.0
24	12	2020	482.0
23	12	2020	486.0
22	12	2020	457.0
21	12	2020	442.0
20	12	2020	407.0
19	12	2020	403.0
18	12	2020	413.0
17	12	2020	424.0
16	12	2020	436.0
15	12	2020	470.0
14	12	2020	500.0
13	12	2020	558.0
12	12	2020	537.0
11	12	2020	454.0
10	12	2020	426.0
9	12	2020	430.0
8	12	2020	455.0
7	12	2020	444.0
6	12	2020	431.0
5	12	2020	416.0
4	12	2020	385.0
3	12	2020	388.0
2	12	2020	377.0
1	12	2020	384.0
30	11	2020	399.0
29	11	2020	399.0
28	11	2020	393.0
27	11	2020	413.0
26	11	2020	414.0
25	11	2020	402.0
24	11	2020	403.0
23	11	2020	416.0
22	11	2020	406.0
21	11	2020	416.0
20	11	2020	439.0
19	11	2020	451.0
18	11	2020	438.0
17	11	2020	435.0
16	11	2020	423.0
15	11	2020	411.0
14	11	2020	408.0
13	11	2020	402.0
12	11	2020	390.0
11	11	2020	406.0
10	11	2020	398.0
9	11	2020	408.0
8	11	2020	412.0
7	11	2020	418.0
6	11	2020	429.0
5	11	2020	450.0
4	11	2020	478.0
3	11	2020	530.0
2	11	2020	585.0
1	11	2020	614.0
31	10	2020	480.0
30	10	2020	439.0
29	10	2020	431.0
28	10	2020	458.0
27	10	2020	464.0
26	10	2020	441.0
25	10	2020	417.0
24	10	2020	397.0
23	10	2020	400.0
22	10	2020	395.0
21	10	2020	386.0
20	10	2020	377.0
19	10	2020	388.0
18	10	2020	379.0
17	10	2020	374.0
16	10	2020	368.0
15	10	2020	361.0
14	10	2020	355.0
13	10	2020	353.0
12	10	2020	354.0
11	10	2020	360.0
10	10	2020	353.0
9	10	2020	342.0
8	10	2020	345.0
7	10	2020	345.0
6	10	2020	342.0
5	10	2020	349.0
4	10	2020	347.0
3	10	2020	346.0
2	10	2020	349.0
1	10	2020	358.0
30	9	2020	361.0
29	9	2020	360.0
28	9	2020	356.0
27	9	2020	351.0
26	9	2020	352.0
25	9	2020	354.0
24	9	2020	353.0
23	9	2020	356.0
22	9	2020	355.0
21	9	2020	355.0
20	9	2020	357.0
19	9	2020	354.0
18	9	2020	351.0
17	9	2020	356.0
16	9	2020	356.0
15	9	2020	360.0
14	9	2020	360.0
13	9	2020	358.0
12	9	2020	355.0
11	9	2020	355.0
10	9	2020	355.0
9	9	2020	357.0
8	9	2020	358.0
7	9	2020	360.0
6	9	2020	361.0
5	9	2020	364.0
4	9	2020	366.0
3	9	2020	369.0
2	9	2020	368.0
1	9	2020	368.0
31	8	2020	370.0
30	8	2020	369.0
29	8	2020	369.0
28	8	2020	367.0
27	8	2020	369.0
26	8	2020	373.0
25	8	2020	371.0
24	8	2020	370.0
23	8	2020	369.0
22	8	2020	372.0
21	8	2020	371.0
20	8	2020	372.0
19	8	2020	383.0
18	8	2020	377.0
17	8	2020	375.0
16	8	2020	380.0
15	8	2020	376.0
14	8	2020	385.0
13	8	2020	391.0
12	8	2020	377.0
1	8	2020	392.0
31	7	2020	381.0
30	7	2020	372.0
29	7	2020	389.0
28	7	2020	382.0
27	7	2020	392.0
26	7	2020	395.0
25	7	2020	388.0
24	7	2020	394.0
23	7	2020	387.0
22	7	2020	389.0
21	7	2020	394.0
20	7	2020	389.0
19	7	2020	399.0
18	7	2020	382.0
17	7	2020	397.0
16	7	2020	393.0
15	7	2020	390.0
14	7	2020	388.0
13	7	2020	390.0
12	7	2020	400.0
11	7	2020	388.0
10	7	2020	398.0
9	7	2020	404.0
8	7	2020	405.0
7	7	2020	414.0
6	7	2020	420.0
5	7	2020	407.0
4	7	2020	403.0
3	7	2020	402.0
2	7	2020	397.0
1	7	2020	379.0
30	6	2020	400.0
29	6	2020	398.0
28	6	2020	394.0
27	6	2020	396.0
26	6	2020	402.0
25	6	2020	397.0
24	6	2020	402.0
23	6	2020	407.0
22	6	2020	402.0
21	6	2020	402.0
20	6	2020	403.0
19	6	2020	404.0
18	6	2020	405.0
17	6	2020	404.0
16	6	2020	407.0
15	6	2020	401.0
14	6	2020	406.0
13	6	2020	415.0
12	6	2020	408.0
11	6	2020	406.0
10	6	2020	402.0
9	6	2020	406.0
8	6	2020	412.0
7	6	2020	412.0
6	6	2020	399.0
5	6	2020	413.0
4	6	2020	412.0
3	6	2020	415.0
2	6	2020	416.0
1	6	2020	418.0
31	5	2020	418.0
30	5	2020	421.0
29	5	2020	433.0
28	5	2020	438.0
27	5	2020	455.0
26	5	2020	473.0
25	5	2020	429.0
24	5	2020	420.0
23	5	2020	423.0
22	5	2020	419.0
21	5	2020	421.0
20	5	2020	428.0
19	5	2020	432.0
18	5	2020	440.0
17	5	2020	428.0
16	5	2020	420.0
15	5	2020	420.0
14	5	2020	418.0
13	5	2020	423.0
12	5	2020	424.0
11	5	2020	426.0
10	5	2020	429.0
9	5	2020	435.0
8	5	2020	424.0
7	5	2020	428.0
6	5	2020	421.0
5	5	2020	422.0
4	5	2020	429.0
3	5	2020	430.0
2	5	2020	425.0
1	5	2020	429.0
30	4	2020	428.0
29	4	2020	433.0
28	4	2020	429.0
27	4	2020	433.0
26	4	2020	443.0
25	4	2020	434.0
24	4	2020	437.0
23	4	2020	440.0
22	4	2020	445.0
21	4	2020	450.0
20	4	2020	452.0
19	4	2020	459.0
18	4	2020	466.0
17	4	2020	477.0
16	4	2020	489.0
15	4	2020	509.0
14	4	2020	540.0
13	4	2020	527.0
12	4	2020	489.0
11	4	2020	502.0
10	4	2020	534.0
9	4	2020	595.0
8	4	2020	484.0
7	4	2020	463.0
6	4	2020	483.0
5	4	2020	473.0
4	4	2020	455.0
3	4	2020	450.0
2	4	2020	451.0
1	4	2020	450.0
31	3	2020	450.0
30	3	2020	452.0
29	3	2020	458.0
28	3	2020	463.0
27	3	2020	463.0
26	3	2020	473.0
25	3	2020	485.0
24	3	2020	504.0
23	3	2020	526.0
22	3	2020	488.0
21	3	2020	484.0
20	3	2020	475.0
19	3	2020	476.0
18	3	2020	489.0
17	3	2020	490.0
16	3	2020	498.0
15	3	2020	508.0
14	3	2020	516.0
13	3	2020	518.0
12	3	2020	529.0
11	3	2020	534.0
10	3	2020	534.0
9	3	2020	551.0
8	3	2020	571.0
7	3	2020	620.0
6	3	2020	651.0
5	3	2020	562.0
4	3	2020	588.0
3	3	2020	617.0
2	3	2020	662.0
1	3	2020	622.0
29	2	2020	593.0
28	2	2020	514.0
27	2	2020	479.0
26	2	2020	505.0
25	2	2020	548.0
24	2	2020	601.0
23	2	2020	539.0
22	2	2020	444.0
21	2	2020	454.0
20	2	2020	461.0
19	2	2020	477.0
18	2	2020	484.0
17	2	2020	510.0
16	2	2020	575.0
15	2	2020	539.0
14	2	2020	581.0
13	2	2020	496.0
12	2	2020	510.0
11	2	2020	479.0
10	2	2020	481.0
9	2	2020	473.0
8	2	2020	476.0
7	2	2020	466.0
6	2	2020	473.0
5	2	2020	478.0
4	2	2020	484.0
29	1	2020	755.0
28	1	2020	740.0
27	1	2020	820.0
26	1	2020	718.0
25	1	2020	585.0
24	1	2020	512.0
23	1	2020	510.0
22	1	2020	505.0
21	1	2020	480.0
20	1	2020	436.0
19	1	2020	429.0
18	1	2020	394.0
17	1	2020	373.0
16	1	2020	393.0
15	1	2020	382.0
14	1	2020	386.0
13	1	2020	383.0
12	1	2020	393.0
11	1	2020	378.0
10	1	2020	401.0
9	1	2020	417.0
4	1	2020	411.0
3	1	2020	384.0
2	1	2020	400.0
1	1	2020	420.0
31	12	2019	412.0
30	12	2019	398.0
29	12	2019	410.0
28	12	2019	418.0
27	12	2019	420.0
26	12	2019	389.0
25	12	2019	370.0
24	12	2019	370.0
23	12	2019	379.0
22	12	2019	367.0
21	12	2019	378.0
20	12	2019	379.0
19	12	2019	380.0
18	12	2019	399.0
17	12	2019	403.0
16	12	2019	410.0
15	12	2019	411.0
14	12	2019	415.0
13	12	2019	436.0
12	12	2019	463.0
11	12	2019	482.0
10	12	2019	505.0
9	12	2019	569.0
8	12	2019	545.0
7	12	2019	508.0
6	12	2019	518.0
5	12	2019	544.0
4	12	2019	587.0
3	12	2019	534.0
2	12	2019	439.0
1	12	2019	408.0
30	11	2019	426.0
29	11	2019	399.0
28	11	2019	410.0
27	11	2019	425.0
26	11	2019	424.0
25	11	2019	418.0
24	11	2019	448.0
23	11	2019	460.0
22	11	2019	471.0
21	11	2019	424.0
20	11	2019	379.0
19	11	2019	353.0
18	11	2019	339.0
17	11	2019	338.0
16	11	2019	331.0
15	11	2019	325.0
14	11	2019	319.0
13	11	2019	323.0
12	11	2019	328.0
11	11	2019	335.0
10	11	2019	338.0
9	11	2019	341.0
8	11	2019	346.0
7	11	2019	363.0
6	11	2019	374.0
5	11	2019	383.0
4	11	2019	374.0
3	11	2019	376.0
2	11	2019	344.0
1	11	2019	344.0
31	10	2019	343.0
30	10	2019	349.0
29	10	2019	350.0
28	10	2019	348.0
27	10	2019	350.0
26	10	2019	356.0
25	10	2019	367.0
24	10	2019	361.0
23	10	2019	324.0
22	10	2019	318.0
21	10	2019	316.0
20	10	2019	318.0
19	10	2019	316.0
18	10	2019	319.0
17	10	2019	321.0
16	10	2019	324.0
15	10	2019	324.0
14	10	2019	326.0
13	10	2019	324.0
12	10	2019	328.0
11	10	2019	325.0
10	10	2019	327.0
9	10	2019	329.0
8	10	2019	330.0
7	10	2019	332.0
6	10	2019	334.0
5	10	2019	340.0
4	10	2019	345.0
3	10	2019	332.0
2	10	2019	346.0
1	10	2019	343.0
30	9	2019	340.0
29	9	2019	338.0
28	9	2019	327.0
27	9	2019	324.0
26	9	2019	320.0
25	9	2019	319.0
24	9	2019	317.0
23	9	2019	320.0
22	9	2019	320.0
21	9	2019	320.0
20	9	2019	319.0
19	9	2019	320.0
18	9	2019	323.0
17	9	2019	325.0
16	9	2019	326.0
15	9	2019	327.0
14	9	2019	328.0
13	9	2019	327.0
12	9	2019	328.0
11	9	2019	327.0
10	9	2019	328.0
9	9	2019	329.0
8	9	2019	325.0
7	9	2019	329.0
6	9	2019	329.0
5	9	2019	330.0
4	9	2019	331.0
3	9	2019	331.0
2	9	2019	332.0
1	9	2019	333.0
31	8	2019	338.0
30	8	2019	339.0
29	8	2019	344.0
28	8	2019	339.0
27	8	2019	346.0
26	8	2019	338.0
25	8	2019	330.0
24	8	2019	332.0
23	8	2019	330.0
22	8	2019	332.0
21	8	2019	328.0
20	8	2019	328.0
19	8	2019	328.0
18	8	2019	333.0
17	8	2019	334.0
16	8	2019	334.0
15	8	2019	335.0
14	8	2019	335.0
13	8	2019	336.0
12	8	2019	337.0
11	8	2019	336.0
10	8	2019	336.0
9	8	2019	336.0
8	8	2019	338.0
7	8	2019	339.0
6	8	2019	338.0
5	8	2019	336.0
4	8	2019	334.0
3	8	2019	336.0
2	8	2019	335.0
1	8	2019	340.0
31	7	2019	343.0
30	7	2019	342.0
29	7	2019	341.0
28	7	2019	341.0
27	7	2019	344.0
26	7	2019	344.0
25	7	2019	345.0
24	7	2019	348.0
23	7	2019	345.0
22	7	2019	344.0
21	7	2019	334.0
20	7	2019	336.0
19	7	2019	340.0
18	7	2019	335.0
17	7	2019	338.0
16	7	2019	335.0
15	7	2019	339.0
14	7	2019	337.0
13	7	2019	341.0
12	7	2019	339.0
11	7	2019	341.0
10	7	2019	336.0
9	7	2019	343.0
8	7	2019	341.0
7	7	2019	346.0
6	7	2019	346.0
5	7	2019	350.0
4	7	2019	349.0
3	7	2019	346.0
2	7	2019	347.0
1	7	2019	352.0
30	6	2019	354.0
29	6	2019	352.0
28	6	2019	350.0
27	6	2019	341.0
26	6	2019	344.0
25	6	2019	343.0
24	6	2019	344.0
23	6	2019	347.0
22	6	2019	351.0
21	6	2019	349.0
20	6	2019	349.0
19	6	2019	350.0
18	6	2019	353.0
17	6	2019	355.0
16	6	2019	355.0
15	6	2019	356.0
14	6	2019	360.0
13	6	2019	356.0
12	6	2019	353.0
11	6	2019	355.0
10	6	2019	358.0
9	6	2019	359.0
8	6	2019	358.0
7	6	2019	360.0
6	6	2019	356.0
5	6	2019	356.0
4	6	2019	358.0
3	6	2019	359.0
2	6	2019	361.0
1	6	2019	359.0
31	5	2019	360.0
30	5	2019	361.0
29	5	2019	363.0
28	5	2019	367.0
27	5	2019	365.0
26	5	2019	366.0
25	5	2019	371.0
24	5	2019	386.0
23	5	2019	374.0
22	5	2019	390.0
21	5	2019	383.0
20	5	2019	396.0
19	5	2019	393.0
18	5	2019	393.0
17	5	2019	377.0
16	5	2019	375.0
15	5	2019	367.0
14	5	2019	386.0
13	5	2019	381.0
12	5	2019	398.0
11	5	2019	382.0
10	5	2019	368.0
9	5	2019	369.0
8	5	2019	369.0
7	5	2019	373.0
6	5	2019	369.0
5	5	2019	370.0
4	5	2019	376.0
3	5	2019	372.0
2	5	2019	368.0
1	5	2019	367.0
30	4	2019	368.0
29	4	2019	377.0
28	4	2019	377.0
27	4	2019	370.0
26	4	2019	372.0
25	4	2019	371.0
24	4	2019	374.0
23	4	2019	377.0
22	4	2019	394.0
21	4	2019	404.0
20	4	2019	398.0
19	4	2019	398.0
18	4	2019	379.0
17	4	2019	395.0
16	4	2019	374.0
31	12	2018	644.0
30	12	2018	602.0
29	12	2018	529.0
28	12	2018	475.0
27	12	2018	414.0
26	12	2018	442.0
25	12	2018	415.0
24	12	2018	363.0
23	12	2018	368.0
22	12	2018	372.0
21	12	2018	380.0
20	12	2018	393.0
19	12	2018	380.0
18	12	2018	383.0
17	12	2018	388.0
16	12	2018	395.0
15	12	2018	411.0
14	12	2018	427.0
13	12	2018	438.0
12	12	2018	438.0
11	12	2018	461.0
10	12	2018	463.0
9	12	2018	468.0
8	12	2018	425.0
7	12	2018	436.0
6	12	2018	464.0
5	12	2018	488.0
4	12	2018	485.0
3	12	2018	398.0
2	12	2018	400.0
1	12	2018	384.0
30	11	2018	396.0
29	11	2018	401.0
28	11	2018	401.0
27	11	2018	404.0
26	11	2018	418.0
25	11	2018	449.0
24	11	2018	462.0
23	11	2018	464.0
22	11	2018	392.0
21	11	2018	382.0
20	11	2018	384.0
19	11	2018	386.0
18	11	2018	386.0
15	11	2018	403.0
14	11	2018	416.0
13	11	2018	438.0
12	11	2018	458.0
11	11	2018	454.0
10	11	2018	438.0
9	11	2018	426.0
8	11	2018	414.0
7	11	2018	404.0
6	11	2018	399.0
5	11	2018	384.0
4	11	2018	378.0
3	11	2018	382.0
2	11	2018	391.0
1	11	2018	401.0
31	10	2018	424.0
30	10	2018	428.0
29	10	2018	449.0
28	10	2018	413.0
27	10	2018	395.0
26	10	2018	369.0
25	10	2018	367.0
24	10	2018	373.0
23	10	2018	388.0
22	10	2018	406.0
21	10	2018	391.0
20	10	2018	381.0
19	10	2018	392.0
18	10	2018	413.0
17	10	2018	391.0
16	10	2018	356.0
15	10	2018	349.0
14	10	2018	356.0
13	10	2018	360.0
12	10	2018	359.0
11	10	2018	362.0
10	10	2018	362.0
9	10	2018	370.0
8	10	2018	359.0
7	10	2018	360.0
6	10	2018	361.0
5	10	2018	367.0
4	10	2018	362.0
3	10	2018	368.0
2	10	2018	359.0
1	10	2018	360.0
30	9	2018	362.0
29	9	2018	358.0
28	9	2018	368.0
27	9	2018	365.0
26	9	2018	377.0
25	9	2018	389.0
24	9	2018	388.0
23	9	2018	384.0
22	9	2018	378.0
21	9	2018	380.0
20	9	2018	377.0
19	9	2018	376.0
18	9	2018	360.0
17	9	2018	358.0
16	9	2018	360.0
15	9	2018	361.0
14	9	2018	358.0
13	9	2018	358.0
12	9	2018	357.0
11	9	2018	357.0
10	9	2018	359.0
9	9	2018	362.0
8	9	2018	369.0
7	9	2018	361.0
6	9	2018	362.0
5	9	2018	364.0
4	9	2018	363.0
3	9	2018	366.0
2	9	2018	364.0
1	9	2018	362.0
31	8	2018	365.0
30	8	2018	380.0
29	8	2018	363.0
28	8	2018	365.0
27	8	2018	365.0
26	8	2018	359.0
25	8	2018	379.0
24	8	2018	372.0
23	8	2018	372.0
19	8	2018	371.0
18	8	2018	380.0
17	8	2018	372.0
16	8	2018	373.0
15	8	2018	396.0
14	8	2018	379.0
13	8	2018	393.0
12	8	2018	403.0
11	8	2018	425.0
10	8	2018	473.0
9	8	2018	386.0
8	8	2018	389.0
7	8	2018	390.0
6	8	2018	401.0
5	8	2018	392.0
4	8	2018	373.0
