dia	mes	ano	cota
28	9	2018	103.0
27	9	2018	105.0
26	9	2018	110.0
25	9	2018	112.0
24	9	2018	113.0
23	9	2018	116.0
22	9	2018	112.0
21	9	2018	109.0
20	9	2018	107.0
19	9	2018	104.0
18	9	2018	100.0
17	9	2018	100.0
16	9	2018	100.0
15	9	2018	100.0
14	9	2018	101.0
13	9	2018	101.0
12	9	2018	102.0
11	9	2018	102.0
10	9	2018	103.0
9	9	2018	103.0
8	9	2018	104.0
7	9	2018	104.0
6	9	2018	105.0
5	9	2018	105.0
4	9	2018	105.0
3	9	2018	105.0
2	9	2018	105.0
1	9	2018	106.0
31	8	2018	106.0
30	8	2018	106.0
29	8	2018	106.0
28	8	2018	106.0
27	8	2018	106.0
26	8	2018	106.0
25	8	2018	107.0
24	8	2018	107.0
23	8	2018	107.0
22	8	2018	107.0
21	8	2018	107.0
20	8	2018	107.0
19	8	2018	107.0
18	8	2018	107.0
17	8	2018	107.0
16	8	2018	107.0
15	8	2018	107.0
14	8	2018	107.0
13	8	2018	108.0
12	8	2018	108.0
11	8	2018	108.0
10	8	2018	108.0
9	8	2018	108.0
8	8	2018	108.0
7	8	2018	108.0
6	8	2018	108.0
5	8	2018	108.0
4	8	2018	109.0
3	8	2018	109.0
2	8	2018	109.0
1	8	2018	109.0
31	7	2018	109.0
30	7	2018	109.0
29	7	2018	109.0
28	7	2018	109.0
27	7	2018	110.0
26	7	2018	110.0
25	7	2018	110.0
24	7	2018	110.0
23	7	2018	110.0
22	7	2018	110.0
21	7	2018	110.0
20	7	2018	110.0
19	7	2018	110.0
18	7	2018	111.0
17	7	2018	111.0
16	7	2018	111.0
15	7	2018	111.0
14	7	2018	111.0
13	7	2018	112.0
12	7	2018	112.0
11	7	2018	112.0
10	7	2018	113.0
9	7	2018	113.0
8	7	2018	113.0
7	7	2018	114.0
6	7	2018	114.0
5	7	2018	114.0
4	7	2018	115.0
3	7	2018	115.0
2	7	2018	116.0
1	7	2018	116.0
30	6	2018	116.0
29	6	2018	116.0
28	6	2018	116.0
27	6	2018	116.0
26	6	2018	117.0
25	6	2018	117.0
24	6	2018	117.0
23	6	2018	117.0
22	6	2018	117.0
21	6	2018	117.0
20	6	2018	117.0
19	6	2018	118.0
18	6	2018	118.0
17	6	2018	118.0
16	6	2018	118.0
15	6	2018	119.0
14	6	2018	119.0
13	6	2018	119.0
12	6	2018	120.0
11	6	2018	120.0
10	6	2018	120.0
9	6	2018	120.0
8	6	2018	121.0
7	6	2018	121.0
6	6	2018	122.0
5	6	2018	122.0
4	6	2018	123.0
3	6	2018	123.0
2	6	2018	124.0
1	6	2018	124.0
31	5	2018	124.0
30	5	2018	125.0
29	5	2018	127.0
28	5	2018	122.0
27	5	2018	122.0
26	5	2018	122.0
25	5	2018	122.0
24	5	2018	126.0
23	5	2018	122.0
22	5	2018	121.0
21	5	2018	122.0
20	5	2018	122.0
19	5	2018	123.0
18	5	2018	123.0
17	5	2018	124.0
16	5	2018	124.0
15	5	2018	125.0
14	5	2018	125.0
13	5	2018	125.0
12	5	2018	126.0
11	5	2018	127.0
10	5	2018	127.0
9	5	2018	127.0
8	5	2018	130.0
7	5	2018	126.0
6	5	2018	123.0
5	5	2018	124.0
4	5	2018	125.0
3	5	2018	125.0
2	5	2018	126.0
1	5	2018	126.0
30	4	2018	127.0
29	4	2018	127.0
28	4	2018	128.0
27	4	2018	129.0
26	4	2018	129.0
25	4	2018	130.0
24	4	2018	131.0
23	4	2018	132.0
22	4	2018	133.0
21	4	2018	134.0
20	4	2018	135.0
19	4	2018	136.0
18	4	2018	137.0
17	4	2018	139.0
16	4	2018	133.0
15	4	2018	135.0
14	4	2018	137.0
13	4	2018	140.0
12	4	2018	146.0
11	4	2018	151.0
10	4	2018	160.0
9	4	2018	170.0
8	4	2018	168.0
7	4	2018	159.0
6	4	2018	146.0
5	4	2018	137.0
4	4	2018	131.0
3	4	2018	133.0
2	4	2018	135.0
1	4	2018	137.0
31	3	2018	139.0
30	3	2018	143.0
29	3	2018	147.0
28	3	2018	151.0
27	3	2018	158.0
26	3	2018	163.0
25	3	2018	171.0
24	3	2018	178.0
23	3	2018	185.0
22	3	2018	158.0
21	3	2018	139.0
20	3	2018	144.0
19	3	2018	150.0
18	3	2018	154.0
17	3	2018	156.0
16	3	2018	158.0
15	3	2018	165.0
14	3	2018	171.0
13	3	2018	179.0
12	3	2018	165.0
11	3	2018	157.0
10	3	2018	194.0
9	3	2018	128.0
8	3	2018	129.0
7	3	2018	130.0
6	3	2018	130.0
5	3	2018	131.0
4	3	2018	131.0
3	3	2018	132.0
2	3	2018	133.0
1	3	2018	134.0
28	2	2018	135.0
27	2	2018	136.0
26	2	2018	137.0
25	2	2018	138.0
24	2	2018	139.0
23	2	2018	141.0
22	2	2018	143.0
21	2	2018	145.0
20	2	2018	147.0
19	2	2018	149.0
18	2	2018	152.0
17	2	2018	154.0
16	2	2018	157.0
15	2	2018	159.0
14	2	2018	165.0
13	2	2018	172.0
12	2	2018	179.0
11	2	2018	185.0
10	2	2018	189.0
9	2	2018	193.0
8	2	2018	214.0
7	2	2018	239.0
6	2	2018	258.0
5	2	2018	199.0
4	2	2018	177.0
3	2	2018	198.0
2	2	2018	167.0
1	2	2018	131.0
31	1	2018	98.0
30	1	2018	99.0
29	1	2018	99.0
28	1	2018	100.0
27	1	2018	101.0
26	1	2018	101.0
25	1	2018	102.0
24	1	2018	103.0
23	1	2018	103.0
22	1	2018	104.0
21	1	2018	106.0
20	1	2018	108.0
19	1	2018	110.0
18	1	2018	112.0
17	1	2018	114.0
16	1	2018	116.0
15	1	2018	119.0
14	1	2018	122.0
13	1	2018	124.0
12	1	2018	126.0
11	1	2018	130.0
10	1	2018	134.0
9	1	2018	136.0
8	1	2018	138.0
7	1	2018	140.0
6	1	2018	142.0
5	1	2018	146.0
4	1	2018	142.0
3	1	2018	118.0
2	1	2018	119.0
1	1	2018	120.0
