dia	mes	ano	vazao
31	12	2021	871.337
30	12	2021	794.898
29	12	2021	908.965
28	12	2021	953.622
27	12	2021	1192.34
26	12	2021	1435.66
25	12	2021	1295.55
24	12	2021	1361.24
23	12	2021	1241.76
22	12	2021	1588.95
21	12	2021	1896.13
20	12	2021	1299.17
19	12	2021	1018.82
18	12	2021	1154.04
17	12	2021	1266.75
16	12	2021	1025.42
15	12	2021	788.898
14	12	2021	800.915
13	12	2021	963.297
12	12	2021	1126.48
11	12	2021	1259.59
10	12	2021	1227.56
9	12	2021	1042.02
8	12	2021	973.009
7	12	2021	1035.37
6	12	2021	1038.69
5	12	2021	800.915
4	12	2021	825.154
3	12	2021	886.942
2	12	2021	831.257
1	12	2021	
30	11	2021	837.376
29	11	2021	547.668
28	11	2021	547.668
27	11	2021	630.775
26	11	2021	803.93
25	11	2021	1005.65
24	11	2021	1188.83
23	11	2021	1133.35
22	11	2021	1099.18
21	11	2021	600.777
20	11	2021	617.071
19	11	2021	628.025
18	11	2021	735.68
17	11	2021	915.295
16	11	2021	1099.18
15	11	2021	1342.87
14	11	2021	1496.27
13	11	2021	1446.95
12	11	2021	1224.02
11	11	2021	979.503
10	11	2021	587.326
9	11	2021	603.481
8	11	2021	678.215
7	11	2021	992.542
6	11	2021	1263.17
5	11	2021	1752.12
4	11	2021	1624.25
3	11	2021	611.621
2	11	2021	460.298
1	11	2021	357.575
1	12	2020	
30	11	2020	332.089
29	11	2020	366.847
28	11	2020	406.753
27	11	2020	416.481
26	11	2020	434.207
25	11	2020	446.178
24	11	2020	469.088
23	11	2020	584.649
22	11	2020	550.279
21	11	2020	537.271
20	11	2020	647.369
19	11	2020	644.592
18	11	2020	703.855
17	11	2020	931.192
16	11	2020	633.529
15	11	2020	434.207
14	11	2020	361.273
13	11	2020	314.321
12	11	2020	361.273
11	11	2020	410.634
10	11	2020	458.27
9	11	2020	509.07
8	11	2020	521.818
7	11	2020	542.46
6	11	2020	598.078
5	11	2020	672.566
4	11	2020	732.764
3	11	2020	899.502
2	11	2020	819.069
1	11	2020	738.599
31	10	2020	658.523
30	10	2020	600.777
29	10	2020	576.648
28	10	2020	547.668
27	10	2020	526.95
26	10	2020	511.61
25	10	2020	438.184
24	10	2020	353.891
23	10	2020	279.897
22	10	2020	224.889
21	10	2020	231.125
20	10	2020	203.572
19	10	2020	188.838
18	10	2020	190.293
17	10	2020	191.752
16	10	2020	185.941
15	10	2020	177.352
14	10	2020	163.378
13	10	2020	149.315
12	10	2020	141.855
11	10	2020	129.262
10	10	2020	121.007
9	10	2020	119.984
8	10	2020	116.924
7	10	2020	114.894
6	10	2020	111.863
5	10	2020	109.851
4	10	2020	102.874
3	10	2020	104.857
2	10	2020	106.849
1	10	2020	111.863
30	9	2020	125.12
29	9	2020	116.924
28	9	2020	107.848
27	9	2020	95.021
26	9	2020	108.849
25	9	2020	117.942
24	9	2020	121.007
23	9	2020	107.848
22	9	2020	102.874
21	9	2020	98.931
20	9	2020	89.221
19	9	2020	88.262
18	9	2020	97.951
17	9	2020	112.871
16	9	2020	124.089
15	9	2020	108.849
14	9	2020	96.972
13	9	2020	108.849
12	9	2020	117.942
11	9	2020	123.06
10	9	2020	123.06
9	9	2020	135.528
8	9	2020	139.739
7	9	2020	138.684
6	9	2020	161.197
5	9	2020	161.197
4	9	2020	155.772
3	9	2020	156.854
2	9	2020	162.287
1	9	2020	174.523
31	8	2020	111.863
30	8	2020	107.848
29	8	2020	106.849
28	8	2020	121.007
27	8	2020	122.033
26	8	2020	112.871
25	8	2020	113.881
24	8	2020	103.865
23	8	2020	103.865
22	8	2020	100.898
21	8	2020	97.951
20	8	2020	89.221
19	8	2020	84.447
18	8	2020	86.35
17	8	2020	93.079
16	8	2020	98.931
15	8	2020	102.874
14	8	2020	105.852
13	8	2020	114.894
12	8	2020	116.924
11	8	2020	112.871
10	8	2020	116.924
9	8	2020	125.12
8	8	2020	132.387
7	8	2020	137.63
6	8	2020	142.916
5	8	2020	150.387
4	8	2020	150.387
3	8	2020	154.692
2	8	2020	163.378
1	8	2020	173.115
31	7	2020	183.061
30	7	2020	187.387
29	7	2020	194.682
28	7	2020	205.068
27	7	2020	214.131
26	7	2020	227.999
25	7	2020	221.796
24	7	2020	234.267
23	7	2020	242.191
22	7	2020	255.074
21	7	2020	253.45
20	7	2020	259.969
19	7	2020	266.551
18	7	2020	274.864
17	7	2020	276.538
16	7	2020	286.662
15	7	2020	300.372
14	7	2020	293.487
13	7	2020	288.363
12	7	2020	283.272
11	7	2020	278.216
10	7	2020	268.206
9	7	2020	263.252
8	7	2020	261.609
7	7	2020	261.609
6	7	2020	273.193
5	7	2020	284.965
4	7	2020	290.067
3	7	2020	314.321
2	7	2020	321.384
1	7	2020	324.938
30	6	2020	326.72
29	6	2020	314.321
28	6	2020	284.965
27	6	2020	283.272
26	6	2020	300.372
25	6	2020	291.775
24	6	2020	279.897
23	6	2020	269.864
22	6	2020	258.334
21	6	2020	264.9
20	6	2020	279.897
19	6	2020	296.922
18	6	2020	310.812
17	6	2020	317.845
16	6	2020	328.506
15	6	2020	346.566
14	6	2020	353.891
13	6	2020	363.127
12	6	2020	387.558
11	6	2020	410.634
