ds	y	chuva1	chuva2	chuva3	chuva4	vazao1	chuva5	vazao2	chuva6	vazao3	chuva7	vazao4	vazao5	vazao6	vazao7	vazao8
2019-09-08	114.894	0.0	0.0	0.0	0.0		0.0	95.94791666666669	0.0	72.15833333333335	0.0	14.441666666666668	80.212	2.725		89.245
2019-09-07	117.942	0.0	0.0	0.0	0.0		0.0	99.51458333333332	0.0	78.55312500000001	0.0	15.3875	82.585	2.85		90.84
2019-09-06	107.848	0.0	0.0	0.0	0.0		0.0	105.93125	0.0	88.309375	0.0	16.4375	89.877	2.914		87.659
2019-09-05	105.852	0.0	0.0	0.0	0.0		0.0	101.15833333333336	0.0	85.33229166666668	0.0	14.6	84.988	2.787		90.84
2019-09-04	110.856	0.0	0.0	0.0	0.0		0.0	105.30833333333334	0.0	102.18229166666669	0.0	14.645833333333334	87.418	2.85		100.609
2019-09-03	116.924	0.0	0.0	0.0	0.0		0.0	134.92291666666668	0.0	120.20104166666664	0.0	14.682608695652174	121.545	2.85		124.684
2019-09-02	128.224	0.0	0.0	0.0	0.0		0.0	114.09583333333336	0.0	93.1875	0.0	15.041666666666666	102.592	2.977		97.315
2019-09-01	127.188	0.0	0.0	0.0	0.0		0.0	118.82916666666668	0.0	110.71979166666668	0.0	16.704166666666666	99.993	2.977		117.628
2019-08-31	124.089	0.0	0.0	0.0	0.0		0.0	125.48125	0.0	110.05208333333331	0.0	14.179166666666667	113.26	2.914		124.684
2019-08-30	122.033	0.0	0.0	0.0	0.0		0.0	114.58541666666667	0.0	91.6625	0.0	16.666666666666668	102.592	2.977		94.058
2019-08-29	118.962	0.0	0.0	0.0	0.0		0.0	108.61458333333331	0.0	96.51041666666669	0.0	14.5	92.364	3.107		100.609
2019-08-28	111.863	0.0	0.0	0.0	0.0		0.0	108.89375	0.0	98.25217391304346	0.0	14.929166666666667	94.88	3.042		100.609
2019-08-27	105.852	0.0	0.0	0.0	0.0		0.0	100.73958333333331	0.0	424.46123755106856	0.0	17.129166666666666	87.418	3.172		90.84
2019-08-26	105.852	0.0	0.0	0.0	0.0		0.0	99.94583333333333	0.0	424.46123755106856	0.0	14.95	84.988	3.107		90.84
2019-08-25	109.851	0.0	0.0	0.0	0.0		0.0	104.5125	0.0	424.46123755106856	0.0	14.881818181818184	89.877	2.977		97.315
2019-08-24	121.007	1.4	1.1	0.3	0.0		1.5	98.74166666666667	0.2	424.46123755106856	0.0	15.017391304347823	84.988	2.85		87.659
2019-08-23	129.262	0.0	0.0	0.0	0.0		1.5	115.90208333333334	1.0	424.46123755106856	0.0	15.643478260869566	97.423	2.481		137.365
2019-08-22	140.797	0.0	0.0	0.0	0.0		0.0	131.17916666666667	0.0	424.46123755106856	0.0	16.821739130434782	115.995	2.481		139.21
2019-08-21	143.978	0.0	0.0	0.0	0.0		0.0	131.83124999999998	0.0	138.98095238095237	0.0	14.954166666666666	118.757	2.481		128.265
2019-08-20	140.797	0.0	0.0	0.0	0.0		0.0	122.9	0.0	129.06458333333333	0.0	17.650000000000002	110.552	2.602		114.152
2019-08-19	140.797	0.0	0.0	0.0	0.0		0.0	129.60833333333332	0.0	138.853125	0.0	16.095454545454547	115.995	2.602		130.068
2019-08-18	142.916	0.0	0.0	0.0	0.0		0.0	129.50208333333333	0.0	138.08229166666666	0.0	55.06504373286262	115.995	2.85		131.88
2019-08-17	152.536	0.0	0.0	0.0	0.0		0.0	130.71875	0.0	142.4333333333333	0.0	55.06504373286262	118.757	2.787		133.7
2019-08-16	141.855	0.0	0.0	0.0	0.0		0.0	122.875	0.0	115.86979166666669	0.0	17.108695652173914	113.26	2.914		103.94
2019-08-15	137.63	0.0	0.0	0.0	0.0		0.0	103.075	0.0	106.30833333333334	0.0	15.7125	87.418	2.85		97.315
2019-08-14	127.188	0.0	0.0	0.0	0.0		0.0	117.39375	0.0	124.24791666666664	0.0	17.912499999999998	99.993	2.85		121.139
2019-08-13	129.262	0.0	0.0	0.0	0.0		0.0	107.69375	0.0	109.53125	0.0	14.95	94.88	2.85		107.308
2019-08-12	134.479	0.0	0.0	0.0	0.0		0.0	111.1	0.0	125.19375	0.0	15.046153846153846	94.88	2.914		110.712
2019-08-11	145.042	0.0	0.0	0.0	0.0		0.0	132.10833333333332	0.0	144.68125	0.0	16.545833333333334	118.757	2.977		128.265
2019-08-10	150.387	0.0	0.0	0.0	0.0		0.0	135.57916666666668	0.0	151.37083333333334	0.0	15.625	121.545	2.914		139.21
2019-08-09	140.797	0.0	0.0	0.0	0.0		0.0	142.775	0.0	153.28645833333334	0.0	16.682608695652174	130.072	2.914		146.675
2019-08-08	125.12	1.1	0.5	0.0	0.0		0.25	121.66875	0.0	104.67083333333332	0.0	16.220833333333335	107.871	3.042		97.315
2019-08-07	121.007	0.0	0.0	0.0	0.0		0.25	113.29166666666669	0.6000000000000001	105.540625	0.8	15.1	89.877	2.977		98.957
2019-08-06	123.06	0.0	0.0	0.0	0.0		0.0	112.48125	0.0	99.84375	0.0	15.1	92.364	2.85		94.058
2019-08-05	131.344	0.0	0.0	0.0	0.0		0.0	113.2625	0.0	103.4875	0.0	15.4	89.877	2.725		97.315
2019-08-04	135.528	0.0	0.0	0.0	0.0		0.0	110.61875	0.0	98.60625	0.0	17.287499999999998	89.877	2.663		103.94
2019-08-03	142.916	0.0	0.0	0.0	0.0		0.0	113.53958333333333	0.0	111.75729166666667	0.0	14.945833333333333	89.877	2.663		110.712
2019-08-02	145.042	0.0	0.0	0.0	0.0		0.0	139.99375	0.0	147.34583333333333	0.0	15.065217391304348	115.995	2.541		135.528
2019-08-01	156.854	0.0	0.0	0.0	0.0		0.0	147.88750000000002	0.0	148.36249999999998	0.0	15.791666666666666	127.203	2.422		141.064
2019-07-31	154.692	0.0	0.0	0.0	0.0		5.25	148.5625	0.0	151.80625	0.0	16.558333333333334	130.072	2.304		142.926
2019-07-30	157.937	0.0	0.0	0.0	0.0		0.0	153.0625	0.0	156.08125	0.0	14.7	141.809	2.189		146.675
2019-07-29	160.109	0.0	0.0	0.0	0.0		0.0	150.75625	0.0	151.25208333333333	0.0	17.0125	141.809	2.246		139.21
2019-07-28	150.387	0.0	0.0	0.0	0.0		0.0	151.22916666666666	0.0	151.63229166666667	0.0	15.05	141.809	2.304		141.064
2019-07-27	139.739	0.0	0.0	0.0	0.0		0.0	148.36666666666667	0.0	162.40833333333333	0.0	14.791666666666666	132.967	2.363		141.064
2019-07-26	130.302	0.0	0.0	0.0	0.0		0.0	158.33124999999998	0.0	150.05833333333334	0.0	17.286363636363635	150.886	2.481		144.797
2019-07-25	123.06	0.0	0.0	0.0	0.0		0.0	148.23333333333332	0.0	139.64479166666666	0.0	15.034782608695652	135.888	2.363		142.926
2019-07-24	124.089	0.0	0.0	0.0	0.0		0.0	120.27916666666664	0.0	107.05208333333331	0.0	14.917391304347827	110.552	2.304		109.006
2019-07-23	123.06	0.4	0.0	0.0	0.0		0.0	116.4	0.0	104.9625	0.0	16.633333333333333	102.592	2.363		100.609
2019-07-22	121.007	0.0	0.0	0.0	0.0		0.0	120.06041666666664	0.0	110.24895833333332	0.4	16.066666666666666	105.218	2.422		105.619
2019-07-21	123.06	0.0	0.0	0.0	0.0		0.0	117.6625	0.0	104.67916666666667	0.0	15.4	105.218	2.541		102.27
2019-07-20	122.033	0.0	0.0	0.0	0.0		0.0	119.64583333333331	0.0	124.59166666666664	0.0	55.06504373286262	102.592	2.602		103.94
2019-07-19	122.033	0.0	0.0	0.0	0.0		0.0	133.3375	0.0	101.9875	0.0	15.4	124.361	2.663		97.315
2019-07-18	121.007	0.0	0.0	0.0	0.0		0.0	118.55416666666667	0.0	101.61808510638298	0.0	15.7	102.592	2.725		105.619
2019-07-17	123.06	0.0	0.0	0.0	0.0		0.0	128.95625	0.0	104.57291666666669	0.0	19.0	115.995	2.85		110.712
2019-07-16	123.06	0.0	0.0	0.0	0.0		0.0	129.33958333333334	0.0	105.74166666666667	0.0	55.06504373286262	115.995	2.977		110.712
2019-07-15	125.12	0.0	0.0	0.0	0.0		0.0	126.39166666666668	0.0	99.50625	0.0	18.2	113.26	2.85		110.712
2019-07-14	128.224	0.0	0.0	0.0	0.0		0.0	122.75	0.0	99.396875	0.0	15.3	110.552	2.787		110.712
2019-07-13	132.387	0.0	0.0	0.0	0.0		0.0	124.10833333333332	0.0	101.09479166666668	0.0	15.7	110.552	2.85		110.712
2019-07-12	129.262	0.0	0.0	0.0	0.0		0.0	128.76458333333332	0.0	110.60208333333334	0.0	18.2	113.26	2.725		114.152
2019-07-11	154.692	0.0	0.0	0.0	0.0		0.0	128.15	0.0	106.20625	0.0	15.7	115.995	2.725		110.712
2019-07-10	168.916	0.0	0.0	0.0	0.0		0.0	142.15416666666667	0.0	138.13020833333334	0.0	55.06504373286262	127.203	2.787		133.7
2019-07-09	152.536	0.0	0.0	0.0	0.0		0.0	159.16458333333333	0.0	142.84270833333332	0.0	55.06504373286262	147.835	2.787		146.675
2019-07-08	174.523	0.0	0.0	0.0	0.0		0.0	159.93541666666667	0.0	152.20208333333335	0.0	55.06504373286262	147.835	2.914		154.271
2019-07-07	170.311	1.5	0.0	1.5	0.0		0.0	174.64583333333334	0.0	165.57291666666666	0.0	55.06504373286262	163.349	2.914		158.118
2019-07-06	183.061	0.0	0.0	0.0	0.0		0.0	165.30833333333334	0.0	154.14166666666668	0.0	55.06504373286262	157.066	3.042		158.118
2019-07-05	181.628	0.0	0.0	0.0	0.0		0.0	175.18541666666667	0.0	166.80937500000002	0.0	55.06504373286262	166.529	3.042		156.19
2019-07-04	178.773	0.0	0.0	0.0	0.0		0.0	167.99166666666667	0.0	156.34166666666667	0.0	55.06504373286262	160.195	3.172		160.053
2019-07-03	164.756	0.0	0.0	0.0	0.0		0.0	163.03333333333333	0.0	152.63750000000002	0.0	55.06504373286262	153.964	3.172		158.118
2019-07-02	173.115	0.0	0.0	0.0	0.0		0.0	169.98541666666668	0.0	166.27916666666667	0.0	55.06504373286262	160.195	3.305		171.832
2019-07-01	181.628	0.0	0.0	0.0	0.0		0.0	161.43958333333333	0.0	156.12187500000002	0.0	55.06504373286262	153.964	3.305		146.675
2019-06-30	180.198	0.0	0.0	0.0	0.0		0.0	175.9125	0.0	164.88750000000002	0.0	55.06504373286262	166.529	3.305		169.849
2019-06-29	161.197	0.0	0.0	0.0	0.0		0.0	172.19375	0.0	162.11041666666668	0.0	55.06504373286262	163.349	3.372		175.821
2019-06-28	151.46	0.0	0.0	0.0	0.0		0.0	143.22916666666666	0.0	121.05520833333333	0.0	55.06504373286262	135.888	3.305		131.88
2019-06-27	142.916	0.0	0.0	0.0	0.0		0.0	135.24583333333334	0.0	120.88124999999998	0.0	19.3	121.545	3.305		124.684
2019-06-26	136.578	0.0	0.0	0.0	0.0		0.0	134.975	0.0	120.99062499999998	0.0	55.06504373286262	124.361	3.44		124.684
2019-06-25	138.684	0.8	0.0	0.0	0.0		0.25	134.86875	0.0	121.4375	0.0	18.21578947368421	121.545	3.508		124.684
2019-06-24	140.797	0.9	2.8	0.0	4.0		3.75	142.81666666666666	3.0	125.17708333333331	3.4000000000000004	16.616666666666667	132.967	3.372		142.926
2019-06-23	146.108	0.0	0.0	0.0	0.0		0.0	139.09791666666666	0.0	133.26666666666668	0.0	18.679166666666667	124.361	3.172		135.528
2019-06-22	139.739	0.0	0.0	0.0	0.0		0.0	141.29583333333332	0.0	132.4375	0.0	16.379166666666666	130.072	3.305		139.21
2019-06-21	143.978	0.0	0.0	0.0	0.0		0.0	143.69791666666666	0.0	139.83645833333333	0.0	18.52083333333333	132.967	3.238		139.21
2019-06-20	170.311	0.0	0.0	0.0	0.0		0.0	174.03125	0.0	180.478125	0.0	16.095833333333335	160.195	3.238		181.862
2019-06-19	194.682	0.0	0.0	1.0	0.0		0.0	182.4729166666667	0.0	183.60833333333332	0.0	18.166666666666668	176.218	3.305		185.928
2019-06-18	203.572	0.0	0.0	0.0	0.0		0.0	186.58333333333331	0.0	195.30416666666667	0.0	16.6	176.218	3.305		198.308
2019-06-17	203.572	0.0	0.0	0.0	0.0		0.0	198.5041666666667	0.0	204.425	0.0	16.354166666666668	192.869	3.372		206.71
2019-06-16	190.293	0.0	0.0	0.0	0.0		0.0	198.25	0.0	203.33125	0.0	18.370833333333334	192.869	3.172		208.829
2019-06-15	183.061	0.0	0.0	0.0	0.0		0.0	182.4125	0.0	173.21354166666666	0.0	15.870833333333335	179.499	3.172		190.025
2019-06-14	181.628	0.0	0.0	0.0	0.0		0.0	168.00625	0.0	176.625	0.2	16.375	157.066	3.042		183.891
2019-06-13	174.523	0.0	2.2	0.0	0.0		0.0	181.0354166666667	0.0	182.54895833333333	0.6	17.6375	172.963	3.042		190.025
2019-06-12	168.916	0.3	0.7	0.0	0.0		0.25	183.79583333333332	2.8	186.78645833333331	0.8	15.987500000000002	176.218	3.305		198.308
2019-06-11	159.022	0.0	3.0	1.0	2.0		2.5	149.71041666666667	3.0	142.10833333333332	1.0	17.537499999999998	141.809	3.172		142.926
2019-06-10	178.773	0.0	0.0	0.0	0.0		0.0	150.8125	0.0	153.53229166666668	0.0	16.5625	141.809	3.305		150.457
2019-06-09	174.523	0.0	0.0	0.0	0.0		0.0	173.6208333333333	0.0	168.38750000000002	0.0	16.995833333333334	163.349	3.172		177.827
2019-06-08	156.854	0.1	0.0	0.0	0.0		0.0	143.76458333333335	0.0	136.77604166666666	0.0	17.804166666666667	135.888	3.172		146.675
2019-06-07	141.855	0.0	0.0	0.0	0.0		0.0	140.87916666666666	0.0	136.03958333333333	0.0	16.28181818181818	130.072	3.238		139.21
2019-06-06	146.108	0.0	0.0	0.0	0.0		0.0	141.9625	0.0	140.20208333333332	0.0	17.230416666666667	130.072	3.44		139.21
2019-06-05	159.022	0.0	0.0	0.0	0.0		0.0	152.61249999999998	0.0	157.15833333333333	0.0	17.130434782608695	141.809	3.305		154.271
2019-06-04	203.572	0.0	0.0	0.0	0.0		0.0	176.14583333333334	0.0	195.03020833333332	0.0	16.445833333333333	163.349	3.305		192.084
2019-06-03	196.153	0.0	0.0	0.0	0.0		0.0	186.20833333333331	0.0	197.93541666666667	0.0	17.846666666666668	179.499	3.44		198.308
2019-06-02	191.752	0.0	0.0	0.0	0.0		0.0	195.94583333333333	0.0	208.81145833333332	0.0	18.130434782608692	189.489	3.238		202.494
2019-06-01	200.592	0.0	0.0	0.0	0.0		0.0	182.1604166666667	0.0	196.578125	0.0	16.683333333333334	176.218	3.44		200.397
2019-05-31	205.068	0.0	0.0	0.0	0.0		0.0	186.8125	0.0	201.890625	0.0	18.2	179.499	3.44		202.494
2019-05-30	212.611	0.0	0.0	0.0	0.0		0.0	206.25	0.0	225.984375	0.0	18.08333333333333	199.702	3.576		232.618
2019-05-29	237.425	0.0	0.0	0.0	0.0		0.0	198.98541666666665	0.0	224.3791666666667	0.0	17.508333333333333	192.869	3.305		217.379
2019-05-28	248.601	0.0	0.0	0.0	0.0		0.0	229.60833333333332	0.0	248.5510416666667	0.0	18.55	228.012	3.305		254.989
2019-05-27	234.267	0.0	0.0	0.0	0.0		0.0	224.35208333333333	0.0	254.55416666666667	0.0	8.76086956521739	217.214	3.372		250.46
2019-05-26	227.999	0.0	0.0	0.0	0.0		0.0	226.15416666666667	0.0	243.07708333333332	0.0	7.029166666666666	228.012	3.172		254.989
2019-05-25	227.999	0.0	0.0	0.0	0.0		0.0	216.37291666666667	0.0	235.34583333333333	0.0	6.120833333333334	217.214	3.042		250.46
2019-05-24	240.598	0.0	0.0	0.0	0.0		0.0	211.49375	0.0	235.2927083333333	0.0	6.969565217391305	203.156	3.172		241.483
2019-05-23	255.074	0.0	0.0	0.0	0.0		0.25	222.0666666666667	0.0	243.234375	0.0	5.929166666666667	220.789	3.372		245.957
2019-05-22	273.193	0.0	0.0	0.0	0.0		0.0	231.41666666666663	0.0	258.16041666666666	0.0	7.365833333333334	228.012	3.927		254.989
2019-05-21	288.363	0.0	0.0	0.0	0.0		0.0	260.7416666666667	0.0	292.40000000000003	0.0	6.741666666666667	257.858	4.588		292.206
2019-05-20	383.76	0.0	0.0	0.0	0.0		0.0	298.67291666666665	0.0	337.575	0.0	6.445833333333333	297.275	5.051		331.108
2019-05-19	346.566	0.0	1.6	0.0	0.0		0.0	318.71458333333334	0.0	342.11041666666665	0.0	6.868333333333333	334.711	5.288		363.911
2019-05-18	290.067	9.0	19.8	13.7	11.0		14.25	270.6145833333333	12.4	299.11041666666665	2.2	7.017499999999999	277.276	4.143		301.776
2019-05-17	231.125	0.0	0.0	0.0	0.0		2.0	243.80416666666667	0.4	254.73645833333333	0.4	6.534782608695653	250.254	3.855		264.131
2019-05-16	246.993	12.4	0.0	0.0	0.0		0.25	196.56458333333333	0.0	212.71979166666665	1.2000000000000002	6.550000000000001	192.869	3.785		210.956
2019-05-15	283.272	0.0	0.0	0.0	0.0		0.0	212.125	0.0	235.95795454545453	0.6	6.3125	206.634	4.216		232.618
2019-05-14	298.645	0.0	0.0	0.0	0.0		0.0	232.54166666666663	0.0	271.9479166666667	0.0	6.033333333333334	224.389	4.143		254.989
2019-05-13	234.267	0.0	0.0	0.0	0.0		0.0	237.4	0.0	244.64166666666665	0.0	6.4625	242.745	4.216		223.867
2019-05-12	215.656	0.0	0.0	0.0	0.0		0.0	205.325	0.0	224.14270833333333	0.0	6.0875	199.702	4.363		219.535
2019-05-11	193.215	0.0	0.0	0.0	0.0		0.0	187.7145833333333	0.0	196.259375	0.0	6.275	182.804	4.363		190.025
2019-05-10	224.889	0.0	0.0	0.0	0.0		0.0	177.76041666666666	0.0	190.0	0.0	6.691666666666666	169.733	4.289		185.928
2019-05-09	196.153	0.0	0.7	0.0	0.0		0.0	183.51875	0.0	193.10729166666667	0.0	6.15	176.218	4.438		202.494
2019-05-08	231.125	0.0	0.0	0.0	0.0		0.0	176.84166666666667	0.4	197.45833333333331	0.0	6.002916666666667	166.529	4.363		204.599
2019-05-07	258.334	0.0	0.0	0.0	0.0		0.0	213.9645833333333	0.0	248.82604166666667	0.0	6.875416666666666	203.156	4.289		237.037
2019-05-06	274.864	1.6	0.0	0.0	0.0		0.0	251.35	0.0	277.4635416666667	0.0	6.2375	250.254	4.438		268.743
2019-05-05	255.074	0.0	0.0	0.0	0.0		0.0	245.5625	0.0	264.1927083333333	0.0	6.75	242.745	4.438		273.382
2019-05-04	242.191	0.0	0.0	0.0	0.0		0.0	223.69583333333333	0.0	250.65729166666665	0.0	7.2	220.789	4.363		241.483
2019-05-03	251.83	0.0	0.0	0.0	0.0		0.0	221.21875	0.0	236.65520833333332	0.0	6.235294117647059	224.389	4.363		241.483
2019-05-02	258.334	0.0	0.0	0.0	0.0		0.0	236.86666666666667	0.0	271.67604166666666	0.0	7.322222222222223	231.66	4.513		264.131
2019-05-01	250.214	0.0	0.0	0.0	0.0		0.0	243.75833333333333	0.0	266.11041666666665	0.0	6.120833333333334	246.488	4.438		280.391
2019-04-30	276.538	0.0	0.0	0.5	0.0		0.0	236.53958333333333	0.0	264.48125	0.0	7.175	231.66	4.664		264.131
2019-04-29	281.583	0.0	0.0	0.0	0.0		0.0	241.43541666666667	0.0	270.3541666666667	0.0	6.068181818181818	242.745	4.895		259.547
2019-04-28	279.897	0.0	0.0	0.0	0.0		0.25	265.8625	0.0	295.0239583333333	0.0	6.666666666666667	261.694	5.051		273.382
2019-04-27	295.203	0.0	0.0	0.0	0.0		0.0	281.93125000000003	0.0	319.42291666666665	0.0	6.542105263157895	281.23	5.209		306.6
2019-04-26	324.938	0.0	0.0	0.0	0.0		0.0	319.61041666666665	0.0	348.2	0.0	7.38	326.233	5.776		351.17
2019-04-25	330.296	0.0	1.4	0.0	0.0		0.25	310.4833333333333	0.4	344.1395833333333	0.0	6.306923076923076	317.846	5.942		336.086
2019-04-24	333.886	0.0	0.0	0.0	0.0		3.75	287.81041666666664	1.6	319.35312500000003	0.0	7.511578947368421	293.229	6.195		301.776
2019-04-23	335.687	0.0	0.0	0.0	0.0		4.5	294.0	0.0	315.79791666666665	0.0	6.645833333333333	301.343	6.195		287.46
2019-04-22	344.744	0.0	0.0	0.0	0.0		0.25	323.5541666666667	0.0	360.34375	0.0	6.7725	326.233	5.612		336.086
2019-04-21	383.76	0.0	0.0	0.0	0.0		0.0	375.45	0.0	422.9635416666667	0.0	7.470833333333334	378.439	5.776		429.885
2019-04-20	483.936	0.0	0.0	0.0	0.0		0.0	489.92291666666665	0.0	512.9114583333334	0.0	7.4875	507.365	6.11		485.292
2019-04-19	357.575	0.0	0.0	0.0	0.0		0.0	405.1520833333333	0.0	415.88125	0.0	6.623529411764705	438.565	6.365		408.368
2019-04-18	293.487	1.4	0.3	0.0	0.0		0.25	283.5083333333333	0.0	302.57916666666665	0.0	7.942105263157895	297.275	7.517		311.45
2019-04-17	302.103	1.0	3.2	9.7	1.0		6.0	269.175	3.4	297.740625	0.6000000000000001	8.28	273.346	6.026		292.206
2019-04-16	333.886	0.0	0.0	1.9	0.0		9.5	250.82916666666668	0.6000000000000001	276.38437500000003	0.0	7.122222222222222	254.044			278.048
2019-04-15	314.321	0.0	0.0	0.0	0.0		0.0	261.90833333333336	0.0	296.459375	0.0	7.483333333333333	257.858			296.978
2019-04-14	333.886	0.0	0.0	0.0	0.0		0.0	291.5625	0.0	327.22812500000003	0.0	6.716666666666666	293.229			316.326
2019-04-13	368.712	0.0	0.0	0.0	0.0		0.0	332.18958333333336	0.0	378.1302083333333	0.0	7.95	330.461			361.35
2019-04-12	379.977	0.0	0.0	0.0	0.0		0.0	390.1208333333333	0.0	416.0989583333333	0.0	55.06504373286262	405.733			432.6
2019-04-11	342.925	0.4	4.9	3.7	10.0		3.5	327.15416666666664	5.4	351.1541666666667	5.6000000000000005	6.93157894736842	338.984			346.117
2019-04-10	333.886	31.0	1.2	13.7	0.0		5.0	313.88125	0.4	347.5552083333334	5.4	8.33	322.028			346.117
2019-04-09	332.089	0.0	0.0	0.0	0.0		0.25	325.0625	1.0	355.1979166666667	0.0	7.720000000000001	334.711			358.796
2019-04-08	290.067	0.0	0.0	0.0	0.0		0.0	302.7708333333333	0.0	325.24583333333334	0.0	7.359999999999999	313.686			346.117
2019-04-07	269.864	0.0	0.0	0.0	0.0		0.0	253.68333333333337	0.0	281.1666666666667	0.0	6.98	254.044			273.382
2019-04-06	264.9	0.0	0.0	0.0	0.0		0.0	244.0875	0.0	274.17604166666666	0.0	7.8	242.745			264.131
2019-04-05	276.538	0.0	0.0	0.0	0.0		0.0	248.74166666666667	0.0	274.72291666666666	0.0	7.825	250.254			245.957
2019-04-04	248.601	0.0	0.0	0.0	0.0		0.0	248.05208333333331	0.0	260.25937500000003	0.0	7.775	250.254			254.989
2019-04-03	261.609	0.0	0.0	0.0	0.0		0.0	219.07916666666665	0.0	249.89166666666665	0.0	8.75	213.663			232.618
2019-04-02	276.538	0.0	0.0	0.0	0.0		0.0	241.68541666666667	0.0	274.81666666666666	0.0	55.06504373286262	239.026			219.535
2019-04-01	288.363	0.0	0.0	0.0	0.0		0.5	263.43958333333336	0.0	285.0833333333333	0.0	55.06504373286262	265.555			264.131
2019-03-31	309.063	0.0	0.0	0.0	0.0		0.0	274.24583333333334	0.0	303.8	0.0	55.06504373286262	273.346			304.185
2019-03-30	344.744	0.0	0.0	0.0	0.0		0.0	302.96875	0.0	340.14479166666666	0.0	55.06504373286262	297.275			338.584
2019-03-29	402.886	0.0	0.0	0.0	0.0		0.0	327.24375000000003	0.0	358.7739583333334	0.0	55.06504373286262	334.711			382.006
2019-03-28	458.27	0.0	0.0	0.0	0.0		0.0	406.5833333333333	0.0	435.540625	0.0	55.06504373286262	415.006			419.08
2019-03-27	584.649	0.0	0.0	0.0	0.0		0.0	508.175	0.0	530.5125	0.0	11.5	522.644			531.233
2019-03-26	750.321	0.0	0.0	0.0	0.0		0.0	637.3145833333334	0.0	652.5354166666667	0.0	9.784210526315787	651.538			614.956
2019-03-25	849.666	0.0	0.0	0.0	0.0		0.0	820.3583333333332	0.0	775.275	0.0	8.35	866.386			764.55
2019-03-24	765.071	0.0	0.0	0.0	0.0		0.0	766.09375	0.0	725.8166666666666	0.0	7.550000000000001	828.831			748.115
2019-03-23	773.974	0.0	0.0	0.0	0.0		0.0	698.2791666666667	0.2	690.4270833333334	0.0	7.546666666666667	732.079			689.964
2019-03-22	622.539	0.1	2.5	6.7	1.0		22.5	618.3645833333334	2.4	591.28125	0.0	6.804166666666667	697.087			645.853
2019-03-21	519.259	0.3	28.4	60.7	15.0		84.0	490.83125	29.6	527.2760416666666	1.0	7.8	507.365			548.822
2019-03-20	590.007	2.2	2.2	0.0	5.0		0.0	526.0770833333333	2.2	549.4770833333333	0.0	7.483333333333333	548.525			572.575
2019-03-19	450.195	2.7	0.0	10.5	15.0		0.0	511.9083333333333	0.0	504.9166666666667	0.2	6.495833333333334	559.022			542.937
2019-03-18	341.11	0.0	0.0	0.0	0.0		0.0	361.85833333333335	0.6	382.8468085106383	0.0	7.542857142857143	387.45			411.037
2019-03-17	278.216	3.0	0.0	12.1	0.0		0.0	267.5541666666667	0.0	293.33750000000003	0.0	6.75	273.346			285.097
2019-03-16	274.864	0.0	7.3	12.2	1.0		0.75	255.0041666666667	0.8	290.3666666666667	3.6	7.712499999999999	257.858			278.048
2019-03-15	305.575	12.2	0.0	0.0	13.0		1.75	244.32916666666665	7.0	290.82395833333334	0.0	7.327272727272727	239.026			282.741
2019-03-14	333.886	0.0	0.0	0.0	0.0		0.0	310.1645833333334	0.0	353.059375	0.0	7.533333333333334	309.549			346.117
2019-03-13	279.897	0.0	0.0	0.0	0.0		0.0	282.1645833333333	0.0	306.16041666666666	0.0	8.025	293.229			316.326
2019-03-12	224.889	0.0	0.0	0.0	0.0		0.0	256.23125	0.0	277.08020833333336	0.0	8.22	265.555			306.6
2019-03-11	224.889	0.0	0.0	0.0	0.0		0.0	224.23333333333332	0.0	258.58229166666666	0.0	9.0	217.214			264.131
2019-03-10	264.9	0.0	0.0	0.0	0.0		0.0	222.13333333333333	0.0	260.0072916666667	0.0	8.4	210.136			259.547
2019-03-09	264.9	0.0	0.0	0.0	0.0		0.0	227.70625	0.0	256.7447916666667	0.0	55.06504373286262	228.012			241.483
2019-03-08	333.886	0.0	3.0	0.0	0.0		0.0	288.96875	0.2	336.3354166666667	0.0	8.8	273.346			306.6
2019-03-07	376.208	0.0	6.0	0.0	0.0		0.0	318.1479166666667	2.6	364.2625	0.0	55.06504373286262	330.461			348.64
2019-03-06	432.224	0.0	0.0	0.0	0.0		0.0	395.5395833333334	6.4	436.4645833333333	0.0	55.06504373286262	405.733			397.752
2019-03-05	432.224	0.0	0.0	0.0	0.0		0.0	414.47291666666666	0.0	447.6177083333334	0.0	55.06504373286262	433.81			446.267
2019-03-04	310.812	0.0	0.0	0.0	0.0		0.0	344.85	0.0	354.3114583333333	0.0	55.06504373286262	369.516			376.806
2019-03-03	364.985	0.0	0.0	0.0	0.0		0.0	300.6777777777778	0.0	353.3583333333333	0.0	55.06504373286262	301.343			361.35
2019-03-02	346.566	0.0	0.0	0.0	0.0		0.0	339.0729166666667	0.0	371.121875	0.0	55.06504373286262	351.935			382.006
2019-03-01	279.897	0.0	0.0	0.0	0.0		0.0	272.3020833333333	0.2	291.903125	0.0	11.3	285.206			304.185
2019-02-28	279.897	0.0	0.0	0.0	0.0		0.0	266.09583333333336	0.4	306.80625000000003	0.0	55.06504373286262	265.555			287.46
2019-02-27	296.922	16.7	7.4	9.3	0.0		21.75	236.86458333333331	7.999999999999999	281.2583333333333	0.0	9.8	231.66			250.46
2019-02-26	321.384	0.0	0.0	0.0	0.0		0.0	285.5625	0.0	313.7447916666667	0.0	10.5	289.206			285.097
