lags,lags_label,params,mean_absolute_percentage_error,depth,iterations,l2_leaf_reg,learning_rate
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.14367109313443974,2.0,1500.0,3.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.1437651448089511,2.0,1500.0,5.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.14376599945452842,2.0,1500.0,1.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.14377517621964803,2.0,1500.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.14426065238369581,2.0,1500.0,1.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.1442653008007511,2.0,1500.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.1442869773585428,2.0,1500.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.15134186756019105,10.0,1000.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.1516499825924604,10.0,1000.0,1.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.15182920212465828,10.0,1000.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.15334638871151265,10.0,1000.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.1535483542992408,10.0,1000.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.15360396402850138,10.0,1000.0,1.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.15648037821800045,10.0,1000.0,1.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.15653455363530427,10.0,1000.0,5.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.1566322991441575,10.0,1000.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.15917319074191794,6.0,1000.0,1.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.15918751187781055,6.0,1000.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.15960453359094054,6.0,1000.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.15974160705475976,6.0,1000.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.15982815500928826,6.0,1000.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.16012175252466251,6.0,1000.0,1.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.1618347776179728,6.0,1000.0,5.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.16203016188021105,6.0,1000.0,1.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.16207377719247612,6.0,1000.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 2, 'iterations': 1000, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.17636849224012685,2.0,1000.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 2, 'iterations': 1000, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.17637552484381433,2.0,1000.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 2, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.17637914543146282,2.0,1000.0,1.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 2, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.17677510335627886,2.0,1000.0,1.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 2, 'iterations': 1000, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.17678263468359465,2.0,1000.0,5.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 2, 'iterations': 1000, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.17680848986034156,2.0,1000.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 2, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.17731705542299267,2.0,1000.0,1.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 2, 'iterations': 1000, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.17733478564859473,2.0,1000.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 2, 'iterations': 1000, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.1773461520917217,2.0,1000.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 10, 'iterations': 500, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.19272153669480438,10.0,500.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 10, 'iterations': 500, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.19272551804922097,10.0,500.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 10, 'iterations': 500, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.19307229731380263,10.0,500.0,1.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 10, 'iterations': 500, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.19421250586807312,10.0,500.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 10, 'iterations': 500, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.19432057108384432,10.0,500.0,1.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 10, 'iterations': 500, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.19442509350203474,10.0,500.0,3.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 10, 'iterations': 500, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.1966572149817255,10.0,500.0,1.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 10, 'iterations': 500, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.19679794383130983,10.0,500.0,3.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 10, 'iterations': 500, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.19703011175779436,10.0,500.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 6, 'iterations': 500, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.1978490914760446,6.0,500.0,1.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 6, 'iterations': 500, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.1979641960281137,6.0,500.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 6, 'iterations': 500, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.19821584658441932,6.0,500.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 6, 'iterations': 500, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.19832971746495417,6.0,500.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 6, 'iterations': 500, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.19857423122100673,6.0,500.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 6, 'iterations': 500, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.19878300515008498,6.0,500.0,1.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 6, 'iterations': 500, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.2001000431617295,6.0,500.0,1.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 6, 'iterations': 500, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.20010180352376666,6.0,500.0,5.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 6, 'iterations': 500, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.20021574689707772,6.0,500.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 2, 'iterations': 500, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.2102716423063832,2.0,500.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 2, 'iterations': 500, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.2102756176717843,2.0,500.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 2, 'iterations': 500, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.21030245913000314,2.0,500.0,1.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 2, 'iterations': 500, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.2104523314046002,2.0,500.0,1.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 2, 'iterations': 500, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.210463974367884,2.0,500.0,3.0,0.001
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 2, 'iterations': 500, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.21046405323536507,2.0,500.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 2, 'iterations': 500, 'l2_leaf_reg': 3.0, 'learning_rate': 0.001}",0.21098498182133346,2.0,500.0,3.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 2, 'iterations': 500, 'l2_leaf_reg': 1.0, 'learning_rate': 0.001}",0.21098753861147584,2.0,500.0,1.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 2, 'iterations': 500, 'l2_leaf_reg': 5.0, 'learning_rate': 0.001}",0.2109980081468613,2.0,500.0,5.0,0.001
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 10, 'iterations': 1500, 'l2_leaf_reg': 5.0, 'learning_rate': 1e-05}",0.23987525601820017,10.0,1500.0,5.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 10, 'iterations': 1500, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.23988140566281813,10.0,1500.0,1.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 10, 'iterations': 1500, 'l2_leaf_reg': 3.0, 'learning_rate': 1e-05}",0.2398829862125198,10.0,1500.0,3.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 10, 'iterations': 1500, 'l2_leaf_reg': 5.0, 'learning_rate': 1e-05}",0.23993495756286848,10.0,1500.0,5.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 10, 'iterations': 1500, 'l2_leaf_reg': 3.0, 'learning_rate': 1e-05}",0.2399424404031202,10.0,1500.0,3.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 10, 'iterations': 1500, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.23994418478376156,10.0,1500.0,1.0,1e-05
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 10, 'iterations': 1500, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.23998193088495837,10.0,1500.0,1.0,1e-05
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 10, 'iterations': 1500, 'l2_leaf_reg': 5.0, 'learning_rate': 1e-05}",0.23998463206270457,10.0,1500.0,5.0,1e-05
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 10, 'iterations': 1500, 'l2_leaf_reg': 3.0, 'learning_rate': 1e-05}",0.23999110327385478,10.0,1500.0,3.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 6, 'iterations': 1500, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.24005189762243448,6.0,1500.0,1.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 6, 'iterations': 1500, 'l2_leaf_reg': 3.0, 'learning_rate': 1e-05}",0.24005406396651505,6.0,1500.0,3.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 6, 'iterations': 1500, 'l2_leaf_reg': 5.0, 'learning_rate': 1e-05}",0.24005603723249205,6.0,1500.0,5.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 6, 'iterations': 1500, 'l2_leaf_reg': 5.0, 'learning_rate': 1e-05}",0.2400848892118443,6.0,1500.0,5.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 6, 'iterations': 1500, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.24009214173287993,6.0,1500.0,1.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 6, 'iterations': 1500, 'l2_leaf_reg': 3.0, 'learning_rate': 1e-05}",0.2400956092522541,6.0,1500.0,3.0,1e-05
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 6, 'iterations': 1500, 'l2_leaf_reg': 5.0, 'learning_rate': 1e-05}",0.24010171067167949,6.0,1500.0,5.0,1e-05
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 6, 'iterations': 1500, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.24010173494361273,6.0,1500.0,1.0,1e-05
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 6, 'iterations': 1500, 'l2_leaf_reg': 3.0, 'learning_rate': 1e-05}",0.24010529897186722,6.0,1500.0,3.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 5.0, 'learning_rate': 1e-05}",0.24041245611261275,10.0,1000.0,5.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.24041700831587798,10.0,1000.0,1.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 3.0, 'learning_rate': 1e-05}",0.24042187078177024,10.0,1000.0,3.0,1e-05
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 5.0, 'learning_rate': 1e-05}",0.24042714607991245,2.0,1500.0,5.0,1e-05
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 3.0, 'learning_rate': 1e-05}",0.24042746528939327,2.0,1500.0,3.0,1e-05
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.24042799684742766,2.0,1500.0,1.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 5.0, 'learning_rate': 1e-05}",0.2404550525900685,10.0,1000.0,5.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 3.0, 'learning_rate': 1e-05}",0.24046025910699567,10.0,1000.0,3.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.2404612561953625,10.0,1000.0,1.0,1e-05
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.2404629336380109,10.0,1000.0,1.0,1e-05
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 3.0, 'learning_rate': 1e-05}",0.2404638065180876,10.0,1000.0,3.0,1e-05
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 10, 'iterations': 1000, 'l2_leaf_reg': 5.0, 'learning_rate': 1e-05}",0.2404638978197582,10.0,1000.0,5.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 5.0, 'learning_rate': 1e-05}",0.24048621447702337,2.0,1500.0,5.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.24048631976050594,2.0,1500.0,1.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 3.0, 'learning_rate': 1e-05}",0.2404864639114459,2.0,1500.0,3.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 5.0, 'learning_rate': 1e-05}",0.24049339496189287,2.0,1500.0,5.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 3.0, 'learning_rate': 1e-05}",0.24049350055639526,2.0,1500.0,3.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],"{'depth': 2, 'iterations': 1500, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.24049357735918261,2.0,1500.0,1.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.24053394280544846,6.0,1000.0,1.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 5.0, 'learning_rate': 1e-05}",0.2405345140483051,6.0,1000.0,5.0,1e-05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],"{'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 3.0, 'learning_rate': 1e-05}",0.24053764863705795,6.0,1000.0,3.0,1e-05
[1 2 3 4 5 6 7],[1 2 3 4 5 6 7],"{'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 1.0, 'learning_rate': 1e-05}",0.2405425032275952,6.0,1000.0,1.0,1e-05
