ds	y	chuva1	chuva2	chuva3	chuva4	vazao1	chuva5	vazao2	chuva6	vazao3	vazao4	vazao5
2023-01-31	2216.75		0.0		0.0	202.3534782608696	0.0	1786.0608333333332	0.0			
2023-01-30	2713.995		0.0		0.0	227.72727272727272	0.0	2210.8300000000004	0.0			
2023-01-29	3098.139		0.0		0.0	282.28	0.0	2570.1604347826087	0.0			
2023-01-28	3213.664		0.0		0.0	311.3673913043478	0.0	2547.3995833333333	0.2			
2023-01-27	2848.022		0.6		0.0	308.83521739130435	6.2	2178.4904166666665	0.2			
2023-01-26	2785.262		21.0		2.0	291.5368181818182	0.2	2066.85125	0.2			
2023-01-25	2464.183		30.0		14.4	261.65956521739133	12.0	1957.9858333333332	20.4			
2023-01-24	2485.837		0.0		32.4	241.01727272727277	10.4	1940.88375	5.6000000000000005			
2023-01-23	2314.033		0.0		6.4	254.3491304347826	0.8	1858.90375	5.2			
2023-01-22	2000.996		11.0		4.8	235.4204347826087	3.6	1688.6333333333332	2.2			
2023-01-21	1559.9		10.0		6.0	227.50739130434783	2.4	1244.47	0.8			
2023-01-20	1402.484		16.0		8.4	181.76913043478265	4.2	1150.8895833333331	39.2			
2023-01-19	1547.907		0.0		0.4	166.40826086956525	2.4	1297.70625	1.8			
2023-01-18	1735.046		0.0		0.0	175.70095238095237	0.0	1297.1229166666667	3.6			
2023-01-17	1799.234		0.0		0.0	188.3269565217391	0.0	1427.0200000000002	2.2			
2023-01-16	2162.261		0.0		0.0	201.68863636363636	0.0	1714.0575	0.0			
2023-01-15	2749.567		0.0		0.0	223.08869565217395	0.0	2346.6366666666668	0.0			
2023-01-14	3306.889		0.2		0.0	249.58739130434785	0.0	2800.88625	0.0			
2023-01-13	3725.358		20.0		1.4	292.46826086956526	0.4	3079.824583333333	0.0			
2023-01-12	4294.503		0.0		7.2	304.4077272727273	3.0	3686.6725	3.6			
2023-01-11	4434.094		0.0		0.2	309.4034782608696	0.2	3954.346666666667	0.4			
2023-01-10	4077.252		0.0		2.2	430.5447826086956	1.6	3502.607083333334	3.0			
2023-01-09	3433.864		0.0		0.0	458.8263636363636	1.2	2687.991666666667	0.0			
2023-01-08	2608.028		26.0		1.0	293.86434782608694	2.4	1950.02	0.0			
2023-01-07	2103.988		32.0		48.4	197.59652173913045	0.0	1699.274583333333	43.0			
2023-01-06	1527.985		0.5		0.0	143.08045454545456	0.0	1364.16875	5.2			
2023-01-05	1306.888		0.0		0.0	139.65695652173912	0.0	1116.23375	0.6000000000000001			
2023-01-04	1144.044		0.0		0.0	121.0308695652174	0.0	926.5379166666668	0.0			
2023-01-03	1061.755		0.0		0.0	110.1308695652174	0.0	902.3070833333333	0.0			
2023-01-02	1288.032		0.0		0.0	111.34	0.0	1041.4916666666666	0.0			
2023-01-01	1325.832		0.0		0.0	115.83869565217393	0.0	1070.7483333333332	0.0			
2022-12-31	1441.328				0.0	124.43652173913044	0.0	1066.0104347826089	0.2	40.47		
2022-12-30	1697.891				0.0	137.01739130434785	0.0	1378.8379166666666	0.0	44.334		
2022-12-29	1811.177				0.0	150.03434782608696	0.0	1472.9625	0.0	52.627		
2022-12-28	1787.312				0.0	160.37391304347827	0.0	1400.6625	0.0	62.358		
2022-12-27	1964.259				0.0	181.46	0.0	1585.6588235294118	0.7999999999999999	78.249		
2022-12-26	2141.401				6.8	170.30304347826086	2.6	1689.3025	5.2	89.517		
2022-12-25	2870.527				1.6	168.99565217391304	1.2000000000000002	2286.7079166666667	3.6	63.868		
2022-12-24	3514.461				1.2000000000000002	218.4152173913044	0.8	2896.4475	5.2	80.358		
2022-12-23	3297.535				0.2	211.6745	0.0	2741.1470833333333	0.0	106.336		
2022-12-22	2696.256				11.6	150.01727272727274	31.4	2198.73	45.2	64.63		
2022-12-21	2021.484				10.8	129.505	9.0	1689.4560869565216	29.000000000000004	44.334		
2022-12-20	1437.429				0.0	122.96380952380952	2.0	1393.4875	0.6000000000000001	39.4		
2022-12-19	1329.631				4.8	121.85739130434784	4.6	1085.517916666667	14.8	35.774		
2022-12-18	1527.985				0.8	124.1991304347826	2.6	1205.2775	1.6	36.281		
2022-12-17	1535.944				7.199999999999999	138.31454545454545	5.8	1177.3230434782608	2.0	42.655		
2022-12-16	1851.139				0.2	160.48391304347825	0.2	1418.3354166666668	0.2	56.494		
2022-12-15	1520.04				1.8	141.52913043478262	1.8	1179.355	2.4000000000000004	57.212		
2022-12-14	1531.963				13.8	127.72652173913043	10.4	1185.4629166666666	4.6	47.568		
2022-12-13	1213.502				17.6	126.67695652173914	15.4	1017.5645833333332	5.6000000000000005	46.912		
2022-12-12	1158.556				4.4	121.15652173913044	26.4	992.1804166666668	0.0	44.972		
2022-12-11	1456.962				0.0	135.49565217391304	0.0	1088.8141666666668	0.0	48.893		
2022-12-10	1371.656				0.6	149.3290909090909	0.0	1112.7559090909092	0.0	61.983		
2022-12-09	1291.796				0.8	145.28304347826088	0.0	1136.0495833333332	0.0	57.212		
2022-12-08	1269.265				27.2	123.7091304347826	24.4	1061.7283333333332	16.6	39.933		
2022-12-07	1333.434				0.8	114.29136363636364	0.0	1126.2373913043475	0.6000000000000001	39.933		
2022-12-06	1520.04				0.0	124.11565217391303	0.0	1224.2704166666665	1.4	43.771		
2022-12-05	1710.247				0.6	137.12347826086958	0.0	1327.9920833333333	0.0	52.973		
2022-12-04	1767.488				0.6000000000000001	142.93	0.8	1410.485	9.6	62.358		
2022-12-03	1726.767				0.0	96.88694127736863	3.8	1435.1608333333334	39.8	42.655		
2022-12-02	1363.984				0.0	96.88694127736863	9.0	1290.972083333333	33.6	50.235		
2022-12-01	1217.195				0.0	96.88694127736863	10.599999999999998	1063.50625	26.4	46.261		
2022-11-30	1402.484				0.0	96.88694127736863	1.4	1201.7829166666668	1.4	35.774		
2022-11-29	1394.756				0.0	96.88694127736863	8.0	1270.16125	9.0	38.87		
2022-11-28	988.378				0.0	96.88694127736863	0.0	868.4420833333334	4.2	45.614		
2022-11-27	950.627				0.0	96.88694127736863	0.2	763.1729166666668	0.2	51.595		
2022-11-26	860.009				0.0	96.88694127736863	8.6	787.0195833333333	1.2000000000000002	46.586		
2022-11-25	678.662				0.0	96.88694127736863	9.4	603.1358333333334	21.0	33.298		
2022-11-24	609.519				0.0	84.03	5.800000000000001	549.2904166666666	43.2	26.918		
2022-11-23	612.475				1.4	83.55826086956522	3.4	565.70375	1.4	29.377		
2022-11-22	889.889				0.0	86.12217391304348	1.0	769.9583333333334	2.4000000000000004	27.73		
2022-11-21	950.627				0.0	97.92173913043476	0.2	856.8583333333332	13.8	29.377		
2022-11-20	1198.77				0.0	118.31434782608696	0.0	1075.08625	0.0	36.791		
2022-11-19	1379.342				0.0	156.5395652173913	0.0	1177.138333333333	0.0	51.595		
2022-11-18	1356.325				0.0	175.2317391304348	0.0	1180.8629166666667	0.0	80.784		
2022-11-17	1051.169				0.0	159.90304347826086	0.0	990.5391666666666	2.4000000000000004	88.624		
2022-11-16	930.237				10.4	125.30608695652174	14.0	895.1108333333333	20.2	41.555		
2022-11-15	747.007				24.6	100.61391304347826	18.8	791.5641666666667	31.2	28.549		
2022-11-14	750.164				1.6	92.46869565217392	5.6	717.3683333333333	0.0	27.323		
2022-11-13	618.401				0.0	95.1504347826087	0.0	667.8725000000001	0.0	22.221		
2022-11-12	486.902				1.8	62.78739130434783	1.2	503.2191666666667	0.0	22.983		
2022-11-11	406.802				0.0	56.88913043478261	0.0	346.39958333333334	0.0	17.135		
2022-11-10	446.271				0.0	49.094782608695645	0.0	414.51125	0.0	14.433		
2022-11-09	580.215				0.0	58.548947368421054	0.4	560.6871428571428	0.0	14.433		
2022-11-08	559.982				0.0	60.46722222222223	0.0	576.9766666666667	0.0	15.765		
2022-11-07	624.345				0.0	69.88695652173914	0.0	623.7758333333334	0.0	18.543		
2022-11-06	554.244				0.0	74.02260869565217	0.0	557.1954166666667	0.0	19.261		
2022-11-05	565.74				0.0	66.98347826086956	0.0	550.0495833333333	0.0	19.261		
2022-11-04	565.74				0.2	78.86173913043478	0.0	556.2329166666667	0.6000000000000001	22.983		
2022-11-03	523.029				3.0	94.72	3.2	494.5370833333333	5.2	21.468		
2022-11-02	371.049				5.0	63.97173913043478	4.8	363.87958333333336	18.4	19.261		
2022-11-01	331.514				0.0	53.85086956521739	0.0	354.0425	0.0	14.433		
2022-10-31	356.055				0.4	48.12347826086956	0.0	320.06083333333333	0.0	15.765		
2022-10-30	373.567				0.0	59.04136363636364	0.0	345.81166666666667	0.0	16.445		
2022-10-29	396.479				0.0	53.20608695652174	0.0	388.16333333333336	0.0	17.135		
2022-10-28	361.03				0.0	68.31347826086957	0.0	332.06458333333336	0.0	16.789		
2022-10-27	351.101				0.0	74.65	0.0	318.76666666666665	0.0	18.901		
2022-10-26	346.17				0.4	54.990434782608695	0.2	291.20416666666665	0.4	19.805		
2022-10-25	279.566				5.2	46.9204347826087	11.999999999999998	277.0325	7.6	15.094		
2022-10-24	252.464				0.0	51.57333333333333	0.0	242.05083333333332	0.0	14.433		
2022-10-23	263.648				0.0	44.77	0.0	222.05	0.2	15.094		
2022-10-22	272.707				0.0	44.77	0.0	225.99652173913043	0.0	14.433		
2022-10-21	281.865				0.0	44.77	0.0	237.55666666666664	1.0	14.433		
2022-10-20	284.17				0.0	44.77	0.0	277.1933333333333	0.0	14.433		
2022-10-19	307.547				1.6	45.396956521739135	0.4	265.08458333333334	8.8	15.094		
2022-10-18	309.917				0.0	46.382173913043474	0.0	294.02833333333336	0.0	15.094		
2022-10-17	331.514				0.0	45.93434782608696	0.0	298.2283333333333	0.0	15.094		
2022-10-16	329.091				0.0	51.62478260869565	0.0	297.9554166666667	0.0	15.094		
2022-10-15	358.54				0.4	55.40565217391304	0.2	301.40000000000003	3.8	15.765		
2022-10-14	406.802				0.0	53.84173913043478	0.0	375.75125	0.0	17.835		
2022-10-13	448.944				0.0	57.23347826086956	0.0	392.7091666666667	0.0	18.188		
2022-10-12	473.231				0.0	66.02478260869566	0.0	438.9370833333333	0.0	21.468		
2022-10-11	486.902				0.0	58.34173913043478	0.0	486.1758333333333	0.0	22.221		
2022-10-10	609.519				0.0	76.63434782608695	0.0	567.06875	0.0	28.139		
2022-10-09	606.568				2.6	87.73652173913042	2.6	585.1233333333333	0.4	4.321		
2022-10-08	580.215				0.0	108.80130434782608	0.0	525.5275	0.0	4.973		
2022-10-07	495.165				0.0	120.92739130434782	0.0	414.2383333333333	0.0	7.47		
2022-10-06	465.089				0.0	115.24636363636364	0.0	374.4769565217391	0.0	6.484		
2022-10-05	386.241				11.2	84.22869565217391	10.0	335.2391666666667	22.8	4.153		
2022-10-04	391.349				0.4	56.94130434782609	20.0	372.5808333333334	38.6	4.488		
2022-10-03	366.029				0.0	65.02434782608695	0.0	330.5620833333333	0.0	4.893		
2022-10-02	371.049				0.0	71.31173913043479	0.0	341.73291666666665	0.0	5.131		
2022-10-01	333.942				0.0	76.28869565217391	0.0	290.65833333333336	0.0	5.442		
2022-09-30	309.917				0.6000000000000001	56.12826086956522	0.6000000000000001	305.855	0.2	18.901		
2022-09-29	305.182				10.4	47.02391304347826	13.2	284.0995833333333	6.4	14.433		
2022-09-28	288.797				0.0	45.307391304347824	0.0	255.22333333333333	0.0	14.433		
2022-09-27	268.165				0.0	45.57608695652174	0.0	258.8254166666667	0.0	14.433		
2022-09-26	298.124				0.0	46.83	0.0	260.9188235294118	0.0	15.094		
2022-09-25	274.987				0.0	54.417391304347824	0.0	263.1933333333333	0.0	15.094		
2022-09-24	279.566				0.0	52.4495652173913	0.0	244.1029166666667	0.0	15.765		
2022-09-23	268.165				0.0	48.89086956521739	0.0	249.14541666666665	0.0	15.765		
2022-09-22	284.17				0.0	50.95818181818181	0.0	249.42375	0.0	15.765		
2022-09-21	366.029				0.2	49.10181818181818	1.6	302.4329166666667	0.0	16.445		
2022-09-20	274.987				0.0	54.7855	0.0	258.42739130434785	0.0	17.835		
2022-09-19	284.17				0.0	56.64652173913043	0.0	256.7704166666667	0.0	17.135		
2022-09-18	245.829				0.0	45.41478260869565	0.0	239.70375	0.0	14.433		
2022-09-17	232.733				6.2	44.57772727272727	8.0	211.7395652173913	6.0	14.433		
2022-09-16	245.829				0.0	44.50521739130436	0.0	215.15782608695653	0.0	14.433		
2022-09-15	254.688				0.0	44.68173913043479	0.0	225.88652173913044	0.0	14.433		
2022-09-14	272.707				0.0	44.77	0.4	236.6891304347826	0.0	14.433		
2022-09-13	239.252				0.0	44.77	0.0	239.26458333333332	0.0	14.433		
2022-09-12	261.399				0.0	44.77	0.0	230.60666666666668	0.0			
2022-09-11	252.464				0.0	44.77	0.0	232.7075	0.0	14.433		
2022-09-10	256.919				0.0	45.57608695652174	0.0	222.9983333333333	0.0	14.433		
2022-09-09	254.688				0.0	46.56130434782609	0.0	242.44125	0.0	14.433		
2022-09-08	261.399				0.0	46.83	0.0	227.64086956521737	0.0	14.433		
2022-09-07	268.165				0.0	50.86260869565217	0.0	236.61291666666668	0.0	14.433		
2022-09-06	288.797				0.0	46.83	0.0	259.23291666666665	0.0	15.094		
2022-09-05	254.688				0.0	46.83	0.0	227.4858333333333	0.0	15.094		
2022-09-04	270.433				0.0	52.901739130434784	0.0	238.52291666666667	0.0	15.094		
2022-09-03	254.688				0.0	46.147619047619045	0.0	225.91636363636363	0.0	15.094		
2022-09-02	265.904				0.4	46.83	0.0	239.64583333333331	0.0	15.094		
2022-09-01	248.034				0.0	46.83	0.0	216.19791666666663	0.0	15.094		
2022-08-31	341.262				0.0	49.66434782608695	0.0	285.8	0.0	15.765	48.995	
2022-08-30	295.784				0.0	57.595652173913045	0.0	274.51272727272726	0.0	15.765	51.067	
2022-08-29	295.784				0.0	48.90999999999999	0.0	265.3583333333333	0.0	15.765	45.633	
2022-08-28	277.274				0.0	53.09304347826087	0.0	239.19708333333332	0.0	15.765	43.026	
2022-08-27	270.433				0.0	50.05478260869565	0.0	232.1916666666667	0.0	15.765	42.385	
2022-08-26	270.433				0.0	51.60086956521739	0.2	232.2275	0.0	15.765	41.118	
2022-08-25	286.48				0.8	47.46782608695652	0.0	248.8570833333333	11.8	15.765	43.026	
2022-08-24	321.857				0.0	48.19478260869565	0.0	269.7341666666667	0.0	15.765	46.964	
2022-08-23	274.987				0.0	53.76478260869565	0.0	253.3558333333333	0.0	15.765	51.067	
2022-08-22	298.124				0.0	48.54826086956521	0.0	268.71250000000003	0.0	15.765	46.296	
2022-08-21	331.514				0.0	54.21521739130435	0.0	275.4429166666667	0.0	15.765	44.32	
2022-08-20	305.182				0.0	49.55565217391304	0.0	258.8491666666667	0.0	15.765	43.026	
2022-08-19	307.547				0.0	52.11636363636364	0.0	312.8525	0.0	15.765	45.633	
2022-08-18	279.566				0.0	54.60304347826087	0.0	243.8025	0.0	15.765	44.974	
2022-08-17	302.824				0.0	48.90999999999999	0.0	254.23291666666668	0.0	15.765	47.637	
2022-08-16	312.294				0.0	56.19608695652174	0.0	248.96875	0.0	15.765	44.32	
2022-08-15	307.547				0.0	51.141304347826086	0.0	253.84041666666667	0.0	15.765	46.296	
2022-08-14	259.155				0.0	52.34608695652174	0.0	225.09041666666667	0.0	15.765	48.995	
2022-08-13	329.091				0.0	54.30130434782609	0.0	266.22625	0.0	15.765	51.766	
2022-08-12	277.274				0.0	57.71391304347826	0.0	250.0845833333333	0.0	17.835	50.371	
2022-08-11	312.294				0.0	52.419130434782616	0.0	255.905	0.0	17.835	51.766	
2022-08-10	291.12				0.0	59.52652173913044	0.0	239.01916666666668	0.0	18.543	45.633	
2022-08-09	288.797				0.0	53.82826086956521	0.0	251.93833333333336	0.0	18.543	45.633	
2022-08-08	317.064				0.0	64.04217391304348	0.0	249.48916666666665	0.0	18.543	46.964	
2022-08-07	326.674				0.0	57.64913043478261	0.0	285.9275	0.0	17.835	51.067	
2022-08-06	336.376				0.0	53.996956521739136	0.0	283.8808333333333	0.0	18.543	50.371	
2022-08-05	329.091				0.0	67.25318181818182	0.0	280.21	0.0	18.543	52.47	
2022-08-04	321.857				0.0	65.03434782608696	0.0	274.1695833333333	0.0	18.543	56.059	
2022-08-03	346.17				0.0	50.2904347826087	0.0	296.61333333333334	0.0	18.543	43.026	
2022-08-02	338.816				0.0	60.38913043478261	0.0	289.84791666666666	0.0	17.135	46.964	
2022-08-01	356.055				0.0	56.95739130434782	0.0	301.62208333333336	0.0	17.835	43.671	
2022-07-31	309.917			0.0	0.0	58.28434782608696	0.0	281.4420833333333	0.0	17.835	43.671	
2022-07-30	366.029			0.0	0.0	66.4	0.0	313.014347826087	0.0	17.835	45.633	
2022-07-29	361.03			0.0	0.0	62.81521739130435	0.0	312.7545833333333	0.0	18.543	49.681	
2022-07-28	353.575			0.0	0.0	61.746086956521744	0.0	308.21583333333336	0.0	18.543	47.637	
2022-07-27	346.17			0.0	0.0	60.00826086956522	0.0	291.39916666666664	0.0	17.135	52.47	
2022-07-26	358.54			0.0	0.0	66.71304347826087	0.0	301.5520833333333	0.0	15.765	58.266	
2022-07-25	401.63			0.0	0.0	68.38260869565218	0.0	322.42958333333337	0.0	15.765	54.61	
2022-07-24	356.055			0.0	0.0	58.43347826086956	0.0	318.48291666666665	0.0	15.765	53.179	
2022-07-23	348.633			0.0	0.0	66.42173913043479	0.0	311.03833333333336	0.0	15.765	60.514	
2022-07-22	366.029			0.0	0.0	70.48782608695652	0.0	303.17583333333334	0.0	15.765	62.035	
2022-07-21	368.536			0.0	0.0	68.3286956521739	0.0	319.90500000000003	0.0	19.988	59.385	
2022-07-20	368.536			0.0	0.0	66.15130434782608	0.0	301.25125	0.0	19.988	60.892	
2022-07-19	386.241			0.0	0.0	70.99	0.0	323.92833333333334	0.0	19.988	58.266	
2022-07-18	388.793			0.0	0.0	70.99	0.0	324.13739130434783	0.0	19.988	57.895	
2022-07-17	401.63			0.0	0.0	64.38130434782609	0.0	332.2191666666667	0.0	19.988	53.892	
2022-07-16	353.575			1.2	0.0	69.30086956521738	0.0	318.59166666666664	0.0	20.724	55.332	
2022-07-15	406.802			5.3	0.0	71.69608695652174	1.0	315.65291666666667	3.0	20.724	55.332	
2022-07-14	376.091			0.0	0.0	72.2004347826087	0.0	340.7091666666667	2.0	20.724	52.47	
2022-07-13	366.029			0.0	0.0	71.51478260869565	0.0	299.27500000000003	0.0	21.468	55.332	
2022-07-12	391.349			0.0	0.0	65.54869565217392	0.0	320.21708333333333	0.6000000000000001	21.468	53.179	
2022-07-11	391.349			0.0	0.0	73.31	0.0	328.04625	0.8	21.468	55.332	
2022-07-10	391.349			0.0	0.2	73.31	2.4	327.4604166666667	3.6	21.468	58.266	
2022-07-09	393.911			0.0	0.2	73.31	0.2	327.2473913043478	0.0	22.221	58.266	
2022-07-08	391.349			0.0	0.0	73.31	0.0	327.39916666666664	0.0	22.221	60.514	
2022-07-07	391.349			0.0	0.0	73.41217391304347	0.0	327.42625	0.0	21.468	59.76	
2022-07-06	406.802			0.0	0.0	75.04695652173913	0.0	327.625	0.0	21.468	58.266	
2022-07-05	443.603			3.2	0.0	75.55782608695652	0.0	391.32166666666666	0.2	22.221	57.895	
2022-07-04	411.996			0.0	0.0	75.55782608695652	0.0	360.6779166666667	0.0	17.835	57.526	
2022-07-03	411.996			0.0	0.0	75.55782608695652	0.0	346.13166666666666	0.0	17.835	59.011	
2022-07-02	406.802			0.0	0.0	74.12739130434782	0.0	346.0604166666667	0.6000000000000001	17.835	60.514	
2022-07-01	396.479			0.0	0.0	75.45565217391304	0.0	345.42	0.0	18.543	62.035	
2022-06-30	401.63			0.0	0.0	75.76772727272727	0.0	342.35043478260866	0.0	22.221	62.035	
2022-06-29	404.213			0.0	0.0	75.66	0.0	342.6566666666667	0.0	22.221	59.76	
2022-06-28	419.827			0.0	0.0	80.0995652173913	0.0	357.40608695652173	0.0	22.221	59.76	
2022-06-27	411.996			1.5	0.0	76.84681818181818	0.0	350.37416666666667	0.0	22.221	62.035	
2022-06-26	422.448			0.9	0.0	75.76304347826087	0.0	353.21583333333336	0.0	22.221	62.035	
2022-06-25	465.089			0.0	0.0	79.07347826086956	0.0	383.7304166666667	0.0	22.983	64.35	
2022-06-24	432.983			0.0	0.0	78.65652173913043	0.0	379.8154166666666	1.0	22.983	67.499	
2022-06-23	446.271			0.0	0.0	80.30652173913043	0.0	373.8666666666666	0.0	22.983	66.705	
2022-06-22	406.802			0.0	0.0	81.98173913043478	0.0	350.00666666666666	0.0	22.221	66.705	
2022-06-21	417.211			5.2	0.0	78.54739130434783	0.0	353.93375	0.0	22.221	66.705	
2022-06-20	427.705			0.0	0.0	95.91434782608697	0.0	357.4683333333333	0.0	19.261	65.916	
2022-06-19	448.944			0.0	0.0	110.58739130434785	0.0	376.48375	0.0	22.983	67.499	
2022-06-18	451.622			0.0	0.0	107.87	0.0	394.76	0.0	22.983	66.705	
2022-06-17	438.283			0.0	0.0	112.62608695652176	0.0	384.6045833333333	0.0	22.983	69.101	
2022-06-16	435.63			0.0	0.0	113.08	0.0	365.63000000000005	0.0	21.468	68.298	
2022-06-15	470.512			0.0	0.0	113.08	0.0	392.72541666666666	0.0	22.221	69.908	
2022-06-14	425.074			0.0	0.0	110.13347826086957	0.0	374.3745833333333	0.0	22.221	67.499	
2022-06-13	438.283			0.0	1.4	110.92652173913044	0.2	354.4925	1.2000000000000002	19.261	65.916	
2022-06-12	425.074			0.0	0.0	113.65391304347824	0.0	350.6791666666666	0.0	19.261	66.705	
2022-06-11	435.63			0.0	0.0	111.60521739130436	0.0	351.26500000000004	0.0	23.753	69.908	
2022-06-10	438.283			0.0	0.0	113.08	0.0	351.38166666666666	0.0	23.753	69.101	
2022-06-09	438.283			0.0	0.0	113.08	0.0	357.8866666666667	0.0	22.221	69.101	
2022-06-08	446.271			0.0	0.0	111.4913043478261	0.0	373.56875	0.0	22.983	69.101	
2022-06-07	467.798			0.0	0.0	117.7995652173913	0.0	372.6358333333333	0.0	23.753	68.298	
2022-06-06	467.798			0.0	0.0	115.72	0.0	414.2141666666666	0.0	23.753	70.72	
2022-06-05	500.698			0.0	0.0	118.83869565217393	0.0	413.7675	0.0	23.753	72.358	
2022-06-04	478.684			0.7	0.0	116.52826086956522	0.0	408.9641666666666	0.0	23.753	72.358	
2022-06-03	503.472			0.0	0.0	115.72	0.0	405.3158333333333	0.0	23.753	71.537	
2022-06-02	481.419			4.2	0.0	118.48782608695652	0.0	406.5266666666666	0.0	23.753	75.686	
2022-06-01	509.035			0.0	0.0	122.112	0.0	403.043	0.0	22.983	79.085	
2022-05-31	481.419			0.0	0.0	123.48695652173912	0.2	388.7291666666667	0.0	23.753	81.681	
2022-05-30	525.843			0.0	0.0	119.5313043478261	0.2	402.5395833333334	1.4	23.753	80.811	
2022-05-29	459.687			0.0	0.0	122.67173913043476	1.2	397.68875	3.8	22.983	81.681	
2022-05-28	495.165			1.5	0.0	123.3704347826087	1.2	384.0429166666667	14.0	23.753	79.946	
2022-05-27	478.684			4.3	0.2	118.73409090909092	0.2	391.5013043478261	13.0	19.988	74.013	
2022-05-26	478.684			7.1	1.2	119.76652173913044	2.6	398.10041666666666	2.8	21.468	69.101	
2022-05-25	481.419			0.0	0.0	116.06565217391304	0.4	419.5579166666666	0.4	22.983	71.537	
2022-05-24	500.698			0.0	0.0	118.95565217391304	0.0	423.3625	0.0	23.753	73.183	
2022-05-23	481.419			0.0	0.0	115.72238095238096	3.6	397.85833333333335	0.0	26.115	74.013	
2022-05-22	509.035			0.0	0.0	115.00272727272728	0.0	419.5645454545455	0.0	19.261	72.77	
2022-05-21	446.271			0.0	0.0	118.37347826086958	0.0	381.2941666666666	0.0	19.261	74.013	
2022-05-20	520.221			0.0	0.0	114.56727272727272	0.0	366.3181818181818	0.0	22.983	71.537	
2022-05-19	517.417			0.0	0.0	117.91434782608697	0.0	428.8904166666667	0.0	22.983	72.358	
2022-05-18	531.484			0.0	0.0	121.04	0.0	444.9591666666667	0.0	23.753	74.847	
2022-05-17	523.029			0.0	0.0	120.34347826086956	0.0	444.3183333333333	0.0	23.753	76.529	
2022-05-16	542.826			0.0	0.0	124.8982608695652	0.0	456.4683333333333	0.0	24.532	80.811	
2022-05-15	539.983			0.0	0.0	122.09217391304348	0.2	460.17291666666665	0.8	25.915	80.811	
2022-05-14	523.029			0.0	0.0	121.04	0.0	444.3858333333333	0.0	26.918	78.229	
2022-05-13	531.484			0.0	0.0	121.04	0.0	450.3625	0.0	27.73	79.946	
2022-05-12	557.111			0.0	0.0	119.99782608695654	0.0	470.94416666666666	0.0	28.549	76.529	
2022-05-11	603.621			0.0	0.0	127.24521739130434	0.0	417.32458333333335	0.0	28.962	86.096	
2022-05-10	618.401			0.0	0.0	131.88304347826087	0.0	561.4675	0.0	31.055	83.434	
2022-05-09	594.809			0.0	0.0	125.24608695652174	0.0	537.8095454545454	0.0	31.055	80.811	
2022-05-08	548.525			0.0	0.0	127.0091304347826	0.0	386.99923076923073	0.0	31.055	76.529	
2022-05-07	506.251			0.0	0.0	130.0795652173913	0.0	407.9090476190476	0.0	31.055	71.537	
2022-05-06	542.826			0.0	0.0	123.98045454545456	0.0	445.35	13.4	31.055	71.128	
2022-05-05	537.145			0.0	0.0	121.04	0.0	443.41541666666666	0.2	31.055	69.101	
2022-05-04	551.383			0.0	0.0	126.07478260869564	0.0	443.3725	0.0	30.212	78.656	
2022-05-03	571.516			0.0	0.0	124.55608695652174	0.0	487.8054166666666	0.0	30.212	88.798	
2022-05-02	577.311			0.0	0.0	123.37130434782608	0.0	472.8825	0.0	31.055	83.434	
2022-05-01	571.516			0.0	0.0	127.71608695652174	0.0	468.50500000000005	2.6	31.055	85.204	
2022-04-30	551.383			1.3	0.0	130.2	0.0	446.9975	0.0	31.055	82.555	
2022-04-29	557.111			0.0	0.0	129.01478260869567	0.0	444.39875	0.0	31.48	86.096	
2022-04-28	606.568			0.0	0.0	129.84217391304347	0.0	485.1054166666667	0.0	32.814	87.893	
2022-04-27	627.324			0.0	0.0	129.13	0.0	515.2620833333334	0.0	33.786	90.164	
2022-04-26	627.324			0.0	0.0	133.17217391304348	0.0	520.8254166666667	0.0	34.278	95.258	
2022-04-25	630.308			0.0	0.0	134.24521739130435	0.0	539.2733333333333	0.0	35.022	96.198	
2022-04-24	672.555			0.0	0.0	129.13	0.2	556.655	0.0	34.278	92.463	
2022-04-23	636.289			0.0	0.0	132.4604347826087	0.0	530.4620833333333	0.0	34.773	91.54	
2022-04-22	657.365			0.0	0.0	133.05173913043478	0.0	540.0104166666666	0.0	35.272	88.798	
2022-04-21	694.008			0.0	0.0	136.76	0.0	565.3675	0.0	36.281	96.198	
2022-04-20	700.178			0.0	0.0	138.21173913043478	0.0	592.2420833333333	0.0	34.773	97.143	
2022-04-19	772.381			0.0	0.0	146.59782608695653	0.0	655.54125	0.0	36.281	108.822	
2022-04-18	820.688			0.0	0.0	153.25304347826085	0.0	688.5375	0.0	37.305	125.372	
2022-04-17	801.251			0.0	0.0	174.59173913043475	0.0	649.33625	0.0	39.4	136.28	
2022-04-16	785.17			0.0	0.0	175.74260869565217	0.2	585.7566666666667	0.0	161.609	152.865	
2022-04-15	681.723			19.6	15.2	152.90173913043478	22.8	562.2075	11.0	55.072	153.453	
2022-04-14	684.787			2.1	0.0	145.48	0.0	568.5365217391304	0.0	59.391	143.033	
2022-04-13	703.269			0.0	0.0	151.2665217391304	0.0	571.4966666666667	0.0	43.211	125.372	
2022-04-12	697.091			0.0	0.0	149.79	0.0	573.2958333333333	0.0	43.49	118.514	
2022-04-11	718.792			0.0	0.0	145.73	0.0	584.7791666666667	0.0	39.4	113.874	
2022-04-10	700.178			0.0	0.0	148.42739130434785	0.0	598.2095833333334	0.0	37.823	111.84	
