dia	mes	ano	cota
27	12	2019	150.0
26	12	2019	126.0
25	12	2019	98.0
24	12	2019	102.0
23	12	2019	102.0
22	12	2019	103.0
21	12	2019	120.0
20	12	2019	132.0
19	12	2019	138.0
18	12	2019	154.0
17	12	2019	180.0
16	12	2019	219.0
15	12	2019	249.0
14	12	2019	197.0
13	12	2019	188.0
12	12	2019	208.0
11	12	2019	261.0
10	12	2019	287.0
9	12	2019	267.0
8	12	2019	259.0
7	12	2019	256.0
6	12	2019	277.0
5	12	2019	342.0
4	12	2019	318.0
3	12	2019	263.0
2	12	2019	186.0
1	12	2019	157.0
30	11	2019	138.0
29	11	2019	137.0
28	11	2019	127.0
27	11	2019	142.0
26	11	2019	152.0
25	11	2019	149.0
24	11	2019	138.0
23	11	2019	188.0
22	11	2019	176.0
21	11	2019	128.0
20	11	2019	93.0
19	11	2019	72.0
18	11	2019	67.0
17	11	2019	69.0
16	11	2019	64.0
15	11	2019	57.0
14	11	2019	53.0
13	11	2019	49.0
12	11	2019	46.0
11	11	2019	44.0
10	11	2019	46.0
9	11	2019	48.0
8	11	2019	51.0
7	11	2019	52.0
6	11	2019	50.0
5	11	2019	47.0
4	11	2019	49.0
3	11	2019	54.0
2	11	2019	54.0
1	11	2019	49.0
31	10	2019	40.0
30	10	2019	38.0
29	10	2019	42.0
28	10	2019	45.0
27	10	2019	49.0
26	10	2019	49.0
25	10	2019	54.0
24	10	2019	55.0
23	10	2019	29.0
22	10	2019	28.0
21	10	2019	32.0
20	10	2019	28.0
19	10	2019	36.0
18	10	2019	40.0
17	10	2019	40.0
16	10	2019	45.0
15	10	2019	45.0
14	10	2019	37.0
13	10	2019	31.0
12	10	2019	30.0
11	10	2019	30.0
10	10	2019	33.0
9	10	2019	36.0
8	10	2019	38.0
7	10	2019	38.0
6	10	2019	43.0
5	10	2019	46.0
4	10	2019	53.0
3	10	2019	52.0
2	10	2019	46.0
1	10	2019	33.0
30	9	2019	30.0
29	9	2019	36.0
28	9	2019	37.0
27	9	2019	34.0
26	9	2019	40.0
25	9	2019	35.0
24	9	2019	38.0
23	9	2019	40.0
22	9	2019	40.0
21	9	2019	49.0
20	9	2019	45.0
19	9	2019	32.0
18	9	2019	37.0
17	9	2019	40.0
16	9	2019	47.0
15	9	2019	51.0
14	9	2019	37.0
13	9	2019	40.0
12	9	2019	48.0
11	9	2019	50.0
10	9	2019	35.0
9	9	2019	33.0
8	9	2019	37.0
7	9	2019	39.0
6	9	2019	34.0
5	9	2019	33.0
4	9	2019	35.0
3	9	2019	38.0
2	9	2019	44.0
1	9	2019	43.0
31	8	2019	42.0
30	8	2019	41.0
29	8	2019	39.0
28	8	2019	36.0
27	8	2019	33.0
26	8	2019	33.0
25	8	2019	35.0
24	8	2019	40.0
23	8	2019	44.0
22	8	2019	50.0
21	8	2019	51.0
20	8	2019	50.0
19	8	2019	50.0
18	8	2019	51.0
17	8	2019	55.0
16	8	2019	50.0
15	8	2019	48.0
14	8	2019	43.0
13	8	2019	44.0
12	8	2019	47.0
11	8	2019	52.0
10	8	2019	54.0
9	8	2019	50.0
8	8	2019	42.0
7	8	2019	40.0
6	8	2019	41.0
5	8	2019	45.0
4	8	2019	47.0
3	8	2019	51.0
2	8	2019	52.0
1	8	2019	57.0
31	7	2019	56.0
30	7	2019	58.0
29	7	2019	59.0
28	7	2019	54.0
27	7	2019	49.0
26	7	2019	45.0
25	7	2019	41.0
24	7	2019	42.0
23	7	2019	41.0
22	7	2019	40.0
21	7	2019	41.0
20	7	2019	41.0
19	7	2019	41.0
18	7	2019	40.0
17	7	2019	41.0
16	7	2019	41.0
15	7	2019	42.0
14	7	2019	44.0
13	7	2019	46.0
12	7	2019	44.0
11	7	2019	56.0
10	7	2019	62.0
9	7	2019	55.0
8	7	2019	64.0
7	7	2019	63.0
6	7	2019	67.0
5	7	2019	67.0
4	7	2019	66.0
3	7	2019	61.0
2	7	2019	64.0
1	7	2019	67.0
30	6	2019	66.0
29	6	2019	59.0
28	6	2019	55.0
27	6	2019	51.0
26	6	2019	48.0
25	6	2019	49.0
24	6	2019	50.0
23	6	2019	52.0
22	6	2019	49.0
21	6	2019	51.0
20	6	2019	63.0
19	6	2019	71.0
18	6	2019	74.0
17	6	2019	74.0
16	6	2019	70.0
15	6	2019	67.0
14	6	2019	67.0
13	6	2019	64.0
12	6	2019	62.0
11	6	2019	58.0
10	6	2019	66.0
9	6	2019	64.0
8	6	2019	57.0
7	6	2019	50.0
6	6	2019	52.0
5	6	2019	58.0
4	6	2019	74.0
3	6	2019	72.0
2	6	2019	70.0
1	6	2019	73.0
31	5	2019	75.0
30	5	2019	77.0
29	5	2019	85.0
28	5	2019	89.0
27	5	2019	84.0
26	5	2019	82.0
25	5	2019	82.0
24	5	2019	86.0
23	5	2019	91.0
22	5	2019	96.0
21	5	2019	101.0
20	5	2019	127.0
19	5	2019	117.0
18	5	2019	101.0
17	5	2019	83.0
16	5	2019	88.0
15	5	2019	99.0
14	5	2019	104.0
13	5	2019	84.0
12	5	2019	78.0
11	5	2019	71.0
10	5	2019	81.0
9	5	2019	72.0
8	5	2019	83.0
7	5	2019	92.0
6	5	2019	97.0
5	5	2019	91.0
4	5	2019	87.0
3	5	2019	90.0
2	5	2019	92.0
1	5	2019	89.0
30	4	2019	97.0
29	4	2019	99.0
28	4	2019	98.0
27	4	2019	103.0
26	4	2019	111.0
25	4	2019	113.0
24	4	2019	114.0
23	4	2019	114.0
22	4	2019	117.0
21	4	2019	127.0
20	4	2019	152.0
19	4	2019	120.0
18	4	2019	102.0
17	4	2019	105.0
16	4	2019	114.0
15	4	2019	108.0
14	4	2019	114.0
13	4	2019	123.0
12	4	2019	126.0
11	4	2019	116.0
10	4	2019	114.0
9	4	2019	113.0
8	4	2019	101.0
7	4	2019	95.0
6	4	2019	94.0
5	4	2019	97.0
4	4	2019	89.0
3	4	2019	93.0
2	4	2019	97.0
1	4	2019	101.0
31	3	2019	107.0
30	3	2019	117.0
29	3	2019	132.0
28	3	2019	146.0
27	3	2019	171.0
26	3	2019	201.0
25	3	2019	217.0
24	3	2019	203.0
23	3	2019	205.0
22	3	2019	178.0
21	3	2019	159.0
20	3	2019	172.0
19	3	2019	144.0
18	3	2019	116.0
17	3	2019	98.0
16	3	2019	97.0
15	3	2019	106.0
14	3	2019	114.0
13	3	2019	98.0
12	3	2019	81.0
11	3	2019	81.0
10	3	2019	94.0
9	3	2019	94.0
8	3	2019	114.0
7	3	2019	125.0
6	3	2019	140.0
5	3	2019	140.0
4	3	2019	107.0
3	3	2019	122.0
2	3	2019	117.0
1	3	2019	98.0
28	2	2019	98.0
27	2	2019	103.0
26	2	2019	110.0
25	2	2019	120.0
24	2	2019	139.0
23	2	2019	153.0
22	2	2019	187.0
21	2	2019	196.0
20	2	2019	176.0
19	2	2019	143.0
18	2	2019	109.0
17	2	2019	106.0
16	2	2019	109.0
15	2	2019	98.0
14	2	2019	108.0
13	2	2019	103.0
12	2	2019	108.0
11	2	2019	120.0
10	2	2019	128.0
9	2	2019	128.0
8	2	2019	110.0
7	2	2019	95.0
6	2	2019	64.0
5	2	2019	72.0
4	2	2019	59.0
3	2	2019	57.0
2	2	2019	56.0
1	2	2019	68.0
31	1	2019	70.0
30	1	2019	79.0
29	1	2019	76.0
28	1	2019	71.0
27	1	2019	71.0
26	1	2019	72.0
25	1	2019	72.0
24	1	2019	75.0
23	1	2019	84.0
22	1	2019	83.0
21	1	2019	80.0
20	1	2019	85.0
19	1	2019	85.0
18	1	2019	88.0
17	1	2019	94.0
16	1	2019	91.0
15	1	2019	101.0
14	1	2019	114.0
13	1	2019	114.0
12	1	2019	159.0
11	1	2019	140.0
10	1	2019	121.0
9	1	2019	161.0
8	1	2019	169.0
7	1	2019	190.0
6	1	2019	192.0
5	1	2019	220.0
4	1	2019	258.0
3	1	2019	277.0
2	1	2019	317.0
1	1	2019	296.0
31	12	2018	285.0
30	12	2018	285.0
29	12	2018	219.0
28	12	2018	180.0
27	12	2018	128.0
26	12	2018	108.0
25	12	2018	92.0
24	12	2018	96.0
23	12	2018	84.0
22	12	2018	91.0
21	12	2018	96.0
20	12	2018	104.0
19	12	2018	105.0
18	12	2018	110.0
17	12	2018	114.0
16	12	2018	137.0
15	12	2018	140.0
14	12	2018	155.0
13	12	2018	164.0
12	12	2018	191.0
11	12	2018	206.0
10	12	2018	217.0
9	12	2018	190.0
8	12	2018	228.0
7	12	2018	207.0
6	12	2018	246.0
5	12	2018	229.0
4	12	2018	143.0
3	12	2018	108.0
2	12	2018	107.0
1	12	2018	115.0
30	11	2018	120.0
29	11	2018	139.0
28	11	2018	148.0
27	11	2018	158.0
26	11	2018	178.0
25	11	2018	192.0
24	11	2018	204.0
23	11	2018	167.0
22	11	2018	114.0
21	11	2018	118.0
20	11	2018	128.0
19	11	2018	117.0
18	11	2018	118.0
17	11	2018	128.0
16	11	2018	140.0
15	11	2018	161.0
14	11	2018	173.0
13	11	2018	199.0
12	11	2018	193.0
11	11	2018	140.0
10	11	2018	139.0
9	11	2018	120.0
8	11	2018	94.0
7	11	2018	89.0
6	11	2018	105.0
5	11	2018	114.0
4	11	2018	114.0
3	11	2018	121.0
2	11	2018	123.0
1	11	2018	132.0
31	10	2018	147.0
30	10	2018	141.0
29	10	2018	118.0
28	10	2018	98.0
27	10	2018	98.0
26	10	2018	80.0
25	10	2018	77.0
24	10	2018	85.0
23	10	2018	70.0
22	10	2018	66.0
21	10	2018	76.0
20	10	2018	69.0
19	10	2018	59.0
18	10	2018	64.0
17	10	2018	59.0
16	10	2018	55.0
15	10	2018	54.0
14	10	2018	53.0
13	10	2018	42.0
12	10	2018	43.0
11	10	2018	44.0
10	10	2018	47.0
9	10	2018	45.0
8	10	2018	46.0
7	10	2018	44.0
6	10	2018	47.0
5	10	2018	46.0
4	10	2018	52.0
3	10	2018	58.0
2	10	2018	62.0
1	10	2018	59.0
30	9	2018	74.0
29	9	2018	63.0
28	9	2018	69.0
27	9	2018	70.0
26	9	2018	78.0
25	9	2018	82.0
24	9	2018	80.0
23	9	2018	80.0
22	9	2018	75.0
21	9	2018	73.0
20	9	2018	53.0
19	9	2018	41.0
18	9	2018	41.0
17	9	2018	40.0
16	9	2018	41.0
15	9	2018	41.0
14	9	2018	50.0
13	9	2018	54.0
12	9	2018	55.0
11	9	2018	54.0
10	9	2018	54.0
9	9	2018	56.0
8	9	2018	58.0
7	9	2018	59.0
6	9	2018	52.0
5	9	2018	52.0
4	9	2018	49.0
3	9	2018	49.0
2	9	2018	52.0
1	9	2018	51.0
31	8	2018	55.0
30	8	2018	56.0
29	8	2018	64.0
28	8	2018	65.0
27	8	2018	61.0
26	8	2018	73.0
25	8	2018	68.0
24	8	2018	56.0
23	8	2018	68.0
22	8	2018	63.0
21	8	2018	57.0
20	8	2018	60.0
19	8	2018	60.0
18	8	2018	61.0
17	8	2018	61.0
16	8	2018	68.0
15	8	2018	77.0
14	8	2018	78.0
13	8	2018	75.0
12	8	2018	88.0
11	8	2018	98.0
10	8	2018	107.0
9	8	2018	92.0
8	8	2018	80.0
7	8	2018	74.0
6	8	2018	68.0
5	8	2018	68.0
4	8	2018	66.0
3	8	2018	67.0
2	8	2018	69.0
1	8	2018	70.0
31	7	2018	70.0
30	7	2018	64.0
29	7	2018	53.0
28	7	2018	54.0
27	7	2018	53.0
26	7	2018	56.0
25	7	2018	61.0
24	7	2018	63.0
23	7	2018	65.0
22	7	2018	66.0
21	7	2018	70.0
20	7	2018	73.0
19	7	2018	73.0
18	7	2018	79.0
17	7	2018	75.0
16	7	2018	76.0
15	7	2018	72.0
14	7	2018	70.0
13	7	2018	71.0
12	7	2018	73.0
11	7	2018	72.0
10	7	2018	75.0
9	7	2018	76.0
8	7	2018	73.0
7	7	2018	76.0
6	7	2018	74.0
5	7	2018	81.0
4	7	2018	69.0
3	7	2018	76.0
2	7	2018	75.0
1	7	2018	78.0
30	6	2018	79.0
29	6	2018	78.0
28	6	2018	78.0
27	6	2018	79.0
26	6	2018	81.0
25	6	2018	82.0
24	6	2018	81.0
23	6	2018	84.0
22	6	2018	85.0
21	6	2018	82.0
20	6	2018	88.0
19	6	2018	83.0
18	6	2018	80.0
17	6	2018	83.0
16	6	2018	86.0
15	6	2018	88.0
14	6	2018	84.0
13	6	2018	92.0
12	6	2018	91.0
11	6	2018	88.0
10	6	2018	90.0
9	6	2018	88.0
8	6	2018	92.0
7	6	2018	92.0
6	6	2018	91.0
5	6	2018	88.0
4	6	2018	90.0
3	6	2018	95.0
2	6	2018	98.0
1	6	2018	95.0
31	5	2018	98.0
30	5	2018	108.0
29	5	2018	104.0
28	5	2018	104.0
27	5	2018	102.0
26	5	2018	101.0
25	5	2018	100.0
24	5	2018	101.0
23	5	2018	108.0
22	5	2018	101.0
21	5	2018	102.0
20	5	2018	101.0
19	5	2018	98.0
18	5	2018	97.0
17	5	2018	90.0
16	5	2018	95.0
15	5	2018	96.0
14	5	2018	99.0
13	5	2018	93.0
12	5	2018	97.0
11	5	2018	104.0
10	5	2018	99.0
9	5	2018	99.0
8	5	2018	99.0
7	5	2018	99.0
6	5	2018	101.0
5	5	2018	104.0
4	5	2018	100.0
3	5	2018	110.0
2	5	2018	110.0
1	5	2018	106.0
30	4	2018	113.0
29	4	2018	114.0
28	4	2018	117.0
27	4	2018	119.0
26	4	2018	119.0
25	4	2018	117.0
24	4	2018	126.0
23	4	2018	135.0
22	4	2018	134.0
21	4	2018	138.0
20	4	2018	132.0
19	4	2018	141.0
18	4	2018	144.0
17	4	2018	139.0
16	4	2018	158.0
15	4	2018	144.0
14	4	2018	153.0
13	4	2018	162.0
12	4	2018	185.0
11	4	2018	183.0
10	4	2018	199.0
9	4	2018	207.0
8	4	2018	204.0
7	4	2018	178.0
6	4	2018	173.0
5	4	2018	136.0
4	4	2018	134.0
3	4	2018	132.0
2	4	2018	140.0
1	4	2018	142.0
31	3	2018	145.0
30	3	2018	159.0
29	3	2018	162.0
28	3	2018	186.0
27	3	2018	219.0
26	3	2018	241.0
25	3	2018	203.0
24	3	2018	199.0
23	3	2018	192.0
22	3	2018	192.0
21	3	2018	212.0
20	3	2018	225.0
19	3	2018	217.0
18	3	2018	199.0
17	3	2018	201.0
16	3	2018	229.0
15	3	2018	266.0
14	3	2018	279.0
13	3	2018	288.0
12	3	2018	318.0
11	3	2018	314.0
10	3	2018	246.0
9	3	2018	212.0
8	3	2018	212.0
7	3	2018	214.0
6	3	2018	217.0
5	3	2018	227.0
4	3	2018	230.0
3	3	2018	199.0
2	3	2018	168.0
1	3	2018	201.0
28	2	2018	230.0
27	2	2018	231.0
26	2	2018	227.0
25	2	2018	252.0
24	2	2018	201.0
23	2	2018	194.0
22	2	2018	171.0
21	2	2018	130.0
20	2	2018	133.0
19	2	2018	127.0
18	2	2018	135.0
17	2	2018	135.0
16	2	2018	154.0
15	2	2018	163.0
14	2	2018	189.0
13	2	2018	218.0
12	2	2018	253.0
11	2	2018	292.0
10	2	2018	334.0
9	2	2018	396.0
8	2	2018	483.0
7	2	2018	421.0
6	2	2018	367.0
5	2	2018	351.0
4	2	2018	276.0
3	2	2018	213.0
2	2	2018	123.0
1	2	2018	84.0
31	1	2018	64.0
30	1	2018	63.0
29	1	2018	53.0
28	1	2018	66.0
27	1	2018	59.0
26	1	2018	55.0
25	1	2018	55.0
24	1	2018	65.0
23	1	2018	68.0
22	1	2018	70.0
21	1	2018	74.0
20	1	2018	72.0
19	1	2018	76.0
18	1	2018	77.0
17	1	2018	79.0
16	1	2018	84.0
15	1	2018	87.0
14	1	2018	92.0
13	1	2018	99.0
12	1	2018	120.0
11	1	2018	135.0
10	1	2018	155.0
9	1	2018	171.0
8	1	2018	160.0
7	1	2018	156.0
6	1	2018	152.0
5	1	2018	119.0
4	1	2018	125.0
3	1	2018	105.0
2	1	2018	92.0
1	1	2018	83.0
