iter	RMSE
727	0.2822573898
728	0.28215368
729	0.2821085337
730	0.2819473274
731	0.2818399777
732	0.2817690812
733	0.2815155254
734	0.2813409181
735	0.281291009
736	0.2812468052
737	0.2810795692
738	0.2808570181
739	0.2807788943
740	0.2807076618
741	0.2804915741
742	0.2804107587
743	0.2803644195
744	0.2801116426
745	0.2797562821
746	0.2796202189
747	0.2795190273
748	0.27947739
749	0.2793910601
750	0.2793142039
751	0.2792564913
752	0.2791971725
753	0.2789149873
754	0.2788244052
755	0.2787279384
756	0.2784425253
757	0.2783653046
758	0.2781739171
759	0.2779790783
760	0.2777384316
761	0.2776649346
762	0.2774392793
763	0.27724491
764	0.2769759282
765	0.276543157
766	0.2764124237
767	0.2762074741
768	0.2760731884
769	0.2759801455
770	0.2756287961
771	0.2752178185
772	0.2748447385
773	0.2747064079
774	0.2746686199
775	0.2744741786
776	0.2742573821
777	0.2742039552
778	0.274163458
779	0.2740700955
780	0.2739047844
781	0.2738091045
782	0.2736727175
783	0.2736038162
784	0.2733986729
785	0.2732634292
786	0.2729784552
787	0.2728783806
788	0.2726589904
789	0.2726241384
790	0.2723713334
791	0.2721719766
792	0.2720844449
793	0.2720304054
794	0.2719229633
795	0.2718419844
796	0.2718172885
797	0.2717094195
798	0.271570444
799	0.2715180767
800	0.2714243519
801	0.2712995393
802	0.271161737
803	0.2711291198
804	0.2710909186
805	0.2710707097
806	0.2709411473
807	0.2708172024
808	0.2706806772
809	0.2705950349
810	0.2705610388
811	0.2705415994
812	0.2704748575
813	0.270360121
814	0.2703489589
815	0.2702416523
816	0.2701741189
817	0.2700337437
818	0.2699644453
819	0.2698208807
820	0.2696970742
821	0.2696375442
822	0.2694823079
823	0.2693891446
824	0.2693307606
825	0.2692447649
826	0.2690502328
827	0.2689588852
828	0.2688260387
829	0.2687517395
830	0.268628242
831	0.2686167495
832	0.2684425522
833	0.268349515
834	0.2683092292
835	0.2682279355
836	0.2681876776
837	0.2679989594
838	0.2678677895
839	0.2678553325
840	0.2678447598
841	0.2677636091
842	0.2677258475
843	0.2676787602
844	0.26757079
845	0.267524917
846	0.2673044257
847	0.2672708259
848	0.267199719
849	0.2670700454
850	0.2670182965
851	0.267011703
852	0.2670018522
853	0.2668349692
854	0.2666336393
855	0.2664322
856	0.2663416569
857	0.2662702605
858	0.2661535565
859	0.2661167355
860	0.2658102039
861	0.2657589112
862	0.2656651362
863	0.2655468848
864	0.2654102553
865	0.2653938719
866	0.2653505224
867	0.2653382018
868	0.2652875966
869	0.2650802486
870	0.2650703583
871	0.2649451453
872	0.2649039651
873	0.264873234
874	0.2647398991
875	0.2647291527
876	0.2646977033
877	0.2644297167
878	0.2641525719
879	0.2640312434
880	0.2638541204
881	0.2637519876
882	0.263732608
883	0.263621293
884	0.2634397825
885	0.2632748757
886	0.2632561479
887	0.2631386139
888	0.2631348051
889	0.2630999679
890	0.2629810496
891	0.2627687284
892	0.2625777176
893	0.2624679281
894	0.2622659396
895	0.2622304448
896	0.2621870633
897	0.2620625353
898	0.2620191457
899	0.2617776764
900	0.2617293395
901	0.2615595149
902	0.261484675
903	0.2611387417
904	0.2611331395
905	0.2610665424
906	0.2608972703
907	0.2608516188
908	0.2607804543
909	0.2605957187
910	0.260557395
911	0.2604995955
912	0.2604697746
913	0.2603088765
914	0.260190296
915	0.260107391
916	0.2600259415
917	0.2600093254
918	0.2599548788
919	0.2598825804
920	0.2597687769
921	0.259753152
922	0.2595662822
923	0.2593659274
924	0.2592736371
925	0.2590839969
926	0.2590752905
927	0.2587432703
928	0.2586358934
929	0.2586054644
930	0.2585456915
931	0.2584774072
932	0.2582653273
933	0.258237735
934	0.2581992083
935	0.2581319373
936	0.2579521744
937	0.2578550707
938	0.2577667094
939	0.2576930508
940	0.2576835447
941	0.2575876461
942	0.2575592627
943	0.2575544943
944	0.2574556818
945	0.257448481
946	0.2573486204
947	0.2572669544
948	0.2570508075
949	0.2570084124
950	0.2568768669
951	0.2567900666
952	0.2567822322
953	0.2567463968
954	0.2566628389
955	0.2566027001
956	0.2565369157
957	0.2562235869
958	0.2561435264
959	0.2560946695
960	0.2560052357
961	0.2559476123
962	0.2558846813
963	0.2557412066
964	0.2556120884
965	0.2554019937
966	0.2553079163
967	0.2551402652
968	0.2550637904
969	0.2550047245
970	0.2549604276
971	0.2549508991
972	0.2549238067
973	0.2548483528
974	0.2547469865
975	0.2545709943
976	0.2545668871
977	0.2544367781
978	0.2542978518
979	0.2541471798
980	0.2539676714
981	0.2538521901
982	0.2537791732
983	0.2537199154
984	0.2536666983
985	0.2536401849
986	0.2533476869
987	0.2532777225
988	0.2531497244
989	0.2531394026
990	0.2530653945
991	0.2529586456
992	0.2528992759
993	0.2528300721
994	0.2527959565
995	0.252785863
996	0.2526461133
997	0.2524739655
998	0.2524162374
999	0.2524100507
