data,chuva,vazao,temp_max,temp_min,temp_med,evap
1970-01-01,0,"13,940","30,100","16,300","23,200","3,600"
1970-01-02,0,"12,790","30,600","17,600","24,100","2,800"
1970-01-03,0,"13,020","31,700","15,400","23,550","3,400"
1970-01-04,"1,200","12,560","30,400","17,100","23,750","2,600"
1970-01-05,0,"13,480","32,900","15,700","24,300","1,200"
1970-01-06,0,"12,560","32,400","18,300","25,350","2,900"
1970-01-07,0,"11,252","34,100","16,300","25,200","2,800"
1970-01-08,"0,800","11,464","35,500","18,900","27,200","3,500"
1970-01-09,3,"15,320","33,600","19,700","26,650","3,600"
1970-01-10,26,"23,260","25,700","18,700","22,200","2,500"
1970-01-11,"12,400","18,450",23,"11,600","17,300","1,400"
1970-01-12,0,"17,950",22,"10,600","16,300","0,800"
1970-01-13,"1,400","16,010","25,600","12,500","19,050","0,900"
1970-01-14,0,"14,630",31,"14,900","22,950","1,300"
1970-01-15,0,"16,700","31,500","15,600","23,550","1,800"
1970-01-16,0,"15,550","27,900","16,400","22,150","2,200"
1970-01-17,0,"13,710","28,100","18,100","23,100","1,800"
1970-01-18,0,"15,550","30,600","14,900","22,750","0,800"
1970-01-19,"14,600","26,460","26,300","15,900","21,100","1,500"
1970-01-20,"9,800","19,450","27,600","16,900","22,250","0,900"
1970-01-21,"26,600","28,620","26,400","14,300","20,350",1
1970-01-22,11,"45,740","29,600","14,100","21,850","0,800"
1970-01-23,0,"35,120","30,700","15,300",23,"1,400"
1970-01-24,0,"34,840","28,400","16,500","22,450","1,700"
1970-01-25,0,"25,110","33,100","16,200","24,650","1,700"
1970-01-26,"6,400","27,540","31,600","18,600","25,100","1,500"
1970-01-27,"7,600","32,020","31,900","17,900","24,900","1,300"
1970-01-28,"2,400","28,350","29,800","16,900","23,350","2,200"
1970-01-29,"29,200","26,460","29,900",17,"23,450","1,500"
1970-01-30,"7,400","19,200","32,100","18,300","25,200","1,600"
1970-01-31,0,"19,200","32,500","19,900","26,200","1,800"
1970-02-01,0,"16,700","33,400","16,300","24,850","1,800"
1970-02-02,0,"17,450","31,500","19,200","25,350","2,400"
1970-02-03,0,"16,010","31,800","15,900","23,850","3,100"
1970-02-04,0,"13,480","30,900","13,800","22,350","2,400"
1970-02-05,0,"13,250","32,300","15,600","23,950","2,800"
1970-02-06,0,"12,330","31,600","17,200","24,400","3,600"
1970-02-07,0,"12,790","32,300","15,400","23,850","3,200"
1970-02-08,0,"11,888","31,900","16,500","24,200","2,800"
1970-02-09,0,"13,020","33,100","15,800","24,450","2,300"
1970-02-10,0,"11,252","34,400","17,600",26,"3,200"
1970-02-11,0,"11,252","31,700","15,400","23,550","3,200"
1970-02-12,0,"12,560","30,900","16,800","23,850","3,100"
1970-02-13,0,"11,888","31,500","16,300","23,900","2,900"
1970-02-14,0,"11,464","31,200","16,300","23,750","3,100"
1970-02-15,0,"12,330","30,500","16,600","23,550","2,300"
1970-02-16,0,"11,040","27,900","16,800","22,350","2,200"
1970-02-17,0,"12,100","32,500","14,900","23,700","2,100"
1970-02-18,0,"11,676","31,900","17,300","24,600","3,200"
1970-02-19,"8,200","13,020","26,400","15,300","20,850","2,400"
1970-02-20,16,"15,090","25,100","16,300","20,700","0,800"
1970-02-21,"24,600",23,"28,900","15,400","22,150","0,700"
1970-02-22,"4,400","15,780","29,800","14,900","22,350",2
1970-02-23,0,"15,320","31,100","18,400","24,750","1,100"
1970-02-24,0,"13,940","27,600","14,800","21,200","2,400"
1970-02-25,0,"13,480","26,900","13,400","20,150","1,300"
1970-02-26,6,"13,480","27,900","12,600","20,250",1
1970-02-27,9,"19,450","27,900","13,100","20,500","1,300"
1970-02-28,0,"15,090","28,700","15,400","22,050","1,500"
1970-03-01,0,"13,480","27,200","16,400","21,800",2
1970-03-02,0,"12,330","29,500","14,400","21,950","1,900"
1970-03-03,"1,400","12,330","26,700","13,600","20,150","2,400"
1970-03-04,"1,800","12,560","30,200","14,700","22,450",1
1970-03-05,0,"12,560","30,500","15,900","23,200","2,600"
1970-03-06,0,"12,330","29,200","17,600","23,400","2,800"
1970-03-07,"10,400","13,710","30,100","16,400","23,250","2,300"
1970-03-08,"4,200","12,790","30,600","15,900","23,250","1,800"
1970-03-09,"1,400","12,560","30,900","16,600","23,750","1,400"
1970-03-10,0,"12,790","32,500","17,400","24,950","1,600"
1970-03-11,"2,800","13,710","33,300","16,900","25,100",2
1970-03-12,0,"13,020","33,100","19,400","26,250",2
1970-03-13,0,"11,676",32,"18,400","25,200","3,100"
1970-03-14,"27,200","26,460","25,800","15,900","20,850",2
1970-03-15,20,"20,450","29,500","14,600","22,050","0,800"
1970-03-16,0,"16,240","31,400","16,300","23,850","1,500"
1970-03-17,0,"13,940","27,200","13,100","20,150","2,400"
1970-03-18,"1,200","16,700","29,600","15,100","22,350","0,300"
1970-03-19,0,"14,630","30,600","16,200","23,400","2,400"
1970-03-20,0,"12,330","30,800","18,900","24,850","1,800"
1970-03-21,0,"12,100","31,500","16,900","24,200","1,500"
1970-03-22,0,"12,330","33,900","17,900","25,900",2
1970-03-23,0,"11,676","32,800","18,600","25,700","2,100"
1970-03-24,0,"11,040","34,400","17,500","25,950","2,100"
1970-03-25,0,"11,252","29,300","17,300","23,300","3,300"
1970-03-26,0,"11,252","25,300","13,100","19,200","2,800"
1970-03-27,0,"11,040","24,600","13,900","19,250",2
1970-03-28,0,"9,371","26,100","12,700","19,400",1
1970-03-29,0,"12,100","29,400","14,800","22,100","1,100"
1970-03-30,0,"11,464","31,600","16,200","23,900","1,900"
1970-03-31,"1,200","12,330","30,300","15,300","22,800",2
1970-04-01,"1,400","12,790","28,800","15,400","22,100","1,500"
1970-04-02,0,"12,560",30,"12,900","21,450","1,300"
1970-04-03,0,"8,356","31,100","14,600","22,850","1,500"
1970-04-04,"1,200","13,020","29,600","15,500","22,550","2,500"
1970-04-05,"3,800","14,630","31,400","17,900","24,650","1,100"
1970-04-06,0,"13,480","24,800","15,200",20,"2,400"
1970-04-07,"4,600","14,860","22,400",14,"18,200","0,900"
1970-04-08,"1,800","12,560","22,800","11,500","17,150","0,700"
1970-04-09,"1,200","12,560","25,600","10,600","18,100","0,700"
1970-04-10,0,"12,330","26,600","12,300","19,450","1,800"
1970-04-11,0,"10,828","23,700","11,900","17,800","1,800"
1970-04-12,0,"11,040","28,900","13,400","21,150","1,100"
1970-04-13,"3,200","14,860","27,600","10,600","19,100","1,100"
1970-04-14,0,"11,888","28,800","14,200","21,500","1,200"
1970-04-15,23,"19,450","28,600","15,400",22,"1,400"
1970-04-16,0,"13,250","29,600","16,400",23,"1,300"
1970-04-17,0,"12,560","28,200","11,900","20,050",2
1970-04-18,0,"11,888","28,500","11,400","19,950","1,900"
1970-04-19,0,"11,464","29,300","12,300","20,800","1,400"
1970-04-20,0,"11,676","29,500","11,100","20,300","1,700"
1970-04-21,0,"11,676","29,600","12,800","21,200","1,600"
1970-04-22,0,"11,676","29,300","13,700","21,500","1,500"
1970-04-23,0,"10,404","28,400","10,800","19,600","1,900"
1970-04-24,0,"6,240","28,900","11,900","20,400","1,800"
1970-04-25,0,"7,760","28,400","12,900","20,650","1,300"
1970-04-26,0,"11,040","29,500","10,500",20,"1,600"
1970-04-27,0,"10,828","31,900","10,200","21,050","1,600"
1970-04-28,0,"10,828","30,600","13,600","22,100","1,900"
1970-04-29,0,"10,828","27,200","14,900","21,050",2
1970-04-30,41,"27,270","21,100","11,900","16,500","1,500"
1970-05-01,,,"25,800","10,600","18,200","0,800"
1970-05-02,,,"30,300","15,400","22,850","0,600"
1970-05-03,,,"27,600","16,700","22,150","1,200"
1970-05-04,,,28,"15,500","21,750",1
1970-05-05,,,"29,900","13,800","21,850","0,900"
1970-05-06,,,"30,200","12,600","21,400","1,800"
1970-05-07,,,"29,100","15,600","22,350","1,800"
1970-05-08,,,"29,900","10,600","20,250","2,100"
1970-05-09,,,"27,500","12,600","20,050","1,800"
1970-05-10,,,"28,200","13,400","20,800","1,400"
1970-05-11,,,"29,300","11,900","20,600","1,100"
1970-05-12,,,"28,400",12,"20,200","2,300"
1970-05-13,,,"26,300","12,800","19,550","1,700"
1970-05-14,,,25,"11,200","18,100","1,700"
1970-05-15,,,"28,300","10,300","19,300","1,900"
1970-05-16,,,30,"14,400","22,200","1,600"
1970-05-17,,,"28,100","13,500","20,800","1,800"
1970-05-18,,,"29,600","12,600","21,100","1,400"
1970-05-19,,,"30,600","14,800","22,700","1,700"
1970-05-20,,,"31,900","14,800","23,350","4,300"
1970-05-21,,,"22,900","13,800","18,350","3,100"
1970-05-22,,,"21,600","12,700","17,150","1,300"
1970-05-23,,,"24,300","11,600","17,950","1,400"
1970-05-24,,,"25,900","12,600","19,250","0,400"
1970-05-25,,,"25,300","7,900","16,600","1,500"
1970-05-26,,,"23,500","7,500","15,500","1,600"
1970-05-27,,,"28,400",8,"18,200","0,300"
1970-05-28,,,"28,700","9,100","18,900","1,700"
1970-05-29,,,"28,400","7,400","17,900",2
1970-05-30,,,"27,900","7,100","17,500","2,500"
1970-05-31,,,29,"9,500","19,250","1,600"
1970-06-01,0,"9,980","28,100","9,300","18,700","1,200"
1970-06-02,0,"10,192","28,600","8,500","18,550","1,700"
1970-06-03,0,"9,777","27,300","10,400","18,850","1,700"
1970-06-04,0,"9,168","28,200","7,900","18,050","1,500"
1970-06-05,0,"9,371","29,900","10,100",20,"1,800"
1970-06-06,0,"9,777","30,200","13,600","21,900","1,700"
1970-06-07,0,"9,574","28,400","9,500","18,950","2,800"
1970-06-08,0,"9,371","27,800","10,200",19,"2,400"
1970-06-09,0,"9,777","26,700","15,100","20,900","1,800"
1970-06-10,"1,800","10,404",26,"13,200","19,600","1,300"
1970-06-11,0,"10,192","26,600","9,600","18,100","1,300"
1970-06-12,0,"9,980","28,100","8,600","18,350","1,500"
1970-06-13,0,"9,980","30,600","9,800","20,200","1,700"
1970-06-14,0,"10,192","31,200","10,200","20,700",2
1970-06-15,0,"9,168","30,600",10,"20,300","1,800"
1970-06-16,0,"9,980","24,800","10,900","17,850","2,700"
1970-06-17,0,"9,980","23,100","8,900",16,"1,300"
1970-06-18,0,"9,574","25,700","8,900","17,300","1,900"
1970-06-19,0,"7,190","28,600","7,600","18,100","1,400"
1970-06-20,0,"8,965","26,400","12,700","19,550","1,500"
1970-06-21,0,"7,950","25,400","10,900","18,150","1,100"
1970-06-22,0,"8,356","28,500","7,300","17,900","1,500"
1970-06-23,0,"8,356","29,600","8,100","18,850","1,900"
1970-06-24,4,"9,777","19,900","12,800","16,350","2,600"
1970-06-25,"5,200","9,371","17,600","10,600","14,100","1,100"
1970-06-26,"3,800","10,616","18,300","9,100","13,700","0,300"
1970-06-27,"6,800","10,192","19,900","10,700","15,300","0,500"
1970-06-28,0,"10,192","24,500","11,400","17,950","0,300"
1970-06-29,0,"9,980","27,600","10,600","19,100","0,800"
1970-06-30,0,"9,574","26,900","10,500","18,700","1,700"
1970-07-01,0,"9,371","23,900","9,800","16,850","1,900"
1970-07-02,0,"8,153","27,500","7,500","17,500","1,200"
1970-07-03,0,"7,760","23,600","8,500","16,050","2,500"
1970-07-04,0,"7,190","24,500","11,600","18,050","1,700"
1970-07-05,0,"7,190","24,600","10,100","17,350","2,600"
1970-07-06,0,7,"25,600","6,500","16,050","0,300"
1970-07-07,0,"7,380","26,800","5,100","15,950","1,500"
1970-07-08,0,"7,570","28,600","5,900","17,250","2,200"
1970-07-09,0,"6,240","20,100","12,400","16,250","2,500"
1970-07-10,0,"7,950",20,"11,300","15,650","1,200"
1970-07-11,0,"7,380","19,900","10,800","15,350","1,700"
1970-07-12,0,"7,760","22,100","6,800","14,450","0,300"
1970-07-13,"1,600","7,760","24,400","10,600","17,500",1
1970-07-14,0,"7,380","25,300","11,300","18,300","1,600"
1970-07-15,"1,400","6,430","21,600","11,400","16,500",2
1970-07-16,0,"7,760","22,100","10,100","16,100","0,700"
1970-07-17,"1,200","7,950","21,500","9,100","15,300","2,800"
1970-07-18,0,"7,380","23,100","11,800","17,450","1,900"
1970-07-19,0,7,"22,700","8,900","15,800","2,300"
1970-07-20,0,"7,190","24,100","5,100","14,600","1,300"
1970-07-21,0,"7,760","22,400","12,100","17,250","1,700"
1970-07-22,"2,600","7,950","21,500","12,300","16,900","0,800"
1970-07-23,0,"8,559","22,600","12,100","17,350",1
1970-07-24,0,"7,760","21,500","10,800","16,150","1,600"
1970-07-25,"1,400","9,168","20,800","11,900","16,350","1,100"
1970-07-26,"5,400","10,192","24,200","12,500","18,350","0,900"
1970-07-27,0,"9,168","24,800","12,100","18,450","1,200"
1970-07-28,0,"8,762","27,600","10,900","19,250","1,700"
1970-07-29,0,"7,760","28,100","10,100","19,100","1,900"
1970-07-30,0,"7,760","28,500","9,900","19,200","2,400"
1970-07-31,0,"8,153","29,600","11,100","20,350","2,500"
1970-08-01,0,"7,570","25,600","13,400","19,500","2,500"
1970-08-02,0,"7,380","26,700","8,100","17,400","2,300"
1970-08-03,0,"6,620","27,100","12,200","19,650","3,200"
1970-08-04,0,"7,380","26,300","11,300","18,800","1,800"
1970-08-05,0,"7,380","27,900","12,400","20,150","2,200"
1970-08-06,0,"7,190","30,600","10,500","20,550","2,600"
1970-08-07,0,7,"28,900","11,600","20,250","2,400"
1970-08-08,0,"6,240","30,100","11,500","20,800","1,900"
1970-08-09,"7,200","7,760","18,500","10,300","14,400","3,100"
1970-08-10,"4,800","8,559","17,500","10,200","13,850",1
1970-08-11,0,"9,574","23,100","8,600","15,850","1,100"
1970-08-12,0,"9,168","19,900","5,600","12,750","2,800"
1970-08-13,0,"7,380","22,600","4,800","13,700","2,100"
1970-08-14,0,"7,570","23,600","5,100","14,350","2,300"
1970-08-15,0,"7,190","26,900","5,200","16,050","1,700"
1970-08-16,0,"7,190","25,600","6,800","16,200","2,700"
1970-08-17,0,"7,190","23,300","12,600","17,950","2,500"
1970-08-18,0,7,"22,900","10,400","16,650","2,100"
1970-08-19,"3,200","7,570","24,500","9,500",17,"2,600"
1970-08-20,0,"7,380","25,300","7,200","16,250","2,100"
1970-08-21,0,"7,380","26,200","9,200","17,700","2,300"
1970-08-22,0,"7,190","26,600","8,200","17,400","2,300"
1970-08-23,0,"7,190","30,400","7,400","18,900","1,700"
1970-08-24,0,7,"30,200","11,300","20,750","3,100"
1970-08-25,0,"6,810","30,500","10,800","20,650","3,300"
1970-08-26,7,"7,760","22,500","13,200","17,850","3,300"
1970-08-27,0,"7,760","22,400","11,500","16,950","0,400"
1970-08-28,"7,400",7,26,"9,600","17,800","0,700"
1970-08-29,"4,200","9,371","27,300","13,100","20,200","1,400"
1970-08-30,"8,400","12,100","22,100","12,500","17,300","1,500"
1970-08-31,0,"11,888","25,400","8,900","17,150","0,800"
1970-09-01,"4,200","9,371","18,500","6,700","12,600","2,300"
1970-09-02,0,"7,950","19,900","8,200","14,050","1,800"
1970-09-03,0,"6,810",21,"9,600","15,300","1,100"
1970-09-04,0,7,"21,600","13,300","17,450","1,200"
1970-09-05,"1,200","7,380","22,700","13,200","17,950","0,500"
1970-09-06,0,"7,570","28,200","14,100","21,150","1,100"
1970-09-07,0,"7,760","27,500","11,600","19,550","1,600"
1970-09-08,0,"6,620","20,900","14,500","17,700","1,600"
1970-09-09,0,"7,380","19,900","12,600","16,250","1,100"
1970-09-10,"13,300","8,559","24,400","10,700","17,550","0,700"
1970-09-11,"9,200","11,040","28,500","13,800","21,150","0,900"
1970-09-12,0,"9,168","29,200","11,700","20,450","1,400"
1970-09-13,0,"8,153","29,400","15,600","22,500","1,500"
1970-09-14,0,"7,570","29,900","13,300","21,600","1,300"
1970-09-15,0,"12,790","21,700","13,800","17,750","0,700"
1970-09-16,"13,200","13,020","17,600","12,100","14,850","1,300"
1970-09-17,"1,800","13,020","26,400","10,500","18,450","0,700"
1970-09-18,0,"11,040","24,500","16,100","20,300","1,400"
1970-09-19,0,"10,616","28,600","12,900","20,750","1,400"
1970-09-20,0,"9,574","31,200",13,"22,100",2
1970-09-21,0,"7,760","30,100","12,900","21,500","2,500"
1970-09-22,0,"7,950","28,500","12,700","20,600","3,100"
1970-09-23,0,"8,559","27,800","15,200","21,500","2,400"
1970-09-24,0,"7,950","30,100","12,600","21,350",2
1970-09-25,0,"7,950","28,100","15,700","21,900","3,300"
1970-09-26,1,"8,559","22,600","14,200","18,400","1,900"
1970-09-27,"1,200","8,559","21,800","12,900","17,350","0,800"
1970-09-28,0,"8,153","22,300","11,200","16,750","2,200"
1970-09-29,"3,400","6,810","19,500","11,400","15,450","1,400"
1970-09-30,"0,400","9,168","28,900","12,600","20,750","0,300"
1970-10-01,"17,800","11,888","27,800","14,800","21,300","1,700"
1970-10-02,0,"8,153","28,400","15,900","22,150","2,700"
1970-10-03,"2,600","11,676","28,200","15,400","21,800","0,800"
1970-10-04,"26,200","16,470","18,800","11,400","15,100","2,400"
1970-10-05,"14,400","10,828","20,400","12,600","16,500","1,400"
1970-10-06,"0,800","12,330","23,500","11,100","17,300","0,900"
1970-10-07,0,"10,192","26,900","11,900","19,400","1,800"
1970-10-08,0,"9,371","29,200","14,900","22,050",2
1970-10-09,"2,800","8,965","29,600","15,400","22,500",3
1970-10-10,0,"8,762","29,200","12,600","20,900","3,200"
1970-10-11,0,"8,762","22,400","14,600","18,500","3,300"
1970-10-12,0,"8,559","31,500","17,600","24,550","2,400"
1970-10-13,"30,600","11,040","23,900","13,200","18,550","3,300"
1970-10-14,"1,200","13,250",,,,
1970-10-15,0,"9,574","26,500","17,500",22,"1,100"
1970-10-16,0,"10,616","29,200","16,100","22,650","1,300"
1970-10-17,0,"10,192","27,300","16,200","21,750","2,700"
1970-10-18,"24,200","13,250","24,200","17,500","20,850",2
1970-10-19,0,"14,400","27,900","18,600","23,250","0,400"
1970-10-20,0,"10,828","30,700","18,900","24,800","1,700"
1970-10-21,0,"8,559","31,600","16,100","23,850","2,900"
1970-10-22,0,"7,760","29,500","18,400","23,950","2,900"
1970-10-23,"36,400","20,700","28,600","18,800","23,700","1,500"
1970-10-24,6,"18,950","24,400","17,600",21,"1,500"
1970-10-25,"2,400","20,200","23,500","18,100","20,800","0,800"
1970-10-26,"1,800","13,940","26,900","18,700","22,800","1,100"
1970-10-27,0,"9,371","27,300","18,300","22,800","1,100"
1970-10-28,0,"10,404","24,500","18,800","21,650","2,900"
1970-10-29,0,"10,404","24,500","17,900","21,200","1,700"
1970-10-30,0,"9,980","23,700","17,900","20,800","1,400"
1970-10-31,"1,800","10,404","24,400","17,500","20,950","1,400"
1970-11-01,0,"11,040","28,900","16,100","22,500","2,300"
1970-11-02,0,"10,828","30,800","14,500","22,650","1,900"
1970-11-03,"9,200","9,574","23,600","17,100","20,350","2,300"
1970-11-04,"4,400","9,777","22,500","16,900","19,700","1,800"
1970-11-05,0,"8,356","32,100","16,600","24,350","1,500"
1970-11-06,0,"10,616","28,900",19,"23,950","2,700"
1970-11-07,0,"11,888","26,900","18,500","22,700","2,600"
1970-11-08,"11,400","19,200","21,100","17,400","19,250","2,400"
1970-11-09,"54,200","41,400","21,800","17,200","19,500","1,500"
1970-11-10,0,27,"26,800","17,300","22,050","1,100"
1970-11-11,0,"16,700","27,400","16,600",22,"2,800"
1970-11-12,0,"16,010","25,100","18,800","21,950","2,800"
1970-11-13,0,"14,860","32,500","19,600","26,050","1,500"
1970-11-14,"8,600","14,630","26,700","19,500","23,100",3
1970-11-15,"10,400","15,090","31,100","17,600","24,350","0,700"
1970-11-16,0,"11,888","30,200","17,800",24,"4,500"
1970-11-17,0,"10,404","31,100","18,700","24,900","4,100"
1970-11-18,"5,800","10,616","32,700","17,500","25,100","3,300"
1970-11-19,"32,800","15,780","23,900",19,"21,450","2,200"
1970-11-20,"3,800","13,020","21,300","17,600","19,450","0,700"
1970-11-21,"1,600","13,020","28,500",18,"23,250",1
1970-11-22,"37,400","19,700","27,400","17,600","22,500","1,300"
1970-11-23,0,"18,950","25,400","15,100","20,250","1,400"
1970-11-24,0,"12,790","26,400","15,400","20,900","2,800"
1970-11-25,0,"11,676","27,600","11,300","19,450","3,700"
1970-11-26,0,"11,464","26,900","17,700","22,300","3,400"
1970-11-27,0,"9,777","25,800","16,400","21,100","2,700"
1970-11-28,"14,600","23,260","27,900","18,400","23,150",1
1970-11-29,"7,400","18,200","28,700","19,500","24,100","1,400"
1970-11-30,"4,800","14,170","30,200","17,600","23,900","1,600"
1970-12-01,"1,400","15,550","28,400","21,100","24,750","2,400"
1970-12-02,"30,200","20,950","31,400","18,900","25,150","1,300"
1970-12-03,0,"14,170","27,100","18,700","22,900","3,300"
1970-12-04,0,"10,616","27,200","16,700","21,950",3
1970-12-05,0,"11,464","29,900","18,300","24,100","2,700"
1970-12-06,0,"9,980","32,300","16,700","24,500","2,900"
1970-12-07,"1,400","11,676","30,400","19,200","24,800","2,700"
1970-12-08,0,"11,252","30,300","18,700","24,500","1,400"
1970-12-09,0,"10,828","33,300","18,100","25,700","2,500"
1970-12-10,0,"10,404","31,900","19,500","25,700","3,200"
1970-12-11,0,"10,192","34,300","17,700",26,"2,800"
1970-12-12,0,"9,371","35,800","20,100","27,950",4
1970-12-13,"15,800","9,777","34,200","20,900","27,550","4,100"
1970-12-14,0,"6,240","33,100","19,700","26,400","3,500"
1970-12-15,"6,600","9,371","33,300",20,"26,650","2,500"
1970-12-16,"18,400","17,700","31,900","20,200","26,050","2,100"
1970-12-17,"14,400","22,740","32,200","19,800",26,"1,500"
1970-12-18,0,"15,780","32,500","18,100","25,300","2,500"
1970-12-19,0,"12,790","33,600","19,200","26,400","2,700"
1970-12-20,"4,600","16,010","29,300","19,200","24,250","2,700"
1970-12-21,"10,800","17,700","31,800","21,900","26,850",2
1970-12-22,0,"14,860",34,"15,900","24,950","2,400"
1970-12-23,0,"13,480","34,300","16,700","25,500","3,200"
1970-12-24,0,"8,965","34,500","17,400","25,950","3,300"
1970-12-25,"6,400","10,192","33,400","18,500","25,950",4
1970-12-26,"1,800","12,330","32,600","18,600","25,600","1,700"
1970-12-27,0,"10,404","32,300","18,600","25,450","2,800"
1970-12-28,0,"9,777","32,600","17,400",25,"3,100"
1970-12-29,0,"6,050","34,400","16,900","25,650","3,200"
1970-12-30,0,"7,380","35,800","16,800","26,300","4,100"
1970-12-31,0,"5,525","34,700","19,500","27,100","3,800"
1971-01-01,0,"5,700","33,500","20,900","27,200","4,200"
1971-01-02,"7,400","5,525","32,400","19,900","26,150","2,700"
1971-01-03,"1,800",7,"31,400","19,200","25,300","2,500"
1971-01-04,"56,400","20,200","32,600","19,600","26,100","1,700"
1971-01-05,3,"22,480","34,200","19,200","26,700","1,600"
1971-01-06,0,"15,090","32,800","20,700","26,750","2,500"
1971-01-07,0,"12,790","32,700","18,500","25,600","3,200"
1971-01-08,0,"10,404","33,600","17,600","25,600","3,200"
1971-01-09,0,"10,616","33,400","17,200","25,300","3,400"
1971-01-10,0,"9,371","32,400","18,200","25,300","3,100"
1971-01-11,0,"8,965","32,900","19,600","26,250","2,200"
1971-01-12,0,"8,356","32,500","19,200","25,850","2,800"
1971-01-13,0,"6,050","33,100","19,600","26,350","3,500"
1971-01-14,0,"6,050","24,900","19,800","22,350","3,300"
1971-01-15,"35,200","10,828","25,600","18,900","22,250","0,600"
1971-01-16,"0,400","15,320","28,700","19,400","24,050","1,500"
1971-01-17,"5,600","10,828","24,600","18,500","21,550","1,500"
1971-01-18,17,"12,100","26,700","19,900","23,300","0,600"
1971-01-19,"7,400","24,570","28,800","17,700","23,250","1,100"
1971-01-20,0,"14,400","32,400","17,200","24,800","1,100"
1971-01-21,0,"12,560","32,800","17,600","25,200",3
1971-01-22,0,"11,676","33,200","17,500","25,350","3,100"
1971-01-23,0,"10,404","33,200","17,200","25,200","2,100"
1971-01-24,0,"6,620","33,600","16,500","25,050","2,600"
1971-01-25,0,"6,810","34,500","16,800","25,650","2,500"
1971-01-26,0,"6,620","33,900","15,900","24,900","2,800"
1971-01-27,0,"5,875","33,100","13,500","23,300","3,300"
1971-01-28,0,"6,050",33,"16,900","24,950","3,600"
1971-01-29,0,"6,050","32,400",16,"24,200","3,900"
1971-01-30,0,"5,175","32,700","18,100","25,400","2,600"
1971-01-31,0,"4,650","35,600","16,600","26,100","2,500"
1971-02-01,,,"35,300","18,700",27,"3,900"
1971-02-02,,,"34,900","14,800","24,850",5
1971-02-03,,,"34,300","16,200","25,250","3,200"
1971-02-04,,,"35,800","16,200",26,"3,800"
1971-02-05,,,"34,300","18,100","26,200","3,200"
1971-02-06,,,"32,700","18,200","25,450","3,200"
1971-02-07,,,"34,600","18,600","26,600","3,200"
1971-02-08,,,"34,200","16,700","25,450","2,300"
1971-02-09,,,"34,400","16,800","25,600","2,800"
1971-02-10,,,"33,700","17,900","25,800","2,400"
1971-02-11,,,"33,900","16,600","25,250","4,300"
1971-02-12,,,"34,200","17,800",26,"3,400"
1971-02-13,,,"34,200","18,200","26,200","2,400"
1971-02-14,,,"34,600","19,400",27,"3,200"
1971-02-15,,,"34,200","20,300","27,250","2,500"
1971-02-16,,,"32,500","19,800","26,150","2,900"
1971-02-17,,,"34,300","15,800","25,050","2,600"
1971-02-18,,,"33,900","17,600","25,750",3
1971-02-19,,,"34,600",18,"26,300","2,900"
1971-02-20,,,"35,600",19,"27,300","2,500"
1971-02-21,,,"33,800","20,700","27,250","2,200"
1971-02-22,,,"32,400","20,400","26,400","1,800"
1971-02-23,,,"36,600","19,100","27,850","1,200"
1971-02-24,,,"34,500","18,500","26,500","0,800"
1971-02-25,,,"34,300","19,300","26,800","3,800"
1971-02-26,,,"29,600","20,200","24,900","2,100"
1971-02-27,,,"27,600","20,100","23,850","2,100"
1971-02-28,,,"27,900","18,800","23,350","2,200"
1971-03-01,"2,600","6,430","31,400","15,500","23,450","1,200"
1971-03-02,"5,600","5,875","31,600","18,400",25,"1,900"
1971-03-03,0,"4,475","30,700","18,300","24,500","1,800"
1971-03-04,0,5,"27,900","18,600","23,250","2,300"
1971-03-05,0,"4,825","31,200","18,400","24,800","1,500"
1971-03-06,8,"9,371","25,600","19,700","22,650",2
1971-03-07,"7,200","12,330","29,300","19,700","24,500","0,600"
1971-03-08,"22,600","11,040","32,400","20,800","26,600","1,500"
1971-03-09,"11,200","16,010","29,800","20,200",25,"1,600"
1971-03-10,45,"16,470","30,400","20,800","25,600","0,900"
1971-03-11,"3,600","25,920","30,500","21,100","25,800",1
1971-03-12,"6,600","17,450","30,700","20,600","25,650","0,900"
1971-03-13,0,"16,010","32,300","17,600","24,950","0,800"
1971-03-14,0,"13,940","32,700","15,600","24,150","1,700"
1971-03-15,0,"6,810","33,600","16,300","24,950","1,900"
1971-03-16,0,"7,380","32,600","17,400",25,"1,500"
1971-03-17,0,"6,430","31,400","17,200","24,300",2
1971-03-18,0,"6,810","33,400","17,200","25,300","1,500"
1971-03-19,0,"5,700","31,500","19,400","25,450","1,600"
1971-03-20,0,"5,700","31,900","19,500","25,700","2,200"
1971-03-21,0,"6,240","31,800","18,600","25,200","2,100"
1971-03-22,"3,200","7,190","31,300","19,600","25,450","1,600"
1971-03-23,"6,200","7,380","31,200","19,800","25,500","1,700"
1971-03-24,0,"6,810","32,400","18,700","25,550","1,500"
1971-03-25,0,"6,050","31,600","19,300","25,450","2,400"
1971-03-26,"2,800","5,525","30,700","19,900","25,300","1,800"
1971-03-27,0,"5,525","31,900","20,200","26,050","2,300"
1971-03-28,0,"5,350","31,100","18,200","24,650","1,900"
1971-03-29,0,"4,300","32,300","18,400","25,350","1,700"
1971-03-30,"19,200",5,"29,600","18,700","24,150","1,600"
1971-03-31,0,"7,190","31,600","20,800","26,200","0,900"
1971-04-01,0,"6,050","31,400","19,900","25,650","1,900"
1971-04-02,0,"5,875","31,500","18,600","25,050","1,500"
