data,chuva,vazao,temp_max,temp_min,temp_med,evap
1979-08-15,0,"11,040",,,,
1979-08-16,0,"11,252",,,,
1979-08-17,0,"10,616",,,,
1979-08-18,0,"10,616",,,,
1979-08-19,"3,800","11,676","21,900","15,500","18,700","1,900"
1979-08-20,"4,600","12,330","24,200","16,600","20,400","0,400"
1979-08-21,"0,800","11,888",,,,
1979-08-22,0,"11,676",,,,
1979-08-23,0,"11,252","28,300","15,200","21,750","1,700"
1979-08-24,0,"10,828",,,,
1979-08-25,0,"11,040",,,,
1979-08-26,0,"11,252",,,,
1979-08-27,"18,800","13,710","21,800","15,600","18,700","2,700"
1979-08-28,"2,400","13,480",,,,
1979-08-29,0,"11,676",,,,
1979-08-30,0,"11,040",,,,
1979-08-31,0,"11,252",,,,
1979-09-01,0,"11,040","30,400","10,900","20,650","3,200"
1979-09-02,0,"10,616",,,,
1979-09-03,0,"10,616","27,600","14,500","21,050","3,900"
1979-09-04,0,"10,616",,,,
1979-09-05,"2,200","11,252",,,,
1979-09-06,0,"10,616",,,,
1979-09-07,0,"10,192",,,,
1979-09-08,0,"10,404",,,,
1979-09-09,0,"9,371",,,,
1979-09-10,0,"9,168",,,,
1979-09-11,"0,200","10,192",,,,
1979-09-12,2,"10,404",,,,
1979-09-13,"0,200","10,828",,,,
1979-09-14,0,"11,676",,,,
1979-09-15,"18,600","13,940","21,300","15,300","18,300","0,500"
1979-09-16,0,"15,320","24,500","14,900","19,700","1,200"
1979-09-17,0,"13,480",,,,
1979-09-18,0,"16,470",,,,
1979-09-19,0,"13,020",,,,
1979-09-20,0,"11,464",,,,
1979-09-21,0,"10,828",,,,
1979-09-22,0,"10,404",,,,
1979-09-23,0,"10,828","25,300","16,900","21,100","2,200"
1979-09-24,0,"10,404",,,,
1979-09-25,0,"10,404",,,,
1979-09-26,0,"10,192",,,,
1979-09-27,0,"10,192",,,,
1979-09-28,0,"10,404",,,,
1979-09-29,0,"9,980",,,,
1979-09-30,0,"9,980","33,400","16,500","24,950","2,300"
1979-10-01,0,"9,574","33,600","16,900","25,250","2,400"
1979-10-02,0,"9,574",,,,
1979-10-03,"2,800","9,574",,,,
1979-10-04,0,"9,777","29,500","17,100","23,300","1,800"
1979-10-05,0,"9,574","29,300","18,300","23,800","2,100"
1979-10-06,0,"9,574","30,200","16,500","23,350","2,900"
1979-10-07,0,"9,574","31,500","15,900","23,700","2,700"
1979-10-08,0,"9,777","25,800","17,600","21,700","3,900"
1979-10-09,9,"10,404","30,300","18,100","24,200","1,900"
1979-10-10,0,"9,777","28,600","19,900","24,250","3,400"
1979-10-11,0,"9,777","27,600","17,500","22,550","2,400"
1979-10-12,0,"9,574","26,800","16,900","21,850","2,600"
1979-10-13,0,"9,574",,,,
1979-10-14,0,"9,574","27,400","18,800","23,100","2,200"
1979-10-15,"3,400","10,404","25,600","19,100","22,350","2,600"
1979-10-16,6,"10,828","31,400","20,200","25,800",1
1979-10-17,0,"10,192",,,,
1979-10-18,"0,600","10,192","25,900",14,"19,950","1,500"
1979-10-19,0,"10,404","28,200","16,600","22,400","2,100"
1979-10-20,0,"10,616","27,400","12,600",20,"3,200"
1979-10-21,0,"10,404","26,500","15,500",21,"2,800"
1979-10-22,0,"10,192","29,500","12,500",21,"2,100"
1979-10-23,0,"10,192","31,700","13,200","22,450","2,700"
1979-10-24,0,"10,404","34,600","14,500","24,550","2,900"
1979-10-25,0,"10,192","33,500","15,200","24,350","3,700"
1979-10-26,0,"9,980","35,200","16,600","25,900","4,600"
1979-10-27,0,"10,192","30,800","20,500","25,650","1,900"
1979-10-28,"25,200","10,616","30,400","20,300","25,350","1,800"
1979-10-29,0,"10,404","33,300","19,100","26,200","1,900"
1979-10-30,"0,800","10,404","34,800","18,300","26,550","1,500"
1979-10-31,13,"14,170",,,,
1979-11-01,"37,200","20,700","30,700","21,100","25,900","1,800"
1979-11-02,"22,400","16,240","26,600","20,300","23,450","1,800"
1979-11-03,12,"14,630","27,900","20,500","24,200","0,800"
1979-11-04,"1,200","14,400","29,900","20,800","25,350","1,400"
1979-11-05,"6,800","13,250","28,700","17,300",23,"1,800"
1979-11-06,0,"11,040",28,"17,500","22,750","3,800"
1979-11-07,0,"10,616","32,600","16,900","24,750","3,700"
1979-11-08,0,"11,040","29,400","18,100","23,750","2,700"
1979-11-09,"11,200","17,200","30,700","18,800","24,750","4,600"
1979-11-10,"39,800","25,920",,,,
1979-11-11,"19,400","24,300","30,500",17,"23,750","1,300"
1979-11-12,0,"16,010","23,400","15,300","19,350","3,600"
1979-11-13,0,"13,020","33,800","17,300","25,550","2,200"
1979-11-14,0,"9,168","32,600","18,200","25,400","3,700"
1979-11-15,0,"11,676","31,500","17,600","24,550","2,100"
1979-11-16,0,"11,676","29,800","18,800","24,300","3,200"
1979-11-17,0,"9,980","30,800","19,700","25,250","3,600"
1979-11-18,0,"10,828","31,900","16,500","24,200","1,700"
1979-11-19,0,"12,560","33,400","17,600","25,500","1,600"
1979-11-20,"3,200","15,780","24,200","19,700","21,950","3,300"
1979-11-21,"0,400","14,170",,,,
1979-11-22,0,"12,790","30,600","18,900","24,750",2
1979-11-23,0,"17,450","31,900","20,900","26,400","3,500"
1979-11-24,"23,200","26,460","31,300","18,600","24,950","1,400"
1979-11-25,"42,200","30,860","31,900","19,500","25,700","2,700"
1979-11-26,"49,400","34,840",,,,
1979-11-27,8,"24,300","24,600","15,400",20,"2,400"
1979-11-28,0,"16,240","25,700","14,500","20,100","3,700"
1979-11-29,0,"14,170","28,200","13,600","20,900","2,800"
1979-11-30,0,"13,710","30,400","14,800","22,600","2,100"
1979-12-01,0,"12,560","32,700","15,100","23,900","4,600"
1979-12-02,0,"13,250",,,,
1979-12-03,3,"16,950",,,,
1979-12-04,"27,600","27,270",,,,
1979-12-05,"23,200","33,720",,,,
1979-12-06,"4,200","23,780",,,,
1979-12-07,0,"16,700",,,,
1979-12-08,0,"14,400",,,,
1979-12-09,0,"13,480",,,,
1979-12-10,0,"13,250",,,,
1979-12-11,12,"16,700","32,500","20,500","26,500","3,400"
1979-12-12,"0,200","16,470",,,,
1979-12-13,0,"13,710",,,,
1979-12-14,"5,400","11,676",,,,
1979-12-15,0,"11,464",,,,
1979-12-16,0,"11,676","33,300","20,600","26,950","2,800"
1979-12-17,0,"11,676",,,,
1979-12-18,0,"12,100",,,,
1979-12-19,"53,600","24,840",,,,
1979-12-20,"0,600","19,200",,,,
1979-12-21,"5,600","16,240",,,,
1979-12-22,"8,400","19,700","27,600",17,"22,300","0,700"
1979-12-23,"48,400","26,190","25,300","18,100","21,700","1,300"
1979-12-24,"14,800","42,640","24,800","18,600","21,700","0,700"
1979-12-25,"3,600","35,400",,,,
1979-12-26,"9,800","41,100",,,,
1979-12-27,"54,200","41,710",,,,
1979-12-28,"1,400","30,280",,,,
1979-12-29,0,27,,,,
1979-12-30,0,"16,950",,,,
1979-12-31,0,"17,950","30,300","20,500","25,400","2,100"
1980-01-01,"2,400","23,260","27,800","20,500","24,150","1,200"
1980-01-02,"56,400","36,600","24,300","17,900","21,100","1,300"
1980-01-03,"0,800","34,840","29,400","16,600",23,"2,500"
1980-01-04,0,"23,780","29,600","19,200","24,400","3,700"
1980-01-05,0,"20,450","28,500","17,300","22,900","2,800"
1980-01-06,0,"19,450","29,400","15,600","22,500","3,500"
1980-01-07,0,"17,700","29,800","17,200","23,500","2,100"
1980-01-08,0,"15,780","28,900","19,200","24,050","3,600"
1980-01-09,0,"14,860","29,900","18,900","24,400","4,700"
1980-01-10,0,"13,710",30,"20,200","25,100","2,900"
1980-01-11,"7,200","15,550","26,100",20,"23,050","2,200"
1980-01-12,"7,200","22,740","24,200","19,600","21,900","0,800"
1980-01-13,"28,400","36,600","23,400","18,900","21,150","0,700"
1980-01-14,"4,800","36,900","28,700","17,800","23,250","0,900"
1980-01-15,"4,400","27,270","26,800","20,600","23,700","2,100"
1980-01-16,"7,200","24,840",,,,
1980-01-17,"33,600","41,400","23,900","18,300","21,100","0,300"
1980-01-18,46,"66,480","27,800","19,600","23,700","0,500"
1980-01-19,"36,200","74,600","31,300","20,600","25,950","1,100"
1980-01-20,0,"42,950","31,900","21,600","26,750","1,400"
1980-01-21,"12,200","35,400",31,"20,200","25,600","1,900"
1980-01-22,"22,400","54,760","31,300",20,"25,650","1,300"
1980-01-23,"11,800","63,760","29,900","19,200","24,550","1,500"
1980-01-24,0,"51,790","31,700","20,100","25,900","1,700"
1980-01-25,"7,600","44,810","29,700","20,500","25,100","1,700"
1980-01-26,"10,200","41,710","31,500","20,800","26,150","2,500"
1980-01-27,"28,200","41,400","30,400","21,600",26,"1,700"
1980-01-28,"14,400","42,330","31,800","21,900","26,850","1,900"
1980-01-29,"62,400","52,120","28,600","20,600","24,600","1,800"
1980-01-30,"14,200","41,400","29,300","17,400","23,350","2,600"
1980-01-31,0,27,"30,200","18,700","24,450","2,300"
1980-02-01,0,"24,040","31,600","20,100","25,850","2,300"
1980-02-02,"8,800","48,240","28,600","21,200","24,900","2,400"
1980-02-03,"2,400","67,160",32,"20,700","26,350","1,300"
1980-02-04,"0,400","62,400","31,300","19,900","25,600","3,800"
1980-02-05,0,"41,710","31,600","18,400",25,"3,600"
1980-02-06,0,"28,620","32,900","17,500","25,200","3,400"
1980-02-07,0,"21,200","33,800","19,300","26,550","2,400"
1980-02-08,0,"18,450","33,500","20,600","27,050","3,500"
1980-02-09,0,"17,950","31,300","20,900","26,100","3,300"
1980-02-10,"1,600","17,200","31,100","20,400","25,750","2,800"
1980-02-11,0,"18,450","30,700","18,600","24,650","5,600"
1980-02-12,0,"16,950","34,900","17,900","26,400","4,500"
1980-02-13,0,"16,700",,,,
1980-02-14,6,"17,700","27,200","19,500","23,350","2,900"
1980-02-15,"5,200","21,960","28,200","18,500","23,350","2,100"
1980-02-16,"1,800","24,840","29,600","19,900","24,750","2,300"
1980-02-17,"13,200","25,920","28,200","18,600","23,400",2
1980-02-18,12,"21,700","27,300","19,600","23,450","1,800"
1980-02-19,"4,400","18,450","27,900",20,"23,950","1,700"
1980-02-20,"10,600","23,260","31,300","19,600","25,450","1,900"
1980-02-21,"7,200","22,220","31,600","19,500","25,550","2,100"
1980-02-22,0,"17,450","30,300","21,300","25,800","2,800"
1980-02-23,0,"16,240","32,400","20,600","26,500","2,200"
1980-02-24,0,"14,630","30,600","19,200","24,900","2,300"
1980-02-25,0,"15,550","31,400","20,900","26,150","3,200"
1980-02-26,0,"14,630","31,600","19,600","25,600","2,900"
1980-02-27,0,"14,400","32,700","21,600","27,150","3,500"
1980-02-28,0,"14,170","32,400","20,300","26,350","2,900"
1980-02-29,0,"12,790","32,300","20,900","26,600","3,800"
1980-03-01,0,"12,790","31,800","19,300","25,550","3,600"
1980-03-02,0,"13,940","31,200","20,600","25,900","3,400"
1980-03-03,0,"13,940","31,900","19,600","25,750","2,100"
1980-03-04,0,"13,250","31,800","17,100","24,450","3,500"
1980-03-05,0,"12,560","30,300","18,900","24,600","3,100"
1980-03-06,0,"12,790","31,800","18,500","25,150","2,500"
1980-03-07,0,"13,480","31,700",18,"24,850","3,600"
1980-03-08,0,"13,480","33,200","17,500","25,350","3,700"
1980-03-09,0,"15,550","32,700","18,700","25,700","3,600"
1980-03-10,0,"12,100","32,600","18,600","25,600","3,400"
1980-03-11,0,"12,560","31,300","19,400","25,350","2,400"
1980-03-12,"0,200","12,330","29,500","19,300","24,400","2,100"
1980-03-13,"0,200","12,560","28,700","20,600","24,650","3,300"
1980-03-14,2,"18,700","32,500","19,800","26,150","1,800"
1980-03-15,"21,800","31,150","30,300","20,400","25,350","1,900"
1980-03-16,"10,200","23,260","31,900","21,600","26,750","2,900"
1980-03-17,"0,400","15,550","30,800","18,200","24,500","1,800"
1980-03-18,0,"14,400","31,700","17,700","24,700","2,900"
1980-03-19,"0,600","13,480","30,900","20,300","25,600","2,800"
1980-03-20,0,"12,330","31,500","17,800","24,650","2,100"
1980-03-21,0,"11,464","32,800","16,300","24,550","2,800"
1980-03-22,0,"11,464","32,600","17,600","25,100","3,100"
1980-03-23,0,"11,252","33,300","19,200","26,250","3,200"
1980-03-24,0,"11,040","32,800","18,900","25,850","2,600"
1980-03-25,0,"10,828","32,400","16,500","24,450","3,800"
1980-03-26,0,"10,828","31,500","15,800","23,650","3,200"
1980-03-27,0,"10,828","33,500","16,600","25,050","3,600"
1980-03-28,0,"10,828","33,200",15,"24,100","3,200"
1980-03-29,0,"10,828","34,600","16,600","25,600","2,600"
1980-03-30,0,"11,252","30,900","18,600","24,750","3,800"
1980-03-31,0,"15,780","28,600","17,500","23,050","2,400"
1980-04-01,"11,200","13,940","29,900","16,900","23,400","1,900"
1980-04-02,"7,400","12,330","29,600","17,200","23,400","2,100"
1980-04-03,"2,800","13,480","26,300",19,"22,650","1,100"
1980-04-04,"1,600","14,400","27,200","20,600","23,900","1,500"
1980-04-05,"16,400","19,700","25,400",18,"21,700","1,200"
1980-04-06,"25,600","28,350","25,700","19,600","22,650","1,200"
1980-04-07,"0,600","23,520","27,800","20,400","24,100","2,200"
1980-04-08,0,"16,010","28,600","21,300","24,950","1,200"
1980-04-09,"3,600","14,400","31,200","20,600","25,900","1,300"
1980-04-10,"3,800","25,110","29,700","20,200","24,950","1,200"
1980-04-11,"8,600","29,990","27,500","19,300","23,400","1,700"
1980-04-12,0,"24,040","31,600","20,600","26,100","1,200"
1980-04-13,0,"19,700","28,700","20,300","24,500","1,800"
1980-04-14,"30,400","20,700","29,500","19,900","24,700","1,200"
1980-04-15,0,"17,200","28,200","20,500","24,350","1,700"
1980-04-16,0,"17,950","25,900","19,800","22,850","2,200"
1980-04-17,0,"18,200","25,700","19,100","22,400","1,300"
1980-04-18,"0,400","17,700","26,800","18,200","22,500","1,200"
1980-04-19,0,"16,700","27,800","17,900","22,850","2,200"
1980-04-20,0,"14,400","28,500","16,600","22,550","2,300"
1980-04-21,0,"13,710","29,400","15,800","22,600","1,900"
1980-04-22,0,"13,020","28,600","14,600","21,600","2,100"
1980-04-23,0,"14,400","27,300","15,900","21,600","2,300"
1980-04-24,0,"14,170","27,700","14,100","20,900","1,700"
1980-04-25,0,"13,250","27,100","15,200","21,150","1,800"
1980-04-26,0,"11,888","27,500","13,500","20,500","1,700"
1980-04-27,0,"11,252","28,300","16,200","22,250","1,200"
1980-04-28,0,"11,888","26,500","15,300","20,900","2,400"
1980-04-29,0,"12,560","27,600","16,600","22,100","1,500"
1980-04-30,0,"12,100","28,600","15,800","22,200","1,400"
1980-05-01,0,"12,100","29,500","14,300","21,900","2,100"
1980-05-02,0,"12,560","28,600","15,500","22,050","1,300"
1980-05-03,"3,200","12,790","26,500","19,500",23,"2,100"
1980-05-04,"0,600","12,100","27,700","18,500","23,100","1,800"
1980-05-05,0,"12,330","28,300","15,600","21,950","1,700"
1980-05-06,0,"11,888","27,600",16,"21,800","2,100"
1980-05-07,0,"11,040","28,500","13,600","21,050","1,600"
1980-05-08,0,"12,100","28,300","14,200","21,250","1,500"
1980-05-09,0,"12,100","27,400","15,300","21,350","1,900"
1980-05-10,0,"12,330","26,600","13,900","20,250","2,900"
1980-05-11,0,"12,790","28,300","14,400","21,350","2,400"
1980-05-12,0,"12,330","28,500","15,300","21,900","2,300"
1980-05-13,0,"11,676","26,800","16,900","21,850","1,400"
1980-05-14,0,"11,888","27,200","14,700","20,950","2,100"
1980-05-15,0,"11,676","26,600","12,900","19,750","1,900"
1980-05-16,0,"11,252","28,400","15,600",22,"2,800"
1980-05-17,0,"11,252","29,500","13,900","21,700","1,600"
1980-05-18,0,"10,828","27,600","16,200","21,900","1,300"
1980-05-19,0,"11,252","28,300","15,100","21,700","2,300"
1980-05-20,0,"11,252","27,400","16,400","21,900","1,200"
1980-05-21,0,"11,252","26,700","14,600","20,650","1,700"
1980-05-22,0,"11,252","27,700","13,200","20,450","2,300"
1980-05-23,0,"11,040","24,900","15,900","20,400","2,400"
1980-05-24,0,"9,980","25,400","16,200","20,800","1,600"
1980-05-25,0,"10,616","27,200","14,500","20,850","1,400"
1980-05-26,0,"9,980","27,900","15,400","21,650","1,200"
1980-05-27,0,"11,252","26,400","12,800","19,600","1,500"
1980-05-28,0,"11,040","27,500","11,500","19,500","2,300"
1980-05-29,0,"11,464","25,300","14,400","19,850","1,600"
1980-05-30,0,"12,100",29,"11,200","20,100","1,700"
1980-05-31,0,"12,100","27,400","13,500","20,450","1,900"
1980-06-01,0,"12,100","29,400","12,400","20,900",2
1980-06-02,0,"11,464","28,900","14,900","21,900","2,300"
1980-06-03,"1,400","12,560","27,300","16,100","21,700","1,700"
1980-06-04,"4,200","12,560","21,600","15,300","18,450","2,200"
1980-06-05,0,"11,888","22,400","13,900","18,150","1,300"
1980-06-06,0,"11,252","26,400","12,600","19,500","1,100"
1980-06-07,0,"11,252","27,300","13,400","20,350","1,400"
1980-06-08,0,"11,888","26,800","11,500","19,150","1,900"
1980-06-09,0,"11,464","27,600","13,500","20,550","2,200"
1980-06-10,0,"11,676","25,900","12,800","19,350","2,400"
1980-06-11,0,"13,480","27,600","13,600","20,600","1,300"
1980-06-12,0,"16,240",28,"16,100","22,050","2,100"
1980-06-13,0,"16,240","29,800","11,900","20,850","2,200"
1980-06-14,"0,800","15,320","24,200","14,600","19,400","2,900"
1980-06-15,0,"9,980","25,200","9,300","17,250","1,900"
1980-06-16,0,"10,828","24,300","8,300","16,300","2,800"
1980-06-17,0,"11,040","22,300","9,600","15,950","2,500"
1980-06-18,0,"10,828","23,600","10,400",17,"2,600"
1980-06-19,0,"11,040","26,800","11,600","19,200","2,500"
1980-06-20,0,"11,464",,,,
1980-06-21,0,"10,404","24,600","13,200","18,900","2,500"
1980-06-22,0,"11,252","21,900","11,300","16,600","1,900"
1980-06-23,"3,400","11,676","24,500","7,600","16,050","2,100"
1980-06-24,0,"11,888",,,,
1980-06-25,0,"13,020","25,900","12,400","19,150","1,700"
1980-06-26,"30,400","17,700","19,200","10,900","15,050","0,800"
1980-06-27,2,"17,450","22,500","11,600","17,050","1,200"
1980-06-28,0,"15,090","21,500","10,900","16,200","1,900"
1980-06-29,0,"11,464","25,600","8,200","16,900","1,900"
1980-06-30,0,"12,100","26,400","7,300","16,850","1,700"
1980-07-01,0,"11,040","27,600","7,800","17,700","2,100"
1980-07-02,0,"11,040","28,100","9,600","18,850","2,100"
1980-07-03,0,"10,828","24,900","10,600","17,750","2,700"
1980-07-04,0,"11,252","25,800","12,600","19,200","1,300"
1980-07-05,0,"11,252","23,300","13,500","18,400","2,600"
1980-07-06,0,"11,040","23,800","13,300","18,550","1,500"
1980-07-07,0,"10,828","24,100","10,500","17,300","1,500"
1980-07-08,0,"11,464","23,700","8,200","15,950","1,600"
1980-07-09,0,"11,676","27,300",12,"19,650","2,100"
1980-07-10,0,"11,040","26,800","12,500","19,650","2,300"
1980-07-11,0,"11,464","27,100","13,900","20,500","1,700"
1980-07-12,0,"10,404","28,400","10,500","19,450","1,900"
1980-07-13,0,"10,192","27,600","9,600","18,600","2,100"
1980-07-14,0,"10,616","26,900","10,800","18,850","2,700"
1980-07-15,0,"9,980","24,800","11,300","18,050","2,200"
1980-07-16,0,"9,777","21,300","13,800","17,550","3,400"
1980-07-17,0,"9,574","26,500","9,300","17,900","1,800"
1980-07-18,0,"9,371","28,200","10,300","19,250","1,700"
1980-07-19,0,"9,777","25,400","13,300","19,350","2,400"
1980-07-20,0,"9,371","28,600","9,100","18,850","1,700"
1980-07-21,0,"9,980",30,"10,200","20,100","2,600"
1980-07-22,0,"9,574","29,300","13,100","21,200","2,500"
1980-07-23,"0,800","10,828","26,900","14,200","20,550","2,500"
1980-07-24,0,"10,616","25,400","14,900","20,150","2,400"
1980-07-25,0,"10,192","24,300","10,300","17,300","2,300"
1980-07-26,0,"9,980","28,600","7,200","17,900","2,200"
1980-07-27,0,"10,192","29,200","10,400","19,800","2,900"
1980-07-28,0,"9,980","28,200","12,300","20,250","1,900"
1980-07-29,0,"9,980","29,300","10,800","20,050","2,900"
1980-07-30,0,"9,777","30,900","11,600","21,250","2,400"
1980-07-31,0,"9,980","22,700","13,900","18,300","4,700"
1980-08-01,0,"9,980","21,200","12,600","16,900","2,600"
1980-08-02,0,"10,192","22,400","10,900","16,650","1,400"
1980-08-03,0,"9,980","23,900","9,500","16,700","2,400"
1980-08-04,"4,200","10,616","22,400","13,500","17,950","2,300"
1980-08-05,"0,600","13,020","25,900","14,300","20,100","1,200"
1980-08-06,0,"9,980","29,400","13,200","21,300","2,600"
1980-08-07,0,"9,980","29,900","14,500","22,200","4,700"
1980-08-08,0,"10,192",30,"12,900","21,450","2,100"
1980-08-09,0,"10,192","29,700","11,600","20,650","3,500"
1980-08-10,0,"9,777","28,700","10,800","19,750","3,300"
1980-08-11,0,"9,371","28,300","12,500","20,400","3,600"
1980-08-12,0,"8,965","24,900","15,600","20,250","3,400"
1980-08-13,0,"9,777","23,400","16,900","20,150","2,100"
1980-08-14,0,"9,777","26,500","12,300","19,400","1,900"
1980-08-15,0,"9,371","26,800","13,300","20,050","1,600"
1980-08-16,"17,600","12,100","28,300","14,900","21,600","1,900"
1980-08-17,0,"11,676","31,500","13,600","22,550","2,200"
1980-08-18,"3,600","11,252","30,600","15,300","22,950","2,900"
1980-08-19,0,"10,404","30,900","16,900","23,900","2,800"
1980-08-20,0,"9,371","31,600","14,500","23,050","2,600"
1980-08-21,0,"9,574","30,300","15,600","22,950","3,300"
1980-08-22,0,"9,371","29,500","12,900","21,200","3,200"
1980-08-23,0,"8,559","30,200","13,300","21,750","3,100"
1980-08-24,3,"9,371","25,400","17,500","21,450","1,900"
1980-08-25,0,"10,192","31,600","15,200","23,400","1,300"
1980-08-26,0,"10,192","31,800","16,900","24,350","1,700"
1980-08-27,"19,800","13,940",,,,
1980-08-28,2,"13,020","19,200","11,900","15,550","1,500"
1980-08-29,0,"11,252","22,300","10,400","16,350","1,300"
1980-08-30,0,"10,616","24,400","9,900","17,150","2,600"
1980-08-31,0,"10,192","26,600","10,500","18,550","2,500"
1980-09-01,0,"10,616","30,200","9,800",20,"2,900"
1980-09-02,0,"10,192","30,900","10,800","20,850","3,100"
1980-09-03,0,"9,777","32,700","12,500","22,600","2,200"
1980-09-04,0,"9,980","27,600","13,900","20,750","2,600"
1980-09-05,0,"9,777","19,600","12,200","15,900","2,800"
1980-09-06,"0,200","9,777","20,600","12,400","16,500","3,200"
1980-09-07,0,"10,192","25,400","14,500","19,950","3,100"
1980-09-08,0,"9,980","28,200","15,200","21,700","2,200"
1980-09-09,0,"10,192","31,800","11,300","21,550","2,600"
1980-09-10,0,"9,168","30,800","14,100","22,450","3,300"
1980-09-11,0,"9,168","28,600","17,300","22,950","4,200"
1980-09-12,0,"9,371","27,900","16,800","22,350","3,300"
1980-09-13,0,"9,980","25,600","15,900","20,750","2,900"
1980-09-14,0,"9,168","28,500","13,500",21,"1,800"
1980-09-15,0,"8,762","30,700","12,600","21,650","5,300"
1980-09-16,0,"9,168","29,400","15,300","22,350","4,900"
1980-09-17,0,"9,777",22,"14,700","18,350","5,100"
1980-09-18,0,"11,464","16,900","12,800","14,850","3,800"
1980-09-19,"16,800","10,616","28,200","11,600","19,900","1,600"
1980-09-20,0,"10,616","30,500","15,600","23,050","1,100"
1980-09-21,0,"10,616","26,600","16,800","21,700","2,900"
1980-09-22,"3,200","11,676",,,,
1980-09-23,0,"10,616","23,400","11,800","17,600","2,800"
1980-09-24,0,"9,980","22,900","14,800","18,850","2,600"
1980-09-25,0,"9,574","19,800","13,200","16,500","2,300"
1980-09-26,0,"9,980","22,500","10,900","16,700","2,100"
1980-09-27,0,"9,574","23,800","12,600","18,200","4,200"
1980-09-28,0,"10,404","21,300","8,600","14,950","4,100"
1980-09-29,"0,200","9,574","31,700",12,"21,850","2,700"
1980-09-30,0,"10,404","30,500","15,300","22,900","2,900"
1980-10-01,0,"9,980","26,500",18,"22,250","1,800"
1980-10-02,0,"10,404","27,500","16,400","21,950","2,600"
1980-10-03,0,"10,828","28,400","14,600","21,500","3,600"
1980-10-04,0,"9,980","28,600","14,200","21,400","4,200"
1980-10-05,0,"10,192",32,"10,800","21,400","3,800"
1980-10-06,0,"9,777","21,800","13,500","17,650","4,500"
1980-10-07,0,"9,777","24,800","14,200","19,500","5,400"
1980-10-08,0,"9,371","22,400","16,500","19,450","3,200"
1980-10-09,"5,600","12,330","31,700","17,300","24,500","2,800"
1980-10-10,"7,600","16,010","27,500","18,800","23,150","3,400"
1980-10-11,0,"19,950","19,900","15,300","17,600","2,900"
1980-10-12,"14,600","26,730","20,300","13,100","16,700","2,700"
1980-10-13,"15,800","29,430","25,200","15,200","20,200","2,900"
1980-10-14,"15,400","19,450","24,700","14,300","19,500","2,200"
1980-10-15,0,"13,480","25,400","13,300","19,350","2,800"
1980-10-16,0,"10,616","26,600","12,600","19,600","3,100"
1980-10-17,0,"9,980","29,700","15,900","22,800","2,400"
1980-10-18,0,"10,616","31,600","17,600","24,600","3,200"
1980-10-19,0,"9,980","32,900","14,900","23,900","2,800"
1980-10-20,0,"9,777","33,700","15,600","24,650","3,300"
1980-10-21,0,"10,192","34,800","17,400","26,100","5,600"
1980-10-22,0,"9,371","35,300","16,500","25,900","5,100"
1980-10-23,0,"9,980","31,900","15,900","23,900","4,400"
1980-10-24,0,"9,371","26,300","19,600","22,950","4,800"
1980-10-25,0,"9,168","28,500","18,900","23,700","3,100"
1980-10-26,0,"10,192","33,900","17,200","25,550","3,700"
1980-10-27,0,"9,371","35,700","16,300",26,"4,100"
1980-10-28,0,"9,168","36,300","16,500","26,400","4,200"
1980-10-29,0,"8,965","36,700","19,600","28,150","3,600"
1980-10-30,0,"8,762","37,700","20,500","29,100","4,700"
1980-10-31,0,"9,980","30,500","21,900","26,200","6,100"
1980-11-01,0,"9,168",,,,
1980-11-02,0,"8,559","24,500","16,900","20,700","2,800"
1980-11-03,0,"2,584","27,400","15,500","21,450","2,400"
1980-11-04,0,"2,584","28,200","17,900","23,050","2,600"
1980-11-05,0,"2,584","29,300","19,200","24,250","2,300"
1980-11-06,0,"2,878","32,800","20,600","26,700","3,500"
1980-11-07,3,"2,720","34,300","20,100","27,200","5,400"
1980-11-08,5,"2,584","28,400","19,500","23,950","3,900"
1980-11-09,"3,600","3,036","29,800","20,600","25,200","1,800"
1980-11-10,0,"2,878","28,800","21,600","25,200","1,300"
1980-11-11,"1,800","13,940","27,900","20,100",24,"1,700"
1980-11-12,"56,400","20,200","22,900","18,800","20,850","1,900"
1980-11-13,"13,200","20,950",24,"18,600","21,300","1,800"
1980-11-14,"1,800","14,170","24,600","17,600","21,100","2,100"
1980-11-15,0,"10,616","27,500","18,500",23,"3,400"
1980-11-16,0,"9,777","29,500","15,100","22,300","2,900"
1980-11-17,0,"10,828","29,900",18,"23,950","2,700"
1980-11-18,0,"10,616","29,200","17,500","23,350","3,100"
1980-11-19,0,"11,464","30,400","18,600","24,500","3,700"
1980-11-20,"42,400","14,860","28,900","17,100",23,"2,700"
1980-11-21,23,"17,700","30,200","20,100","25,150","1,600"
1980-11-22,0,"14,170","31,400","21,100","26,250","2,800"
1980-11-23,"0,600","12,330","28,700","21,500","25,100","1,900"
1980-11-24,"1,600","14,170","26,500","21,300","23,900","1,500"
1980-11-25,"66,800","18,700","28,500","20,200","24,350","1,700"
1980-11-26,"1,400","13,250","29,800","19,600","24,700","3,100"
1980-11-27,0,"11,040","29,300","16,100","22,700","3,900"
1980-11-28,0,"10,828","26,700","15,200","20,950","4,300"
1980-11-29,0,"10,192","28,500","18,900","23,700","2,100"
1980-11-30,0,"12,100","27,600",20,"23,800","2,500"
1980-12-01,"33,200","22,220",,,,
1980-12-02,"22,600","41,710","24,800","19,400","22,100","0,300"
