ano	mes	dia	chuva
2016	12	31	0.0
2016	12	30	0.2
2016	12	29	5.8
2016	12	28	3.6
2016	12	27	18.4
2016	12	26	3.2
2016	12	25	0.0
2016	12	24	0.0
2016	12	23	1.8
2016	12	22	0.0
2016	12	21	0.0
2016	12	20	0.0
2016	12	19	0.0
2016	12	18	0.0
2016	12	17	0.0
2016	12	16	16.6
2016	12	15	5.2
2016	12	14	2.2
2016	12	13	18.2
2016	12	12	6.6
2016	12	11	5.8
2016	12	10	40.4
2016	12	9	0.4
2016	12	8	0.0
2016	12	7	0.0
2016	12	6	0.2
2016	12	5	58.2
2016	12	4	12.8
2016	12	3	0.0
2016	12	2	0.6
2016	12	1	0.0
2016	11	30	56.4
2016	11	29	1.8
2016	11	28	21.0
2016	11	27	0.0
2016	11	26	0.0
2016	11	25	0.4
2016	11	24	4.0
2016	11	23	14.6
2016	11	22	0.2
2016	11	21	0.0
2016	11	20	0.0
2016	11	19	2.8
2016	11	18	0.6
2016	11	17	0.0
2016	11	16	0.0
2016	11	15	38.4
2016	11	14	41.8
2016	11	13	14.6
2016	11	12	16.6
2016	11	11	0.0
2016	11	10	0.4
2016	11	9	0.0
2016	11	8	19.8
2016	11	7	0.0
2016	11	6	3.6
2016	11	5	5.0
2016	11	4	22.8
2016	11	3	0.0
2016	11	2	0.0
2016	11	1	0.0
2016	10	31	0.0
2016	10	30	0.0
2016	10	29	0.0
2016	10	28	2.0
2016	10	27	3.8
2016	10	26	2.4
2016	10	25	2.6
2016	10	24	0.0
2016	10	23	0.0
2016	10	22	13.4
2016	10	21	24.8
2016	10	20	0.0
2016	10	19	0.0
2016	10	18	0.6
2016	10	17	0.0
2016	10	16	3.8
2016	10	15	0.6
2016	10	14	44.2
2016	10	13	0.0
2016	10	12	27.4
2016	10	11	0.0
2016	10	10	0.0
2016	10	9	0.0
2016	10	8	0.0
2016	10	7	0.4
2016	10	6	0.4
2016	10	5	5.0
2016	10	4	12.8
2016	10	3	0.0
2016	10	2	0.0
2016	10	1	0.0
2016	9	30	0.0
2016	9	29	0.0
2016	9	28	0.0
2016	9	27	0.0
2016	9	26	1.6
2016	9	25	0.0
2016	9	24	0.0
2016	9	23	0.0
2016	9	22	0.0
2016	9	21	0.0
2016	9	20	0.2
2016	9	19	0.0
2016	9	18	0.0
2016	9	17	0.0
2016	9	16	0.0
2016	9	15	0.0
2016	9	14	0.0
2016	9	13	0.0
2016	9	12	0.0
2016	9	11	0.0
2016	9	10	0.0
2016	9	9	0.0
2016	9	8	0.0
2016	9	7	0.0
2016	9	6	0.0
2016	9	5	0.0
2016	9	4	0.0
2016	9	3	0.0
2016	9	2	0.0
2016	9	1	15.0
2016	8	31	0.0
2016	8	30	0.0
2016	8	29	0.0
2016	8	28	0.0
2016	8	27	0.0
2016	8	26	0.0
2016	8	25	0.0
2016	8	24	0.0
2016	8	23	0.0
2016	8	22	10.2
2016	8	21	3.2
2016	8	20	0.0
2016	8	19	0.0
2016	8	18	0.0
2016	8	17	0.0
2016	8	16	10.2
2016	8	15	0.0
2016	8	14	0.0
2016	8	13	0.0
2016	8	12	0.0
2016	8	11	0.2
2016	8	10	0.0
2016	8	9	0.0
2016	8	8	0.0
2016	8	7	0.0
2016	8	6	0.0
2016	8	5	0.0
2016	8	4	0.0
2016	8	3	0.0
2016	8	2	0.0
2016	8	1	0.0
2016	7	31	0.0
2016	7	30	0.0
2016	7	29	0.0
2016	7	28	0.0
2016	7	27	0.0
2016	7	26	0.0
2016	7	25	0.0
2016	7	24	0.0
2016	7	23	0.0
2016	7	22	0.0
2016	7	21	0.0
2016	7	20	0.0
2016	7	19	0.0
2016	7	18	0.0
2016	7	17	0.0
2016	7	16	0.0
2016	7	15	0.0
2016	7	14	0.0
2016	7	13	0.0
2016	7	12	0.0
2016	7	11	0.0
2016	7	10	0.0
2016	7	9	0.0
2016	7	8	0.0
2016	7	7	0.0
2016	7	6	0.0
2016	7	5	0.0
2016	7	4	0.0
2016	7	3	0.0
2016	7	2	0.0
2016	7	1	0.0
2016	6	30	0.0
2016	6	29	0.0
2016	6	28	0.0
2016	6	27	0.0
2016	6	26	0.0
2016	6	25	0.0
2016	6	24	0.2
2016	6	23	0.2
2016	6	22	0.0
2016	6	21	0.0
2016	6	20	0.0
2016	6	19	0.0
2016	6	18	0.0
2016	6	17	0.0
2016	6	16	0.0
2016	6	15	0.0
2016	6	14	0.0
2016	6	13	0.0
2016	6	12	0.0
2016	6	11	0.0
2016	6	10	0.0
2016	6	9	0.2
2016	6	8	6.6
2016	6	7	4.8
2016	6	6	0.2
2016	6	5	5.2
2016	6	4	10.4
2016	6	3	26.8
2016	6	2	24.8
2016	6	1	1.6
2016	5	31	2.0
2016	5	30	0.0
2016	5	29	0.0
2016	5	28	0.0
2016	5	27	0.0
2016	5	26	0.0
2016	5	25	0.0
2016	5	24	0.0
2016	5	23	0.2
2016	5	22	0.2
2016	5	21	0.0
2016	5	20	0.0
2016	5	19	15.2
2016	5	18	1.0
2016	5	17	0.0
2016	5	16	0.0
2016	5	15	0.0
2016	5	14	0.0
2016	5	13	0.0
2016	5	12	0.0
2016	5	11	0.0
2016	5	10	0.0
2016	5	9	0.0
2016	5	8	0.0
2016	5	7	0.0
2016	5	6	0.0
2016	5	5	0.0
2016	5	4	0.0
2016	5	3	0.0
2016	5	2	0.0
2016	5	1	0.0
2016	4	30	6.6
2016	4	29	5.4
2016	4	28	1.4
2016	4	27	11.4
2016	4	26	0.0
2016	4	25	0.0
2016	4	24	0.0
2016	4	23	0.0
2016	4	22	0.0
2016	4	21	0.0
2016	4	20	0.0
2016	4	19	0.0
2016	4	18	0.0
2016	4	17	0.0
2016	4	16	0.0
2016	4	15	0.0
2016	4	14	0.0
2016	4	13	0.0
2016	4	12	0.0
2016	4	11	0.0
2016	4	10	0.0
2016	4	9	0.0
2016	4	8	0.0
2016	4	7	0.0
2016	4	6	0.0
2016	4	5	0.0
2016	4	4	0.0
2016	4	3	0.0
2016	4	2	0.2
2016	4	1	0.0
2016	3	31	2.4
2016	3	30	2.0
2016	3	29	1.6
2016	3	28	0.0
2016	3	27	6.8
2016	3	26	17.6
2016	3	25	0.0
2016	3	24	15.4
2016	3	23	0.0
2016	3	22	0.0
2016	3	21	0.0
2016	3	20	0.0
2016	3	19	0.0
2016	3	18	0.0
2016	3	17	1.4
2016	3	16	0.0
2016	3	15	0.0
2016	3	14	0.0
2016	3	13	30.0
2016	3	12	5.8
2016	3	11	2.0
2016	3	10	0.0
2016	3	9	0.0
2016	3	8	3.4
2016	3	7	3.6
2016	3	6	0.0
2016	3	5	31.2
2016	3	4	12.2
2016	3	3	0.0
2016	3	2	0.0
2016	3	1	30.0
2016	2	29	0.0
2016	2	28	0.2
2016	2	27	15.2
2016	2	26	2.8
2016	2	25	0.0
2016	2	24	0.0
2016	2	23	0.2
2016	2	22	3.0
2016	2	21	27.0
2016	2	20	0.0
2016	2	19	43.6
2016	2	18	1.2
2016	2	17	4.6
2016	2	16	0.6
2016	2	15	0.0
2016	2	14	0.0
2016	2	13	0.2
2016	2	12	11.6
2016	2	11	0.0
2016	2	10	0.0
2016	2	9	0.6
2016	2	8	3.2
2016	2	7	1.8
2016	2	6	0.0
2016	2	5	0.0
2016	2	4	0.0
2016	2	3	0.0
2016	2	2	0.0
2016	2	1	0.0
2016	1	31	0.0
2016	1	30	4.0
2016	1	29	25.0
2016	1	28	11.2
2016	1	27	0.0
2016	1	26	0.4
2016	1	25	0.0
2016	1	24	5.2
2016	1	23	0.0
2016	1	22	0.0
2016	1	21	0.0
2016	1	20	11.4
2016	1	19	0.0
2016	1	18	0.6
2016	1	17	55.6
2016	1	16	99.0
2016	1	15	45.0
2016	1	14	10.2
2016	1	13	6.4
2016	1	12	12.8
2016	1	11	4.6
2016	1	10	2.6
2016	1	9	5.2
2016	1	8	6.6
2016	1	7	0.0
2016	1	6	0.0
2016	1	5	0.2
2016	1	4	9.4
2016	1	3	16.2
2016	1	2	0.0
2016	1	1	0.0
2015	12	31	0.2
2015	12	30	17.2
2015	12	29	0.0
2015	12	28	2.0
2015	12	27	0.0
2015	12	26	40.4
2015	12	25	0.0
2015	12	24	0.0
2015	12	23	0.0
2015	12	22	0.0
2015	12	21	0.0
2015	12	20	0.0
2015	12	19	0.0
2015	12	18	6.8
2015	12	17	0.8
2015	12	16	13.2
2015	12	15	6.8
2015	12	14	0.0
2015	12	13	12.8
2015	12	12	17.4
2015	12	11	2.0
2015	12	10	0.8
2015	12	9	0.0
2015	12	8	1.6
2015	12	7	13.8
2015	12	6	1.8
2015	12	5	1.8
2015	12	4	5.0
2015	12	3	35.6
2015	12	2	1.4
2015	12	1	38.4
2015	11	30	17.0
2015	11	29	2.4
2015	11	28	0.0
2015	11	27	3.8
2015	11	26	0.0
2015	11	25	4.2
2015	11	24	30.2
2015	11	23	0.2
2015	11	22	3.0
2015	11	21	2.6
2015	11	20	34.4
2015	11	19	8.4
2015	11	18	48.8
2015	11	17	3.2
2015	11	16	0.0
2015	11	15	0.0
2015	11	14	8.8
2015	11	13	0.0
2015	11	12	0.0
2015	11	11	0.0
2015	11	10	9.0
2015	11	9	23.2
2015	11	8	43.0
2015	11	7	0.2
2015	11	6	0.0
2015	11	5	0.0
2015	11	4	0.2
