ano	mes	dia	cota
2023	2	28	134.0
2023	2	27	130.0
2023	2	26	132.0
2023	2	25	138.0
2023	2	24	150.0
2023	2	23	158.0
2023	2	22	150.0
2023	2	21	147.0
2023	2	20	158.0
2023	2	19	167.0
2023	2	18	188.0
2023	2	17	205.0
2023	2	16	169.0
2023	2	15	160.0
2023	2	14	166.0
2023	2	13	177.0
2023	2	12	165.0
2023	2	11	155.0
2023	2	10	163.0
2023	2	9	140.0
2023	2	8	147.0
2023	2	7	160.0
2023	2	6	166.0
2023	2	5	182.0
2023	2	4	209.0
2023	2	3	229.0
2023	2	2	203.0
2023	2	1	191.0
2022	3	31	113.0
2022	3	30	131.0
2022	3	29	136.0
2022	3	28	122.0
2022	3	27	101.0
2022	3	26	100.0
2022	3	25	100.0
2022	3	24	102.0
2022	3	23	103.0
2022	3	22	104.0
2022	3	21	102.0
2022	3	20	103.0
2022	3	19	108.0
2022	3	18	120.0
2022	3	17	113.0
2022	3	16	112.0
2022	3	15	107.0
2022	3	14	107.0
2022	3	13	105.0
2022	3	12	104.0
2022	3	11	104.0
2022	3	10	107.0
2022	3	9	108.0
2022	3	8	110.0
2022	3	7	112.0
2022	3	6	112.0
2022	3	5	114.0
2022	3	4	117.0
2022	3	3	120.0
2022	3	2	123.0
2022	3	1	126.0
2022	2	28	122.0
2022	2	27	127.0
2022	2	26	133.0
2022	2	25	155.0
2022	2	24	145.0
2022	2	23	155.0
2022	2	22	146.0
2022	2	21	159.0
2022	2	20	169.0
2022	2	19	164.0
2022	2	18	158.0
2022	2	17	164.0
2022	2	16	168.0
2022	2	15	164.0
2022	2	14	172.0
2022	2	13	205.0
2022	2	12	225.0
2022	2	11	234.0
2022	2	10	252.0
2022	2	9	309.0
2022	2	8	313.0
2022	2	7	242.0
2022	2	6	225.0
2022	2	5	178.0
2022	2	4	160.0
2022	2	3	154.0
2022	2	2	161.0
2022	2	1	163.0
2022	1	31	153.0
2022	1	30	113.0
2022	1	29	105.0
2022	1	28	107.0
2022	1	27	109.0
2022	1	26	111.0
2022	1	25	114.0
2022	1	24	118.0
2022	1	23	124.0
2022	1	22	130.0
2022	1	21	139.0
2022	1	20	140.0
2022	1	19	184.0
2022	1	18	159.0
2022	1	17	161.0
2022	1	16	168.0
2022	1	15	197.0
2022	1	14	219.0
2022	1	13	239.0
2022	1	12	267.0
2022	1	11	292.0
2022	1	10	260.0
2022	1	9	249.0
2022	1	8	263.0
2022	1	7	304.0
2022	1	6	245.0
2022	1	5	175.0
2022	1	4	132.0
2022	1	3	167.0
2022	1	2	174.0
2022	1	1	157.0
2021	12	31	114.0
2021	12	30	93.0
2021	12	29	87.0
2021	12	28	85.0
2021	12	27	82.0
2021	12	26	84.0
2021	12	25	86.0
2021	12	24	91.0
2021	12	23	93.0
2021	12	22	95.0
2021	12	21	107.0
2021	12	20	116.0
2021	12	19	126.0
2021	12	18	124.0
2021	12	17	142.0
2021	12	16	137.0
2021	12	15	142.0
2021	12	14	95.0
2021	12	13	91.0
2021	12	12	84.0
2021	12	11	89.0
2021	12	10	99.0
2021	12	9	122.0
2021	12	8	101.0
2021	12	7	87.0
2021	12	6	82.0
2021	12	5	81.0
2021	12	4	88.0
2021	12	3	96.0
2021	12	2	87.0
2021	12	1	79.0
2021	11	30	75.0
2021	11	29	75.0
2021	11	28	79.0
2021	11	27	78.0
2021	11	26	77.0
2021	11	25	75.0
2021	11	24	78.0
2021	11	23	83.0
2021	11	22	87.0
2021	11	21	88.0
2021	11	20	86.0
2021	11	19	81.0
2021	11	18	76.0
2021	11	17	75.0
2021	11	16	77.0
2021	11	15	79.0
2021	11	14	80.0
2021	11	13	88.0
2021	11	12	88.0
2021	11	11	89.0
2021	11	10	91.0
2021	11	9	92.0
2021	11	8	85.0
2021	11	7	86.0
2021	11	6	98.0
2021	11	5	104.0
2021	11	4	145.0
2021	11	3	162.0
2021	11	2	181.0
2021	11	1	147.0
2021	10	31	79.0
2021	10	30	82.0
2021	10	29	86.0
2021	10	28	86.0
2021	10	27	89.0
2021	10	26	92.0
2021	10	25	89.0
2021	10	24	84.0
2021	10	23	92.0
2021	10	22	97.0
2021	10	21	99.0
2021	10	20	106.0
2021	10	19	114.0
2021	10	18	97.0
2021	10	17	81.0
2021	10	16	82.0
2021	10	15	91.0
2021	10	14	90.0
2021	10	13	95.0
2021	10	12	107.0
2021	10	11	106.0
2021	10	10	84.0
2021	10	9	78.0
2021	10	8	95.0
2021	10	7	120.0
2021	10	6	78.0
2021	10	5	74.0
2021	10	4	79.0
2021	10	3	82.0
2021	10	2	78.0
2021	10	1	67.0
2021	9	30	69.0
2021	9	29	75.0
2021	9	28	70.0
2021	9	27	69.0
2021	9	26	72.0
2021	9	25	60.0
2021	9	24	61.0
2021	9	23	62.0
2021	9	22	62.0
2021	9	21	63.0
2021	9	20	63.0
2021	9	19	64.0
2021	9	18	64.0
2021	9	17	64.0
2021	9	16	65.0
2021	9	15	66.0
2021	9	14	68.0
2021	9	13	70.0
2021	9	12	71.0
2021	9	11	63.0
2021	9	10	63.0
2021	9	9	63.0
2021	9	8	64.0
2021	9	7	64.0
2021	9	6	64.0
2021	9	5	65.0
2021	9	4	65.0
2021	9	3	65.0
2021	9	2	65.0
2021	9	1	65.0
2021	8	31	65.0
2021	8	30	65.0
2021	8	29	65.0
2021	8	28	66.0
2021	8	27	66.0
2021	8	26	66.0
2021	8	25	66.0
2021	8	24	66.0
2021	8	23	67.0
2021	8	22	67.0
2021	8	21	69.0
2021	8	20	69.0
2021	8	19	69.0
2021	8	18	68.0
2021	8	17	68.0
2021	8	16	68.0
