ano	mes	dia	chuva
2016	12	31	0.0
2016	12	30	0.4
2016	12	29	0.0
2016	12	28	43.4
2016	12	27	29.8
2016	12	26	4.6
2016	12	25	0.0
2016	12	24	0.0
2016	12	23	0.2
2016	12	22	1.8
2016	12	21	0.0
2016	12	20	0.0
2016	12	19	0.0
2016	12	18	0.0
2016	12	17	0.0
2016	12	16	25.4
2016	12	15	5.0
2016	12	14	6.2
2016	12	13	36.2
2016	12	12	7.8
2016	12	11	35.6
2016	12	10	31.6
2016	12	9	5.8
2016	12	8	11.2
2016	12	7	0.0
2016	12	6	5.4
2016	12	5	14.0
2016	12	4	22.2
2016	12	3	0.0
2016	12	2	2.8
2016	12	1	0.0
2016	11	30	8.2
2016	11	29	0.2
2016	11	28	0.0
2016	11	27	13.2
2016	11	26	0.0
2016	11	25	0.0
2016	11	24	12.2
2016	11	23	13.6
2016	11	22	0.0
2016	11	21	0.0
2016	11	20	0.2
2016	11	19	9.4
2016	11	18	3.2
2016	11	17	4.4
2016	11	16	1.2
2016	11	15	47.2
2016	11	14	45.0
2016	11	13	39.0
2016	11	12	0.0
2016	11	11	9.4
2016	11	10	0.0
2016	11	9	0.4
2016	11	8	0.0
2016	11	7	0.0
2016	11	6	3.8
2016	11	5	3.4
2016	11	4	45.6
2016	11	3	0.0
2016	11	2	16.8
2016	11	1	0.0
2016	10	31	0.0
2016	10	30	0.0
2016	10	29	0.0
2016	10	28	4.0
2016	10	27	0.0
2016	10	26	1.2
2016	10	25	7.6
2016	10	24	0.0
2016	10	23	0.0
2016	10	22	0.0
2016	10	21	0.8
2016	10	20	0.0
2016	10	19	0.0
2016	10	18	1.0
2016	10	17	0.2
2016	10	16	8.4
2016	10	15	2.2
2016	10	14	20.2
2016	10	13	0.0
2016	10	12	1.2
2016	10	11	0.4
2016	10	10	0.0
2016	10	9	0.0
2016	10	8	0.0
2016	10	7	4.6
2016	10	6	0.0
2016	10	5	10.2
2016	10	4	12.2
2016	10	3	0.0
2016	10	2	0.0
2016	10	1	0.0
2016	9	30	0.0
2016	9	29	0.0
2016	9	28	0.0
2016	9	27	0.0
2016	9	26	0.2
2016	9	25	0.2
2016	9	24	0.0
2016	9	23	0.0
2016	9	22	0.0
2016	9	21	0.0
2016	9	20	0.0
2016	9	19	0.0
2016	9	18	23.2
2016	9	17	0.2
2016	9	16	0.0
2016	9	15	0.0
2016	9	14	0.0
2016	9	13	0.0
2016	9	12	0.0
2016	9	11	0.0
2016	9	10	0.0
2016	9	9	0.0
2016	9	8	1.6
2016	9	7	0.2
2016	9	6	0.0
2016	9	5	0.0
2016	9	4	0.0
2016	9	3	0.0
2016	9	2	0.0
2016	9	1	1.8
2016	8	31	0.0
2016	8	30	0.0
2016	8	29	0.0
2016	8	28	0.0
2016	8	27	0.0
2016	8	26	0.0
2016	8	25	0.0
2016	8	24	0.0
2016	8	23	0.0
2016	8	22	5.2
2016	8	21	0.8
2016	8	20	0.0
2016	8	19	0.0
2016	8	18	0.0
2016	8	17	0.0
2016	8	16	5.6
2016	8	15	0.0
2016	8	14	0.0
2016	8	13	0.0
2016	8	12	0.0
2016	8	11	0.0
2016	8	10	0.0
2016	8	9	0.0
2016	8	8	0.0
2016	8	7	0.0
2016	8	6	0.0
2016	8	5	0.0
2016	8	4	0.0
2016	8	3	0.0
2016	8	2	0.0
2016	8	1	0.0
2016	7	31	0.0
2016	7	30	0.0
2016	7	29	0.0
2016	7	28	0.0
2016	7	27	0.0
2016	7	26	0.0
2016	7	25	0.0
2016	7	24	0.0
2016	7	23	0.0
2016	7	22	0.0
2016	7	21	0.0
2016	7	20	0.0
2016	7	19	0.0
2016	7	18	0.0
2016	7	17	0.0
2016	7	16	0.0
2016	7	15	0.0
