data	cota
2022-08-31	391.0
2022-08-30	394.0
2022-08-29	386.0
2022-08-28	382.0
2022-08-27	381.0
2022-08-26	379.0
2022-08-25	382.0
2022-08-24	388.0
2022-08-23	394.0
2022-08-22	387.0
2022-08-21	384.0
2022-08-20	382.0
2022-08-19	386.0
2022-08-18	385.0
2022-08-17	389.0
2022-08-16	384.0
2022-08-15	387.0
2022-08-14	391.0
2022-08-13	395.0
2022-08-12	393.0
2022-08-11	395.0
2022-08-10	386.0
2022-08-09	386.0
2022-08-08	388.0
2022-08-07	394.0
2022-08-06	393.0
2022-08-05	396.0
2022-08-04	401.0
2022-08-03	382.0
2022-08-02	388.0
2022-08-01	383.0
2022-07-31	383.0
2022-07-30	386.0
2022-07-29	392.0
2022-07-28	389.0
2022-07-27	396.0
2022-07-26	404.0
2022-07-25	399.0
2022-07-24	397.0
2022-07-23	407.0
2022-07-22	409.0
2022-07-21	406.0
2022-07-20	408.0
2022-07-19	404.0
2022-07-18	404.0
2022-07-17	398.0
2022-07-16	400.0
2022-07-15	400.0
2022-07-14	396.0
2022-07-13	400.0
2022-07-12	397.0
2022-07-11	400.0
2022-07-10	404.0
2022-07-09	404.0
2022-07-08	407.0
2022-07-07	406.0
2022-07-06	404.0
2022-07-05	404.0
2022-07-04	403.0
2022-07-03	405.0
2022-07-02	407.0
2022-07-01	409.0
2022-06-30	409.0
2022-06-29	406.0
2022-06-28	406.0
2022-06-27	409.0
2022-06-26	409.0
2022-06-25	412.0
2022-06-24	416.0
2022-06-23	415.0
2022-06-22	415.0
2022-06-21	415.0
2022-06-20	414.0
2022-06-19	416.0
2022-06-18	415.0
2022-06-17	418.0
2022-06-16	417.0
2022-06-15	419.0
2022-06-14	416.0
2022-06-13	414.0
2022-06-12	415.0
2022-06-11	419.0
2022-06-10	418.0
2022-06-09	418.0
2022-06-08	418.0
2022-06-07	417.0
2022-06-06	420.0
2022-06-05	422.0
2022-06-04	422.0
2022-06-03	421.0
2022-06-02	426.0
2022-06-01	430.0
2022-05-31	433.0
2022-05-30	432.0
2022-05-29	433.0
2022-05-28	431.0
2022-05-27	424.0
2022-05-26	418.0
2022-05-25	421.0
2022-05-24	423.0
2022-05-23	424.0
2022-05-22	423.0
2022-05-21	424.0
2022-05-20	421.0
2022-05-19	422.0
2022-05-18	425.0
2022-05-17	427.0
2022-05-16	432.0
2022-05-15	432.0
2022-05-14	429.0
2022-05-13	431.0
2022-05-12	427.0
2022-05-11	438.0
2022-05-10	435.0
2022-05-09	432.0
2022-05-08	427.0
2022-05-07	421.0
2022-05-06	421.0
2022-05-05	418.0
2022-05-04	430.0
2022-05-03	441.0
2022-05-02	435.0
2022-05-01	437.0
2022-04-30	434.0
2022-04-29	438.0
2022-04-28	440.0
2022-04-27	443.0
2022-04-26	448.0
2022-04-25	449.0
2022-04-24	445.0
2022-04-23	444.0
2022-04-22	441.0
2022-04-21	449.0
2022-04-20	450.0
2022-04-19	462.0
2022-04-18	478.0
2022-04-17	488.0
2022-04-16	503.0
2022-04-15	503.0
2022-04-14	494.0
2022-04-13	478.0
2022-04-12	472.0
2022-04-11	467.0
2022-04-10	465.0
2022-04-09	464.0
2022-04-08	462.0
2022-04-07	465.0
2022-04-06	479.0
2022-04-05	474.0
2022-04-04	473.0
2022-04-03	484.0
2022-04-02	480.0
2022-04-01	471.0
2022-03-31	459.0
2022-03-30	458.0
2022-03-29	454.0
2022-03-28	463.0
2022-03-27	468.0
2022-03-26	470.0
2022-03-25	472.0
2022-03-24	478.0
2022-03-23	476.0
2022-03-22	480.0
2022-03-21	477.0
2022-03-20	472.0
2022-03-19	473.0
2022-03-18	475.0
2022-03-17	480.0
2022-03-16	486.0
2022-03-15	489.0
2022-03-14	491.0
2022-03-13	494.0
2022-03-12	495.0
2022-03-11	499.0
2022-03-10	500.0
2022-03-09	501.0
2022-03-08	504.0
2022-03-07	509.0
2022-03-06	511.0
2022-03-05	515.0
2022-03-04	519.0
2022-03-03	528.0
2022-03-02	537.0
2022-03-01	543.0
2022-02-28	550.0
2022-02-27	553.0
2022-02-26	575.0
2022-02-25	588.0
2022-02-24	600.0
2022-02-23	640.0
2022-02-22	700.0
2022-02-21	764.0
2022-02-20	764.0
2022-02-19	666.0
2022-02-18	629.0
2022-02-17	636.0
2022-02-16	659.0
2022-02-15	617.0
2022-02-14	669.0
2022-02-13	752.0
2022-02-12	831.0
2022-02-11	759.0
2022-02-10	675.0
2022-02-09	611.0
2022-02-08	590.0
2022-02-07	595.0
2022-02-06	605.0
2022-02-05	622.0
2022-02-04	581.0
2022-02-03	532.0
2022-02-02	515.0
2022-02-01	500.0
2022-01-31	478.0
2022-01-30	466.0
2022-01-29	461.0
2022-01-28	463.0
2022-01-27	470.0
2022-01-26	472.0
2022-01-25	475.0
2022-01-24	478.0
2022-01-23	480.0
2022-01-22	485.0
2022-01-21	495.0
2022-01-20	504.0
2022-01-19	514.0
2022-01-18	521.0
2022-01-17	522.0
2022-01-16	529.0
2022-01-15	552.0
2022-01-14	575.0
2022-01-13	643.0
2022-01-12	743.0
2022-01-11	804.0
2022-01-10	687.0
2022-01-09	569.0
2022-01-08	520.0
2022-01-07	483.0
2022-01-06	480.0
2022-01-05	480.0
2022-01-04	482.0
2022-01-03	484.0
2022-01-02	487.0
2022-01-01	490.0
2021-12-31	492.0
2021-12-30	497.0
2021-12-29	500.0
2021-12-28	508.0
2021-12-27	540.0
2021-12-26	523.0
2021-12-25	475.0
2021-12-24	470.0
2021-12-23	473.0
2021-12-22	479.0
2021-12-21	476.0
2021-12-20	472.0
2021-12-19	468.0
2021-12-18	458.0
2021-12-17	454.0
2021-12-16	474.0
2021-12-15	478.0
2021-12-14	492.0
2021-12-13	506.0
2021-12-12	518.0
2021-12-11	530.0
2021-12-10	546.0
2021-12-09	543.0
2021-12-08	522.0
2021-12-07	514.0
2021-12-06	507.0
2021-12-05	509.0
2021-12-04	520.0
2021-12-03	538.0
2021-12-02	547.0
2021-12-01	516.0
2021-11-30	489.0
2021-11-29	475.0
2021-11-28	466.0
2021-11-27	459.0
2021-11-26	479.0
2021-11-25	492.0
2021-11-24	537.0
2021-11-23	598.0
2021-11-22	578.0
2021-11-21	537.0
2021-11-20	436.0
2021-11-19	443.0
2021-11-18	456.0
2021-11-17	470.0
2021-11-16	482.0
2021-11-15	495.0
2021-11-14	528.0
2021-11-13	560.0
2021-11-12	550.0
2021-11-11	462.0
2021-11-10	446.0
2021-11-09	433.0
2021-11-08	458.0
2021-11-07	488.0
2021-11-06	477.0
2021-11-05	482.0
2021-11-04	491.0
2021-11-03	509.0
2021-11-02	475.0
2021-11-01	416.0
2021-10-31	405.0
2021-10-30	405.0
2021-10-29	414.0
2021-10-28	437.0
2021-10-27	437.0
2021-10-26	437.0
2021-10-25	468.0
2021-10-24	483.0
2021-10-23	496.0
2021-10-22	516.0
2021-10-21	567.0
2021-10-20	504.0
2021-10-19	441.0
2021-10-18	410.0
2021-10-17	406.0
2021-10-16	434.0
2021-10-15	473.0
2021-10-14	495.0
2021-10-13	470.0
2021-10-12	448.0
2021-10-11	426.0
2021-10-10	380.0
2021-10-09	342.0
2021-10-08	331.0
2021-10-07	328.0
2021-10-06	326.0
2021-10-05	328.0
2021-10-04	327.0
2021-10-03	325.0
2021-10-02	330.0
2021-10-01	328.0
2021-09-30	331.0
2021-09-29	332.0
2021-09-28	331.0
2021-09-27	333.0
2021-09-26	333.0
2021-09-25	331.0
2021-09-24	333.0
