ds	y	chuva1	vazao1	chuva2	vazao2	chuva3	vazao3	chuva4	vazao4	chuva5	vazao5	chuva6	vazao6
2023-01-07	754.042	25.6	487.7477083333333	74.19999999999999	398.4992857142857	29.200000000000003	154.73606060606062	0.0	254.03585347956272	23.0	811.1879166666666	37.0	
2023-01-06	414.641	52.8	230.33520833333333	61.6	179.09166666666667	22.2	56.49770833333333	0.0	254.03585347956272	28.2	250.97375	3.6	
2023-01-05	388.502	2.2	241.49427083333333	101.8	193.085	3.4	66.95729166666666	0.0	254.03585347956272	4.2	302.460625	13.0	
2023-01-04	494.398	0.6000000000000001	291.8034482758621	101.2	215.49875	11.4	80.35041666666667	0.0	254.03585347956272	2.8	397.824375	15.0	
2023-01-03	382.555	8.8	290.23211764705883	0.2	221.37272727272727	15.0	78.76291666666667	0.0	254.03585347956272	11.8	341.3279166666667	33.800000000000004	
2023-01-02	244.788	20.2	180.52010416666667	14.4	135.54083333333332	4.4	57.146875	0.0	254.03585347956272	14.6	194.74363636363637	2.6	
2023-01-01	244.788	0.0	161.02645833333332	0.2	128.89181818181817	0.2	40.50791666666667	0.0	254.03585347956272	0.0	182.97333333333333	7.0	
2022-12-31	230.568	2.0	146.10114583333333	0.0	118.81826086956522	0.2	42.69958333333333	0.0	254.03585347956272	1.0	173.92895833333333	0.0	
2022-12-30	262.762	1.4	169.42315217391305	29.8	145.09666666666666	0.4	49.17875	0.0	254.03585347956272	0.0	213.82375	0.0	
2022-12-29	290.1	10.6	185.80125	13.4	145.40347826086958	6.0	48.910625	0.0	254.03585347956272	0.6	217.66208333333336	0.0	
2022-12-28	263.629	0.0	152.55228260869563	0.0	123.67875	0.0	63.07395833333334	0.0	254.03585347956272	0.0	194.4183333333333	0.0	
2022-12-27	319.3	10.6	152.5346875	18.6	126.94541666666667	6.8	93.46395833333332	0.0	254.03585347956272	9.8	237.02416666666667	7.6	
2022-12-26	239.735	15.6	132.20729166666666	2.8	115.92833333333334	30.8	49.58104166666666	0.0	254.03585347956272	18.2	180.261875	11.8	
2022-12-25	386.516	10.8	161.9184375	7.0	140.54125000000002	18.0	57.54083333333333	0.0	254.03585347956272	9.4	216.9452083333333	41.4	
2022-12-24	475.066	31.8	175.8763541666667	3.6	154.28541666666666	10.8	40.50333333333334	0.0	254.03585347956272	19.2	210.19541666666663	31.6	
2022-12-23	583.527	0.0	317.8590625	0.2	301.21208333333334	0.0	53.39666666666667	0.0	254.03585347956272	3.2	415.7118604651163	0.0	
2022-12-22	680.13	3.2	423.8080208333333	9.2	377.54541666666665	9.2	95.01895833333332	0.0	254.03585347956272	8.2	543.6895833333333	0.0	
2022-12-21	399.488	38.6	261.47989583333333	43.8	197.17125	21.2	138.30166666666665	0.0	254.03585347956272	24.4	363.113125	57.4	
2022-12-20	158.262	40.8	108.7590625	25.8	91.04541666666668	30.6	41.969166666666666	0.0	254.03585347956272	16.2	127.50583333333331	16.0	
2022-12-19	155.37	11.4	108.89270833333336	7.6	89.77625	7.6	35.33208333333334	0.0	254.03585347956272	14.0	123.76416666666668	42.4	
2022-12-18	151.067	2.8	86.89583333333333	10.4	74.38166666666667	3.2	37.336666666666666	0.0	254.03585347956272	5.4	109.36020833333332	14.6	
2022-12-17	164.102	1.6	89.05011363636363	1.7999999999999998	80.34041666666667	2.8000000000000003	29.625208333333333	0.0	254.03585347956272	3.8	115.93291666666666	4.6	
2022-12-16	188.964	0.0	104.9066304347826	0.0	93.80166666666666	0.0	32.716875	0.0	254.03585347956272	0.0	129.693125	0.0	
2022-12-15	210.204	1.0	139.80897727272728	0.8	114.21291666666669	0.6000000000000001	35.89833333333333	0.0	254.03585347956272	0.2	143.51104166666667	0.2	
2022-12-14	253.291	0.6000000000000001	156.50510416666663	0.4	132.41458333333333	0.2	56.43229166666666	0.0	254.03585347956272	1.2000000000000002	184.17625	5.0	
2022-12-13	278.52	24.4	155.1971875	21.2	131.595	11.2	53.47354166666667	0.0	254.03585347956272	11.4	169.77458333333334	35.0	
2022-12-12	173.749	7.2	128.19864583333333	6.6000000000000005	75.38833333333334	1.2000000000000002	35.88230769230769	0.0	254.03585347956272	6.0	132.48833333333332	1.2000000000000002	
2022-12-11	223.161	2.6	127.65789473684212	14.8	86.31458333333335	18.2	42.99583333333334	0.0	254.03585347956272	11.4	174.1775	0.6000000000000001	
2022-12-10	260.167	0.6000000000000001	193.87132352941177	2.2	129.51458333333332	16.2	34.16	0.0	254.03585347956272	6.6000000000000005	206.2175	27.2	
2022-12-09	248.177	0.0	212.8662365591398	0.0	127.49625	0.0	41.27104166666667	0.0	254.03585347956272	0.0	217.15541666666664	0.0	
