ds,chuva,vazao,temp_max,temp_min,temp_med,evap
1970-01-01,0,13.94,30.1,16.3,23.2,3.6
1970-01-02,0,12.79,30.6,17.6,24.1,2.8
1970-01-03,0,13.02,31.7,15.4,23.55,3.4
1970-01-04,1.2,12.56,30.4,17.1,23.75,2.6
1970-01-05,0,13.48,32.9,15.7,24.3,1.2
1970-01-06,0,12.56,32.4,18.3,25.35,2.9
1970-01-07,0,11.252,34.1,16.3,25.2,2.8
1970-01-08,0.8,11.464,35.5,18.9,27.2,3.5
1970-01-09,3,15.32,33.6,19.7,26.65,3.6
1970-01-10,26,23.26,25.7,18.7,22.2,2.5
1970-01-11,12.4,18.45,23,11.6,17.3,1.4
1970-01-12,0,17.95,22,10.6,16.3,0.8
1970-01-13,1.4,16.01,25.6,12.5,19.05,0.9
1970-01-14,0,14.63,31,14.9,22.95,1.3
1970-01-15,0,16.7,31.5,15.6,23.55,1.8
1970-01-16,0,15.55,27.9,16.4,22.15,2.2
1970-01-17,0,13.71,28.1,18.1,23.1,1.8
1970-01-18,0,15.55,30.6,14.9,22.75,0.8
1970-01-19,14.6,26.46,26.3,15.9,21.1,1.5
1970-01-20,9.8,19.45,27.6,16.9,22.25,0.9
1970-01-21,26.6,28.62,26.4,14.3,20.35,1
1970-01-22,11,45.74,29.6,14.1,21.85,0.8
1970-01-23,0,35.12,30.7,15.3,23,1.4
1970-01-24,0,34.84,28.4,16.5,22.45,1.7
1970-01-25,0,25.11,33.1,16.2,24.65,1.7
1970-01-26,6.4,27.54,31.6,18.6,25.1,1.5
1970-01-27,7.6,32.02,31.9,17.9,24.9,1.3
1970-01-28,2.4,28.35,29.8,16.9,23.35,2.2
1970-01-29,29.2,26.46,29.9,17,23.45,1.5
1970-01-30,7.4,19.2,32.1,18.3,25.2,1.6
1970-01-31,0,19.2,32.5,19.9,26.2,1.8
1970-02-01,0,16.7,33.4,16.3,24.85,1.8
1970-02-02,0,17.45,31.5,19.2,25.35,2.4
1970-02-03,0,16.01,31.8,15.9,23.85,3.1
1970-02-04,0,13.48,30.9,13.8,22.35,2.4
1970-02-05,0,13.25,32.3,15.6,23.95,2.8
1970-02-06,0,12.33,31.6,17.2,24.4,3.6
1970-02-07,0,12.79,32.3,15.4,23.85,3.2
1970-02-08,0,11.888,31.9,16.5,24.2,2.8
1970-02-09,0,13.02,33.1,15.8,24.45,2.3
1970-02-10,0,11.252,34.4,17.6,26,3.2
1970-02-11,0,11.252,31.7,15.4,23.55,3.2
1970-02-12,0,12.56,30.9,16.8,23.85,3.1
1970-02-13,0,11.888,31.5,16.3,23.9,2.9
1970-02-14,0,11.464,31.2,16.3,23.75,3.1
1970-02-15,0,12.33,30.5,16.6,23.55,2.3
1970-02-16,0,11.04,27.9,16.8,22.35,2.2
1970-02-17,0,12.1,32.5,14.9,23.7,2.1
1970-02-18,0,11.676,31.9,17.3,24.6,3.2
1970-02-19,8.2,13.02,26.4,15.3,20.85,2.4
1970-02-20,16,15.09,25.1,16.3,20.7,0.8
1970-02-21,24.6,23,28.9,15.4,22.15,0.7
1970-02-22,4.4,15.78,29.8,14.9,22.35,2
1970-02-23,0,15.32,31.1,18.4,24.75,1.1
1970-02-24,0,13.94,27.6,14.8,21.2,2.4
1970-02-25,0,13.48,26.9,13.4,20.15,1.3
1970-02-26,6,13.48,27.9,12.6,20.25,1
1970-02-27,9,19.45,27.9,13.1,20.5,1.3
1970-02-28,0,15.09,28.7,15.4,22.05,1.5
1970-03-01,0,13.48,27.2,16.4,21.8,2
1970-03-02,0,12.33,29.5,14.4,21.95,1.9
1970-03-03,1.4,12.33,26.7,13.6,20.15,2.4
1970-03-04,1.8,12.56,30.2,14.7,22.45,1
1970-03-05,0,12.56,30.5,15.9,23.2,2.6
1970-03-06,0,12.33,29.2,17.6,23.4,2.8
1970-03-07,10.4,13.71,30.1,16.4,23.25,2.3
1970-03-08,4.2,12.79,30.6,15.9,23.25,1.8
1970-03-09,1.4,12.56,30.9,16.6,23.75,1.4
1970-03-10,0,12.79,32.5,17.4,24.95,1.6
1970-03-11,2.8,13.71,33.3,16.9,25.1,2
1970-03-12,0,13.02,33.1,19.4,26.25,2
1970-03-13,0,11.676,32,18.4,25.2,3.1
1970-03-14,27.2,26.46,25.8,15.9,20.85,2
1970-03-15,20,20.45,29.5,14.6,22.05,0.8
1970-03-16,0,16.24,31.4,16.3,23.85,1.5
1970-03-17,0,13.94,27.2,13.1,20.15,2.4
1970-03-18,1.2,16.7,29.6,15.1,22.35,0.3
1970-03-19,0,14.63,30.6,16.2,23.4,2.4
1970-03-20,0,12.33,30.8,18.9,24.85,1.8
1970-03-21,0,12.1,31.5,16.9,24.2,1.5
1970-03-22,0,12.33,33.9,17.9,25.9,2
1970-03-23,0,11.676,32.8,18.6,25.7,2.1
1970-03-24,0,11.04,34.4,17.5,25.95,2.1
1970-03-25,0,11.252,29.3,17.3,23.3,3.3
1970-03-26,0,11.252,25.3,13.1,19.2,2.8
1970-03-27,0,11.04,24.6,13.9,19.25,2
1970-03-28,0,9.370999,26.1,12.7,19.4,1
1970-03-29,0,12.1,29.4,14.8,22.1,1.1
1970-03-30,0,11.464,31.6,16.2,23.9,1.9
1970-03-31,1.2,12.33,30.3,15.3,22.8,2
1970-04-01,1.4,12.79,28.8,15.4,22.1,1.5
1970-04-02,0,12.56,30,12.9,21.45,1.3
1970-04-03,0,8.356,31.1,14.6,22.85,1.5
1970-04-04,1.2,13.02,29.6,15.5,22.55,2.5
1970-04-05,3.8,14.63,31.4,17.9,24.65,1.1
1970-04-06,0,13.48,24.8,15.2,20,2.4
1970-04-07,4.6,14.86,22.4,14,18.2,0.9
1970-04-08,1.8,12.56,22.8,11.5,17.15,0.7
1970-04-09,1.2,12.56,25.6,10.6,18.1,0.7
1970-04-10,0,12.33,26.6,12.3,19.45,1.8
1970-04-11,0,10.828,23.7,11.9,17.8,1.8
1970-04-12,0,11.04,28.9,13.4,21.15,1.1
1970-04-13,3.2,14.86,27.6,10.6,19.1,1.1
1970-04-14,0,11.888,28.8,14.2,21.5,1.2
1970-04-15,23,19.45,28.6,15.4,22,1.4
1970-04-16,0,13.25,29.6,16.4,23,1.3
1970-04-17,0,12.56,28.2,11.9,20.05,2
1970-04-18,0,11.888,28.5,11.4,19.95,1.9
1970-04-19,0,11.464,29.3,12.3,20.8,1.4
1970-04-20,0,11.676,29.5,11.1,20.3,1.7
1970-04-21,0,11.676,29.6,12.8,21.2,1.6
1970-04-22,0,11.676,29.3,13.7,21.5,1.5
1970-04-23,0,10.404,28.4,10.8,19.6,1.9
1970-04-24,0,6.24,28.9,11.9,20.4,1.8
1970-04-25,0,7.76,28.4,12.9,20.65,1.3
1970-04-26,0,11.04,29.5,10.5,20,1.6
1970-04-27,0,10.828,31.9,10.2,21.05,1.6
1970-04-28,0,10.828,30.6,13.6,22.1,1.9
1970-04-29,0,10.828,27.2,14.9,21.05,2
1970-04-30,41,27.27,21.1,11.9,16.5,1.5
1970-05-01,,,25.8,10.6,18.2,0.8
1970-05-02,,,30.3,15.4,22.85,0.6
1970-05-03,,,27.6,16.7,22.15,1.2
1970-05-04,,,28,15.5,21.75,1
1970-05-05,,,29.9,13.8,21.85,0.9
1970-05-06,,,30.2,12.6,21.4,1.8
1970-05-07,,,29.1,15.6,22.35,1.8
1970-05-08,,,29.9,10.6,20.25,2.1
1970-05-09,,,27.5,12.6,20.05,1.8
1970-05-10,,,28.2,13.4,20.8,1.4
1970-05-11,,,29.3,11.9,20.6,1.1
1970-05-12,,,28.4,12,20.2,2.3
1970-05-13,,,26.3,12.8,19.55,1.7
1970-05-14,,,25,11.2,18.1,1.7
1970-05-15,,,28.3,10.3,19.3,1.9
1970-05-16,,,30,14.4,22.2,1.6
1970-05-17,,,28.1,13.5,20.8,1.8
1970-05-18,,,29.6,12.6,21.1,1.4
1970-05-19,,,30.6,14.8,22.7,1.7
1970-05-20,,,31.9,14.8,23.35,4.3
1970-05-21,,,22.9,13.8,18.35,3.1
1970-05-22,,,21.6,12.7,17.15,1.3
1970-05-23,,,24.3,11.6,17.95,1.4
1970-05-24,,,25.9,12.6,19.25,0.4
1970-05-25,,,25.3,7.9,16.6,1.5
1970-05-26,,,23.5,7.5,15.5,1.6
1970-05-27,,,28.4,8,18.2,0.3
1970-05-28,,,28.7,9.1,18.9,1.7
1970-05-29,,,28.4,7.4,17.9,2
1970-05-30,,,27.9,7.1,17.5,2.5
1970-05-31,,,29,9.5,19.25,1.6
1970-06-01,0,9.98,28.1,9.3,18.7,1.2
1970-06-02,0,10.192,28.6,8.5,18.55,1.7
1970-06-03,0,9.776999,27.3,10.4,18.85,1.7
1970-06-04,0,9.167999,28.2,7.9,18.05,1.5
1970-06-05,0,9.370999,29.9,10.1,20,1.8
1970-06-06,0,9.776999,30.2,13.6,21.9,1.7
1970-06-07,0,9.573999,28.4,9.5,18.95,2.8
1970-06-08,0,9.370999,27.8,10.2,19,2.4
1970-06-09,0,9.776999,26.7,15.1,20.9,1.8
1970-06-10,1.8,10.404,26,13.2,19.6,1.3
1970-06-11,0,10.192,26.6,9.6,18.1,1.3
1970-06-12,0,9.98,28.1,8.6,18.35,1.5
1970-06-13,0,9.98,30.6,9.8,20.2,1.7
1970-06-14,0,10.192,31.2,10.2,20.7,2
1970-06-15,0,9.167999,30.6,10,20.3,1.8
1970-06-16,0,9.98,24.8,10.9,17.85,2.7
1970-06-17,0,9.98,23.1,8.9,16,1.3
1970-06-18,0,9.573999,25.7,8.9,17.3,1.9
1970-06-19,0,7.19,28.6,7.6,18.1,1.4
1970-06-20,0,8.964999,26.4,12.7,19.55,1.5
1970-06-21,0,7.95,25.4,10.9,18.15,1.1
1970-06-22,0,8.356,28.5,7.3,17.9,1.5
1970-06-23,0,8.356,29.6,8.1,18.85,1.9
1970-06-24,4,9.776999,19.9,12.8,16.35,2.6
1970-06-25,5.2,9.370999,17.6,10.6,14.1,1.1
1970-06-26,3.8,10.616,18.3,9.1,13.7,0.3
1970-06-27,6.8,10.192,19.9,10.7,15.3,0.5
1970-06-28,0,10.192,24.5,11.4,17.95,0.3
1970-06-29,0,9.98,27.6,10.6,19.1,0.8
1970-06-30,0,9.573999,26.9,10.5,18.7,1.7
1970-07-01,0,9.370999,23.9,9.8,16.85,1.9
1970-07-02,0,8.153,27.5,7.5,17.5,1.2
1970-07-03,0,7.76,23.6,8.5,16.05,2.5
1970-07-04,0,7.19,24.5,11.6,18.05,1.7
1970-07-05,0,7.19,24.6,10.1,17.35,2.6
1970-07-06,0,7,25.6,6.5,16.05,0.3
1970-07-07,0,7.38,26.8,5.1,15.95,1.5
1970-07-08,0,7.57,28.6,5.9,17.25,2.2
1970-07-09,0,6.24,20.1,12.4,16.25,2.5
1970-07-10,0,7.95,20,11.3,15.65,1.2
1970-07-11,0,7.38,19.9,10.8,15.35,1.7
1970-07-12,0,7.76,22.1,6.8,14.45,0.3
1970-07-13,1.6,7.76,24.4,10.6,17.5,1
1970-07-14,0,7.38,25.3,11.3,18.3,1.6
1970-07-15,1.4,6.43,21.6,11.4,16.5,2
1970-07-16,0,7.76,22.1,10.1,16.1,0.7
1970-07-17,1.2,7.95,21.5,9.1,15.3,2.8
1970-07-18,0,7.38,23.1,11.8,17.45,1.9
1970-07-19,0,7,22.7,8.9,15.8,2.3
1970-07-20,0,7.19,24.1,5.1,14.6,1.3
1970-07-21,0,7.76,22.4,12.1,17.25,1.7
1970-07-22,2.6,7.95,21.5,12.3,16.9,0.8
1970-07-23,0,8.559,22.6,12.1,17.35,1
1970-07-24,0,7.76,21.5,10.8,16.15,1.6
1970-07-25,1.4,9.167999,20.8,11.9,16.35,1.1
1970-07-26,5.4,10.192,24.2,12.5,18.35,0.9
1970-07-27,0,9.167999,24.8,12.1,18.45,1.2
1970-07-28,0,8.762,27.6,10.9,19.25,1.7
1970-07-29,0,7.76,28.1,10.1,19.1,1.9
1970-07-30,0,7.76,28.5,9.9,19.2,2.4
1970-07-31,0,8.153,29.6,11.1,20.35,2.5
1970-08-01,0,7.57,25.6,13.4,19.5,2.5
1970-08-02,0,7.38,26.7,8.1,17.4,2.3
1970-08-03,0,6.62,27.1,12.2,19.65,3.2
1970-08-04,0,7.38,26.3,11.3,18.8,1.8
1970-08-05,0,7.38,27.9,12.4,20.15,2.2
1970-08-06,0,7.19,30.6,10.5,20.55,2.6
1970-08-07,0,7,28.9,11.6,20.25,2.4
1970-08-08,0,6.24,30.1,11.5,20.8,1.9
1970-08-09,7.2,7.76,18.5,10.3,14.4,3.1
1970-08-10,4.8,8.559,17.5,10.2,13.85,1
1970-08-11,0,9.573999,23.1,8.6,15.85,1.1
1970-08-12,0,9.167999,19.9,5.6,12.75,2.8
1970-08-13,0,7.38,22.6,4.8,13.7,2.1
1970-08-14,0,7.57,23.6,5.1,14.35,2.3
1970-08-15,0,7.19,26.9,5.2,16.05,1.7
1970-08-16,0,7.19,25.6,6.8,16.2,2.7
1970-08-17,0,7.19,23.3,12.6,17.95,2.5
1970-08-18,0,7,22.9,10.4,16.65,2.1
1970-08-19,3.2,7.57,24.5,9.5,17,2.6
1970-08-20,0,7.38,25.3,7.2,16.25,2.1
1970-08-21,0,7.38,26.2,9.2,17.7,2.3
1970-08-22,0,7.19,26.6,8.2,17.4,2.3
1970-08-23,0,7.19,30.4,7.4,18.9,1.7
1970-08-24,0,7,30.2,11.3,20.75,3.1
1970-08-25,0,6.81,30.5,10.8,20.65,3.3
1970-08-26,7,7.76,22.5,13.2,17.85,3.3
1970-08-27,0,7.76,22.4,11.5,16.95,0.4
1970-08-28,7.4,7,26,9.6,17.8,0.7
1970-08-29,4.2,9.370999,27.3,13.1,20.2,1.4
1970-08-30,8.4,12.1,22.1,12.5,17.3,1.5
1970-08-31,0,11.888,25.4,8.9,17.15,0.8
1970-09-01,4.2,9.370999,18.5,6.7,12.6,2.3
1970-09-02,0,7.95,19.9,8.2,14.05,1.8
1970-09-03,0,6.81,21,9.6,15.3,1.1
1970-09-04,0,7,21.6,13.3,17.45,1.2
1970-09-05,1.2,7.38,22.7,13.2,17.95,0.5
1970-09-06,0,7.57,28.2,14.1,21.15,1.1
1970-09-07,0,7.76,27.5,11.6,19.55,1.6
1970-09-08,0,6.62,20.9,14.5,17.7,1.6
1970-09-09,0,7.38,19.9,12.6,16.25,1.1
1970-09-10,13.3,8.559,24.4,10.7,17.55,0.7
1970-09-11,9.2,11.04,28.5,13.8,21.15,0.9
1970-09-12,0,9.167999,29.2,11.7,20.45,1.4
1970-09-13,0,8.153,29.4,15.6,22.5,1.5
1970-09-14,0,7.57,29.9,13.3,21.6,1.3
1970-09-15,0,12.79,21.7,13.8,17.75,0.7
1970-09-16,13.2,13.02,17.6,12.1,14.85,1.3
1970-09-17,1.8,13.02,26.4,10.5,18.45,0.7
1970-09-18,0,11.04,24.5,16.1,20.3,1.4
1970-09-19,0,10.616,28.6,12.9,20.75,1.4
1970-09-20,0,9.573999,31.2,13,22.1,2
1970-09-21,0,7.76,30.1,12.9,21.5,2.5
1970-09-22,0,7.95,28.5,12.7,20.6,3.1
1970-09-23,0,8.559,27.8,15.2,21.5,2.4
1970-09-24,0,7.95,30.1,12.6,21.35,2
1970-09-25,0,7.95,28.1,15.7,21.9,3.3
1970-09-26,1,8.559,22.6,14.2,18.4,1.9
1970-09-27,1.2,8.559,21.8,12.9,17.35,0.8
1970-09-28,0,8.153,22.3,11.2,16.75,2.2
1970-09-29,3.4,6.81,19.5,11.4,15.45,1.4
1970-09-30,0.4,9.167999,28.9,12.6,20.75,0.3
1970-10-01,17.8,11.888,27.8,14.8,21.3,1.7
1970-10-02,0,8.153,28.4,15.9,22.15,2.7
1970-10-03,2.6,11.676,28.2,15.4,21.8,0.8
1970-10-04,26.2,16.47,18.8,11.4,15.1,2.4
1970-10-05,14.4,10.828,20.4,12.6,16.5,1.4
1970-10-06,0.8,12.33,23.5,11.1,17.3,0.9
1970-10-07,0,10.192,26.9,11.9,19.4,1.8
1970-10-08,0,9.370999,29.2,14.9,22.05,2
1970-10-09,2.8,8.964999,29.6,15.4,22.5,3
1970-10-10,0,8.762,29.2,12.6,20.9,3.2
1970-10-11,0,8.762,22.4,14.6,18.5,3.3
1970-10-12,0,8.559,31.5,17.6,24.55,2.4
1970-10-13,30.6,11.04,23.9,13.2,18.55,3.3
1970-10-14,1.2,13.25,,,,
1970-10-15,0,9.573999,26.5,17.5,22,1.1
1970-10-16,0,10.616,29.2,16.1,22.65,1.3
1970-10-17,0,10.192,27.3,16.2,21.75,2.7
1970-10-18,24.2,13.25,24.2,17.5,20.85,2
1970-10-19,0,14.4,27.9,18.6,23.25,0.4
1970-10-20,0,10.828,30.7,18.9,24.8,1.7
1970-10-21,0,8.559,31.6,16.1,23.85,2.9
1970-10-22,0,7.76,29.5,18.4,23.95,2.9
1970-10-23,36.4,20.7,28.6,18.8,23.7,1.5
1970-10-24,6,18.95,24.4,17.6,21,1.5
1970-10-25,2.4,20.2,23.5,18.1,20.8,0.8
1970-10-26,1.8,13.94,26.9,18.7,22.8,1.1
1970-10-27,0,9.370999,27.3,18.3,22.8,1.1
1970-10-28,0,10.404,24.5,18.8,21.65,2.9
1970-10-29,0,10.404,24.5,17.9,21.2,1.7
1970-10-30,0,9.98,23.7,17.9,20.8,1.4
1970-10-31,1.8,10.404,24.4,17.5,20.95,1.4
1970-11-01,0,11.04,28.9,16.1,22.5,2.3
1970-11-02,0,10.828,30.8,14.5,22.65,1.9
1970-11-03,9.2,9.573999,23.6,17.1,20.35,2.3
1970-11-04,4.4,9.776999,22.5,16.9,19.7,1.8
1970-11-05,0,8.356,32.1,16.6,24.35,1.5
1970-11-06,0,10.616,28.9,19,23.95,2.7
1970-11-07,0,11.888,26.9,18.5,22.7,2.6
1970-11-08,11.4,19.2,21.1,17.4,19.25,2.4
1970-11-09,54.2,41.4,21.8,17.2,19.5,1.5
1970-11-10,0,27,26.8,17.3,22.05,1.1
1970-11-11,0,16.7,27.4,16.6,22,2.8
1970-11-12,0,16.01,25.1,18.8,21.95,2.8
1970-11-13,0,14.86,32.5,19.6,26.05,1.5
1970-11-14,8.6,14.63,26.7,19.5,23.1,3
1970-11-15,10.4,15.09,31.1,17.6,24.35,0.7
1970-11-16,0,11.888,30.2,17.8,24,4.5
1970-11-17,0,10.404,31.1,18.7,24.9,4.1
1970-11-18,5.8,10.616,32.7,17.5,25.1,3.3
1970-11-19,32.8,15.78,23.9,19,21.45,2.2
1970-11-20,3.8,13.02,21.3,17.6,19.45,0.7
1970-11-21,1.6,13.02,28.5,18,23.25,1
1970-11-22,37.4,19.7,27.4,17.6,22.5,1.3
1970-11-23,0,18.95,25.4,15.1,20.25,1.4
1970-11-24,0,12.79,26.4,15.4,20.9,2.8
1970-11-25,0,11.676,27.6,11.3,19.45,3.7
1970-11-26,0,11.464,26.9,17.7,22.3,3.4
1970-11-27,0,9.776999,25.8,16.4,21.1,2.7
1970-11-28,14.6,23.26,27.9,18.4,23.15,1
1970-11-29,7.4,18.2,28.7,19.5,24.1,1.4
1970-11-30,4.8,14.17,30.2,17.6,23.9,1.6
1970-12-01,1.4,15.55,28.4,21.1,24.75,2.4
1970-12-02,30.2,20.95,31.4,18.9,25.15,1.3
1970-12-03,0,14.17,27.1,18.7,22.9,3.3
1970-12-04,0,10.616,27.2,16.7,21.95,3
1970-12-05,0,11.464,29.9,18.3,24.1,2.7
1970-12-06,0,9.98,32.3,16.7,24.5,2.9
1970-12-07,1.4,11.676,30.4,19.2,24.8,2.7
1970-12-08,0,11.252,30.3,18.7,24.5,1.4
1970-12-09,0,10.828,33.3,18.1,25.7,2.5
1970-12-10,0,10.404,31.9,19.5,25.7,3.2
1970-12-11,0,10.192,34.3,17.7,26,2.8
1970-12-12,0,9.370999,35.8,20.1,27.95,4
1970-12-13,15.8,9.776999,34.2,20.9,27.55,4.1
1970-12-14,0,6.24,33.1,19.7,26.4,3.5
1970-12-15,6.6,9.370999,33.3,20,26.65,2.5
1970-12-16,18.4,17.7,31.9,20.2,26.05,2.1
1970-12-17,14.4,22.74,32.2,19.8,26,1.5
1970-12-18,0,15.78,32.5,18.1,25.3,2.5
1970-12-19,0,12.79,33.6,19.2,26.4,2.7
1970-12-20,4.6,16.01,29.3,19.2,24.25,2.7
1970-12-21,10.8,17.7,31.8,21.9,26.85,2
1970-12-22,0,14.86,34,15.9,24.95,2.4
1970-12-23,0,13.48,34.3,16.7,25.5,3.2
1970-12-24,0,8.964999,34.5,17.4,25.95,3.3
1970-12-25,6.4,10.192,33.4,18.5,25.95,4
1970-12-26,1.8,12.33,32.6,18.6,25.6,1.7
1970-12-27,0,10.404,32.3,18.6,25.45,2.8
1970-12-28,0,9.776999,32.6,17.4,25,3.1
1970-12-29,0,6.05,34.4,16.9,25.65,3.2
1970-12-30,0,7.38,35.8,16.8,26.3,4.1
1970-12-31,0,5.525,34.7,19.5,27.1,3.8
1971-01-01,0,5.7,33.5,20.9,27.2,4.2
1971-01-02,7.4,5.525,32.4,19.9,26.15,2.7
1971-01-03,1.8,7,31.4,19.2,25.3,2.5
1971-01-04,56.4,20.2,32.6,19.6,26.1,1.7
1971-01-05,3,22.48,34.2,19.2,26.7,1.6
1971-01-06,0,15.09,32.8,20.7,26.75,2.5
1971-01-07,0,12.79,32.7,18.5,25.6,3.2
1971-01-08,0,10.404,33.6,17.6,25.6,3.2
1971-01-09,0,10.616,33.4,17.2,25.3,3.4
1971-01-10,0,9.370999,32.4,18.2,25.3,3.1
1971-01-11,0,8.964999,32.9,19.6,26.25,2.2
1971-01-12,0,8.356,32.5,19.2,25.85,2.8
1971-01-13,0,6.05,33.1,19.6,26.35,3.5
1971-01-14,0,6.05,24.9,19.8,22.35,3.3
1971-01-15,35.2,10.828,25.6,18.9,22.25,0.6
1971-01-16,0.4,15.32,28.7,19.4,24.05,1.5
1971-01-17,5.6,10.828,24.6,18.5,21.55,1.5
1971-01-18,17,12.1,26.7,19.9,23.3,0.6
1971-01-19,7.4,24.57,28.8,17.7,23.25,1.1
1971-01-20,0,14.4,32.4,17.2,24.8,1.1
1971-01-21,0,12.56,32.8,17.6,25.2,3
1971-01-22,0,11.676,33.2,17.5,25.35,3.1
1971-01-23,0,10.404,33.2,17.2,25.2,2.1
1971-01-24,0,6.62,33.6,16.5,25.05,2.6
1971-01-25,0,6.81,34.5,16.8,25.65,2.5
1971-01-26,0,6.62,33.9,15.9,24.9,2.8
1971-01-27,0,5.875,33.1,13.5,23.3,3.3
1971-01-28,0,6.05,33,16.9,24.95,3.6
1971-01-29,0,6.05,32.4,16,24.2,3.9
1971-01-30,0,5.175,32.7,18.1,25.4,2.6
1971-01-31,0,4.65,35.6,16.6,26.1,2.5
1971-02-01,,,35.3,18.7,27,3.9
1971-02-02,,,34.9,14.8,24.85,5
1971-02-03,,,34.3,16.2,25.25,3.2
1971-02-04,,,35.8,16.2,26,3.8
1971-02-05,,,34.3,18.1,26.2,3.2
1971-02-06,,,32.7,18.2,25.45,3.2
1971-02-07,,,34.6,18.6,26.6,3.2
1971-02-08,,,34.2,16.7,25.45,2.3
1971-02-09,,,34.4,16.8,25.6,2.8
1971-02-10,,,33.7,17.9,25.8,2.4
1971-02-11,,,33.9,16.6,25.25,4.3
1971-02-12,,,34.2,17.8,26,3.4
1971-02-13,,,34.2,18.2,26.2,2.4
1971-02-14,,,34.6,19.4,27,3.2
1971-02-15,,,34.2,20.3,27.25,2.5
1971-02-16,,,32.5,19.8,26.15,2.9
1971-02-17,,,34.3,15.8,25.05,2.6
1971-02-18,,,33.9,17.6,25.75,3
1971-02-19,,,34.6,18,26.3,2.9
1971-02-20,,,35.6,19,27.3,2.5
1971-02-21,,,33.8,20.7,27.25,2.2
1971-02-22,,,32.4,20.4,26.4,1.8
1971-02-23,,,36.6,19.1,27.85,1.2
1971-02-24,,,34.5,18.5,26.5,0.8
1971-02-25,,,34.3,19.3,26.8,3.8
1971-02-26,,,29.6,20.2,24.9,2.1
1971-02-27,,,27.6,20.1,23.85,2.1
1971-02-28,,,27.9,18.8,23.35,2.2
1971-03-01,2.6,6.43,31.4,15.5,23.45,1.2
1971-03-02,5.6,5.875,31.6,18.4,25,1.9
1971-03-03,0,4.475,30.7,18.3,24.5,1.8
1971-03-04,0,5,27.9,18.6,23.25,2.3
1971-03-05,0,4.825,31.2,18.4,24.8,1.5
1971-03-06,8,9.370999,25.6,19.7,22.65,2
1971-03-07,7.2,12.33,29.3,19.7,24.5,0.6
1971-03-08,22.6,11.04,32.4,20.8,26.6,1.5
1971-03-09,11.2,16.01,29.8,20.2,25,1.6
1971-03-10,45,16.47,30.4,20.8,25.6,0.9
1971-03-11,3.6,25.92,30.5,21.1,25.8,1
1971-03-12,6.6,17.45,30.7,20.6,25.65,0.9
1971-03-13,0,16.01,32.3,17.6,24.95,0.8
1971-03-14,0,13.94,32.7,15.6,24.15,1.7
1971-03-15,0,6.81,33.6,16.3,24.95,1.9
1971-03-16,0,7.38,32.6,17.4,25,1.5
1971-03-17,0,6.43,31.4,17.2,24.3,2
1971-03-18,0,6.81,33.4,17.2,25.3,1.5
1971-03-19,0,5.7,31.5,19.4,25.45,1.6
1971-03-20,0,5.7,31.9,19.5,25.7,2.2
1971-03-21,0,6.24,31.8,18.6,25.2,2.1
1971-03-22,3.2,7.19,31.3,19.6,25.45,1.6
1971-03-23,6.2,7.38,31.2,19.8,25.5,1.7
1971-03-24,0,6.81,32.4,18.7,25.55,1.5
1971-03-25,0,6.05,31.6,19.3,25.45,2.4
1971-03-26,2.8,5.525,30.7,19.9,25.3,1.8
1971-03-27,0,5.525,31.9,20.2,26.05,2.3
1971-03-28,0,5.35,31.1,18.2,24.65,1.9
1971-03-29,0,4.3,32.3,18.4,25.35,1.7
1971-03-30,19.2,5,29.6,18.7,24.15,1.6
1971-03-31,0,7.19,31.6,20.8,26.2,0.9
1971-04-01,0,6.05,31.4,19.9,25.65,1.9
1971-04-02,0,5.875,31.5,18.6,25.05,1.5
1971-04-03,4.4,6.05,30.8,18.8,24.8,1.9
1971-04-04,0,7.57,29.5,17.3,23.4,1
1971-04-05,0,5,29.3,19,24.15,1.4
1971-04-06,0,5.875,27.4,15.9,21.65,1.3
1971-04-07,0,7,29.1,17.5,23.3,1.4
1971-04-08,0,5.525,30.2,17.2,23.7,1.4
1971-04-09,4.8,7.76,29.8,16.4,23.1,1.9
1971-04-10,6.6,5.7,31.5,20.2,25.85,1.2
1971-04-11,0,6.05,30.9,17.4,24.15,2.3
1971-04-12,0,5.7,29.8,20.1,24.95,2.1
1971-04-13,0,5.875,30.6,16.6,23.6,1.8
1971-04-14,6.4,6.24,29.8,19.3,24.55,2.2
1971-04-15,13.2,7.57,29.6,20.3,24.95,1.3
1971-04-16,0,7,30.8,19.3,25.05,1.1
1971-04-17,0,4.3,28.3,19.4,23.85,1.2
1971-04-18,0,7,27.5,19.4,23.45,1.7
1971-04-19,0,6.05,29.5,20.3,24.9,1.1
1971-04-20,0,6.24,26.5,20.3,23.4,1
1971-04-21,0,6.62,26.4,20.7,23.55,1.1
1971-04-22,5.8,6.05,29.5,18,23.75,0.9
1971-04-23,6,6.05,24.9,18.7,21.8,1.4
1971-04-24,4.4,7.19,21.9,17.9,19.9,0.8
1971-04-25,0,7,23.8,14.7,19.25,2.3
1971-04-26,0,5.525,25.7,15.7,20.7,1.9
1971-04-27,0,6.81,24.9,14.7,19.8,1.2
1971-04-28,0,5.7,24.8,13,18.9,1.4
1971-04-29,0,6.43,27.2,11.7,19.45,1.5
1971-04-30,0,6.24,28.6,11.9,20.25,1.6
1971-05-01,0,5.875,29.3,14.5,21.9,1.3
1971-05-02,0,5,31,13.5,22.25,1.6
1971-05-03,0,5.175,28.9,17.3,23.1,2.6
