ds,chuva,vazao,temp_max,temp_min,temp_med,evap
2003-07-31,0,10.43,26.9,11,18.95,3.1
2003-08-01,0,10.65,24.2,11.4,17.8,3
2003-08-02,0,10.54,26.5,6,16.25,3.9
2003-08-03,0,10.1,26.5,6,16.25,3.1
2003-08-04,0,10.54,26.5,8.6,17.55,2.5
2003-08-05,0,10.32,27.7,6,16.85,3.5
2003-08-06,0,10.54,28.3,6,17.15,4
2003-08-07,0,10.1,29.8,11.4,20.6,4.4
2003-08-08,0,10.1,27.1,13.4,20.25,3.8
2003-08-09,0,10.98,27.1,12.6,19.85,4.9
2003-08-10,0,10.65,21.4,15.2,18.3,1.8
2003-08-11,0,10.65,17.9,13.2,15.55,1.8
2003-08-12,0,10.43,24.9,11.1,18,3.2
2003-08-13,0,10.76,22.9,9.2,16.05,2.3
2003-08-14,0,10.54,25.3,6,15.65,3
2003-08-15,0,10.98,26.7,8.9,17.8,2.7
2003-08-16,3.8,10.76,24.9,10.6,17.75,2.5
2003-08-17,0.9,11.75,22.9,12.2,17.55,5
2003-08-18,0,11.42,23.4,6.3,14.85,3.5
2003-08-19,0,10.98,25.5,7.8,16.65,3.1
2003-08-20,0,10.54,25.4,8.4,16.9,2.9
2003-08-21,0,10.76,26.1,6.2,16.15,3.6
2003-08-22,0,10.87,28.3,7.6,17.95,3.6
2003-08-23,0,10.54,28.3,9.2,18.75,4.4
2003-08-24,0,10.65,29.5,9.2,19.35,5.9
2003-08-25,0,10.76,30.1,11.2,20.65,4.3
2003-08-26,20.2,14.06,18.4,15.4,16.9,1.3
2003-08-27,3.4,17.02,19.7,14.3,17,1.9
2003-08-28,0,14.98,19.3,16,17.65,1.3
2003-08-29,8.8,14.98,18.7,15.3,17,1.3
2003-08-30,0,14.06,17.9,14.4,16.15,1.3
2003-08-31,0,13.84,25.9,15.2,20.55,2.3
2003-09-01,2.8,14.74,26.3,14.9,20.6,3.1
2003-09-02,0,15.46,20.3,16.4,18.35,1.3
2003-09-03,6.1,13.84,19.1,15.8,17.45,1.6
2003-09-04,0,14.5,24.1,13.6,18.85,3.4
2003-09-05,0,13.29,24.7,10,17.35,3.6
2003-09-06,0,12.96,24.9,10.2,17.55,3.9
2003-09-07,0,12.96,26.1,9,17.55,4.9
2003-09-08,0,12.85,26.3,9.7,18,6.2
2003-09-09,0,12.74,29.5,10.1,19.8,4.9
2003-09-10,0,12.3,29.5,11.3,20.4,5.5
2003-09-11,0,12.63,21.3,15.2,18.25,2.8
2003-09-12,0,12.41,18.7,14,16.35,2
2003-09-13,0,12.3,28.6,13,20.8,3.7
2003-09-14,18.4,14.28,22.3,16.6,19.45,2.2
2003-09-15,1.7,15.22,21.7,15.5,18.6,2.3
2003-09-16,0,13.84,27.5,16.8,22.15,2.9
2003-09-17,1.4,14.74,23.9,17.4,20.65,1.9
2003-09-18,2.1,15.1,23.1,16.1,19.6,3.2
2003-09-19,0,14.39,25.8,16.3,21.05,3
2003-09-20,0,13.51,30.3,10.4,20.35,4.2
2003-09-21,0,13.4,30.4,12.6,21.5,6.6
2003-09-22,0,12.63,29.9,11.6,20.75,3.9
2003-09-23,0,12.63,30.3,12.2,21.25,4.2
2003-09-24,0,12.74,34.3,12.8,23.55,6.5
2003-09-25,0,12.41,32.8,14.9,23.85,6.5
2003-09-26,0,12.3,28.9,20,24.45,4.3
2003-09-27,0,12.52,30.7,18.2,24.45,4
2003-09-28,8.9,13.18,30.3,19.8,25.05,3.2
2003-09-29,4.5,13.62,29.1,19.6,24.35,3.1
2003-09-30,0.7,13.4,27.5,18.2,22.85,5.9
2003-10-01,1.6,12.74,24.7,17.2,20.95,4.2
2003-10-02,0,12.41,27.9,18,22.95,3.6
2003-10-03,0,12.52,28.5,16.6,22.55,4.6
2003-10-04,0,12.3,28.5,15.2,21.85,4.8
2003-10-05,0,12.19,28,16.2,22.1,4.1
2003-10-06,0,12.52,32,13.7,22.85,6.3
2003-10-07,0,12.3,32.5,16.8,24.65,4.3
2003-10-08,27.2,15.34,24.5,19,21.75,0.8
2003-10-09,3.6,18.94,30.5,18.7,24.6,5.3
2003-10-10,1.1,14.74,29.2,18.8,24,3.7
2003-10-11,4,14.98,21.9,18.1,20,0.9
2003-10-12,26.8,21.64,21.6,15.4,18.5,1.4
2003-10-13,2.8,19.95,23,16.3,19.65,0.8
2003-10-14,0,16.9,26.5,15.6,21.05,5.4
2003-10-15,0,15.1,23.9,9.6,16.75,5
2003-10-16,0,13.62,25.9,12.8,19.35,6
2003-10-17,0,12.96,26.8,11,18.9,5.5
2003-10-18,0,12.3,30.5,8,19.25,5.2
2003-10-19,0,11.86,30.9,11,20.95,6
2003-10-20,0,11.42,33.5,14.4,23.95,6.6
2003-10-21,0,10.87,31.1,16.6,23.85,5.4
2003-10-22,0,11.31,27.7,16.4,22.05,2
2003-10-23,8.4,12.85,21.9,17.6,19.75,0.5
2003-10-24,10.6,16.3,25.3,15.2,20.25,3.8
2003-10-25,0,13.73,30,15,22.5,4.8
2003-10-26,0,11.97,30.3,15.2,22.75,7.4
2003-10-27,0,12.3,30.9,16.6,23.75,6
2003-10-28,0,11.86,30.1,19.3,24.7,5.7
2003-10-29,0,11.75,30,20,25,5.7
2003-10-30,0,11.86,28.7,19.6,24.15,3.8
2003-10-31,2.8,13.84,29.7,18.8,24.25,4.2
2003-11-01,0,13.4,31.3,18.4,24.85,4.8
2003-11-02,12.6,13.84,24.7,19,21.85,2.7
2003-11-03,2.8,12.96,23.1,17.4,20.25,4.3
2003-11-04,0,12.3,25.3,11,18.15,5.7
2003-11-05,0,12.3,24.1,14.2,19.15,4.1
2003-11-06,0,11.53,20.3,15.5,17.9,1.2
2003-11-07,10.8,12.08,23.7,15.5,19.6,1.6
2003-11-08,21.2,17.02,26.3,16.4,21.35,2.5
2003-11-09,32.8,21.38,31.9,15,23.45,4.2
2003-11-10,1,19.18,33.5,18.5,26,6.7
2003-11-11,0,16.06,31,20.8,25.9,4.3
2003-11-12,0,13.07,32.2,19.8,26,6.8
2003-11-13,0,12.52,32.9,17.8,25.35,3.7
2003-11-14,8.8,11.31,28.3,20,24.15,4.9
2003-11-15,0,11.09,23.5,18.4,20.95,3.1
2003-11-16,0,10.54,30.1,19.6,24.85,4
2003-11-17,0,10.98,30.3,19.4,24.85,3.5
2003-11-18,1.6,11.09,30.3,18.8,24.55,2.7
2003-11-19,2.1,9.587501,31.9,19.8,25.85,2
2003-11-20,104.3,49.66,25.5,19.6,22.55,1
2003-11-21,10.4,46.84,24.1,17.2,20.65,1.6
2003-11-22,0,25.67,27.1,17.8,22.45,3.9
2003-11-23,0,19.43,28.4,18.6,23.5,3.3
2003-11-24,0,16.66,30.6,20.6,25.6,4.7
2003-11-25,0,15.58,31.5,18.9,25.2,5.8
2003-11-26,0,14.5,31.5,18,24.75,3.3
2003-11-27,1.1,16.18,31.7,19.5,25.6,3.2
2003-11-28,3.8,14.06,30.9,20.1,25.5,2.6
2003-11-29,4.2,19.3,28.3,21,24.65,4
2003-11-30,27.8,48.11,27.3,19,23.15,1.3
2003-12-01,2.5,47.48,27.1,21,24.05,1.4
2003-12-02,51,49.815,31.1,21.4,26.25,3.6
2003-12-03,21.2,30.18,33.1,20.8,26.95,4.8
2003-12-04,8.1,25.15,26.3,20.6,23.45,1.2
2003-12-05,15.2,26.58,29.9,21.5,25.7,1.6
2003-12-06,1.3,39.95,29.9,21.6,25.75,2.2
2003-12-07,4.2,30.18,22.7,18.4,20.55,1.1
2003-12-08,2.6,23.59,26.7,19.2,22.95,1.3
2003-12-09,7,30.46,27.9,19.6,23.75,1.3
2003-12-10,8.8,25.67,27.5,18.7,23.1,2.9
2003-12-11,0,21.51,31.3,19.4,25.35,3.5
2003-12-12,0,19.3,35.7,19,27.35,3.9
2003-12-13,2.4,24.63,29.7,21,25.35,4.7
2003-12-14,0,17.86,31.3,22,26.65,2.9
2003-12-15,0,15.7,33.3,20.6,26.95,5.3
2003-12-16,0,14.74,34.7,18.2,26.45,7.2
2003-12-17,0,15.46,30.3,22,26.15,2.9
2003-12-18,0,14.86,26.2,20.6,23.4,2.2
2003-12-19,1,14.5,26.3,20.1,23.2,2.6
2003-12-20,0.6,14.28,28.9,19.1,24,3.1
2003-12-21,0,13.62,31.1,19.7,25.4,2.3
2003-12-22,3.6,15.58,29.5,20,24.75,2
2003-12-23,0,17.74,31.5,20,25.75,2.1
2003-12-24,6.3,22.68,28.3,19.7,24,3.1
2003-12-25,0,21.51,27.1,19.1,23.1,1.3
2003-12-26,24.8,28.36,27.1,19.1,23.1,1.3
2003-12-27,31.9,45.72,28.7,17.7,23.2,3.6
2003-12-28,0,43.7,29.1,18.7,23.9,2.7
2003-12-29,0,26.06,29.7,17.8,23.75,2.2
2003-12-30,5.4,23.85,31.7,18.4,25.05,3.2
2003-12-31,16.2,18.1,32.5,21.2,26.85,2.8
2004-01-01,5.9,17.98,30.9,20.5,25.7,2
2004-01-02,42.6,49.505,23.7,19.5,21.6,0.3
2004-01-03,3.3,38.6,22.7,18.3,20.5,1
2004-01-04,3.6,23.98,24.1,17.9,21,2.5
2004-01-05,0,23.46,26.5,18.4,22.45,2.7
2004-01-06,0,19.82,29.3,20.7,25,2.9
2004-01-07,0,19.69,26.3,19.7,23,1.6
2004-01-08,0.6,19.06,23.9,19.3,21.6,1.1
2004-01-09,59.1,59.15,23.3,19.6,21.45,0.7
2004-01-10,52.2,67.95,28.1,20.3,24.2,1.9
2004-01-11,3.1,58.325,29.9,19.7,24.8,2.3
2004-01-12,8,39.35,30.5,21.7,26.1,1.4
2004-01-13,25.8,53.21,29.3,20.4,24.85,2.4
2004-01-14,1.2,49.66,30.7,20.7,25.7,1.7
2004-01-15,111.8,100.44,30.3,20.5,25.4,1.9
2004-01-16,5.8,121.4,30.9,20.1,25.5,5
2004-01-17,0,73.9,29.3,18.3,23.8,4.6
2004-01-18,0,33.86,28.7,15.8,22.25,4.5
2004-01-19,0,29.9,28.3,16.3,22.3,5.1
2004-01-20,0,22.03,27.7,16.1,21.9,4.7
2004-01-21,0,23.2,28.7,17.1,22.9,3.2
2004-01-22,0,25.02,28.5,21,24.75,2.9
2004-01-23,1,23.07,29.2,20.3,24.75,3.1
2004-01-24,0,23.46,30.3,19.5,24.9,3
2004-01-25,0.8,21.38,29.9,20.9,25.4,5.4
2004-01-26,0,21.64,30.1,19.7,24.9,5.1
2004-01-27,0,21.12,30.3,18.7,24.5,5
2004-01-28,0,20.86,29.5,21.3,25.4,3
2004-01-29,0.9,20.34,31.1,21.1,26.1,5.1
2004-01-30,0,19.82,31.7,20.1,25.9,4.5
2004-01-31,0,19.3,31.6,18.8,25.2,6.4
2004-02-01,0,19.3,31.2,17.4,24.3,4.5
2004-02-02,0,19.06,32.3,18.5,25.4,3.5
2004-02-03,0,18.7,32.9,18.3,25.6,5.3
2004-02-04,0,19.56,32.9,21.1,27,4.7
2004-02-05,0,20.34,33.9,20,26.95,4.3
2004-02-06,0,24.5,27.5,20.7,24.1,1.8
2004-02-07,26.6,42.35,24.5,18,21.25,1.9
2004-02-08,1.1,29.34,23.1,18,20.55,0.5
2004-02-09,26.1,28.64,25.7,17.5,21.6,1.5
2004-02-10,4.7,28.5,25.1,18.1,21.6,1.5
2004-02-11,3.8,33.86,26.1,18.9,22.5,1.7
2004-02-12,0.4,27.1,27.1,19.9,23.5,2.5
2004-02-13,0,23.46,30.3,18.4,24.35,2.8
2004-02-14,2.2,28.22,29.4,17.4,23.4,3.2
2004-02-15,12.4,42.5,26.3,19.7,23,1
2004-02-16,18.6,55.52,28.9,20.3,24.6,2
2004-02-17,9.7,36.2,30.7,20.7,25.7,3
2004-02-18,0,28.22,31.1,21.5,26.3,3
2004-02-19,6,26.32,30.9,22.1,26.5,3.4
2004-02-20,0,24.37,27.7,21.7,24.7,2.3
2004-02-21,7.3,25.02,28.5,20.9,24.7,2.1
2004-02-22,2.6,25.8,30.7,20.7,25.7,4.6
2004-02-23,0,24.63,31.9,19.6,25.75,3.1
2004-02-24,11.1,23.33,29.9,21,25.45,1.8
2004-02-25,66.6,26.06,27.5,20,23.75,1.3
2004-02-26,64.5,43.4,26.1,19.7,22.9,1.2
2004-02-27,48.2,80.69,28.7,18.9,23.8,2.6
2004-02-28,10.8,75.125,25.9,16,20.95,1.3
2004-02-29,24.2,69,28.3,15.6,21.95,1.4
2004-03-01,16.4,54.695,30.1,17.3,23.7,1.1
2004-03-02,29.6,51.395,29.7,17.7,23.7,1.4
2004-03-03,45.2,66.92,30.9,19.3,25.1,2.9
2004-03-04,14.1,66.41,29.7,20,24.85,2.5
2004-03-05,14.3,53.375,26.7,20.3,23.5,1.9
2004-03-06,12.8,47.8,28.1,20.4,24.25,1
2004-03-07,12,47.16,28.9,21,24.95,2.5
2004-03-08,0,35.6,29.9,19.7,24.8,2.6
2004-03-09,3.9,27.94,30.3,19.7,25,3
2004-03-10,0,29.48,31.1,18.7,24.9,3.2
2004-03-11,0,30.46,30.5,20.3,25.4,3.6
2004-03-12,0,27.38,28.5,16.9,22.7,3.5
2004-03-13,0,25.54,28.1,20,24.05,4.5
2004-03-14,0,25.8,28.7,16.8,22.75,3.3
2004-03-15,0,25.02,25.1,20.7,22.9,0.9
2004-03-16,4,25.28,32.1,20.5,26.3,3.8
2004-03-17,0,25.8,30.1,19.9,25,3
2004-03-18,0,26.06,28.9,19.7,24.3,2
2004-03-19,0,26.19,27.6,20.7,24.15,2
2004-03-20,18.8,26.58,26.1,19.4,22.75,1.6
2004-03-21,8.4,37.1,28.9,16.2,22.55,3.4
2004-03-22,0,35.31,27.7,15.8,21.75,4.5
2004-03-23,0,28.5,28.1,15.7,21.9,4
2004-03-24,0,27.24,28.1,15.6,21.85,3.6
2004-03-25,0,25.41,29.2,17.7,23.45,3.1
2004-03-26,0,25.54,28.7,16.9,22.8,3.5
2004-03-27,0.4,24.11,28.6,18.2,23.4,2
2004-03-28,0,24.5,28.9,18.4,23.65,3.1
2004-03-29,46.6,35.75,30.3,15.1,22.7,2.6
2004-03-30,25.8,36.95,26.6,17.1,21.85,2.7
2004-03-31,8.9,41.6,28.6,15.8,22.2,1.9
2004-04-01,10.8,35.9,28.1,16,22.05,2.1
2004-04-02,0,26.84,29.5,19,24.25,2.5
2004-04-03,3.4,30.18,28.9,17.4,23.15,3.3
2004-04-04,0,28.22,29.3,19.4,24.35,2.1
2004-04-05,0.8,31.86,26,20.2,23.1,1
2004-04-06,58.8,34.15,28.6,20.4,24.5,2
2004-04-07,24.1,42.65,27.9,18.1,23,1.2
2004-04-08,0.8,37.1,29.7,20.1,24.9,2.4
2004-04-09,0,44.92,29.1,19,24.05,2
2004-04-10,31.1,59.15,26.3,19.3,22.8,1.4
2004-04-11,0.3,57.17,28.3,18.2,23.25,2.2
2004-04-12,0,32.99,25.1,20.3,22.7,1.1
2004-04-13,9.8,29.48,26.1,20.7,23.4,1
2004-04-14,1.5,38,25.8,21.1,23.45,1.1
2004-04-15,0.8,35.31,26.5,21,23.75,1.8
2004-04-16,0.6,30.74,28.9,20.1,24.5,1.7
2004-04-17,0,29.06,30.1,18.4,24.25,2.4
2004-04-18,0,25.02,30.7,18,24.35,2.8
2004-04-19,0,23.46,30.9,18,24.45,4.1
2004-04-20,0,23.85,30.5,17.5,24,3.4
2004-04-21,2.2,23.72,29.7,20.4,25.05,2
2004-04-22,0,35.75,28.3,18.7,23.5,2.9
2004-04-23,0,33.57,29.6,18,23.8,2.3
2004-04-24,0,24.76,30.9,17.7,24.3,2.8
2004-04-25,42,31.58,26.1,18.8,22.45,1.7
2004-04-26,8.8,27.8,19.8,17.7,18.75,0.7
2004-04-27,1,26.06,20.5,16.6,18.55,1.6
2004-04-28,0,26.58,24.7,15.6,20.15,2.7
2004-04-29,4,25.54,24.8,14.8,19.8,2.7
2004-04-30,0,23.2,26.4,11.8,19.1,3.1
2004-05-01,0,22.03,27.5,11.6,19.55,3.4
2004-05-02,0,21.9,28.7,12.3,20.5,2.8
2004-05-03,0,21.38,29.5,15.1,22.3,2.9
2004-05-04,0,21.38,28.3,16,22.15,2.6
2004-05-05,0,20.34,28.1,18.1,23.1,2.4
2004-05-06,0,19.43,26.3,16.8,21.55,1.9
2004-05-07,0,20.99,28.4,15.4,21.9,5.1
2004-05-08,0,20.6,28.9,18,23.45,13.6
2004-05-09,0,20.47,25.1,14.7,19.9,3.8
2004-05-10,0,19.69,25.9,11.6,18.75,2.7
2004-05-11,0,20.34,26.1,13.2,19.65,2.3
2004-05-12,0,19.82,27.2,14.6,20.9,1.6
2004-05-13,0,19.56,26.3,15.2,20.75,1.3
2004-05-14,0,19.3,28.1,17.7,22.9,2.3
2004-05-15,0,19.06,28.1,16.3,22.2,1.6
2004-05-16,25,18.7,24.9,16.8,20.85,2.3
2004-05-17,0,18.82,22.4,14.4,18.4,1.6
2004-05-18,0,19.82,22.1,16.6,19.35,0.7
2004-05-19,11.1,18.46,24.5,16,20.25,1.5
2004-05-20,0,21.25,25.5,17.5,21.5,2.4
2004-05-21,0.1,20.6,21.5,16.6,19.05,1.8
2004-05-22,0,19.69,21.3,15.9,18.6,1.3
2004-05-23,0,19.3,24.1,16.1,20.1,1.5
2004-05-24,0,19.18,25.5,14.6,20.05,1.9
2004-05-25,0,18.82,25.7,13.6,19.65,2
2004-05-26,0,15.94,27.4,16.8,22.1,4
2004-05-27,1.8,17.02,23.9,8.3,16.1,3.4
2004-05-28,0,16.66,20.9,8.3,14.6,2.7
2004-05-29,0,17.86,18,14.4,16.2,0.4
2004-05-30,9.4,20.08,23.3,14.6,18.95,0.9
2004-05-31,0,18.82,26.1,14.2,20.15,2.4
2004-06-01,19,17.38,23.9,17.2,20.55,0.9
2004-06-02,16.8,25.8,28.7,15.2,21.95,1.1
2004-06-03,6,23.46,20.9,17.5,19.2,0.5
2004-06-04,6.6,20.6,27.9,11.6,19.75,1.7
2004-06-05,0,19.3,22.9,8.5,15.7,2.6
2004-06-06,0,18.58,23.3,8.5,15.9,2
2004-06-07,0,18.1,22.1,11.8,16.95,1.9
2004-06-08,0,16.9,22.1,11.1,16.6,1.7
2004-06-09,0,17.38,23.9,10.4,17.15,1.7
2004-06-10,0,16.9,26.9,11.6,19.25,2.2
2004-06-11,0,17.38,26.3,12.1,19.2,3.1
2004-06-12,0,17.14,27.9,10.7,19.3,3.5
2004-06-13,1,17.38,18.2,14.6,16.4,1.8
2004-06-14,0,17.26,18.5,13.6,16.05,1.9
2004-06-15,0,17.26,19.7,14.5,17.1,0.8
2004-06-16,2.2,18.22,21.4,13,17.2,0.8
2004-06-17,0,16.9,25.7,12.8,19.25,2
2004-06-18,0,17.38,26.7,11.4,19.05,3
2004-06-19,0,16.9,25.3,9.6,17.45,3.4
2004-06-20,0,17.14,23.9,9.7,16.8,2.5
2004-06-21,0,17.14,24.1,11.2,17.65,1.6
2004-06-22,0,17.86,25.7,9.1,17.4,2.4
2004-06-23,0,15.94,25.3,12.6,18.95,1.8
2004-06-24,0,14.74,24.8,12.6,18.7,2.9
2004-06-25,0,15.58,25.9,10.7,18.3,2.9
2004-06-26,0,15.22,25.8,9.9,17.85,3.8
2004-06-27,0,14.98,26,12.9,19.45,1.1
2004-06-28,0,14.62,25.7,11.9,18.8,2
2004-06-29,0,15.1,26.1,13.6,19.85,2.2
2004-06-30,0,14.74,25.1,14.9,20,3.4
2004-07-01,0,14.62,25.3,14.7,20,2.6
2004-07-02,0,14.5,25.3,12.1,18.7,1.9
2004-07-03,0,13.4,26.9,13.1,20,2.1
2004-07-04,0,12.74,27.6,11.1,19.35,3.1
2004-07-05,0,13.73,27.1,11.1,19.1,2.3
2004-07-06,0,15.22,24.2,13.9,19.05,1.5
2004-07-07,0,15.34,26.3,14.2,20.25,2.7
2004-07-08,0,14.74,24.9,12.1,18.5,2
2004-07-09,0,14.28,21.5,15.6,18.55,0.9
2004-07-10,1.7,13.73,28.7,15.6,22.15,2.2
2004-07-11,0,14.28,21.1,14.3,17.7,3
2004-07-12,0,14.06,18.7,14.8,16.75,2
2004-07-13,0,14.5,21.7,14.9,18.3,1.8
2004-07-14,0,13.84,26,15.6,20.8,3.6
2004-07-15,0,14.17,26.9,14.8,20.85,3.7
2004-07-16,0,13.84,27.1,12.6,19.85,3.1
2004-07-17,0,14.17,23.7,12.9,18.3,3
2004-07-18,5,14.62,21.5,16,18.75,2.3
2004-07-19,0,14.39,18,14.6,16.3,1.5
2004-07-20,16.1,19.06,16.2,14.1,15.15,0.5
2004-07-21,0.7,16.9,19.5,12.1,15.8,2.2
2004-07-22,0,15.46,21.6,8.1,14.85,3.4
2004-07-23,0,14.62,21.1,10.1,15.6,4.1
2004-07-24,0,14.17,22.6,7.1,14.85,2.8
2004-07-25,0,14.06,21.5,11.1,16.3,2.6
2004-07-26,0,14.06,21.9,12,16.95,4.1
2004-07-27,0,13.95,21.1,11.3,16.2,3
2004-07-28,0,13.51,20.9,9.1,15,3.4
2004-07-29,0,13.95,20.5,10.4,15.45,2.4
2004-07-30,0,14.06,22.9,9,15.95,2.4
2004-07-31,0,13.95,24.3,9.1,16.7,3.2
2004-08-01,0,13.73,25.3,8.6,16.95,4.3
2004-08-02,0,13.4,26.7,9.9,18.3,3.7
2004-08-03,0,13.18,26.3,12.3,19.3,3.5
2004-08-04,0,13.51,25.3,15.2,20.25,5
2004-08-05,0,12.74,22.7,12,17.35,2.4
2004-08-06,0,12.3,24.2,13,18.6,3.9
2004-08-07,0,12.63,25.9,10,17.95,3.9
2004-08-08,0,12.85,28.5,9.6,19.05,5.7
2004-08-09,0,13.84,21.9,11.4,16.65,4.3
2004-08-10,0,13.51,20.7,6.5,13.6,3
2004-08-11,0,13.62,23.3,5.1,14.2,3
2004-08-12,0,13.84,22.1,7.4,14.75,4.7
2004-08-13,0,12.96,22.3,6.4,14.35,3.9
2004-08-14,0,12.08,26.4,7.9,17.15,3.2
2004-08-15,0,12.3,23.9,8.7,16.3,4.2
2004-08-16,0,12.85,24.7,9.4,17.05,3.6
2004-08-17,0,12.52,25.7,10.6,18.15,3.9
2004-08-18,0,13.4,28,9.3,18.65,3.1
2004-08-19,0,13.62,27.7,9.1,18.4,3.9
2004-08-20,0,13.84,27.5,9.4,18.45,4.2
2004-08-21,0,13.4,29.5,10.3,19.9,5.9
2004-08-22,0,13.4,30.9,10.6,20.75,4.4
2004-08-23,0,13.18,30.5,11.3,20.9,4.7
2004-08-24,0,13.07,27.9,13.4,20.65,4.5
2004-08-25,0,13.07,27.9,18.5,23.2,3
2004-08-26,0,13.29,30.3,13.6,21.95,4.5
2004-08-27,0,12.96,28.5,18.9,23.7,5.5
2004-08-28,0,13.07,30.3,17.1,23.7,5.8
2004-08-29,0,12.41,26.5,18.2,22.35,4.7
2004-08-30,0,11.31,28.5,12.4,20.45,4.5
2004-08-31,0,10.87,29.3,10.6,19.95,5.9
2004-09-01,0,10.76,28.3,11.1,19.7,4.6
2004-09-02,0,10.54,29.1,11.9,20.5,4.6
2004-09-03,0,10.87,32.5,11.4,21.95,7.7
2004-09-04,0.5,11.2,28.5,14.2,21.35,4.3
2004-09-05,0,10.43,28,17.3,22.65,3.8
2004-09-06,0,11.09,26.1,13.4,19.75,2.1
2004-09-07,0,11.42,27.7,11.1,19.4,3.9
2004-09-08,0,10.87,28.5,9.6,19.05,5
2004-09-09,0,10.87,29.5,9.8,19.65,6.5
2004-09-10,0,10.54,30.3,10.2,20.25,6
2004-09-11,0,10.65,30.5,10.9,20.7,6.3
2004-09-12,0,10.43,26.1,17.7,21.9,5.5
2004-09-13,0,10.65,26.1,18.1,22.1,4
2004-09-14,1,10.98,28.1,16,22.05,6.3
2004-09-15,0,10.43,30.1,12,21.05,6.4
2004-09-16,0,10.32,31.4,14.1,22.75,6.5
2004-09-17,0,10.21,22.7,18.3,20.5,2.9
2004-09-18,0,10.43,26,17.7,21.85,1.6
2004-09-19,0,10.43,28,17.2,22.6,3.7
2004-09-20,0,10.32,29.4,13.1,21.25,6.1
2004-09-21,0,10.65,29.3,13.3,21.3,5.5
2004-09-22,0,10.21,31.1,15.8,23.45,7.5
2004-09-23,0,10.32,33.1,13.2,23.15,7.4
2004-09-24,0,9.895,33.7,14.8,24.25,7.9
2004-09-25,0,10.1,33.9,14.6,24.25,7.2
2004-09-26,0,9.895,31.9,15,23.45,7.8
2004-09-27,0,9.9975,33.7,13.7,23.7,7
2004-09-28,0,10.21,34.5,13.3,23.9,9.2
2004-09-29,0,10.32,35.1,12.4,23.75,9.6
2004-09-30,0,9.7925,23.8,18.1,20.95,3.3
2004-10-01,0.5,10.65,22.1,17.2,19.65,2
2004-10-02,0.9,11.31,29.5,16.1,22.8,2.9
2004-10-03,2.6,12.3,20.8,18.7,19.75,0.4
2004-10-04,19,13.84,19,11.2,15.1,0.6
2004-10-05,0,14.06,27.1,16.9,22,3.8
2004-10-06,0,12.96,25.1,16.3,20.7,5.4
2004-10-07,0,12.96,26.7,14.2,20.45,6.8
2004-10-08,0,12.3,27.7,11.1,19.4,5.6
2004-10-09,0,11.97,28.9,12.1,20.5,4.4
2004-10-10,0,11.86,32.1,13.3,22.7,6.4
2004-10-11,0,11.53,26.7,20.9,23.8,2.3
2004-10-12,1.6,13.07,24.9,19.3,22.1,1.4
2004-10-13,1.2,12.19,27.9,20.3,24.1,4.3
2004-10-14,0,11.86,31.3,19.3,25.3,3.8
2004-10-15,2.8,13.18,25.7,20.5,23.1,2
2004-10-16,3.4,13.62,27.7,19.8,23.75,3.1
2004-10-17,0.6,16.66,30.1,18.4,24.25,3.5
2004-10-18,0,14.39,31.7,18.5,25.1,7.2
2004-10-19,0,12.74,30.9,18.5,24.7,6.6
2004-10-20,0,11.75,23.8,16.6,20.2,3.9
2004-10-21,0,12.19,21.5,16.6,19.05,3.1
2004-10-22,0,11.31,22.7,16.6,19.65,4.5
2004-10-23,0,11.42,26.7,15.7,21.2,4.3
2004-10-24,0,11.42,29.5,16.1,22.8,2
2004-10-25,0,11.64,32.5,19.6,26.05,5.6
2004-10-26,14.2,14.17,29.8,20.1,24.95,2
2004-10-27,9.6,10.98,30.7,20.4,25.55,5.8
2004-10-28,4.1,13.4,25.9,17.5,21.7,4.7
2004-10-29,0,12.52,25.7,17.1,21.4,5.2
2004-10-30,0,12.3,29.7,14.6,22.15,3
2004-10-31,0,11.64,32.9,15.3,24.1,6.3
2004-11-01,0,10.87,31.8,18.3,25.05,3.5
2004-11-02,30.7,12.96,29.1,18.4,23.75,3.4
2004-11-03,0,13.51,30.3,17.7,24,6.2
2004-11-04,0,12.52,31.9,15.1,23.5,6.5
2004-11-05,0,12.08,33.2,17.4,25.3,7.2
2004-11-06,0,12.08,33.3,19.2,26.25,4.8
2004-11-07,17.6,13.18,23.3,19.7,21.5,1.2
2004-11-08,41,18.58,22.1,16.9,19.5,1.5
2004-11-09,0.6,15.22,24.8,17.3,21.05,3.1
2004-11-10,0,13.73,29.9,18.5,24.2,4.5
2004-11-11,0,13.18,31.5,16.1,23.8,7.1
2004-11-12,0,12.85,31.5,19.6,25.55,8.4
2004-11-13,0,12.19,29.9,16.1,23,9.9
2004-11-14,0,12.41,24.9,17.4,21.15,2.7
2004-11-15,0,11.75,21.9,17.7,19.8,6
2004-11-16,0,12.08,25.1,18.7,21.9,1.8
2004-11-17,2,13.07,27.1,20.1,23.6,1.7
2004-11-18,12.4,15.94,29.9,19.5,24.7,2.1
2004-11-19,34.8,30.46,25.5,20.7,23.1,1.7
2004-11-20,2.2,22.16,27.5,19.4,23.45,4
2004-11-21,0,15.94,24.9,17.7,21.3,4.5
2004-11-22,0,13.84,25.9,17.5,21.7,4.3
2004-11-23,0,13.07,26.5,16.9,21.7,4.6
2004-11-24,0,12.52,29.5,17.1,23.3,4.8
