data	cota
2023-03-31	228.0
2023-03-30	228.0
2023-03-29	228.0
2023-03-28	228.0
2023-03-27	228.0
2023-03-26	229.0
2023-03-25	229.0
2023-03-24	229.0
2023-03-23	229.0
2023-03-22	229.0
2023-03-21	229.0
2023-03-20	230.0
2023-03-19	230.0
2023-03-18	230.0
2023-03-17	230.0
2023-03-16	230.0
2023-03-15	230.0
2023-03-14	230.0
2023-03-13	230.0
2023-03-12	231.0
2023-03-11	231.0
2023-03-10	232.0
2023-03-09	232.0
2023-03-08	233.0
2023-03-07	235.0
2023-03-06	235.0
2023-03-05	235.0
2023-03-04	235.0
2023-03-03	235.0
2023-03-02	235.0
2023-03-01	235.0
2021-12-31	476.0
2021-12-30	500.0
2021-12-29	500.0
2021-12-28	500.0
2021-12-27	500.0
2021-12-26	500.0
2021-12-25	500.0
2021-12-24	500.0
2021-12-23	500.0
2021-12-22	489.0
2021-12-21	420.0
2021-12-20	463.0
2021-12-19	262.0
2021-12-18	273.0
2021-12-17	281.0
2021-12-16	284.0
2021-12-15	286.0
2021-12-14	290.0
2021-12-13	300.0
2021-12-12	492.0
2021-12-11	432.0
2021-12-10	391.0
2021-12-09	388.0
2021-12-08	281.0
2021-12-07	283.0
2021-12-06	288.0
2021-12-05	290.0
2021-12-04	300.0
2021-12-03	306.0
2021-12-02	236.0
2021-12-01	238.0
2021-11-30	242.0
2021-11-29	244.0
2021-11-28	246.0
2021-11-27	248.0
2021-11-26	250.0
2021-11-25	251.0
2021-11-24	252.0
2021-11-23	254.0
2021-11-22	257.0
2021-11-21	250.0
2021-11-20	220.0
2021-11-19	214.0
2021-11-18	220.0
2021-11-17	230.0
2021-11-16	240.0
2021-11-15	250.0
2021-11-14	254.0
2021-11-13	260.0
2021-11-12	266.0
2021-11-11	270.0
2021-11-10	300.0
2021-11-09	360.0
2021-11-08	164.0
2021-11-07	165.0
2021-11-06	166.0
2021-11-05	168.0
2021-11-04	168.0
2021-11-03	169.0
2021-11-02	170.0
2021-11-01	170.0
2021-10-31	172.0
2021-10-30	172.0
2021-10-29	173.0
2021-10-28	175.0
2021-10-27	176.0
2021-10-26	177.0
2021-10-25	178.0
2021-10-24	179.0
2021-10-23	179.0
2021-10-22	179.0
2021-10-21	180.0
2021-10-20	180.0
2021-10-19	180.0
2021-10-18	181.0
2021-10-17	181.0
2021-10-16	182.0
2021-10-15	183.0
2021-10-14	184.0
2021-10-13	185.0
2021-10-12	186.0
2021-10-11	187.0
2021-10-10	188.0
2021-10-09	189.0
2021-10-08	189.0
2021-10-07	189.0
2021-10-06	190.0
2021-10-05	190.0
2021-10-04	193.0
2021-10-03	194.0
2021-10-02	195.0
2021-10-01	196.0
2021-09-30	197.0
2021-09-29	199.0
2021-09-28	200.0
2021-09-27	202.0
2021-09-26	204.0
2021-09-25	205.0
2021-09-24	206.0
2021-09-23	207.0
2021-09-22	208.0
2021-09-21	209.0
2021-09-20	210.0
2021-09-19	210.0
2021-09-18	211.0
2021-09-17	212.0
2021-09-16	213.0
2021-09-15	214.0
2021-09-14	215.0
2021-09-13	216.0
2021-09-12	218.0
2021-09-11	219.0
2021-09-10	220.0
2021-09-09	177.0
2021-09-08	176.0
2021-09-07	177.0
2021-09-06	179.0
2021-09-05	180.0
2021-09-04	180.0
2021-09-03	181.0
2021-09-02	182.0
2021-09-01	183.0
2021-08-31	184.0
2021-08-30	186.0
2021-08-29	188.0
2021-08-28	189.0
2021-08-27	190.0
2021-08-26	190.0
2021-08-25	190.0
2021-08-24	191.0
2021-08-23	191.0
2021-08-22	192.0
2021-08-21	192.0
2021-08-20	193.0
2021-08-19	194.0
2021-08-18	194.0
2021-08-17	196.0
2021-08-16	195.0
2021-08-15	195.0
2021-08-14	195.0
2021-08-13	196.0
2021-08-12	196.0
2021-08-11	196.0
2021-08-10	197.0
2021-08-09	198.0
2021-08-08	198.0
2021-08-07	199.0
2021-08-06	200.0
2021-08-05	200.0
2021-08-04	200.0
2021-08-03	200.0
