data	vazao
2013-07-31	
2013-07-30	
2013-07-29	48.0
2013-07-28	48.0
2013-07-27	48.0
2013-07-26	72.0
2013-07-25	48.0
2013-07-24	48.0
2013-07-23	114.0
2013-07-22	91.0
2013-07-21	49.0
2013-07-20	104.0
2013-07-19	80.0
2013-07-18	55.0
2013-07-17	47.0
2013-07-16	48.0
2013-07-15	48.0
2013-07-14	48.0
2013-07-13	48.0
2013-07-12	50.0
2013-07-11	81.0
2013-07-10	50.0
2013-07-09	49.0
2013-07-08	52.0
2013-07-07	49.0
2013-07-06	50.0
2013-07-05	50.0
2013-07-04	50.0
2013-07-03	50.0
2013-07-02	49.0
2013-07-01	50.0
2013-06-30	51.0
2013-06-29	49.0
2013-06-28	48.0
2013-06-27	55.0
2013-06-26	56.0
2013-06-25	49.0
2013-06-24	49.0
2013-06-23	49.0
2013-06-22	63.0
2013-06-21	48.0
2013-06-20	55.0
2013-06-19	51.0
2013-06-18	49.0
2013-06-17	54.0
2013-06-16	50.0
2013-06-15	49.0
2013-06-14	53.0
2013-06-13	49.0
2013-06-12	49.0
2013-06-11	77.0
2013-06-10	49.0
2013-06-09	48.0
2013-06-08	48.0
2013-06-07	47.0
2013-06-06	48.0
2013-06-05	47.0
2013-06-04	48.0
2013-06-03	45.0
2013-06-02	45.0
2013-06-01	48.0
2013-05-31	50.0
2013-05-30	55.0
2013-05-29	55.0
2013-05-28	51.0
2013-05-27	62.0
2013-05-26	57.0
2013-05-25	61.0
2013-05-24	48.0
2013-05-23	48.0
2013-05-22	48.0
2013-05-21	48.0
2013-05-20	48.0
2013-05-19	48.0
2013-05-18	48.0
2013-05-17	48.0
2013-05-16	53.0
2013-05-15	45.0
2013-05-14	48.0
2013-05-13	46.0
2013-05-12	48.0
2013-05-11	48.0
2013-05-10	49.0
2013-05-09	48.0
2013-05-08	48.0
2013-05-07	54.0
2013-05-06	48.0
2013-05-05	48.0
2013-05-04	48.0
2013-05-03	48.0
2013-05-02	63.0
2013-05-01	48.0
2013-04-30	48.0
2013-04-29	48.0
2013-04-28	48.0
2013-04-27	48.0
2013-04-26	48.0
2013-04-25	47.0
2013-04-24	46.0
2013-04-23	47.0
2013-04-22	47.0
2013-04-21	47.0
2013-04-20	48.0
2013-04-19	48.0
2013-04-18	48.0
2013-04-17	48.0
2013-04-16	48.0
2013-04-15	47.0
2013-04-14	47.0
2013-04-13	48.0
2013-04-12	77.0
2013-04-11	130.0
2013-04-10	129.0
2013-04-09	129.0
2013-04-08	110.0
2013-04-07	117.0
2013-04-06	131.0
2013-04-05	118.0
2013-04-04	127.0
2013-04-03	98.0
2013-04-02	115.0
2013-04-01	128.0
2013-03-31	128.0
2013-03-30	128.0
2013-03-29	128.0
2013-03-28	132.0
2013-03-27	119.0
2013-03-26	129.0
2013-03-25	103.0
2013-03-24	127.0
2013-03-23	130.0
2013-03-22	129.0
2013-03-21	129.0
2013-03-20	129.0
2013-03-19	127.0
2013-03-18	128.0
2013-03-17	128.0
2013-03-16	127.0
2013-03-15	127.0
2013-03-14	127.0
2013-03-13	83.0
2013-03-12	46.0
2013-03-11	45.0
2013-03-10	45.0
2013-03-09	45.0
2013-03-08	45.0
2013-03-07	45.0
2013-03-06	45.0
2013-03-05	45.0
2013-03-04	47.0
2013-03-03	46.0
2013-03-02	42.0
2013-03-01	44.0
2013-02-28	46.0
2013-02-27	46.0
2013-02-26	47.0
2013-02-25	46.0
2013-02-24	47.0
2013-02-23	47.0
2013-02-22	47.0
2013-02-21	47.0
2013-02-20	47.0
2013-02-19	45.0
2013-02-18	46.0
2013-02-17	46.0
2013-02-16	46.0
2013-02-15	46.0
2013-02-14	46.0
2013-02-13	46.0
2013-02-12	52.0
2013-02-11	46.0
2013-02-10	55.0
2013-02-09	46.0
2013-02-08	44.0
2013-02-07	46.0
2013-02-06	46.0
2013-02-05	46.0
2013-02-04	44.0
2013-02-03	189.0
2013-02-02	75.0
2013-02-01	45.0
2013-01-31	47.0
2013-01-30	47.0
2013-01-29	47.0
2013-01-28	46.0
2013-01-27	46.0
2013-01-26	47.0
2013-01-25	47.0
2013-01-24	46.0
2013-01-23	45.0
2013-01-22	49.0
2013-01-21	46.0
2013-01-20	47.0
2013-01-19	69.0
2013-01-18	49.0
2013-01-17	56.0
2013-01-16	49.0
2013-01-15	49.0
2013-01-14	48.0
2013-01-13	49.0
2013-01-12	48.0
2013-01-11	48.0
2013-01-10	47.0
2013-01-09	47.0
2013-01-08	45.0
2013-01-07	48.0
2013-01-06	47.0
2013-01-05	47.0
2013-01-04	47.0
2013-01-03	47.0
2013-01-02	47.0
2013-01-01	47.0
