data	chuva	nivel	vazao
2015-05-15	0.0	48454.083333333336	49.28888888888889
2015-05-16	0.0	48451.791666666664	48.96
2015-05-17	0.0	48448.916666666664	49.24375
2015-05-18	1.0	48446.041666666664	49.08571428571429
2015-05-19	0.0	48443.166666666664	49.221428571428575
2015-05-20	0.0	48440.083333333336	49.90833333333333
2015-05-21	0.0	48436.916666666664	49.92
2015-05-22	0.0	48433.625	49.91428571428571
2015-05-23	0.0	48430.166666666664	50.06666666666666
2015-05-24	0.0	48427.0	49.94615384615384
2015-05-25	0.0	48424.0	50.16923076923077
2015-05-26	0.0	48420.5	50.23076923076923
2015-05-27	0.0	48417.04761904762	50.07333333333334
2015-05-28	0.0	48413.75	49.971428571428575
2015-05-29	0.0	48410.416666666664	50.044444444444444
2015-05-30	0.0	48407.208333333336	50.15833333333333
2015-05-31	0.0	48403.666666666664	50.25
2015-06-01	0.0	48400.125	50.074999999999996
2015-06-02	0.0	48396.5	50.054545454545455
2015-06-03	0.0	48392.708333333336	49.94285714285714
2015-06-04	0.0	48389.045454545456	50.372727272727275
2015-06-05	0.0	48385.541666666664	50.34615384615385
2015-06-06	0.0	48381.916666666664	50.4
2015-06-07	0.0	48378.25	50.646153846153844
2015-06-08	0.0	48374.5	50.50833333333333
2015-06-09	0.0	48370.791666666664	50.41538461538461
2015-06-10	0.0	48367.083333333336	50.46923076923077
2015-06-11	0.0	48363.375	50.35
2015-06-12	0.0	48359.583333333336	50.50909090909091
2015-06-13	0.0	48355.583333333336	50.43333333333333
2015-06-14	0.0	48351.708333333336	50.45384615384615
2015-06-15	0.0	48348.35294117647	50.5875
2015-06-16	0.0	48342.5	51.77777777777778
2015-06-17	0.0	48339.291666666664	50.385714285714286
2015-06-18	0.0	48335.208333333336	49.75
2015-06-19	0.0	48330.916666666664	50.875
2015-06-20	0.0	48326.416666666664	50.62
2015-06-21	0.0	48322.125	50.75
2015-06-22	0.0	48317.791666666664	50.91428571428571
2015-06-23	0.0	48313.15	51.17142857142857
2015-06-24	0.0	48309.04347826087	50.900000000000006
2015-06-25	0.0	48303.916666666664	62.55333333333333
2015-06-26	0.0	48298.666666666664	52.715384615384615
2015-06-27	0.0	48294.333333333336	52.800000000000004
2015-06-28	0.0	48290.125	49.041666666666664
2015-06-29	0.0	48286.041666666664	48.6
2015-06-30	0.0	48281.458333333336	51.528571428571425
2015-07-01	0.0	48277.208333333336	51.71333333333334
2015-07-02	0.0	48272.958333333336	50.778571428571425
2015-07-03	0.0	48268.583333333336	50.60666666666667
2015-07-04	0.0	48264.333333333336	50.60666666666667
2015-07-05	0.0	48259.958333333336	50.544444444444444
2015-07-06	0.0	48255.375	50.29375
2015-07-07	0.0	48251.31578947369	50.7
2015-07-08	0.0	48246.791666666664	107.8580542665566
2015-07-09	0.0	48242.416666666664	107.8580542665566
2015-07-10	0.0	48238.125	107.8580542665566
2015-07-11	0.0	48233.791666666664	107.8580542665566
2015-07-12	0.0	48229.333333333336	107.8580542665566
2015-07-13	0.0	48224.875	107.8580542665566
2015-07-14	0.0	48220.5	107.8580542665566
2015-07-15	0.0	48216.083333333336	107.8580542665566
2015-07-16	0.0	48211.416666666664	107.8580542665566
2015-07-17	0.0	48207.083333333336	107.8580542665566
2015-07-18	0.0	48202.583333333336	107.8580542665566
2015-07-19	2.0	48198.25	107.8580542665566
2015-07-20	1.0	48194.333333333336	107.8580542665566
2015-07-21	0.0	48190.166666666664	107.8580542665566
2015-07-22	0.0	48185.583333333336	107.8580542665566
2015-07-23	0.0	48180.61538461538	107.8580542665566
2015-07-24	0.0	48176.625	107.8580542665566
2015-07-25	0.0	48172.166666666664	107.8580542665566
2015-07-26	0.0	48167.666666666664	107.8580542665566
2015-07-27	0.0	48163.291666666664	107.8580542665566
2015-07-28	0.0	48158.916666666664	107.8580542665566
2015-07-29	0.0	48154.291666666664	107.8580542665566
2015-07-30	0.0	48149.625	107.8580542665566
2015-07-31	0.0	48145.166666666664	107.8580542665566
