dataHora	chuva	nivel	vazao
2016-08-01	0.0	128.0	9.0
2016-08-02	0.0	129.66666666666666	9.458333333333334
2016-08-03	0.0	130.04166666666666	9.625
2016-08-04	0.0	130.91666666666666	9.541666666666666
2016-08-05	0.0	130.54166666666666	9.708333333333334
2016-08-06	0.0	128.25	9.166666666666666
2016-08-07	0.0	127.875	9.041666666666666
2016-08-08	0.0	128.83333333333334	9.0
2016-08-09	0.0	126.16666666666667	8.916666666666666
2016-08-10	0.0	127.83333333333333	9.0
2016-08-11	0.0	124.83333333333333	8.541666666666666
2016-08-12	0.0	125.75	8.791666666666666
2016-08-13	0.0	125.70833333333333	8.708333333333334
2016-08-14	0.0	124.625	8.541666666666666
2016-08-15	0.6	124.66666666666667	8.75
2016-08-16	6.0	127.33333333333333	9.166666666666666
2016-08-17	0.0	130.41666666666666	9.416666666666666
2016-08-18	0.0	146.54166666666666	12.458333333333334
2016-08-19	2.0	133.66666666666666	10.125
2016-08-20	0.4	132.83333333333334	10.166666666666666
2016-08-21	17.400000000000002	127.95833333333333	9.166666666666666
2016-08-22	0.2	134.5	10.041666666666666
2016-08-23	0.0	159.29166666666666	14.916666666666666
2016-08-24	0.0	143.04166666666666	11.791666666666666
2016-08-25	0.0	136.20833333333334	10.5
2016-08-26	0.0	135.79166666666666	10.625
2016-08-27	0.0	132.08333333333334	9.958333333333334
2016-08-28	0.0	124.95833333333333	8.958333333333334
2016-08-29	0.0	122.375	8.041666666666666
2016-08-30	0.0	129.58333333333334	9.375
2016-08-31	0.6000000000000001	122.0	7.958333333333333
2016-09-01	0.0	126.08333333333333	8.791666666666666
2016-09-02	0.0	124.25	8.541666666666666
2016-09-03	0.0	127.20833333333333	8.958333333333334
2016-09-04	0.0	122.5	8.25
2016-09-05	0.0	121.75	8.166666666666666
2016-09-06	0.0	123.25	8.416666666666666
2016-09-07	0.0	119.66666666666667	7.791666666666667
2016-09-08	0.0	121.875	8.0
2016-09-09	0.0	123.20833333333333	8.333333333333334
2016-09-10	0.0	119.04166666666667	7.666666666666667
2016-09-11	0.0	117.79166666666667	7.458333333333333
2016-09-12	0.0	119.33333333333333	7.833333333333333
2016-09-13	0.0	116.45833333333333	7.0
2016-09-14	0.0	117.375	7.291666666666667
2016-09-15	0.0	115.70833333333333	6.958333333333333
2016-09-16	0.0	114.16666666666667	6.625
2016-09-17	6.2	114.83333333333333	6.791666666666667
2016-09-18	2.4	113.625	6.625
2016-09-19	0.2	114.625	7.0
2016-09-20	0.4	116.79166666666667	7.333333333333333
2016-09-21	0.0	125.375	8.583333333333334
2016-09-22	0.0	127.125	8.958333333333334
2016-09-23	0.0	120.95833333333333	7.875
2016-09-24	0.0	117.0	7.291666666666667
2016-09-25	0.0	114.29166666666667	6.625
2016-09-26	0.0	114.70833333333333	6.708333333333333
2016-09-27	0.0	111.375	6.25
2016-09-28	0.0	111.66666666666667	6.208333333333333
2016-09-29	0.0	113.875	6.75
2016-09-30	0.0	107.91666666666667	5.791666666666667
2016-10-01	2.6	110.91666666666667	6.333333333333333
2016-10-02	0.0	110.58333333333333	6.291666666666667
2016-10-03	28.6	107.33333333333333	5.541666666666667
2016-10-04	22.8	135.29166666666666	10.291666666666666
2016-10-05	0.0	134.91666666666666	10.291666666666666
2016-10-06	0.0	141.875	11.583333333333334
2016-10-07	0.0	126.91666666666667	8.791666666666666
2016-10-08	0.0	123.79166666666667	8.416666666666666
2016-10-09	0.0	115.25	7.0
2016-10-10	1.4	119.0	7.565217391304348
2016-10-11	11.0	113.33333333333333	6.708333333333333
2016-10-12	2.8	117.58333333333333	7.333333333333333
2016-10-13	2.2	118.95833333333333	7.5
2016-10-14	11.4	125.04166666666667	8.5
2016-10-15	4.4	131.625	9.625
2016-10-16	0.6000000000000001	153.7826086956522	14.0
2016-10-17	0.0	133.29166666666666	10.125
2016-10-18	0.0	123.45833333333333	8.291666666666666
2016-10-19	0.0	122.45833333333333	8.0
2016-10-20	0.0	122.33333333333333	7.958333333333333
2016-10-21	34.0	108.83333333333333	6.125
2016-10-22	5.4	156.75	14.541666666666666
2016-10-23	9.4	153.91666666666666	13.791666666666666
2016-10-24	0.0	185.66666666666666	20.708333333333332
2016-10-25	0.4	196.25	22.875
2016-10-26	0.0	151.16666666666666	13.25
2016-10-27	0.0	140.08333333333334	11.125
2016-10-28	0.0	133.375	10.0
2016-10-29	0.0	127.95833333333333	9.083333333333334
2016-10-30	0.0	118.04166666666667	7.458333333333333
2016-10-31	0.0	120.625	7.791666666666667
2016-11-01	28.2	117.79166666666667	7.416666666666667
2016-11-02	1.6	123.29166666666667	8.25
2016-11-03	0.7999999999999999	119.375	7.541666666666667
2016-11-04	3.8	126.5	8.833333333333334
2016-11-05	0.6	120.5	7.916666666666667
2016-11-06	3.2	120.29166666666667	8.041666666666666
2016-11-07	4.4	127.375	8.958333333333334
2016-11-08	0.2	134.875	10.458333333333334
2016-11-09	1.2	121.16666666666667	7.916666666666667
2016-11-10	6.8	125.58333333333333	8.791666666666666
2016-11-11	2.0	115.08333333333333	6.958333333333333
2016-11-12	18.0	124.95833333333333	8.625
2016-11-13	34.0	169.70833333333334	17.041666666666668
2016-11-14	33.0	191.58333333333334	21.916666666666668
2016-11-15	0.2	327.75	59.291666666666664
2016-11-16	0.0	318.875	56.458333333333336
2016-11-17	0.4	215.95833333333334	27.666666666666668
2016-11-18	7.3999999999999995	183.91666666666666	20.083333333333332
2016-11-19	0.2	169.0	17.166666666666668
2016-11-20	0.0	150.79166666666666	13.0
