Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:58480500


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
58480500;2;01/11/2009;;1;1;66,797;18,017;28,028;13;8;1;1;1;;0;20,546;20,288;26,523;22,655;21,066;19,775;20,546;18,017;40,392;31,815;43,414;37,45;66,797;35,535;27,38;48,555;31,512;27,669;24,011;22,121;20,806;19,267;20,288;19,52;19,267;29,42;24,561;21,591;24,838;35,219;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/10/2009;;1;1;45,912;17,04;23,655;15;1;1;1;1;;0;17,04;18,514;18,514;18,265;18,265;18,514;18,017;26,523;27,094;22,121;19,775;19,267;18,514;18,514;45,912;31,512;22,655;24,285;25,395;40,724;23,737;27,094;23,194;20,288;23,194;27,094;24,561;22,655;25,395;24,285;22,387;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/09/2009;;1;1;23,737;18,017;19,301;4;12;1;1;1;;0;19,014;18,763;18,514;23,737;19,014;19,014;21,066;20,031;18,763;18,514;18,265;18,017;18,017;18,514;20,031;19,52;19,52;19,014;18,265;18,017;19,014;23,194;21,066;20,546;19,775;18,763;18,514;18,514;18,017;18,017;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/08/2009;;1;1;20,031;19,014;19,308;28;1;1;1;1;;0;19,014;19,014;19,52;19,267;19,52;19,52;19,775;19,52;19,014;19,014;19,014;19,267;19,014;19,014;19,014;19,014;19,014;19,014;19,267;19,014;19,267;19,52;19,014;19,52;19,52;19,775;19,52;20,031;19,775;19,775;19,014;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/07/2009;;1;1;26,808;19,014;20,393;4;31;1;1;1;;0;20,546;20,546;20,031;26,808;22,387;21,066;20,288;20,288;20,546;20,546;20,546;20,546;20,546;20,031;19,52;19,52;20,031;20,031;20,031;20,031;19,52;20,031;20,031;20,031;20,031;20,031;20,546;20,031;19,52;19,52;19,014;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/06/2009;;1;1;24,838;19,52;20,313;28;7;1;1;1;;0;20,546;20,546;20,288;20,031;20,031;20,031;19,52;20,031;20,031;20,031;20,031;20,031;21,066;20,031;20,031;20,031;20,031;20,031;19,775;19,52;19,52;20,031;20,031;20,031;19,775;20,546;20,546;24,838;21,855;20,546;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/05/2009;;1;1;22,121;19,014;20,308;12;11;1;1;1;;0;19,267;19,267;20,031;19,52;20,288;20,031;19,775;20,031;20,031;19,52;19,014;22,121;21,591;20,806;20,546;20,546;20,546;20,546;20,546;20,546;20,546;20,031;20,031;20,288;20,031;20,031;20,546;21,066;21,328;20,546;20,546;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/04/2009;;1;1;48,555;19,267;23,18;1;29;1;1;1;;0;48,555;31,21;19,52;24,561;25,116;23,737;28,248;30,012;24,561;24,838;22,924;21,591;21,591;22,121;21,066;20,031;20,806;20,546;20,031;20,288;20,031;20,031;20,031;23,737;21,066;20,546;20,031;20,031;19,267;19,267;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/03/2009;;1;1;70,437;19,014;26,689;7;6;1;1;1;;0;20,806;20,031;19,775;19,267;19,52;19,014;70,437;40,061;29,42;22,121;21,066;20,546;21,591;21,591;24,285;22,655;24,838;24,011;22,121;21,591;20,288;20,288;27,094;29,125;25,957;23,194;22,655;24,285;42,736;30,609;56,396;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/02/2009;;1;1;140,011;20,546;37,649;13;20;1;1;1;;0;36,808;43,074;38,097;28,248;30,012;31,815;34,591;32,731;28,832;28,248;31,21;38,097;140,011;88,158;48,555;39,403;40,061;36,169;26,523;20,546;26,523;29,715;27,669;24,838;31,815;27,094;23,737;21,591;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
58480500;2;01/01/2009;;1;1;67,828;21,591;33,063;1;14;1;1;1;;0;67,828;48,11;36,808;41,39;50,807;56,874;38,748;30,909;29,715;27,38;24,561;23,194;21,855;21,591;28,832;49,001;40,724;30,909;26,523;24,011;31,815;30,609;27,669;26,523;27,094;28,248;26,523;27,958;27,094;27,38;24,285;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/12/2008;;1;1;109,537;19,014;44,097;17;10;1;1;1;;0;25,957;22,121;37,45;28,248;22,121;20,031;20,031;24,838;20,288;19,014;22,655;26,523;26,523;23,194;49,45;67,828;109,537;73,089;51,72;57,834;39,075;33,967;30,909;32,731;67,828;41,057;88,74;77,423;76,875;73,089;56,874;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/11/2008;;1;1;48,11;16,799;26,711;9;5;1;1;1;;0;17,527;17,04;17,04;19,775;16,799;35,219;35,535;30,609;48,11;38,748;40,724;33,967;28,248;34,904;27,669;23,465;21,066;23,194;19,014;18,514;18,514;19,267;22,924;21,855;24,011;24,285;23,194;32,425;36,169;31,512;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/10/2008;;1;1;38,097;15,847;21,771;19;28;1;1;1;;0;16,559;35,535;27,094;21,855;18,763;21,591;19,267;23,194;19,775;18,017;17,527;17,04;16,799;16,321;16,083;21,066;16,559;37,773;38,097;35,535;25,957;22,655;21,591;20,031;19,014;16,559;16,083;15,847;16,321;27,38;19,014;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/09/2008;;1;1;27,669;14,916;17,678;26;8;1;1;1;;0;16,559;16,083;15,847;15,612;15,147;15,147;15,147;14,916;15,147;15,612;15,379;15,147;15,147;19,014;16,083;25,395;23,737;20,546;18,514;17,04;16,559;19,52;17,527;16,559;15,847;27,669;22,121;18,763;17,527;17,04;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/08/2008;;1;1;17,527;15,147;16,17;24;23;1;1;1;;0;16,083;16,083;16,083;16,083;16,321;16,559;16,799;16,559;16,559;17,04;16,559;16,083;16,321;16,083;15,847;15,847;15,612;15,612;15,612;15,379;15,612;15,379;15,147;17,527;16,799;16,321;16,321;16,321;16,083;16,083;16,559;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/07/2008;;1;1;18,763;16,321;17,674;1;31;1;1;1;;0;18,763;18,514;18,017;18,265;18,514;18,514;18,514;18,514;18,514;18,017;18,265;18,017;18,017;18,017;18,017;17,527;17,527;17,527;17,527;17,527;17,527;17,04;17,04;16,799;16,799;16,799;17,04;16,799;16,559;17,04;16,321;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/06/2008;;1;1;22,924;18,514;19,418;5;21;1;1;1;;0;19,52;19,52;20,031;21,855;22,924;21,066;19,52;19,52;19,52;19,267;19,267;19,014;19,014;19,014;18,763;19,014;19,014;18,763;19,014;19,014;18,514;18,514;19,014;19,014;19,775;19,014;19,014;19,267;18,763;19,014;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/05/2008;;1;1;22,121;19,014;20,285;3;30;1;1;1;;0;21,591;21,855;22,121;21,591;20,546;20,546;21,591;21,066;20,806;20,031;20,546;20,546;20,546;20,031;20,546;20,546;20,031;19,52;20,031;19,52;20,031;20,031;19,52;19,52;19,52;19,52;19,52;19,52;19,52;19,014;19,52;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/04/2008;;1;1;45,912;21,066;30,013;8;30;1;1;1;;0;24,561;24,285;33,656;30,609;33,347;36,808;42,061;45,912;41,057;33,347;29,42;28,832;28,248;39,731;38,097;33,656;27,094;25,957;24,561;24,561;24,011;27,669;36,169;29,42;24,838;23,465;22,655;22,655;22,655;21,066;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/03/2008;;1;1;68,866;14,231;33,596;12;5;2;2;2;;0;16,321;16,799;15,612;14,686;14,231;18,265;41,39;50,353;47,666;38,422;23,737;68,866;50,353;49,001;42,736;59,776;39,075;28,248;24,838;27,094;25,957;25,395;37,129;32,119;40,392;30,609;43,414;36,808;29,715;26,808;25,675;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;
58480500;2;01/02/2008;;1;1;98,284;15,147;37,355;2;18;1;1;1;;0;47,666;98,284;96,462;61,747;40,724;38,422;79,077;58,802;51,263;39,075;31,21;24,838;21,066;19,014;18,017;16,083;15,612;15,147;19,014;19,267;39,403;25,675;43,414;42,061;30,609;30,31;23,465;20,031;17,527;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
58480500;2;01/01/2008;;1;1;50,807;9,776;22,925;21;3;1;1;1;;0;10,374;10,173;9,776;9,974;9,974;44,615;23,194;19,52;43,414;43,414;41,057;27,094;20,546;18,514;15,147;13,78;12,896;14,231;12,462;12,462;50,807;29,42;27,094;22,121;19,267;17,527;17,04;19,267;22,121;30,31;43,074;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/12/2007;;1;1;86,422;11,821;23,252;24;30;1;1;1;;0;17,771;15,379;17,283;16,083;16,321;17,283;19,52;21,066;17,527;17,527;17,527;16,321;16,083;15,847;21,591;17,04;16,321;15,612;15,147;66,797;44,187;28,248;39,075;86,422;42,061;21,066;15,612;13,78;12,678;11,821;11,821;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/11/2007;;1;1;45,478;16,321;20,936;27;3;1;1;1;;0;16,559;16,559;16,321;16,321;17,04;16,799;16,799;18,265;22,387;19,52;16,559;17,04;41,39;30,012;25,675;20,031;19,52;18,763;19,014;22,387;21,855;17,771;17,283;16,559;21,066;17,527;45,478;26,523;19,52;17,527;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/10/2007;;1;1;29,715;12,462;17,01;26;4;1;1;1;;0;13,78;13,335;12,678;12,462;12,678;13,78;14,005;14,005;14,005;14,005;13,78;13,78;13,78;13,557;13,335;13,78;13,557;14,005;16,321;16,559;14,686;25,675;29,125;23,737;25,395;29,715;24,838;21,591;18,265;20,546;16,559;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/09/2007;;1;1;13,78;12,033;12,747;30;28;1;1;1;;0;13,335;13,115;13,115;13,115;13,335;13,335;13,115;13,335;13,115;12,896;12,896;12,896;12,678;12,678;12,678;12,462;12,247;12,462;12,247;12,247;12,247;12,247;12,247;12,247;12,247;12,462;12,247;12,033;13,335;13,78;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/08/2007;;1;1;13,557;12,896;13,293;1;25;1;1;1;;0;13,557;13,557;13,557;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;13,335;12,896;12,896;13,115;12,896;13,115;13,335;13,115;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/07/2007;;1;1;14,005;11,821;12,769;28;8;1;1;1;;0;12,462;12,462;12,462;12,462;12,247;12,033;12,033;11,821;12,033;11,821;12,896;12,462;12,462;12,462;12,462;12,462;12,247;12,033;12,896;12,896;12,896;12,896;12,896;13,335;13,78;13,557;13,78;14,005;14,005;13,78;13,78;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/06/2007;;1;1;12,896;11,61;12,32;8;1;1;1;1;;0;11,61;11,61;12,462;12,462;11,61;11,61;12,247;12,896;12,678;12,462;12,678;12,462;12,462;12,462;12,462;12,247;12,033;12,462;12,462;12,462;12,678;12,462;12,462;12,247;12,033;12,247;12,462;12,462;12,462;12,247;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/05/2007;;1;1;15,147;10,986;11,799;27;18;1;1;1;;0;12,033;11,61;11,61;11,401;11,193;11,193;11,61;11,401;11,193;11,193;11,193;11,193;11,193;11,193;11,61;11,193;11,193;10,986;11,193;12,678;12,247;11,61;12,462;14,005;12,678;12,247;15,147;12,678;11,61;11,401;11,61;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/04/2007;;1;1;18,514;11,821;12,819;9;28;1;1;1;;0;12,678;12,462;12,247;12,033;12,247;12,033;12,678;12,462;18,514;17,04;14,231;12,896;12,678;12,462;12,462;12,462;12,462;12,033;12,247;12,896;12,462;12,247;13,335;12,896;12,462;12,033;12,247;11,821;11,821;12,033;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/03/2007;;1;1;38,748;12,033;16,039;18;8;1;1;1;;0;13,115;13,115;12,896;12,678;12,462;12,462;12,247;12,033;12,033;12,462;12,033;12,462;12,033;12,033;12,462;12,678;24,011;38,748;23,737;19,267;18,763;24,838;20,031;19,52;20,806;17,283;16,083;14,686;14,005;13,335;12,896;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/02/2007;;1;1;30,012;13,335;18,41;3;25;1;1;1;;0;27,958;26,808;30,012;25,675;24,285;22,387;20,546;19,267;17,527;16,321;16,083;21,855;20,288;18,763;17,04;16,321;16,559;16,083;15,147;16,083;14,458;13,78;13,557;13,78;13,335;13,78;13,78;14,005;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
58480500;2;01/01/2007;;1;1;173,763;26,808;57,375;10;30;1;1;1;;0;30,012;34,904;54,975;152,381;92,862;49,9;36,169;54,975;54,504;173,763;81,306;41,39;43,414;41,725;56,396;121,998;82,431;46,348;37,129;33,347;31,512;69,911;50,353;38,422;51,263;46,348;41,39;36,808;30,012;26,808;35,852;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/12/2006;;1;1;37,45;15,147;21,213;17;9;1;1;1;;0;30,609;21,591;19,52;18,017;22,121;17,04;15,847;15,847;15,147;15,147;15,147;15,847;16,083;16,799;20,031;29,42;37,45;23,194;17,527;17,527;23,465;18,017;18,514;19,014;21,328;26,239;24,838;30,609;26,808;23,194;25,675;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/11/2006;;1;1;56,874;15,147;25,44;1;9;1;1;1;;0;56,874;45,046;38,748;25,957;20,031;17,04;18,265;17,283;15,147;20,806;21,066;19,775;18,514;22,655;28,832;22,121;18,514;16,083;23,737;17,04;24,838;20,546;17,527;49,45;21,328;18,017;17,04;32,119;40,392;38,422;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/10/2006;;1;1;26,523;13,78;16,41;19;1;1;1;1;;0;13,78;14,231;14,231;14,458;14,231;13,78;14,686;16,559;16,083;15,847;15,379;18,017;20,546;18,763;16,799;15,379;14,458;16,083;26,523;24,285;19,014;16,559;18,017;16,321;15,612;15,147;14,686;16,321;14,686;14,231;14,005;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/09/2006;;1;1;18,514;13,78;15,569;21;30;1;1;1;;0;15,612;15,847;15,847;18,265;16,083;15,612;15,847;15,612;15,379;15,147;15,379;15,147;14,916;14,686;14,458;14,231;14,231;18,017;16,799;15,847;18,514;16,559;15,147;18,265;14,686;14,231;14,686;14,231;14,005;13,78;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/08/2006;;1;1;21,591;12,247;14,467;28;15;1;1;1;;0;13,78;14,458;13,78;14,005;13,78;13,557;13,335;13,335;12,896;12,896;12,462;12,462;12,462;12,462;12,247;12,462;12,247;13,557;15,147;16,559;17,04;16,083;16,083;15,612;15,147;15,147;15,147;21,591;17,04;16,083;15,612;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/07/2006;;1;1;14,231;12,247;13,033;31;29;1;1;1;;0;13,78;13,335;13,557;13,335;13,335;13,335;13,335;13,115;12,896;12,896;13,115;12,896;13,115;13,115;12,896;12,896;13,115;13,115;12,896;12,896;12,678;12,462;12,678;12,896;12,462;12,462;12,462;12,462;12,247;14,005;14,231;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/06/2006;;1;1;14,231;13,335;13,67;1;13;1;1;1;;0;14,231;14,231;14,231;13,78;13,78;13,78;14,005;14,005;13,78;13,78;13,78;13,78;13,335;14,005;13,78;13,78;13,78;13,335;13,335;13,78;13,335;13,335;13,335;13,335;13,335;13,335;13,78;13,335;13,335;13,335;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/05/2006;;1;1;25,395;13,78;15,334;11;21;1;1;1;;0;15,612;15,612;15,147;15,147;14,916;14,916;14,231;14,686;16,321;15,379;25,395;17,527;16,083;15,379;14,916;14,916;14,916;14,686;14,231;14,686;13,78;14,005;14,686;14,916;15,147;15,147;14,686;14,686;14,686;14,458;14,458;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/04/2006;;1;1;19,014;15,147;16,473;11;26;1;1;1;;0;17,527;17,04;16,799;16,559;16,083;15,847;15,847;16,083;18,017;17,527;19,014;17,283;18,265;16,559;16,083;15,847;16,559;16,083;17,283;16,559;16,083;16,083;15,847;15,612;15,612;15,147;16,559;15,612;15,379;15,379;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/03/2006;;1;1;72,023;16,559;23,225;11;4;1;1;1;;0;28,248;20,546;18,265;16,559;22,924;26,523;22,387;28,248;21,066;19,267;72,023;43,414;27,094;22,121;21,855;21,328;19,267;25,395;18,763;18,017;19,52;18,017;17,527;16,559;17,04;23,737;22,655;19,014;17,283;16,559;18,763;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/02/2006;;1;1;97,068;16,083;27,948;2;8;1;1;1;;0;22,655;97,068;59,288;32,731;21,066;19,014;16,559;16,083;23,737;27,094;39,731;33,656;35,535;27,669;29,42;43,074;31,21;22,924;19,267;17,527;17,527;20,288;19,014;17,527;16,559;17,283;19,014;20,031;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
58480500;2;01/01/2006;;1;1;69,911;14,458;27,026;3;24;1;1;1;;0;21,066;29,42;69,911;58,317;68,866;68,866;53,569;30,909;25,675;23,465;25,675;22,387;18,265;17,771;17,283;17,04;16,559;16,083;15,847;15,612;15,147;14,916;14,916;14,458;14,458;19,267;15,847;20,806;30,609;23,737;21,066;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/12/2005;;1;1;63,746;19,267;32,261;14;5;1;1;1;;0;23,737;21,328;29,125;23,465;19,267;28,248;38,422;32,731;26,239;21,591;48,555;59,776;52,18;63,746;53,104;39,075;33,967;25,395;32,425;30,909;36,169;27,958;24,285;22,655;30,012;31,815;30,012;25,675;22,924;22,121;23,194;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/11/2005;;1;1;58,826;18,514;23,504;26;24;1;1;1;;0;20,806;21,066;24,285;21,066;23,737;24,285;21,591;23,465;22,387;21,855;23,194;23,194;21,855;20,288;19,014;23,194;21,591;22,924;22,924;26,523;22,655;19,52;19,267;18,514;25,675;58,826;29,715;22,655;19,014;20,031;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/10/2005;;1;1;21,066;15,847;18,07;31;15;1;1;1;;0;18,763;18,017;18,265;18,017;17,527;17,527;17,527;17,283;17,04;16,559;16,559;16,559;16,083;16,083;15,847;16,321;16,083;19,775;20,546;19,775;18,763;18,017;17,527;18,514;20,031;19,52;18,514;18,514;20,288;19,267;21,066;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/09/2005;;1;1;24,285;17,283;18,6;26;14;1;1;1;;0;17,527;17,527;17,771;17,527;17,527;17,527;17,771;18,265;18,514;18,514;17,527;17,527;17,527;17,283;17,527;17,527;18,514;18,265;18,514;19,014;18,514;18,017;17,771;17,527;19,014;24,285;24,285;22,121;19,775;19,014;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/08/2005;;1;1;20,288;17,527;18,767;14;31;1;1;1;;0;19,52;19,014;19,014;19,267;19,014;18,514;18,763;18,763;18,763;18,514;19,014;19,52;19,52;20,288;19,775;19,014;18,514;19,014;19,014;18,763;18,514;18,514;18,514;18,265;18,017;18,017;18,514;18,514;18,017;17,771;17,527;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/07/2005;;1;1;24,285;19,267;20,794;20;17;1;1;1;;0;21,591;21,066;20,031;20,031;20,031;23,194;23,194;22,121;21,066;20,288;20,546;21,066;20,546;20,031;20,031;19,52;19,267;19,52;22,121;24,285;22,655;21,591;21,591;20,031;20,031;20,031;20,031;20,031;20,031;19,52;19,52;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/06/2005;;1;1;24,838;19,52;21,53;22;29;1;1;1;;0;22,655;22,121;22,387;22,121;22,121;21,855;21,591;21,591;21,591;21,066;21,066;21,066;21,328;21,328;21,066;20,806;20,546;20,546;20,546;20,806;23,737;24,838;23,194;22,121;21,328;21,066;20,806;20,546;19,52;20,546;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/05/2005;;1;1;42,398;20,546;23,771;23;2;1;1;1;;0;23,194;20,546;21,328;24,285;22,121;23,737;22,121;21,591;22,121;21,591;22,121;21,591;21,066;21,066;21,066;21,066;21,066;20,806;21,591;21,591;21,066;22,655;42,398;34,278;30,609;33,038;27,094;23,465;22,655;22,655;21,328;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/04/2005;;1;1;35,535;16,799;21,77;30;5;1;1;1;;0;23,737;20,031;19,52;18,017;16,799;19,52;20,546;20,288;18,763;19,014;19,014;18,514;18,514;18,514;19,52;19,775;19,52;20,031;19,775;20,031;25,957;26,808;25,395;27,669;23,737;25,675;24,561;22,655;25,675;35,535;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
58480500;2;01/03/2005;;1;1;90,218;18,017;29,904;4;31;1;1;1;;0;33,347;31,21;43,074;90,218;55,499;43,414;28,539;24,561;23,194;21,328;32,731;24,838;21,328;20,288;19,775;28,832;25,116;31,815;31,815;37,773;33,967;27,094;19,014;19,775;31,512;25,395;21,591;22,121;21,066;18,763;18,017;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;2;01/02/2005;;1;1;48,663;18,017;28,711;19;23;1;1;1;;0;27,669;28,539;40,392;44,783;47,344;36,169;25,675;22,655;21,328;21,328;20,546;19,014;26,523;28,832;27,094;22,655;22,121;23,737;48,663;29,42;21,066;18,763;18,017;30,609;45,611;34,278;25,957;25,116;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
