Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:58480500


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
58480500;1;01/10/2018;;1;1;15,673;10,152;12,297;26;23;2;2;2;;0;13,593;13,358;15,047;13,007;12,32;11,321;11,212;11,871;11,871;11,321;13,358;13,007;11,54;13,831;12,547;11,76;11,65;12,095;11,983;11,43;11,212;10,36;10,152;10,36;13,007;15,673;14,923;12,547;12,095;11,65;11,104;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;
58480500;1;01/09/2018;;1;1;19,668;9,843;11,983;19;3;1;1;1;;0;11,321;10,57;9,843;10,256;10,049;9,843;9,946;10,152;10,152;10,36;10,465;10,152;10,36;10,57;15,171;14,433;15,296;15,171;19,668;13,24;12,32;12,547;11,76;10,782;10,36;10,36;10,36;12,547;17,486;13,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
58480500;1;01/08/2018;;1;1;17,09;11,871;13,172;2;10;1;1;1;;0;14,923;17,09;15,673;16,568;15,296;15,047;17,09;15,421;12,547;11,871;12,32;12,547;12,207;12,207;11,983;11,871;12,433;13,007;12,433;12,207;12,095;12,207;12,207;12,207;11,983;12,095;12,095;12,207;12,207;12,207;12,095;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;1;01/07/2018;;1;1;14,8;11,65;12,177;11;19;1;1;1;;0;12,433;12,32;11,871;12,207;12,207;12,095;12,207;12,207;11,983;11,871;14,8;13,124;12,776;12,32;12,547;12,095;11,871;11,871;11,65;11,76;11,65;11,65;11,871;11,76;11,76;11,871;11,983;13,124;11,871;11,871;11,871;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;1;01/06/2018;;1;1;13,95;12,095;12,829;7;27;1;1;1;;0;13,007;13,358;13,358;13,007;12,892;13,358;13,95;13,124;13,007;13,124;13,124;13,124;12,892;13,007;12,892;12,892;12,892;12,776;12,662;12,662;12,547;12,433;12,662;12,433;12,32;12,433;12,095;12,433;12,207;12,207;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58480500;1;01/05/2018;;1;1;17,221;12,776;13,778;8;31;1;1;1;;0;14,071;14,191;14,071;13,95;14,071;14,071;13,95;17,221;14,433;13,95;13,95;13,712;13,831;13,95;13,831;13,593;13,712;13,593;13,712;13,712;13,593;13,358;13,358;13,475;13,24;13,124;13,358;13,358;13,007;12,892;12,776;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;1;01/04/2018;;1;1;57,834;13,95;19,438;4;30;1;1;1;;0;16,181;16,181;35,901;57,834;38,872;28,879;19,25;22,858;20,09;18,426;16,439;15,421;15,926;15,547;16,439;16,698;16,959;16,181;16,31;15,926;15,547;15,421;15,047;14,8;14,8;14,555;14,312;14,312;14,071;13,95;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58480500;1;01/03/2018;;1;1;141,801;14,312;30,97;11;29;1;1;1;;0;43,703;43,703;28,05;32,831;30,569;25,947;33,721;47,666;33,008;23,31;141,801;81,867;37,388;26,747;23,159;23,159;20,803;18,155;16,959;17,09;26,586;20,947;25,315;21,527;17,353;17,619;19,112;15,926;14,312;15,171;16,568;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;1;01/02/2018;;1;1;62,244;8,652;21,381;28;3;1;1;1;;0;12,776;9,843;8,652;19,389;40,458;28,546;33,542;27,722;21,381;13,475;10,465;10,782;9,14;9,042;8,944;8,846;10,152;11,321;26,106;24,846;24,535;17,486;16,568;15,926;30,227;37,014;49,225;62,244;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
58480500;1;01/01/2018;;1;1;38,697;7,714;13,62;8;21;1;1;1;;0;10,152;12,892;10,889;11,43;18,562;19,528;11,983;38,697;18,291;10,465;9,741;13,95;12,776;11,871;11,104;11,983;10,36;8,749;8,271;8,083;7,714;8,271;8,652;8,083;7,99;17,619;11,983;10,36;23,462;29,046;19,25;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;1;01/12/2017;;1;1;23,919;6,482;10,929;1;21;1;1;1;;0;23,919;19,25;15,171;19,668;18,291;15,926;10,782;12,547;10,676;9,946;9,042;9,741;9,14;8,366;8,083;7,442;7,442;6,652;7,174;6,911;6,482;9,64;7,086;9,539;7,622;8,083;8,271;11,321;11,321;10,36;12,892;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;1;01/11/2017;;1;1;58,802;5,584;12,335;20;17;1;1;1;;0;7,263;6,911;6,911;6,911;7,086;6,998;6,911;6,398;5,985;5,985;6,911;9,042;6,824;6,231;5,823;5,743;5,584;5,904;8,271;58,802;16,054;23,462;16,959;15,047;11,212;8,846;19,668;42,43;18,562;11,321;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58480500;1;01/10/2017;;1;1;17,752;6,066;10,212;3;21;1;1;1;;0;9,339;11,871;17,752;14,433;13,95;12,32;11,321;11,212;10,465;10,57;10,465;9,843;9,946;10,152;9,843;10,049;9,741;7,714;6,231;6,314;6,066;6,824;15,673;11,104;8,944;8,083;7,622;7,99;13,007;9,539;8,177;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;1;01/09/2017;;1;1;13,475;5,12;6,115;30;18;1;1;1;;0;5,823;5,823;5,823;5,743;5,743;5,823;5,663;5,584;5,584;5,584;5,743;5,663;5,505;5,505;5,349;5,272;5,272;5,12;5,196;5,985;6,314;6,482;6,314;6,314;6,482;6,482;6,482;6,398;6,911;13,475;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58480500;1;01/08/2017;;1;1;6,911;5,663;6,026;21;11;2;2;2;;0;5,985;5,985;6,066;5,985;5,904;5,904;5,823;5,823;5,904;5,904;5,663;5,663;5,823;6,066;5,823;5,904;5,904;6,314;6,398;6,149;6,911;6,482;6,398;5,985;6,066;6,066;6,066;5,985;5,985;5,985;5,904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;
58480500;1;01/07/2017;;1;1;6,482;5,904;6,096;16;22;1;1;1;;0;6,314;6,231;5,985;5,985;5,985;5,985;6,066;5,985;5,985;6,149;6,231;5,985;6,149;6,314;6,231;6,482;6,149;5,985;6,066;6,066;5,985;5,904;5,985;6,066;6,149;5,985;5,904;5,985;6,314;6,231;6,149;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58480500;1;01/06/2017;;1;1;11,76;6,149;7,609;14;25;1;1;1;;0;7,99;7,897;7,805;7,714;7,99;7,805;7,897;7,897;7,897;7,805;7,805;7,714;8,749;11,76;9,14;8,177;7,99;7,805;7,622;7,442;7,086;6,824;6,482;6,314;6,149;6,567;6,482;6,652;6,482;6,314;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58480500;1;01/05/2017;;1;1;38,697;7,622;12,082;6;18;2;2;2;;0;8,366;8,177;8,083;8,083;17,09;38,697;15,171;12,547;10,36;8,461;8,177;7,99;8,083;7,897;8,083;7,805;7,714;7,622;30,227;28,879;13,24;22,262;12,207;10,256;8,749;8,944;8,652;8,461;8,271;7,99;7,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;
